timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.08116274 -0.03741944  0.09509443 -0.03358802]
 [-0.00381584  0.00329075  0.          0.        ]]",[-2.10545778 -2.9257133 ],-0.12355734379,[-1.81228767 -3.06396241],-2.39128,"[ 0.83963577  1.40437189  0.1828763   0.93633212  0.82172171 -0.29962818
  0.68380684  0.32738642  0.56955487  0.8508047   0.        ]",[-0.88947165 -0.7488215 ]
1,"[[ 0.04141208 -0.07706668  0.09509443 -0.03358802]
 [-3.95809225 -3.95482783  0.          0.        ]]",[-0.84492052 -1.88114238],-0.119627841006,[-0.89851346 -1.43235837],-2.31533,"[ 0.84343835  1.40164597  0.1183756   0.82816381  0.82172134 -0.29962809
  0.57345703 -0.30626942  0.5726151   0.71302725  0.        ]",[-0.88947165 -0.7488215 ]
2,"[[-0.07261216 -0.19509183  0.09509443 -0.03358802]
 [-7.43279563 -7.83475633  0.          0.        ]]",[ 0.82503605 -0.51104283],-0.110759312605,[ 0.79415573 -0.56946489],-1.90707,"[ 0.84066096  1.38242102 -0.06688103  0.50877828  0.82172097 -0.299628
  0.4764904  -0.92740757  0.52843567  0.31607595  0.        ]",[-0.88947165 -0.7488215 ]
3,"[[-0.18826602 -0.37286647  0.09509443 -0.03358802]
 [-4.14356021 -9.93569851  0.          0.        ]]",[ 1.08928204  0.38888967],-0.105709759834,[ 0.95855397 -0.24821048],-1.7456,"[ 0.81717508  1.32266167 -0.25320882  0.04300811  0.82172061 -0.29962792
  0.56828095 -1.263747    0.36977522 -0.12792878  0.        ]",[-0.88947165 -0.7488215 ]
4,"[[ -0.23226788  -0.57948184   0.09509443  -0.03358802]
 [ -0.2695022  -10.72320075   0.           0.        ]]",[ 0.886756    0.96714151],-0.104239950304,[ 0.03011789  0.05952358],-1.84654,"[ 0.80282946  1.20908524 -0.32316534 -0.45794616  0.82172024 -0.29962783
  0.67639175 -1.38981731  0.16841074 -0.40549041  0.        ]",[-0.88947165 -0.7488215 ]
5,"[[ -0.23641354  -0.78945149   0.09509443  -0.03358802]
 [ -0.145481   -10.27525656   0.           0.        ]]",[ 1.10649192  1.06447279],-0.102652060324,[ 1.49873776  1.23846159],-1.76552,"[ 0.80132539  1.04989255 -0.329721   -0.90170754  0.82171988 -0.29962774
  0.67985247 -1.3181049  -0.03773028 -0.56466292  0.        ]",[-0.88947165 -0.7488215 ]
6,"[[-0.19961299 -0.95320015  0.09509443 -0.03358802]
 [ 3.81247711 -6.11344858  0.          0.        ]]",[ 0.51463687  0.2824952 ],-0.0989564949547,[ 0.50476461  0.4376565 ],-1.82486,"[ 0.81375797  0.89953455 -0.27131039 -1.18949847  0.82171951 -0.29962766
  0.79030458 -0.65184027 -0.16479086 -0.5958393   0.        ]",[-0.88947165 -0.7488215 ]
7,"[[-0.10408664 -1.05687248  0.09509443 -0.03358802]
 [ 5.73379336 -4.25994146  0.          0.        ]]",[ 0.09743316 -0.11086664],-0.0914271053748,[ 0.09861534  0.53457457],-1.80378,"[ 0.83632121  0.79444173 -0.11784975 -1.34130947  0.82171914 -0.29962757
  0.84392127 -0.35511192 -0.15791855 -0.497279    0.        ]",[-0.88947165 -0.7488215 ]
8,"[[ 0.01336111 -1.11998708  0.09509443 -0.03358802]
 [ 6.01006335 -2.05885087  0.          0.        ]]",[-0.211289   -0.56368703],-0.0833999577785,[ 0.09719194  0.39795222],-1.72968,"[ 0.84463563  0.72728157  0.07278999 -1.42130774  0.82171878 -0.29962748
  0.85163058 -0.0027389  -0.09264074 -0.34254163  0.        ]",[-0.88947165 -0.7488215 ]
9,"[[ 0.13622427 -1.14494459  0.09509443 -0.03358802]
 [ 6.27536241 -0.44228469  0.          0.        ]]",[-0.75850815 -0.91048592],-0.0776315655427,[-0.06651499 -0.53717853],-1.72762,"[  8.30303173e-01   7.00133940e-01   2.71856398e-01  -1.45025467e+00
   8.21718410e-01  -2.99627396e-01   8.59033737e-01   2.56057485e-01
   2.36145832e-04  -1.52278000e-01   0.00000000e+00]",[-0.88947165 -0.7488215 ]
10,"[[ 0.25785117 -1.17504086  0.09509443 -0.03358802]
 [ 5.88862291 -2.56028703  0.          0.        ]]",[-1.31379437 -0.48752481],-0.0740799708536,[-1.29364168 -0.41329185],-1.8588,"[ 0.79313182  0.66698711  0.46565095 -1.4830986   0.82171804 -0.29962731
  0.84824083 -0.08301407  0.06482068  0.03950979  0.        ]",[-0.88947165 -0.7488215 ]
11,"[[ 0.33475799 -1.24214607  0.09509443 -0.03358802]
 [ 1.81558406 -4.14498676  0.          0.        ]]",[-0.88111389  0.04562546],-0.0700762812303,[-0.50632152 -0.52861434],-1.84028,"[ 0.75806201  0.59161506  0.58520723 -1.54806747  0.82171768 -0.29962722
  0.73457654 -0.33670905  0.04954533  0.12651541  0.        ]",[-0.88947165 -0.7488215 ]
12,"[[ 0.35061114 -1.34521827  0.09509443 -0.03358802]
 [-0.22352878 -6.15554387  0.          0.        ]]",[-0.44536394  0.6555382 ],-0.0635825982083,[-0.40958571 -0.61027268],-1.80471,"[ 0.74974064  0.47256641  0.60948212 -1.62509609  0.82171731 -0.29962714
  0.67767191 -0.6585796  -0.04199538  0.08223624  0.        ]",[-0.88947165 -0.7488215 ]
13,"[[ 0.3299248  -1.49134778  0.09509443 -0.03358802]
 [-1.83979786 -8.44976805  0.          0.        ]]",[ 0.11185424  1.37170756],-0.0556270614788,[ 0.38628832  1.06365542],-1.6064,"[ 0.76052459  0.29920641  0.57777899 -1.6857121   0.82171695 -0.29962705
  0.63256735 -1.02586226 -0.21165592 -0.03304919  0.        ]",[-0.88947165 -0.7488215 ]
14,"[[ 0.30882212 -1.61893957  0.09509443 -0.03358802]
 [-0.27558525 -4.32315783  0.          0.        ]]",[ 0.24889457  0.76643163],-0.0510211361866,[ 0.25470801 -0.368513  ],-1.63573,"[ 0.77087395  0.14604726  0.54520568 -1.69116447  0.82171658 -0.29962696
  0.6762187  -0.36523156 -0.37381693 -0.11314326  0.        ]",[-0.88947165 -0.7488215 ]
15,"[[ 0.31348053 -1.71918577  0.09509443 -0.03358802]
 [ 0.73804889 -5.69687955  0.          0.        ]]",[ 0.12628345  1.22628176],-0.0476548671397,[ 0.23393599  2.10435251],-1.49453,"[ 0.76864578  0.02624805  0.55241542 -1.66429595  0.82171621 -0.29962687
  0.70450535 -0.58515103 -0.48811549 -0.13242379  0.        ]",[-0.88947165 -0.7488215 ]
16,"[[ 0.33737885 -1.79226507  0.09509443 -0.03358802]
 [ 1.64878563 -1.62461772  0.          0.        ]]",[ 0.04585205  0.52099049],-0.044228529491,[-0.43948453  0.76104962],-1.55929,"[ 0.75671029 -0.06002933  0.58922883 -1.62757886  0.82171585 -0.29962679
  0.72992049  0.06677914 -0.55531729 -0.116071    0.        ]",[-0.88947165 -0.7488215 ]
17,"[[ 0.35257083 -1.79419762  0.09509443 -0.03358802]
 [-0.12368501  1.42120916  0.          0.        ]]",[ 0.40441769 -0.02200979],-0.042953815768,[ 0.58749076 -0.06903596],-1.54705,"[ 0.74868478 -0.06229377  0.61247228 -1.62641216  0.82171548 -0.2996267
  0.68045685  0.55438685 -0.54505272 -0.09860435  0.        ]",[-0.88947165 -0.7488215 ]
18,"[[ 0.37345201 -1.76880129  0.09509443 -0.03358802]
 [ 2.2040414   1.11943152  0.          0.        ]]",[-0.15188979 -0.13896333],-0.0419364755206,[ 0.27730697  0.21791498],-1.54846,"[ 0.73710219 -0.03245952  0.64420764 -1.6409262   0.82171511 -0.29962661
  0.74541514  0.50607494 -0.4979653  -0.06905283  0.        ]",[-0.88947165 -0.7488215 ]
19,"[[ 0.42810585 -1.73797883  0.09509443 -0.03358802]
 [ 3.25782152  1.96001611  0.          0.        ]]",[-0.60520226 -0.46378481],-0.039500208003,[-0.31429937 -0.48018937],-1.64713,"[ 0.70379844  0.00395195  0.72601203 -1.65621936  0.82171475 -0.29962653
  0.77482209  0.64064435 -0.42064247  0.00765096  0.        ]",[-0.88947165 -0.7488215 ]
20,"[[ 0.48013673 -1.71824258  0.09509443 -0.03358802]
 [ 1.94963889  0.02007009  0.          0.        ]]",[-0.70757586 -0.10067795],-0.0381683117699,[-0.69885888 -0.37511787],-1.69701,"[ 0.66814812  0.02736888  0.80202113 -1.6646677   0.82171438 -0.29962644
  0.73831503  0.33007719 -0.36282868  0.0834697   0.        ]",[-0.88947165 -0.7488215 ]
21,"[[ 0.49099258 -1.7327438   0.09509443 -0.03358802]
 [-0.85471961 -1.46524721  0.          0.        ]]",[-0.28155071  0.33591253],-0.036956902749,[-0.22163902  0.69168512],-1.62572,"[ 0.66023354  0.01015605  0.81763004 -1.65855983  0.82171402 -0.29962635
  0.66005503  0.09229181 -0.37255055  0.09248442  0.        ]",[-0.88947165 -0.7488215 ]
22,"[[ 0.46526264 -1.73427731  0.09509443 -0.03358802]
 [-1.7154008   1.30267294  0.          0.        ]]",[ 0.08936653 -0.16418935],-0.0378626645436,[ 0.16241335  0.52792773],-1.59195,"[ 0.67872609  0.00833811  0.78049014 -1.65787926  0.82171365 -0.29962627
  0.63603622  0.53540976 -0.39087417  0.05757408  0.        ]",[-0.88947165 -0.7488215 ]
23,"[[ 0.43774189 -1.68751003  0.09509443 -0.03358802]
 [-1.03893674  3.36717206  0.          0.        ]]",[ 0.08857116 -0.68262267],-0.0414475779477,[ 0.221358   -0.76579731],-1.65373,"[ 0.69748254  0.06396635  0.74023154 -1.67572329  0.82171328 -0.29962618
  0.6549137   0.86591643 -0.35557557  0.03772959  0.        ]",[-0.88947165 -0.7488215 ]
24,"[[ 0.42596402 -1.65126024  0.09509443 -0.03358802]
 [-0.14183629  0.26813401  0.          0.        ]]",[-0.17447914 -0.18824238],-0.0438330308295,[ 0.48009886 -0.52568498],-1.6354,"[ 0.70518285  0.10730112  0.72284088 -1.68547211  0.82171292 -0.29962609
  0.67994835  0.36978918 -0.32222013  0.03568451  0.        ]",[-0.88947165 -0.7488215 ]
25,"[[ 0.44222301 -1.66683807  0.09509443 -0.03358802]
 [ 1.76139817 -1.81895682  0.          0.        ]]",[-0.63140577  0.18268649],-0.0423957170783,[-0.31567423  0.30364342],-1.6492,"[ 0.69450055  0.08865971  0.74682246 -1.68171816  0.82171255 -0.29962601
  0.73306064  0.03566528 -0.32895964  0.05196361  0.        ]",[-0.88947165 -0.7488215 ]
26,"[[ 0.4645642  -1.6907908   0.09509443 -0.03358802]
 [ 0.47699653 -0.5804473   0.          0.        ]]",[-0.43402386  0.02347718],-0.0402757379806,[-0.26536341 -0.11973228],-1.66222,"[ 0.67921415  0.06005249  0.77947392 -1.67465948  0.82171218 -0.29962592
  0.69721722  0.23393915 -0.34153834  0.07312416  0.        ]",[-0.88947165 -0.7488215 ]
27,"[[ 0.46347252 -1.7070396   0.09509443 -0.03358802]
 [-0.58263767 -1.0428934   0.          0.        ]]",[-0.22796132  0.1957318 ],-0.0393959599794,[-0.63186501  0.02748984],-1.67611,"[ 0.67997708  0.04069219  0.77788642 -1.66898413  0.82171182 -0.29962583
  0.66764629  0.15990574 -0.36076064  0.06524162  0.        ]",[-0.88947165 -0.7488215 ]
28,"[[ 0.42684362 -1.72659458  0.09509443 -0.03358802]
 [-3.07196628 -0.91303359  0.          0.        ]]",[ 0.42573994  0.33677912],-0.0400635287007,[ 0.53701524 -0.04424763],-1.58198,"[ 0.70461347  0.01745019  0.72414162 -1.66120671  0.82171145 -0.29962575
  0.59817763  0.18069506 -0.40826195  0.00960093  0.        ]",[-0.88947165 -0.7488215 ]
29,"[[ 0.38733939 -1.7464345   0.09509443 -0.03358802]
 [-0.88573502 -1.07043773  0.          0.        ]]",[ 0.23394504  0.35309553],-0.0416426799518,[ 0.43208262 -0.22204499],-1.58234,"[ 0.72904483 -0.00605759  0.66516804 -1.65226099  0.82171109 -0.29962566
  0.65918745  0.15549604 -0.46067129 -0.04673043  0.        ]",[-0.88947165 -0.7488215 ]
30,"[[ 0.38695997 -1.77645427  0.09509443 -0.03358802]
 [ 0.84204182 -1.92867615  0.          0.        ]]",[-0.06291352  0.53155971],-0.0407484792903,[ 0.37645107  0.48456436],-1.53778,"[ 0.72926831 -0.04146709  0.66459658 -1.63671365  0.82171072 -0.29962557
  0.70740338  0.01809985 -0.4965046  -0.05419457  0.        ]",[-0.88947165 -0.7488215 ]
31,"[[ 0.41858061 -1.79539576  0.09509443 -0.03358802]
 [ 2.31511963  0.02801086  0.          0.        ]]",[-0.37676817  0.10942243],-0.0379644883999,[-0.39672318 -0.523705  ],-1.63589,"[ 0.70990774 -0.06369759  0.71188934 -1.62566181  0.82171035 -0.29962548
  0.74851153  0.33134769 -0.49508126 -0.01979787  0.        ]",[-0.88947165 -0.7488215 ]
32,"[[ 0.4486714  -1.81564465  0.09509443 -0.03358802]
 [ 0.69933624 -2.04599254  0.          0.        ]]",[-0.26589018  0.61837828],-0.0352764282243,[-0.33828784  0.86231566],-1.58647,"[  6.90158516e-01  -8.73561314e-02   7.56281155e-01  -1.61279030e+00
   8.21709987e-01  -2.99625398e-01   7.03420372e-01  -6.81624127e-04
  -4.97279964e-01   1.21811451e-02   0.00000000e+00]",[-0.88947165 -0.7488215 ]
33,"[[ 0.44908107 -1.82189855  0.09509443 -0.03358802]
 [-0.65385893  1.40908677  0.          0.        ]]",[ 0.10344704  0.00113465],-0.0350435517987,[ 0.05879157 -0.55970143],-1.614,"[ 0.68988054 -0.09463941  0.7568809  -1.60859388  0.82170962 -0.29962531
  0.66565715  0.55244549 -0.50441735  0.01118245  0.        ]",[-0.88947165 -0.7488215 ]
34,"[[ 0.43847113 -1.81623272  0.09509443 -0.03358802]
 [-0.40795573 -0.83502493  0.          0.        ]]",[ 0.02169535  0.4303031 ],-0.0359488727416,[-0.60095079  0.31934529],-1.6116,"[  6.96996223e-01  -8.80414387e-02   7.41301880e-01  -1.61239718e+00
   8.21709255e-01  -2.99625224e-01   6.72519195e-01   1.93183151e-01
  -5.05249293e-01  -3.67647126e-04   0.00000000e+00]",[-0.88947165 -0.7488215 ]
35,"[[ 0.40652651 -1.82007757  0.09509443 -0.03358802]
 [-2.77860604  0.44627418  0.          0.        ]]",[ 0.6404705   0.30391484],-0.0381649513468,[ 0.52545615  0.4147045 ],-1.52787,"[ 0.71745636 -0.09251983  0.6939349  -1.60982294  0.82170889 -0.29962514
  0.60636236  0.39830765 -0.5334299  -0.0394265   0.        ]",[-0.88947165 -0.7488215 ]
36,"[[ 0.37237112 -1.79476778  0.09509443 -0.03358802]
 [-0.64405092  2.07925555  0.          0.        ]]",[ 0.43293715 -0.14693977],-0.0413767155748,[ 0.83052192 -0.30605651],-1.56286,"[ 0.73771246 -0.06296192  0.64256548 -1.62603574  0.82170852 -0.29962505
  0.66593013  0.65973329 -0.52976833 -0.07535225  0.        ]",[-0.88947165 -0.7488215 ]
