timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[  6.33700022e-02   2.22714159e-02   1.86389017e-01   9.75770093e-02]
 [ -5.23594544e-05   2.12946799e-04   0.00000000e+00   0.00000000e+00]]","[ 1.06893941  1.25283591  0.14174902  0.26344695  1.73770347  0.79855479
  0.29065453  0.10214034 -0.20059524 -0.49499462  0.        ]",-0.0850078119146,[ 0.00385256 -0.00984127],-0.775279,[-0.11254857 -0.2528407 ],[ 0.94094716  0.96858925]
1,"[[ 0.10070069  0.06074106  0.18638902  0.09757701]
 [ 3.72073978  3.83397897  0.          0.        ]]","[ 1.0646984   1.25081043  0.19903605  0.33014526  1.73760112  0.79853562
  0.62779346  0.60277947 -0.20891373 -0.41324314  0.        ]",-0.0731330948561,[ 0.00385256 -0.00984127],-0.723648,[-0.11248289 -0.2504074 ],[-0.07243203 -1.05232973]
2,"[[ 0.17151802  0.09693258  0.18638902  0.09757701]
 [ 3.36217928 -0.20137907  0.          0.        ]]","[ 1.05145036  1.247231    0.30705534  0.39275245  1.73749879  0.79851646
  0.59529115  0.07579638 -0.23059214 -0.28697426  0.        ]",-0.0544630248245,[ 0.00385256 -0.00984127],-0.674286,[-0.11582009 -0.25749761],[-1.76573387 -1.90213053]
3,"[[ 0.19841919  0.05323281  0.18638902  0.09757701]
 [-0.65867667 -4.15542427  0.          0.        ]]","[ 1.04461272  1.2512467   0.34776885  0.31712276  1.73739648  0.7984973
  0.2309395  -0.44056668 -0.23071533 -0.28109472  0.        ]",-0.0536449018521,[ 0.00385256 -0.00984127],-0.725335,[-0.11788677 -0.26370877],[ 0.26495479 -0.92768634]
4,"[[ 0.19590659 -0.06590937  0.18638902  0.09757701]
 [ 0.40387034 -7.74682251  0.          0.        ]]","[ 1.04525773  1.2502643   0.34396878  0.11046455  1.73729419  0.79847814
  0.32721775 -0.90955947 -0.21455396 -0.37234254  0.        ]",-0.0671444141326,[ 0.00385256 -0.00984127],-0.73615,[-0.12333605 -0.27634799],[ 0.11116878 -1.01832164]
5,"[[  0.20833057  -0.25903651   0.18638902   0.09757701]
 [  0.83705879 -11.55320516   0.           0.        ]]","[ 1.04179511  1.21155953  0.36270627 -0.2197999   1.73719191  0.79845898
  0.3664659  -1.40659228 -0.21119319 -0.49928813  0.        ]",-0.0851763807734,[ 0.00385256 -0.00984127],-0.727221,[-0.12855431 -0.28860956],[-0.95806689 -0.41999499]
6,"[[  0.18688161  -0.50447679   0.18638902   0.09757701]
 [ -2.96937807 -12.98606214   0.           0.        ]]","[ 1.04755531  1.09847309  0.33031222 -0.61412701  1.73708965  0.79843982
  0.02153332 -1.59363077 -0.24203506 -0.70983108  0.        ]",-0.11452063315,[ 0.00385256 -0.00984127],-0.777175,[-0.12698174 -0.2880592 ],[-0.44169402  0.33928199]
7,"[[  0.11053953  -0.74813327   0.18638902   0.09757701]
 [ -4.65924042 -11.38492496   0.           0.        ]]","[ 1.06307774  0.92186576  0.21406393 -0.95589102  1.73698741  0.79842066
 -0.13159916 -1.38447895 -0.33559811 -0.97357259  0.        ]",-0.152030176989,[ 0.00385256 -0.00984127],-0.80748,[-0.12314725 -0.28399152],[-1.23782699  0.47310059]
8,"[[-0.02143088 -0.95476144  0.18638902  0.09757701]
 [-8.52498567 -9.2848844   0.          0.        ]]","[ 1.07112375  0.72953903  0.01116845 -1.1917331   1.73688519  0.79840151
 -0.48190732 -1.11020183 -0.49911803 -1.23822142  0.        ]",-0.192442175713,[ 0.00385256 -0.00984127],-1.00779,[-0.11821894 -0.27650264],[-0.09241308 -2.39500546]
9,"[[ -0.19390725  -1.17833932   0.18638902   0.09757701]
 [ -8.72215094 -13.0603148    0.           0.        ]]","[ 1.0456275   0.4874078  -0.25259264 -1.3787716   1.73678299  0.79838236
 -0.49976564 -1.60314348 -0.7600262  -1.46896431  0.        ]",-0.234337571912,[ 0.00385256 -0.00984127],-1.09811,[-0.11543142 -0.27296242],[ 0.23034533 -0.43878353]
10,"[[ -0.35748699  -1.45438293   0.18638902   0.09757701]
 [ -7.63946851 -14.53911467   0.           0.        ]]","[ 0.98441366  0.15731994 -0.49473157 -1.49890928  1.7366808   0.7983632
 -0.4016431  -1.79614118 -1.08735685 -1.56915319  0.        ]",-0.267322868002,[ 0.00385256 -0.00984127],-1.05096,[-0.11126935 -0.2670961 ],[-2.00312188 -0.13946548]
11,"[[ -0.54848717  -1.74780764   0.18638902   0.09757701]
 [-11.44803424 -14.80246939   0.           0.        ]]","[ 0.86957851 -0.20490723 -0.75880991 -1.48346707  1.73657863  0.79834405
 -0.74677318 -1.83041354 -1.43126811 -1.5187989   0.        ]",-0.290036911042,[ 0.00385256 -0.00984127],-1.23334,[-0.10963009 -0.26227453],[ 0.48042367 -0.02508981]
12,"[[ -0.75611842  -2.04191102   0.18638902   0.09757701]
 [ -9.32204324 -14.60853032   0.           0.        ]]","[ 0.69650122 -0.54922413 -1.0124508  -1.32146531  1.73647648  0.7983249
 -0.5540957  -1.80497714 -1.70082062 -1.32252685  0.        ]",-0.297467807375,[ 0.00385256 -0.00984127],-1.31419,[-0.10803743 -0.25847366],[ 1.68541493 -1.66362331]
13,"[[ -0.9010072   -2.37090753   0.18638902   0.09757701]
 [ -5.18054014 -18.27889036   0.           0.        ]]","[ 0.54973653 -0.87588428 -1.16311363 -0.98398334  1.73637435  0.79830576
 -0.17876755 -2.28401468 -1.80167219 -1.03909072  0.        ]",-0.283908387655,[ 0.00385256 -0.00984127],-1.09984,[-0.10585441 -0.25239748],[-0.52228845  2.30632613]
14,"[[ -1.02434789  -2.6931257    0.18638902   0.09757701]
 [ -7.14683327 -13.9573401    0.           0.        ]]","[ 0.41056637 -1.10352526 -1.2715258  -0.52744978  1.73627224  0.79828661
 -0.35696032 -1.71967719 -1.75975073 -0.77608001  0.        ]",-0.257953787236,[ 0.00385256 -0.00984127],-1.10267,[-0.10508453 -0.24664935],[ 0.59662301  1.16412128]
15,"[[-1.14216858 -2.92977077  0.18638902  0.09757701]
 [-4.64345733 -9.72129112  0.          0.        ]]","[ 0.26745133 -1.19835199 -1.35642477 -0.13981984  1.73617014  0.79826746
 -0.13008277 -1.16657828 -1.65895308 -0.62071959  0.        ]",-0.23323751446,[ 0.00385256 -0.00984127],-0.995907,[-0.10420265 -0.2419536 ],[-0.2048603   1.79008188]
16,"[[-1.24225144 -3.05466282  0.18638902  0.09757701]
 [-5.36235497 -1.70657761  0.          0.        ]]","[ 0.13957322 -1.2213309  -1.41330947  0.07438801  1.73606806  0.79824832
 -0.1952329  -0.120181   -1.57985643 -0.55926031  0.        ]",-0.217956579012,[ 0.00385256 -0.00984127],-0.944664,[-0.10099228 -0.23387849],[-0.93825375  0.47681593]
17,"[[-1.38570385 -3.05130736  0.18638902  0.09757701]
 [-8.97089069  1.32248094  0.          0.        ]]","[-0.05113289 -1.22091831 -1.46931026  0.06858605  1.73596601  0.79822918
 -0.52226635  0.27529218 -1.57942538 -0.55027219  0.        ]",-0.217357232568,[ 0.00385256 -0.00984127],-0.997554,[-0.1000214 -0.2308943],[ 0.09039565  0.81609017]
