timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[-0.09593405  0.07010757  0.01265928  0.06207227]
 [-0.00408671 -0.00251952  0.          0.        ]]","[ 0.84581169  1.50927958 -0.14529501  1.1978452   0.11747141  0.53513245
  0.71676905  0.33318372  1.39244156 -0.47442532  0.        ]",-0.21046767378,[-0.68684989 -0.48672119],-1.90943,[-0.26679361 -1.81001759],[-0.69636591 -1.07911451]
1,"[[-0.12363867  0.03034058  0.01265928  0.06207227]
 [-2.75721151 -3.9609907   0.          0.        ]]","[ 0.84123013  1.51168833 -0.19046147  1.08565041  0.11747136  0.53513218
  0.63662662 -0.27552369  1.38482042 -0.57581424  0.        ]",-0.213589130067,[-0.68684989 -0.48672119],-1.9171,[-0.04910728 -1.42683458],[ 0.76690602 -2.1765194 ]
2,"[[-0.14778171 -0.08783233  0.01265928  0.06207227]
 [ 0.33261034 -7.8433565   0.          0.        ]]","[ 0.83630005  1.50758723 -0.22969615  0.75214009  0.11747132  0.53513191
  0.72656937 -0.87252786  1.35527545 -0.75377719  0.        ]",-0.218705299263,[-0.68684989 -0.48672119],-1.92644,[-0.30060261 -1.20432281],[ 0.06763262 -2.19685892]
3,"[[ -0.13849689  -0.28287031   0.01265928   0.06207227]
 [  0.59496782 -11.64776213   0.           0.        ]]","[ 0.8382984   1.46424906 -0.21462274  0.2114474   0.11747127  0.53513164
  0.73420603 -1.45754271  1.28929841 -0.93736549  0.        ]",-0.222461274917,[-0.68684989 -0.48672119],-1.93198,[-0.25656149 -0.93926191],[ 0.6323211  -2.50002272]
4,"[[ -1.01605758e-01  -5.53249000e-01   1.26592762e-02   6.20722651e-02]
 [  3.08582252e+00  -1.53776596e+01   0.00000000e+00   0.00000000e+00]]","[ 0.84496539  1.33209443 -0.1545521  -0.48447409  0.11747122  0.53513138
  0.80671309 -2.03109765  1.15945895 -1.12047719  0.        ]",-0.222890310835,[-0.68684989 -0.48672119],-2.01965,[-0.529603   -0.85917747],[-0.79719603 -0.35994255]
5,"[[ -7.21468867e-02  -8.72036135e-01   1.26592762e-02   6.20722651e-02]
 [ -1.29387579e-01  -1.64973539e+01   0.00000000e+00   0.00000000e+00]]","[ 0.84882228  1.081457   -0.10641703 -1.16300605  0.11747118  0.53513111
  0.71311945 -2.20327162  0.92945375 -1.31183285  0.        ]",-0.219232412223,[-0.68684989 -0.48672119],-2.04896,[ 0.06195135 -0.66949463],[ 0.15441326 -1.75531075]
6,"[[ -6.85797302e-02  -1.23843582e+00   1.26592762e-02   6.20722651e-02]
 [  4.83917427e-01  -2.01304982e+01   0.00000000e+00   0.00000000e+00]]","[ 0.84920021  0.69866169 -0.10058056 -1.67047666  0.11747113  0.53513084
  0.73097203 -2.76194177  0.56322837 -1.47893446  0.        ]",-0.209937530522,[-0.68684989 -0.48672119],-2.02272,[-0.13331142 -0.54243934],[-0.54008577 -0.55911543]
7,"[[ -8.04560620e-02  -1.65925490e+00   1.26592762e-02   6.20722651e-02]
 [ -1.66462610e+00  -2.19453936e+01   0.00000000e+00   0.00000000e+00]]","[ 0.84786525  0.19797688 -0.12000613 -1.81402832  0.11747108  0.53513057
  0.66842856 -3.04101081  0.07975181 -1.51310316  0.        ]",-0.191242101885,[-0.68684989 -0.48672119],-1.76578,[-0.16559026 -0.46975699],[-0.66094352 -0.14549261]
8,"[[ -1.39690079e-01  -2.09958023e+00   1.26592762e-02   6.20722651e-02]
 [ -4.25026552e+00  -2.20866992e+01   0.00000000e+00   0.00000000e+00]]","[ 0.83804591 -0.30454577 -0.2165608  -1.43923345  0.11747104  0.5351303
  0.59316148 -3.06272731 -0.43518085 -1.35115746  0.        ]",-0.163336252613,[-0.68684989 -0.48672119],-1.50707,[-0.67523491 -0.55693978],[-1.69032192 -0.89369667]
9,"[[ -2.63595106e-01  -2.57242915e+00   1.26592762e-02   6.20722651e-02]
 [ -8.12744105e+00  -2.51878899e+01   0.00000000e+00   0.00000000e+00]]","[ 0.80061775 -0.71254848 -0.41554724 -0.52253048  0.11747099  0.53513004
  0.48029844 -3.5395837  -0.83626952 -0.94088854  0.        ]",-0.123029288154,[-0.68684989 -0.48672119],-1.40665,[-1.57769799 -0.74576783],[-2.12736711 -0.64074379]
10,"[[ -4.64272691e-01  -3.09663863e+00   1.26592762e-02   6.20722651e-02]
 [ -1.19271125e+01  -2.21261851e+01   0.00000000e+00   0.00000000e+00]]","[ 0.69299336 -0.9017004  -0.72262822  0.87300016  0.11747095  0.53512977
  0.36969154 -3.06877018 -0.86387873 -0.35037348  0.        ]",-0.0664418531565,[-0.68684989 -0.48672119],-1.23445,[-1.7347548  -0.87872326],[-1.44739173 -1.1075768 ]
11,"[[ -7.40157032e-01  -3.23424197e+00   1.26592762e-02   6.20722651e-02]
 [ -1.56492179e+01   1.66368472e+00   0.00000000e+00   0.00000000e+00]]","[ 0.45788293 -0.89774058 -1.09435291  1.26131492  0.1174709   0.5351295
  0.26134257  0.58940715 -0.74358541 -0.20342749  0.        ]",-0.0488312396442,[-0.68684989 -0.48672119],-1.1305,[-1.1460849  -0.88393676],[-0.66707265 -0.05191261]
