timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.04130413 -0.00308359  0.09415012  0.11713946]
 [-0.0003437  -0.00294698  0.          0.        ]]",[ 0.36361933 -0.88826466],-0.171143579556,[ 0.00745014  0.23658054],-0.85767,"[ 1.11652319  1.9640653   0.00208052  0.62828014  0.83363452  1.04231542
  0.74377493  0.33834838  0.6359476  -0.91613559  0.        ]",[-0.08054859 -0.19412109]
1,"[[-0.04101889  0.00625677  0.09415012  0.11713946]
 [ 0.02877193  0.93386137  0.          0.        ]]",[ 0.35235241 -0.89711672],-0.170373882873,[ 1.34533172 -0.86829779],-0.832737,"[ 1.11653212  1.9640179   0.00251019  0.65443138  0.83363039  1.04230906
  0.74549049  0.46748727  0.63626271 -0.90750218  0.        ]",[-0.08054859 -0.19412109]
2,"[[ -7.45178419e-04  -9.76254318e-03   9.41501235e-02   1.17139463e-01]
 [  3.98542080e+00  -2.52426263e+00   0.00000000e+00   0.00000000e+00]]",[ 0.28525463 -0.90659475],-0.165624989629,[-0.58805129 -0.91121545],-0.795953,"[ 1.11768999  1.96395306  0.06321166  0.60957348  0.83362625  1.0423027
  0.97908124 -0.00922182  0.63732648 -0.85432915  0.        ]",[-0.08054859 -0.19412109]
3,"[[ 0.05484614 -0.0959376   0.09415012  0.11713946]
 [ 1.58170784 -6.08139181  0.          0.        ]]",[ 0.31926394 -0.86468792],-0.163893242315,[-1.01973962  0.41153614],-0.835178,"[ 1.11559939  1.95793828  0.14698273  0.3686828   0.83362212  1.04229634
  0.83716439 -0.4995786   0.6355742  -0.83685335  0.        ]",[-0.08054859 -0.19412109]
4,"[[ 0.04646879 -0.1999925   0.09415012  0.11713946]
 [-2.40617059 -4.32994194  0.          0.        ]]",[ 0.38216037 -0.84664273],-0.172685346913,[-0.10232324 -0.58504846],-0.856013,"[ 1.11617986  1.93773871  0.13436832  0.08062886  0.83361799  1.04228998
  0.60172164 -0.25813579  0.62702122 -0.94124892  0.        ]",[-0.08054859 -0.19412109]
5,"[[ -5.23036814e-03  -3.08972518e-01   9.41501235e-02   1.17139463e-01]
 [ -2.76257650e+00  -6.56062545e+00   0.00000000e+00   0.00000000e+00]]",[ 0.42584771 -0.80878484],-0.187622634533,[ 0.31588734 -1.68958818],-0.917623,"[ 1.11764941  1.90163765  0.05644806 -0.21455562  0.83361385  1.04228361
  0.58067748 -0.56564008  0.59760952 -1.11877259  0.        ]",[-0.08054859 -0.19412109]
6,"[[ -0.04738268  -0.4786145    0.09415012   0.11713946]
 [ -1.45703856 -10.39080383   0.           0.        ]]",[ 0.40585852 -0.7814635 ],-0.203814331136,[-0.22029887  0.42626581],-1.03765,"[ 1.11610578  1.81608582 -0.00707725 -0.65269155  0.83360972  1.04227725
  0.65775267 -1.09363579  0.52679089 -1.32093416  0.        ]",[-0.08054859 -0.19412109]
7,"[[-0.08498829 -0.66742884  0.09415012  0.11713946]
 [-2.30071333 -8.49694451  0.          0.        ]]",[ 0.37620258 -0.78918046],-0.218362396096,[ 0.79860234 -2.63107089],-1.10133,"[ 1.11265226  1.68159228 -0.06364682 -1.0962813   0.83360559  1.04227089
  0.60794025 -0.83255706  0.4155184  -1.50920862  0.        ]",[-0.08054859 -0.19412109]
8,"[[ -0.09883625  -0.87541841   0.09415012   0.11713946]
 [  0.90522954 -12.28935508   0.           0.        ]]",[ 0.26649117 -0.78942651],-0.228119078756,[ 0.97266478 -1.02801634],-1.18921,"[ 1.11088377  1.49116411 -0.08443663 -1.51304969  0.83360146  1.04226453
  0.79721348 -1.3553423   0.27797939 -1.6458988   0.        ]",[-0.08054859 -0.19412109]
9,"[[ -0.04229193  -1.15850336   0.09415012   0.11713946]
 [  4.73647604 -16.00669888   0.           0.        ]]",[ 0.11621328 -0.7843228 ],-0.228508462717,[ 0.97164524 -2.02609224],-1.21224,"[  1.11640009e+00   1.17546966e+00   5.91123978e-04  -1.92854367e+00
   8.33597325e-01   1.04225817e+00   1.02340220e+00  -1.86776480e+00
   1.18405735e-01  -1.69287922e+00   0.00000000e+00]",[-0.08054859 -0.19412109]
10,"[[  0.09007917  -1.51519295   0.09415012   0.11713946]
 [  8.48821488 -19.65003096   0.           0.        ]]",[-0.06686466 -0.76871395],-0.218034084463,[-0.22875596 -1.624325  ],-1.15102,"[ 1.11201368  0.72142117  0.19996292 -2.15881797  0.83359319  1.04225182
  1.24489365 -2.36995957 -0.0596571  -1.6376845   0.        ]",[-0.08054859 -0.19412109]
11,"[[  0.24907583  -1.94401363   0.09415012   0.11713946]
 [  7.41484238 -23.22017035   0.           0.        ]]",[-0.1446602  -0.69569129],-0.201933892395,[ 0.63096934 -1.00671569],-1.09054,"[ 1.07486311  0.16864055  0.43599298 -1.97035669  0.83358906  1.04224546
  1.18151411 -2.86202686 -0.29781762 -1.5158098   0.        ]",[-0.08054859 -0.19412109]
