timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ -9.35293218e-02   7.47021734e-02   4.18673502e-02   1.91477373e-01]
 [  2.21572314e-05  -3.39062439e-03   0.00000000e+00   0.00000000e+00]]",[ 0.59613073 -0.25879544],-0.263208327088,[-0.0431085  -0.10806237],-1.98084,"[ 0.8524113   1.533294   -0.15508501  1.20416991  0.34802778  1.66449362
  0.71986463  0.33530973  1.1217915  -1.75931518  0.        ]",[-0.63869679 -0.43212882]
1,"[[-0.09523822  0.07034261  0.04186735  0.19147737]
 [-0.17034491 -0.43113991  0.          0.        ]]",[ 0.58308029 -0.24287322],-0.26383466584,[ 0.84260598 -0.66177588],-1.96346,"[ 0.85216853  1.53367453 -0.15786731  1.19183184  0.34802762  1.664491
  0.71485912  0.27000106  1.12147878 -1.76761751  0.        ]",[-0.63869679 -0.43212882]
2,"[[-0.06515765  0.03550151  0.04186735  0.19147737]
 [ 3.16728422 -3.04425755  0.          0.        ]]",[ 0.28627592 -0.27898297],-0.262075083904,[-0.26405334  0.14059056],-1.97065,"[ 0.85579118  1.53590499 -0.10883208  1.09311954  0.34802745  1.66448838
  0.8129118  -0.12896856  1.12377917 -1.74308256  0.        ]",[-0.63869679 -0.43212882]
3,"[[-0.01292335 -0.01918925  0.04186735  0.19147737]
 [ 2.05983487 -2.42687777  0.          0.        ]]",[ 0.60851794 -0.18385611],-0.258419634414,[ 0.25046625 -0.27544128],-1.93969,"[ 0.85885566  1.53644315 -0.02348041  0.93796914  0.34802729  1.66448575
  0.7803765  -0.03470723  1.12576513 -1.69395919  0.        ]",[-0.63869679 -0.43212882]
4,"[[ 0.03780978 -0.07819112  0.04186735  0.19147737]
 [ 3.01031226 -3.46983136  0.          0.        ]]",[ 0.64052063 -0.17723399],-0.25520892104,[ 1.85767543  0.37527403],-1.91686,"[ 0.85790596  1.53296259  0.05947563  0.77078522  0.34802713  1.66448313
  0.80829918 -0.19394498  1.12478815 -1.65266185  0.        ]",[-0.63869679 -0.43212882]
5,"[[ 0.13710323 -0.13200476  0.04186735  0.19147737]
 [ 6.90606699 -1.91669869  0.          0.        ]]",[ 0.68540263 -0.21659955],-0.24366418558,[ 0.69972523  0.33150035],-1.86986,"[ 0.84487026  1.52612225  0.2211778   0.61896014  0.34802696  1.66448051
  0.92274844  0.04318692  1.11687986 -1.5049849   0.        ]",[-0.63869679 -0.43212882]
6,"[[ 0.30162149 -0.15679804  0.04186735  0.19147737]
 [ 9.53700062 -0.56711806  0.          0.        ]]",[ 0.62645924 -0.18333283],-0.218362006118,[ 0.99350846  0.34286678],-1.72977,"[ 0.79110081  1.52179807  0.48349508  0.54934772  0.3480268   1.66447788
  1.00003951  0.24924053  1.06887681 -1.19391353  0.        ]",[-0.63869679 -0.43212882]
7,"[[  0.52989662  -0.1544201    0.04186735   0.19147737]
 [ 13.27805417   0.80036936   0.           0.        ]]",[-0.08026294 -0.23922601],-0.177925499838,[-0.52316424  0.22338616],-1.49799,"[ 0.6527737   1.52224243  0.82428178  0.55601285  0.34802664  1.66447526
  1.10994363  0.45802811  0.90929683 -0.74448734  0.        ]",[-0.63869679 -0.43212882]
8,"[[  0.77205433  -0.12968699   0.04186735   0.19147737]
 [ 10.94548386   1.67003173   0.           0.        ]]",[-1.0056417  -0.45801643],-0.130403020238,[-1.17132022 -0.26655449],-1.18984,"[ 0.43267537  1.52648226  1.13855606  0.6254792   0.34802647  1.66447264
  1.04141618  0.59080777  0.61571714 -0.30020041  0.        ]",[-0.63869679 -0.43212882]
9,"[[ 0.9491053  -0.10719102  0.04186735  0.19147737]
 [ 6.77350684  0.58317548  0.          0.        ]]",[-1.29597235 -0.34697017],-0.0939460828581,[-1.41006958 -0.17189264],-0.966452,"[ 0.23108919  1.52970031  1.32709925  0.68885822  0.34802631  1.66447002
  0.91885061  0.42486638  0.32907351 -0.02557866  0.        ]",[-0.63869679 -0.43212882]
