timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 2.57294774  1.86135852],[ 1.52423086  2.63550117],-0.0947743427582,-0.0947743427582,"[ 1.03692732  1.41502868 -0.0195652  -1.37021394  1.44721609  0.7386621
  0.25333294 -0.307017    0.05197747 -1.2586294   0.        ]","[[ 0.0183806  -0.04033071  0.16760038  0.08420646]
 [ 0.00203971  0.00230329  0.          0.        ]]",[-0.74636519 -0.52626199]
1,[ 0.27910489  0.55313629],[ 0.59337184  1.76252509],-0.0834497356416,-0.0834497356416,"[ 1.03467272  1.41608159  0.03930344 -1.26843308  1.44721428  0.73866164
  0.68600101  0.3385728   0.04891753 -1.10196361  0.        ]","[[  5.80960522e-02  -5.72700980e-04   1.67600383e-01   8.42064556e-02]
 [  3.95634363e+00   3.96031210e+00   0.00000000e+00   0.00000000e+00]]",[-0.74636519 -0.52626199]
2,[-1.64007354 -0.47078595],[-1.47054749  0.60375615],-0.0530798125576,-0.0530798125576,"[ 1.01822152  1.40712572  0.1894711  -0.96661058  1.44721247  0.73866118
  0.93411232  0.97148647 -0.00227157 -0.68334218  0.        ]","[[ 0.15997402  0.11756582  0.16760038  0.08420646]
 [ 6.22392305  7.84060794  0.          0.        ]]",[-0.74636519 -0.52626199]
3,[-1.21933103 -1.15383089],[-2.17564422 -1.36461735],-0.0240339215398,-0.0240339215398,"[ 0.99337633  1.35935342  0.31085642 -0.5180113   1.44721066  0.73866072
  0.48771816  1.33635287 -0.13323216 -0.2561179   0.        ]","[[  0.24351907   0.29682207   0.16760038   0.08420646]
 [  2.14417869  10.07755393   0.           0.        ]]",[-0.74636519 -0.52626199]
4,[-0.23472729 -0.8220861 ],[-0.58651145 -0.19819522],-0.0174485041082,-0.0174485041082,"[ 0.99237365  1.28315523  0.31486214 -0.13783028  1.44720885  0.73866026
  0.05040346  0.6582043  -0.2376603  -0.07359717  0.        ]","[[ 0.24630251  0.45665854  0.16760038  0.08420646]
 [-1.85258617  5.91993604  0.          0.        ]]",[-0.74636519 -0.52626199]
5,[ 0.52731818 -0.68225813],[-0.5379832  -1.00958931],-0.0145110249807,-0.0145110249807,"[ 1.01147528  1.21377179  0.22799948  0.10625838  1.44720704  0.73865979
 -0.19943256  0.51121393 -0.26083912 -0.09581014  0.        ]","[[ 0.18634163  0.56601563  0.16760038  0.08420646]
 [-4.13592079  5.01876342  0.          0.        ]]",[-0.74636519 -0.52626199]
6,[ 2.02876568  0.48739952],[ 2.33949717  0.18542762],-0.0161441408922,-0.0161441408922,"[ 1.03204995  1.17034712  0.07630642  0.23267764  1.44720523  0.73865933
 -0.42320979 -0.15073485 -0.21514287 -0.26596209  0.        ]","[[ 0.08310349  0.62567279  0.16760038  0.08420646]
 [-6.18109589  0.96046329  0.          0.        ]]",[-0.74636519 -0.52626199]
7,[ 1.20908809  0.33642113],[ 0.90308204  1.34278932],-0.0263551549824,-0.0263551549824,"[ 1.0371721   1.14994954 -0.04623872  0.28688425  1.44720341  0.73865887
  0.0230174  -0.03431572 -0.1728039  -0.42732842  0.        ]","[[  3.99437871e-04   6.52043093e-01   1.67600383e-01   8.42064556e-02]
 [ -2.10288107e+00   1.67420957e+00   0.00000000e+00   0.00000000e+00]]",[-0.74636519 -0.52626199]
8,[-0.36094582 -0.83738053],[ 0.02727874 -0.7628893 ],-0.0194776692216,-0.0194776692216,"[ 1.03714965  1.08990601 -0.05485217  0.43093924  1.4472016   0.73865841
  0.41835701  0.60592533 -0.21937947 -0.3641056   0.        ]","[[ -5.40698045e-03   7.24910112e-01   1.67600383e-01   8.42064556e-02]
 [  1.51025598e+00   5.59942170e+00   0.00000000e+00   0.00000000e+00]]",[-0.74636519 -0.52626199]
9,[-0.50300086 -0.41293699],[-0.32750704 -0.50701856],-0.00652716342301,-0.00652716342301,"[ 1.03668435  1.01753181 -0.00887007  0.57969858  1.44719979  0.73865795
  0.42701818  0.0951271  -0.30530779 -0.21775347  0.        ]","[[ 0.02559262  0.80547801  0.16760038  0.08420646]
 [ 1.58941501  2.46780478  0.          0.        ]]",[-0.74636519 -0.52626199]
10,[-0.0753579   0.01603841],[-0.70530853 -0.36843068],-0.00548197320067,-0.00548197320067,"[ 1.03572818  0.99028995  0.0185255   0.62989038  1.44719798  0.73865749
  0.28187283 -0.24023085 -0.34499606 -0.15292515  0.        ]","[[ 0.0440716   0.83420537  0.16760038  0.08420646]
 [ 0.26288717  0.41178237  0.          0.        ]]",[-0.74636519 -0.52626199]
11,[ 1.00002074  0.52697802],[ 1.54880117  0.94877417],-0.00507901974749,-0.00507901974749,"[ 1.03683252  0.99649199 -0.01526021  0.61871352  1.44719617  0.73865702
 -0.0239753  -0.47936749 -0.31986406 -0.20679788  0.        ]","[[ 0.02128382  0.82773115  0.16760038  0.08420646]
 [-2.5323539  -1.05432407  0.          0.        ]]",[-0.74636519 -0.52626199]
