timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.01302639  1.50232001 -0.12593955 -1.27870621  1.51095004  0.48911818
  0.31224803 -0.31428669 -0.0510697  -1.03359867  0.        ]",[ 1.91240804 -0.45906593],-0.0810953717151,-0.0810953717151,[ 1.90270138  1.53885245],"[[-0.0554119  -0.05326042  0.17420458  0.0556882 ]
 [ 0.00196183 -0.0036177   0.          0.        ]]",[-0.52355975 -0.31444138]
1,"[ 1.01516438  1.50086456 -0.06704823 -1.32580201  1.51094745  0.48911787
  0.70721568 -0.59456394 -0.04759623 -0.96261188  0.        ]",[ 0.40040334  1.31606409],-0.0756232479865,-0.0756232479865,[ 0.75571901  1.67551303],"[[-0.01567543 -0.07158518  0.17420458  0.0556882 ]
 [ 3.95850925 -1.82278927  0.          0.        ]]",[-0.52355975 -0.31444138]
2,"[ 1.01067393  1.5011835   0.07262802 -1.31647911  1.51094486  0.48911755
  0.85736445  0.02095668 -0.04651001 -0.73574792  0.        ]",[-0.61982097  0.6747134 ],-0.0586269884709,-0.0586269884709,[-0.54341161  0.61809349],"[[ 0.07858585 -0.06795684  0.17420458  0.0556882 ]
 [ 5.46261419  2.17231052  0.          0.        ]]",[-0.52355975 -0.31444138]
3,"[ 0.99547804  1.50411237  0.19561727 -1.13678588  1.51094226  0.48911723
  0.60170743  0.42609244 -0.06963755 -0.45360365  0.        ]",[-1.45507884 -1.01943736],-0.0394374098718,-0.0394374098718,[-0.51731509  0.13189541],"[[  1.62142725e-01   1.87280649e-03   1.74204583e-01   5.56882046e-02]
 [  2.90160548e+00   4.80188609e+00   0.00000000e+00   0.00000000e+00]]",[-0.52355975 -0.31444138]
4,"[ 0.99089222  1.50203014  0.22160362 -0.99427119  1.51093967  0.48911692
  0.20123314 -0.19836466 -0.08746625 -0.34519158  0.        ]",[ 0.04129327  1.94150513],-0.0333149475791,-0.0333149475791,[ 0.42611587  0.94591528],"[[ 0.17992433  0.05724451  0.17420458  0.0556882 ]
 [-1.11009447  0.74878638  0.          0.        ]]",[-0.52355975 -0.31444138]
5,"[ 0.99610109  1.49617479  0.19184535 -0.85430062  1.51093708  0.4891166
  0.21957955  0.40939024 -0.0930817  -0.32689684  0.        ]",[ 0.07292366  0.37750176],-0.0321975557609,-0.0321975557609,[ 0.08620496  0.04752754],"[[ 0.15956633  0.11179861  0.17420458  0.0556882 ]
 [-0.92631048  4.69347779  0.          0.        ]]",[-0.52355975 -0.31444138]
6,"[ 0.99964104  1.47354735  0.16919061 -0.58029138  1.51093448  0.48911628
  0.25015405  0.62535038 -0.12059444 -0.23542195  0.        ]",[ 0.44394608 -1.56193653],-0.0276442170576,-0.0276442170576,[-0.28788036 -0.4287664 ],"[[ 0.14411302  0.21973199  0.17420458  0.0556882 ]
 [-0.62003318  6.09518951  0.          0.        ]]",[-0.52355975 -0.31444138]
7,"[ 0.99845255  1.44707844  0.1770528  -0.37887907  1.51093189  0.48911596
  0.42685287 -0.00339582 -0.15646954 -0.13142261  0.        ]",[-1.37769691 -0.26606374],-0.0247514606336,-0.0247514606336,[-0.65624291  0.25631067],"[[ 0.14947196  0.30069042  0.17420458  0.0556882 ]
 [ 1.15002511  2.01425678  0.          0.        ]]",[-0.52355975 -0.31444138]
8,"[ 1.00205297  1.43551464  0.1522158  -0.30707504  1.51092929  0.48911565
  0.02971222 -0.1716215  -0.15988264 -0.13643007  0.        ]",[ 1.334734    0.52779683],-0.0242766683479,-0.0242766683479,[ 0.36468762  0.57122046],"[[ 0.13255709  0.33002041  0.17420458  0.0556882 ]
 [-2.82827378  0.92237314  0.          0.        ]]",[-0.52355975 -0.31444138]
9,"[ 1.0051196   1.4184393   0.12819827 -0.21219798  1.5109267   0.48911533
  0.4301323   0.14731588 -0.16871369 -0.12952973  0.        ]",[ 0.47995278  0.17570301],-0.023550660954,-0.023550660954,[-0.70912969 -0.01097129],"[[ 0.11623655  0.36923767  0.17420458  0.0556882 ]
 [ 1.18287711  2.99246274  0.          0.        ]]",[-0.52355975 -0.31444138]
