timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 0.99189731  1.9629912   0.02978747 -1.01128208  0.64602945 -0.72227212
  0.44704471 -0.34868847  0.76653208  0.60078483  0.        ]",[-0.5610009  1.8556376],-0.156704467175,-0.156704467175,[-1.34533548  0.61005521],"[[  1.60650074e-02  -5.43384470e-02   7.60893278e-02  -8.41455161e-02]
 [ -1.38365672e-03  -4.03253824e-05   0.00000000e+00   0.00000000e+00]]",[-0.23087697 -0.11003707]
1,"[ 0.99205645  1.96480052 -0.00415022 -0.89577268  0.64602848 -0.72227096
  0.2665144   0.20260513  0.76705664  0.59795921  0.        ]",[-1.43409526  1.17451513],-0.156598742739,-0.156598742739,[-1.3667506   0.37978765],"[[-0.00624424 -0.01460274  0.07608933 -0.08414552]
 [-2.222142    3.9604089   0.          0.        ]]",[-0.23087697 -0.11003707]
2,"[ 0.98613273  1.95781339 -0.1313091  -0.55259224  0.64602751 -0.72226979
 -0.05161702  0.74307443  0.76403345  0.5569612   0.        ]",[-1.32477626  0.68256907],-0.153942221152,-0.153942221152,[-1.12619197  0.26557374],"[[-0.08995175  0.10356184  0.07608933 -0.08414552]
 [-6.13557696  7.84310049  0.          0.        ]]",[-0.23087697 -0.11003707]
3,"[ 0.94590828  1.91095253 -0.37271382 -0.03267648  0.64602654 -0.72226863
 -0.36341993  1.09786875  0.74233455  0.43548545  0.        ]",[-0.59027915 -0.35062835],-0.145153723481,-0.145153723481,[-0.63194484  0.25934067],"[[ -0.25114666   0.28599734   0.07608933  -0.08414552]
 [ -9.97116363  10.39192817   0.           0.        ]]",[-0.23087697 -0.11003707]
4,"[ 0.83114445  1.81608401 -0.68635453  0.48438127  0.64602557 -0.72226746
 -0.53718323  0.87605336  0.68218242  0.22176956  0.        ]",[ 0.3754251  -0.78203789],-0.129108108732,-0.129108108732,[-0.02468452  0.45948714],"[[ -0.4720159    0.47784827   0.07608933  -0.08414552]
 [-12.10868516   8.79843854   0.           0.        ]]",[-0.23087697 -0.11003707]
5,"[ 0.64893234  1.7168451  -0.97105083  0.83917607  0.6460246  -0.7222663
 -0.39689944  0.42064067  0.58342189 -0.02686303  0.        ]",[ 0.58927367  0.48010241],-0.110889751204,-0.110889751204,[ 0.42010441  0.65069097],"[[ -0.69687556   0.62099152   0.07608933  -0.08414552]
 [-10.38302109   5.52680023   0.           0.        ]]",[-0.23087697 -0.11003707]
6,"[ 0.45906873  1.60886167 -1.16628427  1.12838379  0.64602362 -0.72226513
 -0.19074969  0.66987775  0.47835263 -0.1948484   0.        ]",[ 0.59919147 -0.36737041],-0.0970314345145,-0.0970314345145,[ 0.52950835  0.44993481],"[[-0.87909281  0.74949196  0.07608933 -0.08414552]
 [-7.84712016  7.31730186  0.          0.        ]]",[-0.23087697 -0.11003707]
7,"[ 0.30221524  1.48301225 -1.2834772   1.38822991  0.64602265 -0.72226397
  0.01461625  0.44709464  0.39530489 -0.26526857  0.        ]",[-0.06943858  0.3135418 ],-0.0873818906453,-0.0873818906453,[ 0.57001019  0.44178104],"[[-1.01068874  0.87977993  0.07608933 -0.08414552]
 [-5.32086095  5.71685528  0.          0.        ]]",[-0.23087697 -0.11003707]
8,"[  1.63093903e-01   1.34801289e+00  -1.36316404e+00   1.60288828e+00
   6.46021683e-01  -7.22262801e-01   8.03543437e-04   6.04148319e-01
   3.23609305e-01  -2.95100931e-01   0.00000000e+00]",[ 1.28790617 -0.68392011],-0.0790179145831,-0.0790179145831,[ 0.62000263  0.31603581],"[[-1.11881078  1.0054373   0.07608933 -0.08414552]
 [-5.49077435  6.84511791  0.          0.        ]]",[-0.23087697 -0.11003707]
9,"[ 0.0702546   1.22250104 -1.40572309  1.75700258  0.64602071 -0.72226164
  0.33135055  0.20815992  0.27767683 -0.28154923  0.        ]",[-0.25551635  1.04753366],-0.0729243325498,-0.0729243325498,[ 0.44685021  0.33158615],"[[-1.18782981  1.11379716  0.07608933 -0.08414552]
 [-1.42463469  4.00038447  0.          0.        ]]",[-0.23087697 -0.11003707]
10,"[ 0.01748915  1.07687155 -1.42648341  1.89085861  0.64601974 -0.72226047
  0.25137344  0.74834398  0.25212922 -0.21430062  0.        ]",[ 0.41933813 -2.40778606],-0.0683209537529,-0.0683209537529,[ 0.3274816   0.05245964],"[[-1.22619364  1.23274051  0.07608933 -0.08414552]
 [-2.4084472   7.88100955  0.          0.        ]]",[-0.23087697 -0.11003707]
11,"[-0.02573039  0.92841356 -1.44173468  1.98426892  0.64601877 -0.72225931
  0.39022428  0.17539137  0.22568891 -0.13919064  0.        ]",[-0.29519052  0.01466514],-0.0642982474904,-0.0642982474904,[ 0.21738729  0.19652313],"[[-1.25722515  1.34906322  0.07608933 -0.08414552]
 [-0.70040843  3.76499139  0.          0.        ]]",[-0.23087697 -0.11003707]
