timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.05131614  1.37502948 -0.18625379 -1.42995547 -1.72009424 -1.59597798
  0.23270688 -0.30479109  3.81044373  1.85310262  0.        ]",[ 0.93112657  2.10827216],-0.438558219341,-0.438558219341,[ 0.86462688  0.99684006],"[[-0.09488103 -0.04729763 -0.19966136 -0.18564223]
 [ 0.00298826 -0.00276883  0.          0.        ]]",[-0.8320936  -0.58492321]
1,"[ 1.05546135  1.37645602 -0.13169198 -1.3286735  -1.72009181 -1.59597596
  0.65083443  0.35803245  3.8222655   2.00787621  0.        ]",[ 0.81696031  0.4485849 ],-0.444184544157,-0.444184544157,[ 1.12264144  0.77263278],"[[-0.05788041 -0.00763898 -0.19966136 -0.18564223]
 [ 3.68481852  3.95544632  0.          0.        ]]",[-0.8320936  -0.58492321]
2,"[ 1.05626312  1.37136266  0.02409845 -1.08335582 -1.72008939 -1.59597394
  1.00950351  0.64214865  3.81482344  2.42658939  0.        ]",[ 1.29559171  0.20591929],-0.457217522829,-0.457217522829,[ 1.49655199  0.65713805],"[[ 0.04750372  0.08849319 -0.19966136 -0.18564223]
 [ 6.84308929  5.6521177   0.          0.        ]]",[-0.8320936  -0.58492321]
3,"[ 1.02165434  1.34807556  0.28052124 -0.78010564 -1.72008696 -1.59597193
  1.44336291  0.75969015  3.69787929  3.04736356  0.        ]",[ 3.38806111  0.20128582],-0.47124589458,-0.47124589458,[ 1.97204423  0.47680604],"[[  0.22269613   0.2085783   -0.19966136  -0.18564223]
 [ 10.66345683   6.35404799   0.           0.        ]]",[-0.8320936  -0.58492321]
4,"[ 0.89632039  1.30039396  0.62835486 -0.45139027 -1.72008453 -1.59596991
  1.86866418  0.87181761  3.35885263  3.78671644  0.        ]",[ 2.31601334 -0.11996506],-0.479025583663,-0.479025583663,[ 2.63471723  0.19641623],"[[  0.47353972   0.34237781  -0.19966136  -0.18564223]
 [ 14.40847949   7.02364757   0.           0.        ]]",[-0.8320936  -0.58492321]
5,"[ 0.61404997  1.23033911  1.01334857 -0.13688529 -1.7200821  -1.59596789
  2.28563643  0.76868355  2.71798916  4.44254398  0.        ]",[ 3.34549913  1.07702163],-0.471487390686,-0.471487390686,[ 3.27095628  0.24248837],"[[  0.79854818   0.47667183  -0.19966136  -0.18564223]
 [ 18.0801824    6.40776014   0.           0.        ]]",[-0.8320936  -0.58492321]
6,"[ 0.12664695  1.11446148  1.33034474  0.22331874 -1.72007968 -1.59596587
  2.69424329  1.41012613  1.75048361  4.72793621  0.        ]",[ 3.13455935 -0.1576846 ],-0.43693303453,-0.43693303453,[ 3.09368682 -0.39413348],"[[  1.19625047   0.64326088  -0.19966136  -0.18564223]
 [ 21.67825423  10.23829828   0.           0.        ]]",[-0.8320936  -0.58492321]
7,"[-0.54908368  0.94079631  1.42628833  0.592856   -1.72007725 -1.59596385
  3.09504707  1.2711619   0.67204925  4.28974066  0.        ]",[ 0.70792279 -3.03749677],-0.365071123798,-0.365071123798,[ 0.92706883 -1.7329247 ],"[[  1.66522616   0.83970186  -0.19966136  -0.18564223]
 [ 25.20765667   9.40844666   0.           0.        ]]",[-0.8320936  -0.58492321]
8,"[-1.26592942  0.78889598  1.15612797  0.82156167 -1.72007482 -1.59596183
  3.35679994  0.57639776 -0.04809319  3.16441866  0.        ]",[-1.03658885 -2.5319296 ],-0.264724026767,-0.264724026767,[-1.58986986 -2.87049055],"[[  2.19250737   0.98624403  -0.19966136  -0.18564223]
 [ 27.51267224   5.25949421   0.           0.        ]]",[-0.8320936  -0.58492321]
9,"[-1.73677731  0.71702445  0.5891422   0.9078847  -1.7200724  -1.59595982
  2.84584446 -0.10427494 -0.17624201  1.92089814  0.        ]",[-2.17859018 -2.24540749],-0.166957950352,-0.166957950352,[-2.18772793 -2.41964889],"[[  2.6976209    1.05064929  -0.19966136  -0.18564223]
 [ 23.01347679   1.1946913    0.           0.        ]]",[-0.8320936  -0.58492321]
10,"[-1.8785706   0.73522902 -0.00479286  0.88718415 -1.72006997 -1.5959578
  2.34490698 -0.77135622  0.04809502  1.01817723  0.        ]",[-2.00569683 -1.75153044],-0.10386578657,-0.10386578657,[-2.32863975 -1.8125807 ],"[[  3.11363421   1.03457279  -0.19966136  -0.18564223]
 [ 18.60245146  -2.78894811   0.           0.        ]]",[-0.8320936  -0.58492321]
11,"[-1.81324502  0.83906643 -0.48421516  0.7535363  -1.72006754 -1.59595578
  1.85385414 -1.42511857  0.33061282  0.46022287  0.        ]",[-2.6537053  -1.94089982],-0.0859519739914,-0.0859519739914,[-2.58469057 -1.14083314],"[[  3.44229903   0.93962158  -0.19966136  -0.18564223]
 [ 14.27843764  -6.69305633   0.           0.        ]]",[-0.8320936  -0.58492321]
12,"[-1.66733895  1.00904148 -0.81130642  0.46459631 -1.72006511 -1.59595376
  1.37255161 -2.06584013  0.50872616  0.14758823  0.        ]",[-1.9969891   0.95465041],-0.090169694622,-0.090169694622,[-2.10828876  0.34569323],"[[  3.68534402   0.76736961  -0.19966136  -0.18564223]
 [ 10.04026464 -10.51930366   0.           0.        ]]",[-0.8320936  -0.58492321]
13,"[-1.53109675  1.14969342 -1.00216939  0.12716134 -1.72006269 -1.59595174
  0.90053677 -1.39777352  0.59149949 -0.01372303  0.        ]",[-2.20500356 -0.02383045],-0.0951157171588,-0.0951157171588,[-1.6755904   0.01633164],"[[ 3.84444636  0.5970112  -0.19966136 -0.18564223]
 [ 5.88386717 -6.52978603  0.          0.        ]]",[-0.8320936  -0.58492321]
14,"[-1.45494469  1.23622676 -1.08595019 -0.15940193 -1.72006026 -1.59594973
  0.43804615 -1.39168706  0.58709958 -0.0642775   0.        ]",[-0.26556317  1.59860549],-0.0941471400541,-0.0941471400541,[-1.03050077  0.39883175],"[[ 3.92126236  0.46677989 -0.19966136 -0.18564223]
 [ 1.81133366 -6.49344791  0.          0.        ]]",[-0.8320936  -0.58492321]
15,"[-1.42847874  1.28395862 -1.11223595 -0.36638633 -1.72005783 -1.59594771
  0.31450102 -0.70703972  0.53842224 -0.05580233  0.        ]",[-1.50087497 -0.71265726],-0.0895149195165,-0.0895149195165,[-0.97003198 -0.26454607],"[[ 3.94657389  0.37793261 -0.19966136 -0.18564223]
 [ 0.72343863 -2.40490495  0.          0.        ]]",[-0.8320936  -0.58492321]
16,"[-1.45498713  1.31714027 -1.085902   -0.54920625 -1.7200554  -1.59594569
 -0.13625612 -1.17134662  0.41668648  0.02762528  0.        ]",[ 0.45042884  0.55365473],-0.0789948577197,-0.0789948577197,[ 0.0739308   0.63728201],"[[ 3.92121819  0.30201482 -0.19966136 -0.18564223]
 [-3.24577355 -5.17763678  0.          0.        ]]",[-0.8320936  -0.58492321]
17,"[-1.50174877  1.34445458 -1.03599249 -0.74790875 -1.72005298 -1.59594367
  0.0732952  -0.78719735  0.26231919  0.16488452  0.        ]",[ 0.09575648 -0.0361608 ],-0.068235279939,-0.068235279939,[-0.09362897  0.06754024],"[[ 3.87481663  0.22147893 -0.19966136 -0.18564223]
 [-1.40053742 -2.88359482  0.          0.        ]]",[-0.8320936  -0.58492321]
18,"[-1.52495326  1.35911199 -1.00941137 -0.89469276 -1.72005055 -1.59594165
  0.11946461 -0.80163986  0.17259382  0.25897218  0.        ]",[-0.12634431  0.4215718 ],-0.064256716963,-0.064256716963,[ 0.01464722  0.09038913],"[[ 3.85088495  0.16294166 -0.19966136 -0.18564223]
 [-0.99398546 -2.96984471  0.          0.        ]]",[-0.8320936  -0.58492321]
