timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 2.84814453  2.71735644],[ 3.55065193  2.66031889],-0.405410934491,-0.405410934491,"[ 0.99423992  2.02805792 -0.1100132  -0.59205263 -1.49151201  1.10594433
  0.44553591 -0.35105074  2.64173126 -1.29930992  0.        ]","[[-0.08227515  0.07789919 -0.17234571  0.12705439]
 [ 0.00319329  0.00167765  0.          0.        ]]",[-0.20064639 -0.09840267]
1,[ 2.30722165  2.2830205 ],[ 1.42571002  1.54843032],-0.401279825596,-0.401279825596,"[ 0.99784832  2.02281753 -0.04954084 -0.47496749 -1.4915063   1.10594141
  0.76472707  0.19621175  2.64124304 -1.18781775  0.        ]","[[-0.04253674  0.11764483 -0.17234571  0.12705439]
 [ 3.95749222  3.9596994   0.          0.        ]]",[-0.20064639 -0.09840267]
2,[ 1.61462355  1.83029366],[ 2.05005693  3.31260736],-0.386427788576,-0.386427788576,"[ 0.99501271  1.99484041  0.13032206 -0.13095578 -1.49150058  1.10593849
  1.0776146   0.7326409   2.60200053 -0.86087557  0.        ]","[[ 0.07550397  0.23576487 -0.17234571  0.12705439]
 [ 7.8337134   7.8393736   0.          0.        ]]",[-0.20064639 -0.09840267]
3,[ 0.69747365  1.25000012],[ 0.20580317  0.82900017],-0.354001870268,-0.354001870268,"[ 0.94625619  1.90903441  0.42246665  0.41350082 -1.49149487  1.10593557
  1.38434814  1.2584409   2.41991552 -0.3654329   0.        ]","[[  0.27030363   0.43070741  -0.17234571   0.12705439]
 [ 11.63372224  11.64218983   0.           0.        ]]",[-0.20064639 -0.09840267]
4,[ 0.03322017  0.75376439],[ 0.32843084  2.15104218],-0.300215070027,-0.300215070027,"[ 0.8145692   1.72024919  0.75813862  1.07134702 -1.49148915  1.10593265
  1.43149278  1.68035097  2.01364417  0.10623121  0.        ]","[[  0.50883697   0.69416789  -0.17234571   0.12705439]
 [ 12.21783563  14.69366343   0.           0.        ]]",[-0.20064639 -0.09840267]
5,[-0.64348471  0.09495948],[-1.30863489  0.43132321],-0.226276602973,-0.226276602973,"[ 0.59439518  1.3842189   1.06999407  1.70744118 -1.49148344  1.10592973
  1.5169588   2.18747292  1.41856288  0.32760227  0.        ]","[[  0.76381458   1.0248419   -0.17234571   0.12705439]
 [ 13.27670226  18.36148408   0.           0.        ]]",[-0.20064639 -0.09840267]
6,[-0.7302022  -0.17076281],[-0.15409245 -1.15124861],-0.150192109701,-0.150192109701,"[ 0.34517925  0.90615365  1.28760979  2.09742595 -1.49147772  1.10592681
  1.17657183  2.37340517  0.85794233  0.16752045  0.        ]","[[  0.98704049   1.40556526  -0.17234571   0.12705439]
 [  9.05986435  19.706363     0.           0.        ]]",[-0.20064639 -0.09840267]
7,[-0.83522666 -0.41674086],[-0.0608798  -0.71130769],-0.105577282551,-0.105577282551,"[ 0.12348978  0.43628207  1.41347514  2.08708018 -1.49147201  1.10592388
  1.1131431   1.77195327  0.54025321 -0.20203932  0.        ]","[[  1.16035675   1.75604831  -0.17234571   0.12705439]
 [  8.27411477  15.3564381    0.           0.        ]]",[-0.20064639 -0.09840267]
8,[-0.84766173 -0.54214263],[-1.48982464  0.91990625],-0.104125423636,-0.104125423636,"[-0.09882914  0.08494843  1.49308809  1.82861202 -1.49146629  1.10592096
  1.08063356  1.34046071  0.42212751 -0.5751902   0.        ]","[[  1.32180019   2.03186565  -0.17234571   0.12705439]
 [  7.8714049   12.2357017    0.           0.        ]]",[-0.20064639 -0.09840267]
9,[-0.74817061 -0.53733909],[-2.1254851  -0.09889551],-0.131510853234,-0.131510853234,"[-0.26491067 -0.22406523  1.52667379  1.36374325 -1.49146058  1.10591804
  0.74861063  1.81059103  0.46604984 -0.90354592  0.        ]","[[  1.43795945   2.31069589  -0.17234571   0.12705439]
 [  3.75815693  15.63598759   0.           0.        ]]",[-0.20064639 -0.09840267]
10,[-0.57334435 -0.47535607],[ 0.41287593 -0.34901388],-0.166015898354,-0.166015898354,"[-0.31513851 -0.48146101  1.53276518  0.66177353 -1.49145487  1.10591512
  0.42310439  1.71363945  0.63817263 -1.13329432  0.        ]","[[  1.47266476   2.61638102  -0.17234571   0.12705439]
 [ -0.27436698  14.93484098   0.           0.        ]]",[-0.20064639 -0.09840267]
11,[-0.58879018 -0.50392103],[-0.44053748 -0.52154466],-0.195997257825,-0.195997257825,"[-0.33105545 -0.62338789  1.53430676 -0.10917859 -1.49144915  1.1059122
  0.55551485  1.48168451  0.84622554 -1.26177685  0.        ]","[[  1.48363618   2.89824604  -0.17234571   0.12705439]
 [  1.366008    13.25725825   0.           0.        ]]",[-0.20064639 -0.09840267]
