timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.05687265  1.88432016  0.03725179 -0.79155044  0.79084089  1.59010134
  0.37382651 -0.33744568  0.58032722 -1.51764437  0.        ]",[ 0.95015978 -0.12618937],-0.216823235564,-0.216823235564,[ 0.49689376  1.16132784],"[[ 0.02099818 -0.04010536  0.09408484  0.18326217]
 [ 0.00193483  0.0037787   0.          0.        ]]",[-0.07739752 -0.09761531]
1,"[ 1.05476327  1.88402581  0.09484982 -0.8050011   0.79083773  1.59008757
  0.6799295  -0.40686736  0.57933661 -1.45886206  0.        ]",[-0.12013921  1.08107052],-0.210547815099,-0.210547815099,[ 0.38341355  1.11111772],"[[ 0.05875077 -0.04505843  0.09408484  0.18326217]
 [ 3.76080842 -0.49741023  0.          0.        ]]",[-0.07739752 -0.09761531]
2,"[ 1.04565464  1.88517109  0.20077156 -0.7238005   0.79083458  1.5900738
  0.63504152  0.1429948   0.56987323 -1.31652822  0.        ]",[-0.16127264  2.4157736 ],-0.19507871893,-0.19507871893,[ 0.25003394  1.01613724],"[[ 0.12843672 -0.01517782  0.09408484  0.18326217]
 [ 3.20962638  3.47224046  0.          0.        ]]",[-0.07739752 -0.09761531]
3,"[ 1.03316017  1.87966074  0.28693717 -0.4292236   0.79083142  1.59006003
  0.57779399  0.68197775  0.53866188 -1.12935703  0.        ]",[-0.91633576  0.75833104],-0.173744713046,-0.173744713046,[ 0.12289405  0.93114412],"[[ 0.18557617  0.09330784  0.09408484  0.18326217]
 [ 2.50667078  7.36335607  0.          0.        ]]",[-0.07739752 -0.09761531]
4,"[ 1.02961496  1.83857551  0.30680444  0.04068378  0.79082827  1.59004627
  0.27847194  1.07789688  0.48355787 -0.96481264  0.        ]",[-0.83659966  1.10478538],-0.152954823395,-0.152954823395,[ 0.10972255  0.90903068],"[[  0.19883162   0.26925341   0.09408484   0.18326217]
 [ -1.16887971  10.22166605   0.           0.        ]]",[-0.07739752 -0.09761531]
5,"[ 1.04299005  1.719424    0.22199683  0.64800821  0.79082511  1.5900325
  0.01073134  1.59848893  0.41395015 -0.87140139  0.        ]",[-1.64951807  2.07029989],-0.137618159765,-0.137618159765,[ 0.12875271  0.88715541],"[[  0.14246706   0.51139646   0.09408484   0.18326217]
 [ -4.45662362  13.98009124   0.           0.        ]]",[-0.07739752 -0.09761531]
6,"[ 1.05700147  1.46576061  0.02734677  1.31996576  0.79082196  1.59001873
 -0.30436275  2.10875753  0.32189716 -0.85198067  0.        ]",[-0.44911007  0.13742564],-0.127294245607,-0.127294245607,[ 0.1763612  0.874982 ],"[[  1.45138890e-02   8.27961815e-01   9.40848416e-02   1.83262170e-01]
 [ -8.32584958e+00   1.76641048e+01   0.00000000e+00   0.00000000e+00]]",[-0.07739752 -0.09761531]
7,"[ 1.0374183   1.07894449 -0.25041663  1.83451124  0.79081881  1.59000496
 -0.43566643  2.13568229  0.20529546 -0.90646508  0.        ]",[ 0.03239525  0.34623736],-0.123553699021,-0.123553699021,[ 0.24242941  0.87023437],"[[ -0.16817976   1.1831968    0.09408484   0.18326217]
 [ -9.93821261  17.85869631   0.           0.        ]]",[-0.07739752 -0.09761531]
8,"[ 0.96569321  0.61522074 -0.53800472  2.03560867  0.79081565  1.5899912
 -0.40923692  2.27650541  0.05084042 -0.98840945  0.        ]",[-0.05158001  1.08409772],-0.123686844155,-0.123686844155,[ 0.21302545  0.80339122],"[[ -0.36368835   1.55057377   0.09408484   0.18326217]
 [ -9.61368574  18.87561525   0.           0.        ]]",[-0.07739752 -0.09761531]
9,"[ 0.84647117  0.09228524 -0.8008903   1.82860632  0.7908125   1.58997743
 -0.41039585  2.77308356 -0.17342649 -1.07336311  0.        ]",[-0.92255123  1.2450981 ],-0.127801205901,-0.127801205901,[ 0.09695289  0.69574112],"[[ -0.55610608   1.96406052   0.09408484   0.18326217]
 [ -9.6279312   22.46111455   0.           0.        ]]",[-0.07739752 -0.09761531]
