timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 3.40536022  3.22408414],[ 3.08804767  3.20358981],-0.316339384128,-0.316339384128,"[  1.04716778e+00   1.38791101e+00  -1.93516924e-03  -1.45525299e+00
  -8.62413196e-01   5.74567630e-01   2.35839224e-01  -3.05730351e-01
   2.77986793e+00  -1.04455458e+00   0.00000000e+00]","[[ 0.03013345 -0.06069978 -0.09956594  0.06522129]
 [ 0.00043265 -0.00075008  0.          0.        ]]",[-0.80799377 -0.57382828]
1,[ 2.45991254  2.55561185],[ 1.81635987  2.40115019],-0.313681437513,-0.313681437513,"[ 1.044244    1.39002863  0.05679574 -1.35374981 -0.86241264  0.57456735
  0.68150233  0.35248453  2.77703535 -0.88338055  0.        ]","[[ 0.0698171  -0.02100221 -0.09956594  0.06522129]
 [ 3.9547689   3.95732029  0.          0.        ]]",[-0.80799377 -0.57382828]
2,[ 1.49799824  1.89353192],[ 2.17065457  1.59383126],-0.303778590722,-0.303778590722,"[ 1.02190783  1.38416159  0.23009309 -1.05197296 -0.86241208  0.57456706
  1.11835602  0.99767145  2.7178658  -0.41028441  0.        ]","[[ 0.18780309  0.09707079 -0.09956594  0.06522129]
 [ 7.83094411  7.83705145  0.          0.        ]]",[-0.80799377 -0.57382828]
3,[ 0.97491878  1.31067991],[ 1.64942488  2.39733587],-0.281226959059,-0.281226959059,"[ 0.94124879  1.3349929   0.50659409 -0.56337767 -0.86241153  0.57456678
  1.54660207  1.63007827  2.46229479  0.30673645  0.        ]","[[  0.38254568   0.29196759  -0.09956594   0.06522129]
 [ 11.63075381  11.63994035   0.           0.        ]]",[-0.80799377 -0.57382828]
4,[ 0.29278654  0.12032017],[ 0.26397873  0.37382097],-0.238687758621,-0.238687758621,"[ 0.74487562  1.18914005  0.85324875  0.0640883  -0.86241097  0.5745665
  1.96648291  2.24993412  1.84301741  1.04096301  0.        ]","[[  0.65253843   0.56216541  -0.09956594   0.06522129]
 [ 15.35635578  15.36737537   0.           0.        ]]",[-0.80799377 -0.57382828]
5,[-0.74123949 -0.8176704 ],[-0.20478319 -1.73017618],-0.176141341828,-0.176141341828,"[ 0.41034489  0.9146868   1.17340987  0.67457635 -0.86241041  0.57456622
  2.05014674  2.44532314  0.91547738  1.3496086   0.        ]","[[  0.96711205   0.88130236  -0.09956594   0.06522129]
 [ 16.09873433  16.54235595   0.           0.        ]]",[-0.80799377 -0.57382828]
6,[-1.90163565 -1.33930814],[-1.715666 -1.285101],-0.110077738991,-0.110077738991,"[ -8.50870311e-04   5.94170765e-01   1.37218362e+00   1.05549120e+00
  -8.62409857e-01   5.74565934e-01   1.92333814e+00   1.73229709e+00
   7.88081940e-02   1.07059875e+00   0.00000000e+00]","[[  1.27779962   1.16913006  -0.09956594   0.06522129]
 [ 14.97359848  12.25468813   0.           0.        ]]",[-0.80799377 -0.57382828]
7,[-2.29665351 -1.38883638],[-2.58164956 -1.60301494],-0.0604316206249,-0.0604316206249,"[-0.37341464  0.34119486  1.43436837  1.20880265 -0.8624093   0.57456565
  1.4442558   1.03353663 -0.40676675  0.55461198  0.        ]","[[  1.53462412   1.37206445  -0.09956594   0.06522129]
 [ 10.72273842   8.05279066   0.           0.        ]]",[-0.80799377 -0.57382828]
8,[-2.06267452 -0.90532881],[-2.15553372 -1.25666043],-0.0364274411083,-0.0364274411083,"[-0.6273449   0.18627983  1.42155894  1.25119044 -0.86240874  0.57456537
  0.9745019   0.34864406 -0.61080722  0.13812351  0.        ]","[[ 1.70726084  1.49179761 -0.09956594  0.06522129]
 [ 6.55463906  3.93428191  0.          0.        ]]",[-0.80799377 -0.57382828]
9,[-1.07097614  0.11586674],[-1.6943493   1.16317479],-0.0332124166076,-0.0332124166076,"[-0.75796811  0.13646027  1.39746442  1.25703931 -0.86240819  0.57456509
  0.51396116 -0.32266473 -0.68351089 -0.06033907  0.        ]","[[ 1.79735464  1.52998028 -0.09956594  0.06522129]
 [ 2.46828368 -0.10254296  0.          0.        ]]",[-0.80799377 -0.57382828]
10,[-0.30306536 -0.53714055],[-0.64859426 -0.55034483],-0.0315379170639,-0.0315379170639,"[-0.7711177   0.08718805  1.39435268  1.25915715 -0.86240763  0.5745648
  0.06235622  0.33625465 -0.68170022 -0.12701645  0.        ]","[[ 1.80651615  1.56768474 -0.09956594  0.06522129]
 [-1.53878558  3.85977865  0.          0.        ]]",[-0.80799377 -0.57382828]
11,[ 0.76708049  0.29913566],[ 0.68436021 -0.53447237],-0.0265960167093,-0.0265960167093,"[-0.69000593  0.01588569  1.4115219   1.25578093 -0.86240708  0.57456452
 -0.22346838 -0.03877225 -0.62616011 -0.11007426  0.        ]","[[ 1.75029513  1.62225361 -0.09956594  0.06522129]
 [-4.07489376  1.60460678  0.          0.        ]]",[-0.80799377 -0.57382828]
12,[ 0.24168336  0.60550767],[-0.11355591 -0.02416144],-0.0249784620069,-0.0249784620069,"[-0.61202811  0.00213653  1.42358416  1.2542512  -0.86240652  0.57456424
  0.0909086  -0.39606543 -0.58235001 -0.0409604   0.        ]","[[ 1.69678459  1.63278868 -0.09956594  0.06522129]
 [-1.28544318 -0.54392595  0.          0.        ]]",[-0.80799377 -0.57382828]
13,[ 0.50007069  0.82250518],[ 0.83854175  0.97786779],-0.0262582529863,-0.0262582529863,"[-0.56811921  0.01744537  1.42850121  1.25593397 -0.86240596  0.57456395
  0.04312746 -0.41017436 -0.55983294  0.0206927   0.        ]","[[ 1.666822    1.62105891 -0.09956594  0.06522129]
 [-1.70940246 -0.62876904  0.          0.        ]]",[-0.80799377 -0.57382828]
14,[-0.87017864 -0.65991759],[-1.30818297 -0.62971281],-0.0240040186581,-0.0240040186581,"[-0.56730068 -0.01698451  1.42857858  1.25164955 -0.86240541  0.57456367
  0.42089597  0.23569882 -0.55467562 -0.01483787  0.        ]","[[ 1.66626454  1.64745156 -0.09956594  0.06522129]
 [ 1.64251665  3.25509563  0.          0.        ]]",[-0.80799377 -0.57382828]
15,[ 0.47411126  0.32894975],[ 0.16662806  0.22971217],-0.0208128624245,-0.0208128624245,"[-0.55675631 -0.06830315  1.42955331  1.24193528 -0.86240485  0.57456339
 -0.02877072 -0.18956427 -0.54066497 -0.05837013  0.        ]","[[ 1.65908366  1.68689578 -0.09956594  0.06522129]
 [-2.34734796  0.69783853  0.          0.        ]]",[-0.80799377 -0.57382828]
16,[ 0.27716935  0.04885499],[ 0.6062894   0.00547312],-0.0194601483249,-0.0194601483249,"[-0.49811229 -0.0980496   1.4335865   1.23446428 -0.86240429  0.57456311
  0.05077355 -0.04062384 -0.50388419 -0.03166744  0.        ]","[[ 1.6192181   1.70983867 -0.09956594  0.06522129]
 [-1.64155669  1.59346934  0.          0.        ]]",[-0.80799377 -0.57382828]
