timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-1.36814952  1.14928544],[-1.2385293   2.14488396],-0.152544791533,-0.152544791533,"[ 0.97550432  1.67652528  0.09965352 -0.83382241  0.58575921 -0.3002426
  0.38385893 -0.33081309  0.85249129  0.41184152  0.        ]","[[ 0.08867303  0.05855942  0.06842112 -0.03559652]
 [ 0.00341857  0.00384428  0.          0.        ]]",[-0.31122673 -0.1729217 ]
1,[-0.94892484  0.73624885],[-0.94511137  1.24482738],-0.151275871637,-0.151275871637,"[ 0.9796915   1.67256242  0.04040056 -0.72693778  0.58575865 -0.30024236
  0.02622489  0.24947665  0.85481695  0.37212718  0.        ]","[[ 0.04903475  0.0983788   0.06842112 -0.03559652]
 [-3.95406597  3.96488625  0.          0.        ]]",[-0.31122673 -0.1729217 ]
2,[-0.31649965  0.41858718],[-0.7955073   1.15619723],-0.147277792624,-0.147277792624,"[ 0.97811173  1.64904839 -0.13305661 -0.41264712  0.58575808 -0.30024213
 -0.30471315  0.81825629  0.85358982  0.25790174  0.        ]","[[-0.06678919  0.21663084  0.06842112 -0.03559652]
 [-7.61613992  7.84736339  0.          0.        ]]",[-0.31122673 -0.1729217 ]
3,[ 0.41805041  0.12580104],[-0.62701597 -1.35719854],-0.140021197679,-0.140021197679,"[ 0.93409167  1.57268723 -0.40260505  0.08625372  0.58575752 -0.3002419
 -0.57563007  1.37571945  0.82698754  0.09021396  0.        ]","[[ -0.24919055   0.4117577    0.06842112  -0.03559652]
 [-10.6140377   11.65260641   0.           0.        ]]",[-0.31122673 -0.1729217 ]
4,[ 1.28109336  0.50749725],[ 1.67931885  1.09058338],-0.129326344725,-0.129326344725,"[ 0.80493869  1.45518123 -0.73064854  0.53514572  0.58575696 -0.30024166
 -0.78070954  0.76192038  0.76029526 -0.17924709  0.        ]","[[ -0.4842399    0.60277298   0.06842112  -0.03559652]
 [-12.8833992    7.46283904   0.           0.        ]]",[-0.31122673 -0.1729217 ]
5,[ 1.13681948 -0.00671843],[ 0.62116464  0.13665526],-0.119133828078,-0.119133828078,"[ 0.62065427  1.30286101 -0.99802605  0.92182844  0.5857564  -0.30024143
 -0.40029668  1.3200947   0.65954578 -0.39039321  0.        ]","[[ -0.69967312   0.79025718   0.06842112  -0.03559652]
 [ -8.67386256  11.27293596   0.           0.        ]]",[-0.31122673 -0.1729217 ]
6,[ 0.87615073 -0.2585769 ],[ 0.35181499 -0.98905123],-0.108150105261,-0.108150105261,"[ 0.46298513  1.07539796 -1.15563446  1.3014815   0.58575584 -0.3002412
 -0.16271293  1.36652228  0.56085464 -0.40680737  0.        ]","[[ -0.8467732    1.01889542   0.06842112  -0.03559652]
 [ -6.04483131  11.58986833   0.           0.        ]]",[-0.31122673 -0.1729217 ]
7,[ 0.7265507 -0.035623 ],[ 0.13439631 -1.70474323],-0.0976105859192,-0.0976105859192,"[ 0.33588114  0.85924459 -1.2541066   1.52703276  0.58575528 -0.30024096
 -0.02600838  0.75910625  0.47241062 -0.38147584  0.        ]","[[-0.95249197  1.20909241  0.06842112 -0.03559652]
 [-4.5320998   7.44366782  0.          0.        ]]",[-0.31122673 -0.1729217 ]
8,[ 0.83028567  0.41390204],[-0.09026422 -1.13682418],-0.0904498657014,-0.0904498657014,"[ 0.22720303  0.72918496 -1.32297888  1.61483687  0.58575472 -0.30024073
  0.03023653  0.15740773  0.40551685 -0.40296274  0.        ]","[[-1.03688919  1.31675705  0.06842112 -0.03559652]
 [-3.90971069  3.33649101  0.          0.        ]]",[-0.31122673 -0.1729217 ]
9,[ 1.21652341  0.97453696],[ 1.60163244  1.82999517],-0.0877575100611,-0.0877575100611,"[ 0.11766556  0.69674578 -1.38044403  1.63175059  0.58575416 -0.3002405
  0.00502566 -0.43234717  0.3569524  -0.50046018  0.        ]","[[-1.11788252  1.34309623  0.06842112 -0.03559652]
 [-4.18868621 -0.68915934  0.          0.        ]]",[-0.31122673 -0.1729217 ]
10,[ 0.56769192  0.25227645],[ 1.20197211  0.3797853 ],-0.0858093998601,-0.0858093998601,"[ 0.05732539  0.66443974 -1.40753038  1.64670062  0.5857536  -0.30024026
  0.37004815  0.1495958   0.32655944 -0.53740983  0.        ]","[[-1.16112964  1.36916846  0.06842112 -0.03559652]
 [-0.14946173  3.28316299  0.          0.        ]]",[-0.31122673 -0.1729217 ]
11,[-0.39090562 -0.19962451],[-0.25662691 -1.12144704],-0.0813674473954,-0.0813674473954,"[ 0.10866842  0.56421687 -1.38467444  1.68138188  0.58575304 -0.30024003
  0.72792072  0.36025529  0.32621936 -0.39686901  0.        ]","[[-1.12438651  1.44925916  0.06842112 -0.03559652]
 [ 3.81064688  4.721118    0.          0.        ]]",[-0.31122673 -0.1729217 ]
12,[-0.30257404  0.40815917],[ 0.35766369  0.62251577],-0.0800003375584,-0.0800003375584,"[ 0.19763079  0.49635267 -1.33959322  1.69505716  0.58575248 -0.3002398
  0.62940801 -0.2334922   0.33385173 -0.24393385  0.        ]","[[-1.05911036  1.50301747  0.06842112 -0.03559652]
 [ 2.72054503  0.66822329  0.          0.        ]]",[-0.31122673 -0.1729217 ]
13,[-0.76047307  0.02851827],[-1.59451525 -0.12935747],-0.0806948176601,-0.0806948176601,"[ 0.28698101  0.44827103 -1.28665972  1.70003807  0.58575191 -0.30023956
  0.75242287  0.12563377  0.3361003  -0.10482265  0.        ]","[[-0.99104193  1.54097745  0.06842112 -0.03559652]
 [ 4.08179524  3.1195999   0.          0.        ]]",[-0.31122673 -0.1729217 ]
