timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-0.408315    1.91952252],[-0.48517901  2.46442851],-0.199221871398,-0.199221871398,"[ 0.98737563  1.59091963  0.06401858 -1.05875992  0.10885658 -0.14714962
  0.34995168 -0.32378791  1.38880715  0.13612041  0.        ]","[[ 0.06870846  0.00124761  0.01295533 -0.01802652]
 [-0.00446806 -0.00067361  0.          0.        ]]",[-0.37825382 -0.20056488]
1,[-0.2479482   1.51870966],[-0.90773565  0.78669854],-0.199206962766,-0.199206962766,"[ 0.98912865  1.58985664  0.03519334 -0.954187    0.10885651 -0.14714953
  0.16844068  0.26978421  1.38822269  0.13929368  0.        ]","[[ 0.04934754  0.04096961  0.01295533 -0.01802652]
 [-1.9252232   3.95967181  0.          0.        ]]",[-0.37825382 -0.20056488]
2,[ 0.14840479  1.3276124 ],[ 1.85844021  1.4481187 ],-0.198328208535,-0.198328208535,"[ 0.99052427  1.57660092 -0.07538355 -0.66684334  0.10885644 -0.14714943
 -0.1674114   0.72511238  1.3852633   0.10192455  0.        ]","[[-0.02481524  0.15064415  0.01295533 -0.01802652]
 [-5.47922184  6.99764803  0.          0.        ]]",[-0.37825382 -0.20056488]
3,[-0.19472489  1.11340237],[-0.40255895  0.07639102],-0.196594464446,-0.196594464446,"[ 0.98426767  1.52316201 -0.17782665 -0.21141739  0.10885637 -0.14714934
  0.21652973  1.29757117  1.36228329  0.15447748  0.        ]","[[ -0.09363609   0.32891912   0.01295533  -0.01802652]
 [ -1.41634547  10.81713413   0.           0.        ]]",[-0.37825382 -0.20056488]
4,[-0.13597769  1.03980684],[-0.64975628  0.97124812],-0.19310844085,-0.19310844085,"[ 0.97646496  1.40706458 -0.24304145  0.30573107  0.10885631 -0.14714925
  0.06869107  1.31089086  1.30385363  0.29940566  0.        ]","[[ -0.1376593    0.54615371   0.01295533  -0.01802652]
 [ -2.98077658  10.9060186    0.           0.        ]]",[-0.37825382 -0.20056488]
5,[ 0.16353847  0.72439027],[ 0.23629002  1.53038269],-0.185384440868,-0.185384440868,"[ 0.95313659  1.20697491 -0.36747353  0.82829448  0.10885624 -0.14714915
 -0.16876154  1.85504071  1.21123866  0.38496493  0.        ]","[[ -2.22485809e-01   8.00701682e-01   1.29553286e-02  -1.80265248e-02]
 [ -5.49350428e+00   1.45366491e+01   0.00000000e+00   0.00000000e+00]]",[-0.37825382 -0.20056488]
6,[ 0.20195197  0.69968486],[-0.96152676  1.78478473],-0.171187487798,-0.171187487798,"[ 0.91210549  0.86830728 -0.51021893  1.31764428  0.10885617 -0.14714906
 -0.07020837  2.40529474  1.0442865   0.48773158  0.        ]","[[ -3.21893711e-01   1.12827085e+00   1.29553286e-02  -1.80265248e-02]
 [ -4.45061446e+00   1.82080462e+01   0.00000000e+00   0.00000000e+00]]",[-0.37825382 -0.20056488]
7,[ 0.74997842  0.71781152],[ 0.91405829  1.56395015],-0.147582823376,-0.147582823376,"[ 0.83928844  0.38050286 -0.68468969  1.56895429  0.1088561  -0.14714896
 -0.42147106  2.94480353  0.784205    0.55065969  0.        ]","[[ -4.48199694e-01   1.52855031e+00   1.29553286e-02  -1.80265248e-02]
 [ -8.16767944e+00   2.18078116e+01   0.00000000e+00   0.00000000e+00]]",[-0.37825382 -0.20056488]
8,[ 0.26768935  0.56897712],[ 0.80085208 -0.02769437],-0.113214903354,-0.113214903354,"[ 0.74514812 -0.19889598 -0.84776751  1.33234583  0.10885603 -0.14714887
 -0.06425731  3.47341877  0.40729028  0.56003503  0.        ]","[[ -5.73630841e-01   2.00009478e+00   1.29553286e-02  -1.80265248e-02]
 [ -4.38764602e+00   2.53349814e+01   0.00000000e+00   0.00000000e+00]]",[-0.37825382 -0.20056488]
9,[-0.20166862  0.29678261],[ 0.32334154  0.65438486],-0.0733199865483,-0.0733199865483,"[ 0.69732514 -0.6858351  -0.91547692  0.51254537  0.10885596 -0.14714878
  0.24369785  3.38176004 -0.05419094  0.47165041  0.        ]","[[ -6.28687859e-01   2.50065958e+00   1.29553286e-02  -1.80265248e-02]
 [ -1.12886656e+00   2.47235945e+01   0.00000000e+00   0.00000000e+00]]",[-0.37825382 -0.20056488]
10,[-0.52486938  0.02752655],[ 0.213972    0.99552903],-0.0365768805704,-0.0365768805704,"[ 0.68869074 -0.92672603 -0.92689202 -0.73275852  0.10885589 -0.14714868
  0.36686561  2.9918424  -0.47830828  0.1566311   0.        ]","[[ -6.38184630e-01   3.01621794e+00   1.29553286e-02  -1.80265248e-02]
 [  1.74495131e-01   2.21221083e+01   0.00000000e+00   0.00000000e+00]]",[-0.37825382 -0.20056488]
11,[-0.57796669  0.27050349],[-0.10460447 -0.19955139],-0.0310429928757,-0.0310429928757,"[ 0.69952984 -0.93593456 -0.91252109 -1.15030142  0.10885583 -0.14714859
  0.44650632 -0.35224803 -0.58262323  0.00272245  0.        ]","[[-0.62624145  3.17511246  0.01295533 -0.01802652]
 [ 1.01725477 -0.19045593  0.          0.        ]]",[-0.37825382 -0.20056488]
12,[-0.46047914  0.70644712],[-1.1277108   0.17743227],-0.0321490077779,-0.0321490077779,"[ 0.71375982 -0.93650888 -0.89309161 -1.02362889  0.10885576 -0.1471485
  0.40545122 -0.8217721  -0.5521214   0.05468622  0.        ]","[[-0.61025583  3.12700302  0.01295533 -0.01802652]
 [ 0.58281405 -3.32323567  0.          0.        ]]",[-0.37825382 -0.20056488]
13,[-0.03228016  0.73561913],[ 0.44056825  0.63105079],-0.0342547465308,-0.0342547465308,"[ 0.68845511 -0.93317337 -0.92719474 -0.8670673   0.10885569 -0.1471484
  0.03020854 -0.71239018 -0.51223195  0.1124571   0.        ]","[[-0.63843996  3.06748274  0.01295533 -0.01802652]
 [-3.38799072 -2.59341859  0.          0.        ]]",[-0.37825382 -0.20056488]
14,[-0.31631255  0.53150886],[-0.58368664  1.25097166],-0.0355778576521,-0.0355778576521,"[ 0.64157179 -0.92895533 -0.98546343 -0.77206131  0.10885562 -0.14714831
  0.20139397 -0.50268406 -0.48147895  0.14402137  0.        ]","[[-0.68802453  3.03124911  0.01295533 -0.01802652]
 [-1.57651221 -1.19421382  0.          0.        ]]",[-0.37825382 -0.20056488]
15,[-0.06048247  0.47021973],[-0.41590738  1.4000459 ],-0.0359235506262,-0.0359235506262,"[ 0.58678106 -0.92657028 -1.04671146 -0.7302774   0.10885555 -0.14714822
 -0.01404307 -0.3988076  -0.46217974  0.15555404  0.        ]","[[-0.74242815  3.01527028  0.01295533 -0.01802652]
 [-3.85625674 -0.50112847  0.          0.        ]]",[-0.37825382 -0.20056488]
16,[ 0.16638522  0.39607668],[-0.79794351 -0.24474547],-0.0354703280287,-0.0354703280287,"[ 0.48559418 -0.92548071 -1.14428855 -0.71288124  0.10885548 -0.14714812
 -0.16244136 -0.35476778 -0.44335274  0.1565586   0.        ]","[[-0.83530904  3.00860852  0.01295533 -0.01802652]
 [-5.42660044 -0.20728669  0.          0.        ]]",[-0.37825382 -0.20056488]
17,[ 0.76724869  0.53436732],[ 1.25389941  0.32341258],-0.0346642312493,-0.0346642312493,"[ 0.31766517 -0.92304259 -1.27239687 -0.67681911  0.10885541 -0.14714803
 -0.45084726 -0.4994193  -0.41114233  0.15494172  0.        ]","[[-0.97446175  2.99477917  0.01295533 -0.01802652]
 [-8.4784977  -1.17243593  0.          0.        ]]",[-0.37825382 -0.20056488]
18,[ 0.09178482  0.30126864],[-1.56918988  0.91155319],-0.0335434801788,-0.0335434801788,"[ 0.14816835 -0.92105802 -1.36933049 -0.64983628  0.10885535 -0.14714793
 -0.06082489 -0.30399061 -0.38336431  0.14596002  0.        ]","[[-1.10262223  2.98441327  0.01295533 -0.01802652]
 [-4.35130722  0.13150519  0.          0.        ]]",[-0.37825382 -0.20056488]
19,[ 0.68232906  0.21285038],[-0.27336355 -0.29026842],-0.031649189219,-0.031649189219,"[-0.0294045  -0.92593929 -1.44329721 -0.72014923  0.10885528 -0.14714784
 -0.42683581 -0.11763325 -0.38174917  0.12596367  0.        ]","[[-1.22850794  3.01139327  0.01295533 -0.01802652]
 [-8.22441147  1.37492059  0.          0.        ]]",[-0.37825382 -0.20056488]
20,[ 0.92372012  0.37071612],[ 1.17666053  0.99302278],-0.0293543614815,-0.0293543614815,"[-0.28723398 -0.92694967 -1.50867387 -0.73664895  0.10885521 -0.14714775
 -0.51373748 -0.37971293 -0.38004426  0.10172325  0.        ]","[[-1.40222291  3.01771011  0.01295533 -0.01802652]
 [-9.1440025  -0.37373144  0.          0.        ]]",[-0.37825382 -0.20056488]
21,[ 0.39670002  0.28579557],[-0.19430988 -0.60163321],-0.0275014816624,-0.0275014816624,"[-0.50309849 -0.9259264  -1.52925886 -0.71997678  0.10885514 -0.14714765
 -0.12247384 -0.36151379 -0.36038348  0.08210354  0.        ]","[[-1.5435618   3.01132775  0.01295533 -0.01802652]
 [-5.00368384 -0.25230478  0.          0.        ]]",[-0.37825382 -0.20056488]
22,[ 0.58417308  0.59973747],[ 1.11305721  0.64652567],-0.0257353255342,-0.0257353255342,"[-0.66699899 -0.9206589  -1.52509035 -0.64467541  0.10885507 -0.14714756
 -0.18582383 -0.71780791 -0.32433358  0.058205    0.        ]","[[-1.65036152  2.98242974  0.01295533 -0.01802652]
 [-5.67404903 -2.62957537  0.          0.        ]]",[-0.37825382 -0.20056488]
