timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 2.17760515  1.25706613],[ 2.73599467  1.4818671 ],-0.156329945586,-0.156329945586,"[ 0.9777378   1.68872799 -0.11563768 -1.07480312  1.1614199   1.06680466
  0.38676333 -0.33197743  0.28377203 -1.57939074  0.        ]","[[ -5.64571929e-02  -3.39084104e-02   1.35279023e-01   1.22076293e-01]
 [ -8.99095663e-05   3.84125830e-04   0.00000000e+00   0.00000000e+00]]",[-0.30966634 -0.16265237]
1,[ 1.00188136  0.26909867],[-0.09366944  1.10791122],-0.145591308334,-0.145591308334,"[ 0.97996575  1.68943148 -0.05617414 -0.9675654   1.16141792  1.06680301
  0.74216428  0.24613402  0.28881525 -1.45207917  0.        ]","[[-0.01678391  0.0058116   0.13527902  0.12207629]
 [ 3.95425617  3.95843064  0.          0.        ]]",[-0.30966634 -0.16265237]
2,[ 0.5469768  -0.30940774],[-0.60482072  0.09063172],-0.120786123907,-0.120786123907,"[ 0.97761879  1.67971433  0.05562296 -0.64948872  1.16141594  1.06680135
  0.7016979   0.81304857  0.27201294 -1.1654848   0.        ]","[[ 0.05778369  0.12392348  0.13527902  0.12207629]
 [ 3.50401925  7.83982023  0.          0.        ]]",[-0.30966634 -0.16265237]
3,[ 0.65090519 -0.32845172],[ 0.38401733 -2.20425677],-0.0965442834314,-0.0965442834314,"[ 0.97201879  1.63903405  0.12346266 -0.22983499  1.16141396  1.0667997
  0.48042908  0.84293008  0.21495243 -0.90386548  0.        ]","[[ 0.10316288  0.28277267  0.13527902  0.12207629]
 [ 1.04209809  8.04441123  0.          0.        ]]",[-0.30966634 -0.16265237]
4,[ 0.21752702 -0.02800987],[-0.86372562  0.341329  ],-0.0776023656339,-0.0776023656339,"[ 0.96536175  1.58808763  0.17690378  0.0740611   1.16141198  1.06679804
  0.61525904  0.24124777  0.14563136 -0.71469147  0.        ]","[[ 0.13905671  0.4023294   0.13527902  0.12207629]
 [ 2.54227649  3.92499385  0.          0.        ]]",[-0.30966634 -0.16265237]
5,[ 0.66088009 -0.07025126],[ 0.34285076  1.27124505],-0.0650535207768,-0.0650535207768,"[ 0.96174923  1.53790933  0.20072303  0.29617422  1.16141     1.06679639
  0.3035997   0.42748624  0.08680088 -0.60058849  0.        ]","[[ 0.15511047  0.49362269  0.13527902  0.12207629]
 [-0.92536465  5.2000774   0.          0.        ]]",[-0.30966634 -0.16265237]
6,[ 0.09898855 -0.86810982],[ 0.12369234 -0.30853699],-0.0505675941015,-0.0505675941015,"[ 0.96285204  1.44101953  0.19371387  0.62132731  1.16140803  1.06679473
  0.42703748  0.99071466  0.00181016 -0.49062536  0.        ]","[[ 0.15038256  0.63631418  0.13527902  0.12207629]
 [ 0.4480556   9.05622623  0.          0.        ]]",[-0.30966634 -0.16265237]
7,[-0.21189198 -0.94934762],[ 0.04898699 -1.44976605],-0.0299016851416,-0.0299016851416,"[ 0.95953567  1.30137645  0.21414122  0.96013363  1.16140605  1.06679308
  0.47028568  0.78606358 -0.13122717 -0.34938409  0.        ]","[[ 0.16417174  0.80338063  0.13527902  0.12207629]
 [ 0.92925599  7.6550905   0.          0.        ]]",[-0.30966634 -0.16265237]
8,[-0.30535388 -0.53440714],[ 1.71082769 -0.58432709],-0.0141423302539,-0.0141423302539,"[ 0.95411343  1.1939002   0.24421631  1.15724411  1.16140407  1.06679142
  0.48618045  0.18558047 -0.2414831  -0.2545776   0.        ]","[[ 0.18453174  0.91523341  0.13527902  0.12207629]
 [ 1.10611194  3.54388964  0.          0.        ]]",[-0.30966634 -0.16265237]
9,[-1.19764555 -0.58935225],[ 0.06935913 -0.12688481],-0.00518967002598,-0.00518967002598,"[ 0.93390977  1.14582528  0.33447613  1.23213519  1.16140209  1.06678977
  0.83988699 -0.16278335 -0.3464715  -0.14566984  0.        ]","[[ 0.24613982  0.96218108  0.13527902  0.12207629]
 [ 5.04159157  1.1588209   0.          0.        ]]",[-0.30966634 -0.16265237]
