timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-0.11016952  3.31282854],[-0.73031991  4.20903192],-0.194608012848,-0.194608012848,"[ 1.01806154  1.45999164  0.02537525 -1.01783525  0.12974059  0.0287775
  0.28339124 -0.31108221  1.49438779 -0.03374622  0.        ]","[[ 0.04700931  0.07152949  0.01511526  0.00236618]
 [-0.00042329 -0.00112155  0.          0.        ]]",[-0.62392449 -0.40834108]
1,[ 0.24993433  2.93763828],[ 0.0549285   2.76883306],-0.194428184197,-0.194428184197,"[ 1.01947739  1.4553465  -0.0177041  -0.91626262  0.12974053  0.02877748
 -0.01794434  0.31464331  1.49389229 -0.05406963  0.        ]","[[  1.79987081e-02   1.11246379e-01   1.51152594e-02   2.36618266e-03]
 [ -2.89100849e+00   3.95960564e+00   0.00000000e+00   0.00000000e+00]]",[-0.62392449 -0.40834108]
2,[ 0.24613644  2.65617657],[ 0.51250753  1.00964593],-0.19336738,-0.19336738,"[ 1.01868666  1.42970961 -0.09952927 -0.6174285   0.12974047  0.02877747
  0.01051373  0.92778637  1.48269612 -0.03838531  0.        ]","[[ -3.70826295e-02   2.29378687e-01   1.51152594e-02   2.36618266e-03]
 [ -2.61802226e+00   7.84069059e+00   0.00000000e+00   0.00000000e+00]]",[-0.62392449 -0.40834108]
3,[-0.08285394  2.29319215],[-0.82555636  2.46791533],-0.190002510906,-0.190002510906,"[ 1.01618459  1.34963731 -0.14628313 -0.14393854  0.12974041  0.02877746
  0.22713075  1.52868221  1.43428571  0.12775346  0.        ]","[[ -6.85952964e-02   4.24354900e-01   1.51152594e-02   2.36618266e-03]
 [ -5.40107437e-01   1.16442627e+01   0.00000000e+00   0.00000000e+00]]",[-0.62392449 -0.40834108]
4,[-0.00616692  1.66503692],[ 0.46766593  1.92620985],-0.182268442951,-0.182268442951,"[ 1.01029025  1.16639652 -0.21060851  0.44264825  0.12974034  0.02877744
 -0.11233784  2.11798263  1.32207639  0.33783423  0.        ]","[[ -1.12069718e-01   6.94666713e-01   1.51152594e-02   2.36618266e-03]
 [ -3.79648247e+00   1.53744596e+01   0.00000000e+00   0.00000000e+00]]",[-0.62392449 -0.40834108]
5,[-0.09612192  1.13592374],[-0.40056133  1.2913108 ],-0.167484119965,-0.167484119965,"[ 0.99838558  0.83199789 -0.29389242  1.01198099  0.12974028  0.02877743
  0.08833298  2.69533073  1.11284315  0.54876286  0.        ]","[[ -1.68687812e-01   1.03882324e+00   1.51152594e-02   2.36618266e-03]
 [ -1.87153511e+00   1.90290380e+01   0.00000000e+00   0.00000000e+00]]",[-0.62392449 -0.40834108]
6,[ 0.01606406  0.95877957],[-0.23046099  1.02993401],-0.142941486218,-0.142941486218,"[ 0.9829519   0.32975784 -0.37107488  1.3498017   0.12974022  0.02877742
 -0.0729953   3.26139248  0.77031062  0.71947078  0.        ]","[[ -2.21646427e-01   1.45535566e+00   1.51152594e-02   2.36618266e-03]
 [ -3.41908599e+00   2.26122325e+01   0.00000000e+00   0.00000000e+00]]",[-0.62392449 -0.40834108]
7,[-0.09875518  0.58787745],[-0.57415705  2.53668524],-0.106357634463,-0.106357634463,"[ 0.95326242 -0.28348803 -0.48138097  1.19119146  0.12974016  0.0287774
 -0.16090039  3.81618971  0.32305147  0.70148739  0.        ]","[[ -2.98489475e-01   1.94283726e+00   1.51152594e-02   2.36618266e-03]
 [ -4.26232088e+00   2.61242036e+01   0.00000000e+00   0.00000000e+00]]",[-0.62392449 -0.40834108]
8,[-0.34207213 -0.13799357],[-0.60187627 -0.35960048],-0.0577163239905,-0.0577163239905,"[ 0.89773677 -0.84400589 -0.63079919  0.3359443   0.1297401   0.02877739
 -0.3888918   4.3599762  -0.16419105  0.41386628  0.        ]","[[ -4.05677851e-01   2.49986025e+00   1.51152594e-02   2.36618266e-03]
 [ -6.44934135e+00   2.95665821e+01   0.00000000e+00   0.00000000e+00]]",[-0.62392449 -0.40834108]
9,[ 0.27681279 -0.36221635],[ 0.23485351 -0.30140404],-0.0214214989744,-0.0214214989744,"[ 0.79232605 -1.09567124 -0.83025425 -1.02031779  0.12974004  0.02877738
 -0.62396285  3.29506295 -0.55961987 -0.10403068  0.        ]","[[ -5.57284519e-01   3.07103123e+00   1.51152594e-02   2.36618266e-03]
 [ -8.70427448e+00   2.28258335e+01   0.00000000e+00   0.00000000e+00]]",[-0.62392449 -0.40834108]
10,[ 1.5068742   0.63007098],[ 2.01068694  0.93614766],-0.028902218049,-0.028902218049,"[ 0.64639506 -1.09500473 -1.02451451 -1.4004355   0.12973997  0.02877736
 -0.50917596 -0.51451519 -0.65052822 -0.25325465  0.        ]","[[ -7.20325396e-01   3.21917281e+00   1.51152594e-02   2.36618266e-03]
 [ -7.60317944e+00  -1.28877741e+00   0.00000000e+00   0.00000000e+00]]",[-0.62392449 -0.40834108]
11,[ 0.73990393  1.04027605],[ 0.54053796  1.80406112],-0.0232841574413,-0.0232841574413,"[ 0.52982147 -1.09877921 -1.14201228 -1.22965518  0.12973991  0.02877735
 -0.08075005 -0.93482098 -0.59491605 -0.16670541  0.        ]","[[ -8.31155783e-01   3.15259991e+00   1.51152594e-02   2.36618266e-03]
 [ -3.49348811e+00  -3.94931504e+00   0.00000000e+00   0.00000000e+00]]",[-0.62392449 -0.40834108]
12,[ 0.06485461  0.74555683],[-0.50888102  1.1881569 ],-0.0189364622299,-0.0189364622299,"[ 0.47573141 -1.09674998 -1.18851635 -1.05418978  0.12973985  0.02877734
  0.14957187 -0.74201638 -0.53346396 -0.10593526  0.        ]","[[ -8.78858282e-01   3.08424855e+00   1.51152594e-02   2.36618266e-03]
 [ -1.28411681e+00  -2.72886686e+00   0.00000000e+00   0.00000000e+00]]",[-0.62392449 -0.40834108]
13,[ 0.383461   0.5818516],[ 0.37653919  0.45345958],-0.0168879490087,-0.0168879490087,"[ 0.42193398 -1.09262922 -1.23057614 -0.94849721  0.12973979  0.02877732
 -0.05781148 -0.54386787 -0.4911617  -0.07631599  0.        ]","[[ -9.24500195e-01   3.04296748e+00   1.51152594e-02   2.36618266e-03]
 [ -3.27344781e+00  -1.47459073e+00   0.00000000e+00   0.00000000e+00]]",[-0.62392449 -0.40834108]
