timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.00429319  2.03799346  0.12779147 -0.87605071 -0.40985113  0.33848655
  0.45692997 -0.35318808  1.67938596 -0.32138591  0.        ]",[ 0.77407291  2.67171113],-0.257501099256,-0.257501099256,[ 0.87858367  1.8936336 ],"[[ 0.07379945 -0.01856927 -0.04672987  0.03839096]
 [ 0.00216361  0.0036147   0.          0.        ]]",[-0.1856447 -0.0924257]
1,"[ 1.00032086  2.03790952  0.17442634 -0.75756669 -0.40985055  0.33848609
  0.70090392  0.19423821  1.67202973 -0.22765615  0.        ]",[-0.01243272  2.66960116],-0.255707983016,-0.255707983016,[ 0.49838722  1.60431921],"[[ 0.10455019  0.02121819 -0.04672987  0.03839096]
 [ 3.06272547  3.96194342  0.          0.        ]]",[-0.1856447 -0.0924257]
2,"[ 0.98861937  2.02511848  0.2651542  -0.40695383 -0.40984996  0.33848563
  0.69203535  0.73099581  1.6344288  -0.00950296  0.        ]",[-0.07516559  0.85891232],-0.250569484201,-0.250569484201,[ 0.23727269  1.40590119],"[[ 0.16468847  0.13939831 -0.04672987  0.03839096]
 [ 2.95148887  7.84313265  0.          0.        ]]",[-0.1856447 -0.0924257]
3,"[ 0.9732474   1.96593209  0.34801569  0.14097252 -0.40984937  0.33848517
  0.66358978  1.17987734  1.54259651  0.25041153  0.        ]",[ 0.66260016  0.96453494],-0.241631293123,-0.241631293123,[-0.00600198  1.2211796 ],"[[  0.22013775   0.32882705  -0.04672987   0.03839096]
 [  2.59466688  11.088922     0.           0.        ]]",[-0.1856447 -0.0924257]
4,"[ 0.94441824  1.81264425  0.46230677  0.82799524 -0.40984879  0.3384847
  0.86839168  1.67755432  1.34560211  0.55637529  0.        ]",[ 0.29202396  3.27667609],-0.225257907029,-0.225257907029,[-0.38994426  0.88711989],"[[  0.29780686   0.5867119   -0.04672987   0.03839096]
 [  5.16383498  14.68757411   0.           0.        ]]",[-0.1856447 -0.0924257]
5,"[ 0.88712437  1.50950433  0.62477089  1.54368026 -0.4098482   0.33848424
  0.95235923  2.18486302  0.98883585  0.8377383   0.        ]",[-0.0114881   1.42537777],-0.197203475575,-0.197203475575,[-0.66906887  0.52945006],"[[  0.41164994   0.91726926  -0.04672987   0.03839096]
 [  6.21719647  18.35593432   0.           0.        ]]",[-0.1856447 -0.0924257]
6,"[ 0.80616498  1.02364024  0.79094041  2.06449612 -0.40984761  0.33848378
  0.93905432  2.68216138  0.51558285  0.92213603  0.        ]",[-0.98504007  0.29549773],-0.156053815574,-0.156053815574,[-0.82861418  0.23944065],"[[  0.53431707   1.32046862  -0.04672987   0.03839096]
 [  6.05031982  21.95201135   0.           0.        ]]",[-0.1856447 -0.0924257]
7,"[ 0.74257235  0.42679264  0.89407952  2.10022797 -0.40984702  0.33848332
  0.61897095  2.78392827  0.11342019  0.72165369  0.        ]",[-0.60925539 -0.00759988],-0.106785951735,-0.106785951735,[-0.74963593  0.12093388],"[[  0.61503902   1.76689463  -0.04672987   0.03839096]
 [  2.03503814  22.68809244   0.           0.        ]]",[-0.1856447 -0.0924257]
8,"[ 0.72893041 -0.12127853  0.91401531  1.55890776 -0.40984644  0.33848285
  0.42368833  2.71764756 -0.08600399  0.3521916   0.        ]",[ 0.25519513  0.83893969],-0.0570511685775,-0.0570511685775,[-0.68845123  0.03789899],"[[  0.63116337   2.21585015  -0.04672987   0.03839096]
 [ -0.41468063  22.20902204   0.           0.        ]]",[-0.1856447 -0.0924257]
9,"[ 0.72726681 -0.52323405  0.91639713  0.48167669 -0.40984585  0.33848239
  0.50499874  3.11618957 -0.10912459 -0.09560859  0.        ]",[-0.0419524   0.31522308],-0.0191633865567,-0.0191633865567,[-0.80906481 -0.12737218],"[[  0.63310394   2.68894809  -0.04672987   0.03839096]
 [  0.6053281   25.0911776    0.           0.        ]]",[-0.1856447 -0.0924257]
