timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-2.3197062  -0.16963498],[-1.32586519 -0.47082858],-0.126828301915,-0.126828301915,"[ 0.97881883  1.63609071 -0.15775046 -0.77860096  1.45298464 -1.09722134
  0.37121682 -0.32875428 -0.00867763  1.03208786  0.        ]","[[-0.08117041  0.08984147  0.16930495 -0.12738891]
 [ 0.00021514 -0.00162824  0.          0.        ]]",[-0.32636386 -0.18116882]
1,[-1.50486934  0.318739  ],[-2.45098383  0.96651469],-0.116866470947,-0.116866470947,"[ 0.97266842  1.6379898  -0.21682058 -0.8284123   1.45298158 -1.0972197
  0.0076092  -0.60399511 -0.01333136  0.92549959  0.        ]","[[-0.12084944  0.07111963  0.16930495 -0.12738891]
 [-3.9549506  -1.86435369  0.          0.        ]]",[-0.32636386 -0.18116882]
2,[-0.71444654 -0.10936526],[-0.8472863  -1.48158314],-0.0929262946101,-0.0929262946101,"[ 0.94023717  1.6378499  -0.39047865 -0.82442877  1.45297853 -1.09721807
 -0.34901024 -0.0328325  -0.04388912  0.67516579  0.        ]","[[-0.23886916  0.07261547  0.16930495 -0.12738891]
 [-7.83410228  2.00104843  0.          0.        ]]",[-0.32636386 -0.18116882]
3,[ 0.80471039  0.72711259],[ 1.55206374  1.3955723 ],-0.0537577447756,-0.0537577447756,"[ 0.84548893  1.63785428 -0.65698214 -0.82467324  1.45297547 -1.09721644
 -0.64275808 -0.62358759 -0.14463768  0.28597109  0.        ]","[[ -0.42761023   0.07252329   0.16930495  -0.12738891]
 [-11.02936639  -1.99694929   0.           0.        ]]",[-0.32636386 -0.18116882]
4,[ 0.81295073  0.13935681],[ 0.90403274 -0.66890241],-0.0163088644598,-0.0163088644598,"[ 0.70990476  1.6378347  -0.88916892 -0.82422242  1.45297241 -1.0972148
 -0.25917051 -0.03290766 -0.29571796 -0.05580027  0.        ]","[[-0.60633374  0.07269228  0.16930495 -0.12738891]
 [-6.85687631  2.00053401  0.          0.        ]]",[-0.32636386 -0.18116882]
5,[ 0.78830779  0.53371984],[ 1.14791144 -0.65686486],-0.00400789024584,-0.00400789024584,"[ 0.61627168  1.63652755 -1.00753938 -0.78956363  1.45296936 -1.09721317
  0.08216682 -0.4303353  -0.39465223 -0.21943072  0.        ]","[[-0.70621851  0.08571694  0.16930495 -0.12738891]
 [-3.14396494 -0.68909643  0.          0.        ]]",[-0.32636386 -0.18116882]
6,[ 0.44840777  0.89189005],[-0.66321716  0.55442662],-0.0127285319598,-0.0127285319598,"[ 0.59347923  1.63983064 -1.03296767 -0.8954491   1.4529663  -1.09721153
  0.45165021 -0.8128678  -0.44402157 -0.29294023  0.        ]","[[-0.72877323  0.0459604   0.16930495 -0.12738891]
 [ 0.87510702 -3.27792502  0.          0.        ]]",[-0.32636386 -0.18116882]
7,[ 0.91399992  0.66269672],[ 0.38904611  0.09807514],-0.0193018049389,-0.0193018049389,"[ 0.58421671  1.64115579 -1.04297679 -1.00984125  1.45296325 -1.0972099
  0.2087832  -0.47874221 -0.48178525 -0.34433453  0.        ]","[[-0.73777699  0.0030895   0.16930495 -0.12738891]
 [-1.76668403 -1.01670383  0.          0.        ]]",[-0.32636386 -0.18116882]
8,[ 0.75380754  0.58430701],[ 1.22437361  0.65411723],-0.0251919953117,-0.0251919953117,"[ 0.56379623  1.64104836 -1.06442202 -1.0531939   1.45296019 -1.09720826
  0.35346708 -0.41847585 -0.516985   -0.38863941  0.        ]","[[-0.75732023 -0.01315245  0.16930495 -0.12738891]
 [-0.19287922 -0.60884848  0.          0.        ]]",[-0.32636386 -0.18116882]
9,[-0.19588165  0.01468555],[ 0.12852403  0.34986823],-0.0161436362102,-0.0161436362102,"[ 0.60093311  1.64115326 -1.02477181 -1.01604927  1.45295713 -1.09720663
  0.71739924 -0.03420947 -0.4633359  -0.32005369  0.        ]","[[ -7.21459186e-01   7.62729573e-04   1.69304955e-01  -1.27388908e-01]
 [  3.76580609e+00   1.99170456e+00   0.00000000e+00   0.00000000e+00]]",[-0.32636386 -0.18116882]
