timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.50853026  1.60138893],[ 1.02160506  2.47448259],-0.406840627049,-0.406840627049,"[ 1.06205178  1.35760845 -0.05579483 -1.12411472 -1.52461169 -1.04605196
  0.21510738 -0.303349    3.66445191  1.50670319  0.        ]","[[-0.00752006  0.08628285 -0.17600375 -0.12165684]
 [ 0.004554    0.00474157  0.          0.        ]]",[-0.86916679 -0.66631556]
1,[ 1.83997393  1.39219666],[ 2.10639662  0.20354378],-0.410031053652,-0.410031053652,"[  1.06133288e+00   1.35202518e+00   3.08141933e-03  -1.02271506e+00
  -1.52461004e+00  -1.04605124e+00   6.79664908e-01   3.72264101e-01
   3.65311451e+00   1.67433537e+00   0.00000000e+00]","[[ 0.03224532  0.12608916 -0.17600375 -0.12165684]
 [ 3.95882868  3.96270316  0.          0.        ]]",[-0.86916679 -0.66631556]
2,[ 2.27067733  1.40184379],[ 2.45791806  1.24286742],-0.416569307275,-0.416569307275,"[ 1.04561534  1.33273022  0.17710418 -0.80425228 -1.52460838 -1.04605053
  1.13518732  0.49618616  3.58136554  2.11743215  0.        ]","[[ 0.15032456  0.2126272  -0.17600375 -0.12165684]
 [ 7.83620108  4.68867979  0.          0.        ]]",[-0.86916679 -0.66631556]
3,[ 2.95005131  1.09173644],[ 3.5487599   0.48122559],-0.420518471015,-0.420518471015,"[ 0.97591808  1.28447834  0.45638161 -0.47802118 -1.52460672 -1.04604981
  1.58158273  1.15596519  3.34323828  2.77756416  0.        ]","[[  0.34517131   0.34518178  -0.17600375  -0.12165684]
 [ 11.63589378   8.55388254   0.           0.        ]]",[-0.86916679 -0.66631556]
4,[ 3.6521318   0.74964416],[ 4.02161743  0.27727016],-0.41216627729,-0.41216627729,"[ 0.79416973  1.1785392   0.81002928 -0.04167334 -1.52460507 -1.0460491
  2.01930518  1.45202029  2.79772515  3.49511044  0.        ]","[[  0.61527091   0.53366156  -0.17600375  -0.12165684]
 [ 15.36177793  10.28827728   0.           0.        ]]",[-0.86916679 -0.66631556]
5,[ 2.93069816 -0.07686834],[ 2.68129459 -0.23171382],-0.381273490797,-0.381273490797,"[ 0.44001222  1.00896392  1.16768595  0.39836687 -1.52460341 -1.04604838
  2.44849746  1.60430681  1.9172008   3.92903005  0.        ]","[[  0.95915955   0.7483791   -0.17600375  -0.12165684]
 [ 19.01507694  11.18043208   0.           0.        ]]",[-0.86916679 -0.66631556]
6,[ 1.07480764 -1.17893684],[ 0.66195269 -1.38353046],-0.321984574659,-0.321984574659,"[-0.11524812  0.79763592  1.40796311  0.75459349 -1.52460175 -1.04604766
  2.86936512  1.40947355  0.88073157  3.75151524  0.        ]","[[  1.37540419   0.96053682  -0.17600375  -0.12165684]
 [ 22.59754926  10.03904316   0.           0.        ]]",[-0.86916679 -0.66631556]
7,[-1.16315877 -2.26732874],[-0.2662402  -0.82495976],-0.240107803442,-0.240107803442,"[-0.80038187  0.6163475   1.37913032  0.96060471 -1.5246001  -1.04604695
  3.12486655  0.69919284  0.05463803  2.92564618  0.        ]","[[  1.84917792   1.11956929  -0.17600375  -0.12165684]
 [ 24.77245979   5.87798703   0.           0.        ]]",[-0.86916679 -0.66631556]
8,[-2.80147791 -2.53672552],[-3.04732225 -2.79432106],-0.152455262061,-0.152455262061,"[-1.40367348  0.51490342  1.03034429  1.04583803 -1.52459844 -1.04604623
  2.94371669  0.12142201 -0.30730236  1.80849575  0.        ]","[[  2.32915864   1.20316822  -0.17600375  -0.12165684]
 [ 23.23059484   2.49321617   0.           0.        ]]",[-0.86916679 -0.66631556]
9,[-3.0271287  -1.84965205],[-2.53110911 -2.15753573],-0.0798558221894,-0.0798558221894,"[-1.74900056  0.50298697  0.52122661  1.05459583 -1.52459678 -1.04604552
  2.42497045 -0.56301508 -0.27507451  0.84236404  0.        ]","[[  2.74946953   1.21280113  -0.17600375  -0.12165684]
 [ 18.81507236  -1.51644097   0.           0.        ]]",[-0.86916679 -0.66631556]
10,[-2.90155649 -1.06876075],[-2.88679796 -0.64299225],-0.0391442632468,-0.0391442632468,"[-1.85732358  0.5882377   0.04302487  0.9861907  -1.52459513 -1.0460448
  1.91643886 -1.2337841  -0.10687611  0.19319101  0.        ]","[[  3.08234098   1.14304437  -0.17600375  -0.12165684]
 [ 14.48646842  -5.44602979   0.           0.        ]]",[-0.86916679 -0.66631556]
11,[-2.83635283 -0.1820358 ],[-2.8657627  -0.44961455],-0.0376627389733,-0.0376627389733,"[-1.83416834  0.74346884 -0.32127795  0.82415816 -1.52459347 -1.04604408
  1.41794611 -1.64987288  0.02846839 -0.20161719  0.        ]","[[  3.32949666   1.0096657   -0.17600375  -0.12165684]
 [ 10.24329859  -7.88362522   0.           0.        ]]",[-0.86916679 -0.66631556]
12,[-1.87929392  1.13359225],[-1.97296637  1.10244322],-0.0434597568897,-0.0434597568897,"[-1.77078428  0.92674124 -0.55387545  0.55545598 -1.52459181 -1.04604337
  0.92934966 -1.9269442   0.06223688 -0.40377272  0.        ]","[[ 3.49263376  0.83570656 -0.17600375 -0.12165684]
 [ 6.08435791 -9.5068176   0.          0.        ]]",[-0.86916679 -0.66631556]
13,[-0.75226653  1.03663301],[-0.93302453  0.26946849],-0.0418091409736,-0.0418091409736,"[-1.72577482  1.06219677 -0.66440359  0.28031682 -1.52459016 -1.04604265
  0.45025246 -1.218706    0.02326226 -0.46255607  0.        ]","[[ 3.57340389  0.6871991  -0.17600375 -0.12165684]
 [ 2.00627185 -5.35772719  0.          0.        ]]",[-0.86916679 -0.66631556]
14,[ 0.24719077  1.35452807],[-0.31715459  0.44668365],-0.0318332842603,-0.0318332842603,"[-1.72412415  1.13748053 -0.66801621  0.08434023 -1.5245885  -1.04604194
  0.01189795 -1.01824889 -0.06909088 -0.40131729  0.        ]","[[ 3.57609201  0.59182706 -0.17600375 -0.12165684]
 [-1.72501185 -4.18338619  0.          0.        ]]",[-0.86916679 -0.66631556]
15,[ 0.71267128  1.12100565],[ 1.20583066  1.29312593],-0.0166365170574,-0.0166365170574,"[-1.7514167   1.18316562 -0.60455903 -0.056975   -1.52458684 -1.04604122
 -0.13156772 -0.70213036 -0.19462942 -0.25256909  0.        ]","[[ 3.52933931  0.52674034 -0.17600375 -0.12165684]
 [-2.94619492 -2.33145983  0.          0.        ]]",[-0.86916679 -0.66631556]
16,[-0.24111316 -0.20202535],[-0.23370019 -0.65478949],-0.0134464888608,-0.0134464888608,"[-1.76148652  1.18743316 -0.57888122 -0.07129245 -1.52458519 -1.0460405
  0.33987743 -0.0186088  -0.22451111 -0.20687146  0.        ]","[[ 3.51067855  0.52028751 -0.17600375 -0.12165684]
 [ 1.06675559  1.672838    0.          0.        ]]",[-0.86916679 -0.66631556]
