timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 3.41000223  4.46046448],[ 4.17729891  4.32061186],-0.210114800112,-0.210114800112,"[ 1.06172239  1.35823976 -0.13868652 -1.23476805  0.17854589  0.73497359
  0.212342   -0.30464977  1.61686494 -1.43001591  0.        ]","[[-0.06371533  0.04560455  0.0207574   0.08339606]
 [ 0.00302076 -0.00342298  0.          0.        ]]",[-0.8853327  -0.67805344]
1,[ 1.93013537  3.63747025],[ 2.14085925  3.25450573],-0.204877942592,-0.204877942592,"[ 1.06426366  1.35480316 -0.07993591 -1.13335763  0.17854583  0.73497323
  0.67947418  0.37323924  1.61671615 -1.26102797  0.        ]","[[-0.0239804   0.08524917  0.0207574   0.08339606]
 [ 3.95731461  3.95469842  0.          0.        ]]",[-0.8853327  -0.67805344]
2,[ 0.01999517  2.65790868],[ 0.35483403  1.8872804 ],-0.188660405764,-0.188660405764,"[ 1.05823122  1.33232618  0.09456001 -0.83411289  0.17854577  0.73497286
  1.13738011  1.03770969  1.56395694 -0.76463838  0.        ]","[[ 0.09405657  0.20327019  0.0207574   0.08339606]
 [ 7.83351164  7.83447247  0.          0.        ]]",[-0.8853327  -0.67805344]
3,[-1.06614614  1.9482969 ],[-0.59090649  2.01154422],-0.162924577626,-0.162924577626,"[ 1.0144012   1.25594834  0.34069234 -0.35774617  0.17854571  0.7349725
  1.28476937  1.68918712  1.33992417 -0.07268949  0.        ]","[[  0.26324411   0.39812569   0.0207574    0.08339606]
 [  9.0811763   11.63839      0.           0.        ]]",[-0.8853327  -0.67805344]
4,[-0.69377464  1.37109613],[-0.40908899  1.71848051],-0.133404108772,-0.133404108772,"[ 0.93806403  1.07445913  0.55853879  0.23694907  0.17854566  0.73497214
  0.98733404  2.32799197  0.91048457  0.52092639  0.        ]","[[  0.41960486   0.66831733   0.0207574    0.08339606]
 [  6.56338028  15.36833171   0.           0.        ]]",[-0.8853327  -0.67805344]
5,[-1.0650444   0.30697113],[-1.30690881  0.14685393],-0.103112113566,-0.103112113566,"[ 0.86197229  0.73645332  0.70803716  0.82253185  0.1785456   0.73497177
  0.78084292  2.95408948  0.34930872  0.82241432  0.        ]","[[  0.53333328   1.01236369   0.0207574    0.08339606]
 [  4.81542846  19.02410778   0.           0.        ]]",[-0.8853327  -0.67805344]
6,[-1.05458057 -0.59381557],[-0.79387403 -0.59744159],-0.0751482071623,-0.0751482071623,"[ 0.81873516  0.26607286  0.77778856  1.17242777  0.17854554  0.73497141
  0.30235533  2.98932865 -0.17369887  0.76240939  0.        ]","[[  0.58900434   1.39491127   0.0207574    0.08339606]
 [  0.76501429  19.22992209   0.           0.        ]]",[-0.8853327  -0.67805344]
7,[-0.69675237 -1.18896866],[-1.6845963  -1.72045286],-0.0523815319518,-0.0523815319518,"[ 0.83183282 -0.20467415  0.75755168  1.17002356  0.17854548  0.73497104
 -0.07038459  2.51906438 -0.49060078  0.47060606  0.        ]","[[  0.57264965   1.7519606    0.0207574    0.08339606]
 [ -2.39024215  16.48411592   0.           0.        ]]",[-0.8853327  -0.67805344]
8,[ 0.63027751 -1.4117887 ],[ 1.12542693 -2.7106236 ],-0.0348029497933,-0.0348029497933,"[ 0.89593519 -0.56360071  0.64638643  0.93649311  0.17854542  0.73497068
 -0.53229147  1.7850889  -0.59563231  0.15056768  0.        ]","[[  0.48561658   2.03864445   0.0207574    0.08339606]
 [ -6.30030038  12.19849004   0.           0.        ]]",[-0.8853327  -0.67805344]
9,[-0.27769578 -1.58949363],[ 0.27926291 -1.64211179],-0.0265386582578,-0.0265386582578,"[ 0.9491317  -0.78860653  0.53271543  0.65831377  0.17854536  0.73497032
 -0.04989519  1.06554349 -0.6287593  -0.09662029  0.        ]","[[ 0.40058119  2.24045992  0.0207574   0.08339606]
 [-2.21680161  7.99710775  0.          0.        ]]",[-0.8853327  -0.67805344]
10,[-0.51401103 -1.40669215],[-0.06506672 -1.94797243],-0.0282923615831,-0.0282923615831,"[ 0.96707436 -0.9058117   0.48770667  0.45586252  0.1785453   0.73496995
  0.08590681  0.36028723 -0.65959723 -0.24984236  0.        ]","[[ 0.36777933  2.35908525  0.0207574   0.08339606]
 [-1.06723381  3.87915537  0.          0.        ]]",[-0.8853327  -0.67805344]
11,[-0.24696292 -0.6007961 ],[-0.24896876 -1.47635898],-0.0286694608662,-0.0286694608662,"[ 0.9791355  -0.93981395  0.45480476  0.38721555  0.17854524  0.73496959
  0.05797937 -0.33099987 -0.65705508 -0.29741303  0.        ]","[[ 0.34406278  2.39616996  0.0207574   0.08339606]
 [-1.30364006 -0.15723218  0.          0.        ]]",[-0.8853327  -0.67805344]
12,[ 0.29094881  0.50064117],[ 0.37628686  0.87958299],-0.0231603776331,-0.0231603776331,"[ 0.99583291 -0.90041541  0.40475161  0.46629742  0.17854518  0.73496922
 -0.05539566 -1.00859974 -0.60644247 -0.23841644  0.        ]","[[ 0.30836054  2.35332876  0.0207574   0.08339606]
 [-2.26336229 -4.11370279  0.          0.        ]]",[-0.8853327  -0.67805344]
13,[-0.18482685 -0.15140763],[-0.5481262   0.57543835],-0.0181543916693,-0.0181543916693,"[ 1.00844232 -0.85570045  0.36242973  0.54837612  0.17854512  0.73496886
  0.12586723 -0.39818332 -0.55374424 -0.17927797  0.        ]","[[ 0.27848862  2.30681534  0.0207574   0.08339606]
 [-0.72896822 -0.54951721  0.          0.        ]]",[-0.8853327  -0.67805344]
14,[ 0.44280601 -0.57518452],[ 0.50900362  0.2847024 ],-0.0156855282624,-0.0156855282624,"[ 1.02204618 -0.86740482  0.31065022  0.52762127  0.17854506  0.7349685
 -0.12877229 -0.00608813 -0.52895067 -0.1959621   0.        ]","[[ 0.2422822   2.31879555  0.0207574   0.08339606]
 [-2.88449621  1.73990352  0.          0.        ]]",[-0.8853327  -0.67805344]
15,[-0.13994697 -1.01853323],[-0.59735435 -0.53939347],-0.0157600895145,-0.0157600895145,"[ 1.03399956 -0.91090951  0.25740035  0.44588512  0.178545    0.73496813
  0.11601163  0.18106964 -0.52591951 -0.25475849  0.        ]","[[ 0.2053822   2.36455801  0.0207574   0.08339606]
 [-0.8123967   2.8327067   0.          0.        ]]",[-0.8853327  -0.67805344]
16,[ 0.69861656 -0.55727994],[ 0.26698678  0.0149613 ],-0.0159159902893,-0.0159159902893,"[ 1.04471449 -0.94254965  0.1994875   0.38145944  0.17854494  0.73496777
 -0.16145124 -0.19431341 -0.51501983 -0.30053862  0.        ]","[[ 0.16556883  2.39922078  0.0207574   0.08339606]
 [-3.16112333  0.64086821  0.          0.        ]]",[-0.8853327  -0.67805344]
17,[ 0.45942569 -0.61330473],[ 0.48310329 -0.79666771],-0.0141026250007,-0.0141026250007,"[ 1.05526947 -0.95436601  0.12329469  0.35621281  0.17854489  0.7349674
 -0.02919774 -0.18634599 -0.48236013 -0.32216361  0.        ]","[[ 0.11357892  2.41250487  0.0207574   0.08339606]
 [-2.04159645  0.68738909  0.          0.        ]]",[-0.8853327  -0.67805344]
