timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.06648865  1.35454997 -0.14323886 -1.27883089 -0.29658437  0.39967085
  0.21666481 -0.30399845  2.19155154 -0.95328214  0.        ]",[ 2.20120814  4.35134727],-0.251270974517,-0.251270974517,[ 2.60581636  4.17413378],"[[-0.06469718  0.0257743  -0.03509546  0.04589911]
 [ 0.0045971  -0.00450451  0.          0.        ]]",[-0.87662601 -0.67321348]
1,"[ 1.06909113  1.35215948 -0.08459326 -1.17748521 -0.29658427  0.3996707
  0.68037249  0.37214129  2.19334083 -0.78513447  0.        ]",[ 1.74450532  3.40622771],-0.248885167188,-0.248885167188,[ 1.47573543  3.55233169],"[[-0.02493107  0.0653975  -0.03509546  0.04589911]
 [ 3.95885592  3.95363793  0.          0.        ]]",[-0.87662601 -0.67321348]
2,"[ 1.06321093  1.33279484  0.08951204 -0.87784966 -0.29658416  0.39967055
  1.13492018  1.03489732  2.14638075 -0.29018873  0.        ]",[ 0.29240512  3.23445312],-0.24057377718,-0.24057377718,[ 0.46341065  2.93404841],"[[ 0.09313629  0.18339753 -0.03509546  0.04589911]
 [ 7.83500684  7.83343394  0.          0.        ]]",[-0.87662601 -0.67321348]
3,"[ 1.02047433  1.26145245  0.33157064 -0.39926358 -0.29658406  0.3996704
  1.25226186  1.68471093  1.93315745  0.39697159  0.        ]",[-0.20465498  2.20642906],-0.224711073377,-0.224711073377,[ 0.32010517  2.49763918],"[[  0.25987529   0.37823347  -0.03509546   0.04589911]
 [  8.83564401  11.63747295   0.           0.        ]]",[-0.87662601 -0.67321348]
4,"[ 0.93850933  1.08642011  0.56322888  0.20152515 -0.29658395  0.39967024
  1.13676598  2.32177127  1.4976911   1.0184303   0.        ]",[ 1.35390523  1.92913916],-0.200883578954,-0.200883578954,[ 0.80772018  1.93024063],"[[  0.42670525   0.64840133  -0.03509546   0.04589911]
 [  7.85076279  15.36687209   0.           0.        ]]",[-0.87662601 -0.67321348]
5,"[ 0.79596821  0.75510612  0.81225311  0.79922407 -0.29658385  0.39967009
  1.5826136   2.94591778  0.7986392   1.41573409  0.        ]",[-0.53626912  0.12855908],-0.165528643176,-0.165528643176,[-0.59199446  0.58247429],"[[  0.62186294   0.99239904  -0.03509546   0.04589911]
 [ 11.65273366  19.02070442   0.           0.        ]]",[-0.87662601 -0.67321348]
6,"[ 0.59296801  0.29023398  1.04298672  1.16636965 -0.29658374  0.39966994
  1.30708823  2.96856398  0.02127638  1.34040716  0.        ]",[-0.79444385 -0.5636892 ],-0.122373096589,-0.122373096589,[-1.30656505 -0.04872638],"[[  0.83134442   1.37414393  -0.03509546   0.04589911]
 [  9.30320593  19.1533317    0.           0.        ]]",[-0.87662601 -0.67321348]
7,"[ 0.41727128 -0.17943687  1.18162641  1.18292581 -0.29658364  0.39966979
  0.91715444  2.52256924 -0.46963541  0.8943937   0.        ]",[-1.32500403 -1.09977038],-0.0834462488305,-0.0834462488305,[-1.68720639 -1.00128853],"[[  0.98404929   1.73101515  -0.03509546   0.04589911]
 [  5.9780565   16.54248311   0.           0.        ]]",[-0.87662601 -0.67321348]
8,"[ 0.31911466 -0.54160288  1.24206923  0.96296838 -0.29658353  0.39966964
  0.43933074  1.79030193 -0.64085082  0.4333074   0.        ]",[-0.86323163 -0.71583173],-0.0546734662314,-0.0546734662314,[-1.29958284 -1.32431817],"[[  1.06273171   2.01885478  -0.03509546   0.04589911]
 [  1.90342442  12.2557468    0.           0.        ]]",[-0.87662601 -0.67321348]
9,"[ 0.31475216 -0.78207141  1.24451232  0.67436552 -0.29658343  0.39966949
  0.0342691   1.26471111 -0.6317682   0.11945651  0.        ]",[-1.1639504  -0.91135233],-0.035044866457,-0.035044866457,[-0.53747892 -1.37055302],"[[ 1.0661452   2.23309893 -0.03509546  0.04589911]
 [-1.55073093  9.17890069  0.          0.        ]]",[-0.87662601 -0.67321348]
