timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.0453225   1.41162983 -0.05930678 -1.30598728 -0.22536118  0.08665007
  0.25480426 -0.30690779  1.98879571 -0.37170452  0.        ]",[ 1.9579506  3.9374781],-0.236991739528,-0.236991739528,[ 1.36855781  3.92884469],"[[ -1.15019352e-02  -1.45562337e-02  -2.66696740e-02   9.15021756e-03]
 [ -3.85987947e-03  -1.50086887e-05   0.00000000e+00   0.00000000e+00]]",[-0.7562418 -0.5339635]
1,"[  1.04483523e+00   1.41135499e+00  -7.09518388e-04  -1.20439047e+00
  -2.25361084e-01   8.66500355e-02   6.86993907e-01   3.38828675e-01
   1.98728165e+00  -2.15220706e-01   0.00000000e+00]",[ 0.74249255  3.64878456],-0.236475021613,-0.236475021613,[ 0.85402489  3.4633503 ],"[[ 0.02809669  0.02515587 -0.02666967  0.00915022]
 [ 3.95056154  3.95803876  0.          0.        ]]",[-0.7562418 -0.5339635]
2,"[ 1.03179257  1.39847038  0.15804107 -0.90349795 -0.22536099  0.08665
  0.99930996  0.97184845  1.9375553   0.21896376  0.        ]",[ 0.50120565  3.6975605 ],-0.234078925999,-0.234078925999,[ 0.4335621   2.78977442],"[[ 0.13577896  0.14324704 -0.02666967  0.00915022]
 [ 6.8081752   7.83814767  0.          0.        ]]",[-0.7562418 -0.5339635]
3,"[ 0.98339851  1.33825189  0.38157277 -0.41992257 -0.22536089  0.08664997
  1.20115976  1.59239137  1.73737633  0.83000737  0.        ]",[ 0.37433757  1.9345988 ],-0.227590545126,-0.227590545126,[ 0.52698326  2.23392892],"[[  2.90471962e-01   3.38173248e-01  -2.66696740e-02   9.15021756e-03]
 [  8.65505630e+00   1.16417886e+01   0.00000000e+00   0.00000000e+00]]",[-0.7562418 -0.5339635]
4,"[ 0.88035873  1.17885587  0.63678833  0.19362235 -0.2253608   0.08664993
  1.34424612  2.20066497  1.29212033  1.4453203   0.        ]",[-0.17431713  0.64912405],-0.214022583874,-0.214022583874,[ 0.3054775   1.26035392],"[[  4.76707062e-01   6.08417999e-01  -2.66696740e-02   9.15021756e-03]
 [  9.96427139e+00   1.53702447e+01   0.00000000e+00   0.00000000e+00]]",[-0.7562418 -0.5339635]
5,"[ 0.72802491  0.88085329  0.87336576  0.79522204 -0.22536071  0.0866499
  1.24743948  2.57034012  0.63820717  1.79890734  0.        ]",[-0.08318232  0.3404214 ],-0.191671379769,-0.191671379769,[-0.1673409   0.75446451],"[[  6.67104042e-01   9.38558389e-01  -2.66696740e-02   9.15021756e-03]
 [  9.07852839e+00   1.76362268e+01   0.00000000e+00   0.00000000e+00]]",[-0.7562418 -0.5339635]
6,"[ 0.54913305  0.45941197  1.06327272  1.1974154  -0.22536061  0.08664986
  1.19208158  2.73324684 -0.04081039  1.74043708  0.        ]",[-0.80779175 -2.24489972],-0.161414116527,-0.161414116527,[-0.99396038  0.02298592],"[[  8.43591762e-01   1.30130231e+00  -2.66696740e-02   9.15021756e-03]
 [  8.57202892e+00   1.86348272e+01   0.00000000e+00   0.00000000e+00]]",[-0.7562418 -0.5339635]
7,"[ 0.38800692  0.03631211  1.18785113  1.28519169 -0.22536052  0.08664983
  0.82448427  2.02714306 -0.50094349  1.3902318   0.        ]",[-0.74323278  0.14523671],-0.130169282417,-0.130169282417,[-1.04351664 -0.14057136],"[[  9.81289656e-01   1.63057392e+00  -2.66696740e-02   9.15021756e-03]
 [  5.20861632e+00   1.43067486e+01   0.00000000e+00   0.00000000e+00]]",[-0.7562418 -0.5339635]
8,"[ 0.29523912 -0.32978873  1.2450482   1.13565756 -0.22536042  0.08664979
  0.49185691  2.07480279 -0.6987908   0.97753149  0.        ]",[-0.63738915 -1.05451212],-0.101459618758,-0.101459618758,[-1.14453804 -0.76273918],"[[  1.05492738e+00   1.91964040e+00  -2.66696740e-02   9.15021756e-03]
 [  2.16516701e+00   1.45989091e+01   0.00000000e+00   0.00000000e+00]]",[-0.7562418 -0.5339635]
9,"[ 0.27249887 -0.61706948  1.25767507  0.84548159 -0.22536033  0.08664976
  0.21153367  1.38169621 -0.72393513  0.62683405  0.        ]",[ 0.45666628  0.1606218 ],-0.0762217932863,-0.0762217932863,[-0.66194844 -0.48618829],"[[  1.07249852e+00   2.16899279e+00  -2.66696740e-02   9.15021756e-03]
 [ -3.99714253e-01   1.03504712e+01   0.00000000e+00   0.00000000e+00]]",[-0.7562418 -0.5339635]
