timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-0.06223676  0.30710614],[ 0.00884854 -0.5851932 ],-0.0188461283283,-0.0188461283283,"[ 0.98529609  1.98873086  0.1504421  -1.07291426  1.67132565  0.2009807
  0.44087658 -0.34836219 -0.15784571 -0.23099393  0.        ]","[[ 0.09243845 -0.07856391  0.19485448  0.02254036]
 [-0.00173313 -0.00029204  0.          0.        ]]",[-0.21973442 -0.1047995 ]
1,[ 0.02944738  0.48076522],[-0.28371768  0.75654706],-0.0204965537211,-0.0204965537211,"[ 0.98524967  1.98591883  0.15093604 -1.14051885  1.67131874  0.20098047
  0.44381125 -0.66994667 -0.15782179 -0.25325497  0.        ]","[[ 0.09276435 -0.1018183   0.19485448  0.02254036]
 [ 0.03420021 -2.31742377  0.          0.        ]]",[-0.21973442 -0.1047995 ]
2,[ 0.07946944  0.33331144],[ 0.2442946   1.11339099],-0.0234465767284,-0.0234465767284,"[ 0.98660833  1.98358987  0.13486413 -1.18644231  1.67131184  0.20098024
  0.35197873 -0.24776886 -0.15760728 -0.2887026   0.        ]","[[ 0.0821688  -0.11764609  0.19485448  0.02254036]
 [-1.0900071   0.72450522  0.          0.        ]]",[-0.21973442 -0.1047995 ]
3,[-0.129301   -0.00159324],[ 0.14208163  0.58453453],-0.0209889780786,-0.0209889780786,"[ 0.98793869  1.9901222   0.11679241 -1.02926349  1.67130493  0.20098001
  0.43255625  0.29972349 -0.15639138 -0.2578544   0.        ]","[[ 0.07026583 -0.0635759   0.19485448  0.02254036]
 [-0.10357226  4.6693675   0.          0.        ]]",[-0.21973442 -0.1047995 ]
4,[-0.39824408 -0.26723301],[-0.17218125  0.84227389],-0.0140663997741,-0.0140663997741,"[ 0.98755767  1.99099841  0.12222885 -0.69176017  1.67129803  0.20097979
  0.47856502  0.60808561 -0.16329564 -0.13762636  0.        ]","[[ 0.07384553  0.05210403  0.19485448  0.02254036]
 [ 0.45967338  6.8912208   0.          0.        ]]",[-0.21973442 -0.1047995 ]
5,[-0.65741313 -0.58642828],[-2.43341854  0.1231826 ],-0.0200465578308,-0.0200465578308,"[ 0.98730709  1.95997297  0.12565444 -0.20096769  1.67129112  0.20097956
  0.4220857   1.05204617 -0.19415244  0.0298141   0.        ]","[[  0.07610168   0.22202398   0.19485448   0.02254036]
 [ -0.23173723  10.09011253   0.           0.        ]]",[-0.21973442 -0.1047995 ]
6,[-0.52389079 -0.60740209],[-0.16813927  0.50783717],-0.0295721755799,-0.0295721755799,"[ 0.99081591  1.87285371  0.05833358  0.3644654   1.67128422  0.20097933
  0.09930851  1.09221748 -0.2425772   0.13683777  0.        ]","[[  0.03182145   0.42673073   0.19485448   0.02254036]
 [ -4.18315604  10.37957818   0.           0.        ]]",[-0.21973442 -0.1047995 ]
7,[-0.47792706 -0.71946102],[ 0.49707622 -1.125735  ],-0.03355472504,-0.03355472504,"[ 0.98911213  1.71807697 -0.07790863  0.92854182  1.67127731  0.2009791
  0.05168371  1.34279159 -0.30154049  0.17253321  0.        ]","[[ -0.0576914    0.6524375    0.19485448   0.02254036]
 [ -4.76617485  12.18507294   0.           0.        ]]",[-0.21973442 -0.1047995 ]
8,[-0.56838405 -0.71899366],[ 0.18498502 -2.07227712],-0.0392068987285,-0.0392068987285,"[ 0.97870365  1.53400701 -0.19100916  1.35701799  1.67127041  0.20097888
  0.22014941  0.75967333 -0.3728833   0.20481773  0.        ]","[[-0.13232268  0.85398329  0.19485448  0.02254036]
 [-2.70382865  7.98352831  0.          0.        ]]",[-0.21973442 -0.1047995 ]
9,[-0.54822874 -0.56953931],[-1.23113179 -0.02720171],-0.0427543385098,-0.0427543385098,"[ 0.96819246  1.40879428 -0.26047781  1.56807709  1.6712635   0.20097865
  0.28440912  0.18816448 -0.42050933  0.21558747  0.        ]","[[-0.17850616  0.97233756  0.19485448  0.02254036]
 [-1.91716328  3.86562729  0.          0.        ]]",[-0.21973442 -0.1047995 ]
