timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-1.78837836  0.63910449],[-2.18134495  0.54124242],-0.186955799553,-0.186955799553,"[ 0.97812479  1.81795014  0.00773515 -0.94798772  0.41443079 -0.78902216
  0.41701914 -0.33852499  0.99984634  0.72323803  0.        ]","[[ 0.0164967  -0.0131073   0.04844374 -0.09208733]
 [ 0.00325893  0.0044048   0.          0.        ]]",[-0.27615055 -0.14107522]
1,[-1.53239489  0.61473215],[-1.43831662  2.20819869],-0.184014176386,-0.184014176386,"[ 0.97792463  1.81800761 -0.05222666 -0.8874485   0.41443037 -0.78902105
  0.07903246 -0.034007    0.99964634  0.66688174  0.        ]","[[-0.02313763  0.00849776  0.04844374 -0.09208733]
 [-3.95351449  2.14894884  0.          0.        ]]",[-0.27615055 -0.14107522]
2,[-1.04465747  0.48860464],[-1.12743579  1.39842489],-0.176039910712,-0.176039910712,"[ 0.96333017  1.81273048 -0.23004094 -0.65719917  0.41442995 -0.78901993
 -0.25232848  0.52241195  0.99069952  0.51823458  0.        ]","[[-0.14112916  0.09079281  0.04844374 -0.09208733]
 [-7.83272125  6.06748679  0.          0.        ]]",[-0.27615055 -0.14107522]
3,[-0.32226503  0.43553159],[-0.42347102  0.57041699],-0.163330901731,-0.163330901731,"[ 0.89401076  1.77769312 -0.51598144 -0.21616746  0.41442952 -0.78901882
 -0.57713884  1.06779897  0.95102688  0.30271031  0.        ]","[[ -0.33593522   0.25067938   0.04844374  -0.09208733]
 [-11.63524308   9.90834078   0.           0.        ]]",[-0.27615055 -0.14107522]
4,[ 0.34779263  0.40539667],[-0.4804849   0.51519557],-0.146394299021,-0.146394299021,"[ 0.7290392   1.67832941 -0.85035489  0.35662522  0.4144291  -0.7890177
 -0.700664    1.36070058  0.85913488  0.06373659  0.        ]","[[ -0.58314895   0.46954289   0.04844374  -0.09208733]
 [-13.08134642  11.97109862   0.           0.        ]]",[-0.27615055 -0.14107522]
5,[ 0.96624804  0.30480278],[ 1.66220055  1.85666478],-0.125724643511,-0.125724643511,"[ 0.45262485  1.49161052 -1.16506964  0.95121132  0.41442868 -0.78901659
 -0.84102686  1.61672418  0.70712237 -0.15480393  0.        ]","[[ -0.86126229   0.72705616   0.04844374  -0.09208733]
 [-14.7245697   13.77415959   0.           0.        ]]",[-0.27615055 -0.14107522]
6,[ 0.81628227 -0.04700288],[ 0.26450193 -0.79462126],-0.10559490593,-0.10559490593,"[ 0.13640152  1.1811594  -1.37450965  1.50457486  0.41442826 -0.78901547
 -0.4783177   2.13997814  0.54145984 -0.22328291  0.        ]","[[ -1.11315225   1.0395119    0.04844374  -0.09208733]
 [-10.47839056  17.45921099   0.           0.        ]]",[-0.27615055 -0.14107522]
7,[ 0.69390815 -0.12159054],[ 0.9017202  -0.19326348],-0.0872241197771,-0.0872241197771,"[-0.14131191  0.80525391 -1.47908799  1.82501368  0.41442783 -0.78901436
 -0.3711528   1.64401888  0.39262571 -0.1666625   0.        ]","[[ -1.31013249   1.35365218   0.04844374  -0.09208733]
 [ -9.22383129  13.96648018   0.           0.        ]]",[-0.27615055 -0.14107522]
8,[ 0.34863114 -0.26467061],[-0.03932323 -1.15324426],-0.0722298280051,-0.0722298280051,"[-0.35873742  0.46040476 -1.52040339  1.88706098  0.41442741 -0.78901324
 -0.05072874  1.49595629  0.26340982 -0.06608387  0.        ]","[[ -1.45697389   1.6225193    0.04844374  -0.09208733]
 [ -5.47267791  12.92378501   0.           0.        ]]",[-0.27615055 -0.14107522]
9,[ 0.30566257 -0.25922406],[ 0.1649719   0.91296167],-0.0618123703832,-0.0618123703832,"[-0.52417092  0.18543417 -1.53017762  1.79084685  0.41442699 -0.78901213
 -0.05472356  0.89736157  0.15309848  0.03595057  0.        ]","[[-1.56689599  1.83869877  0.04844374 -0.09208733]
 [-5.51944512  8.70821091  0.          0.        ]]",[-0.27615055 -0.14107522]
10,[ 0.29213959 -0.2023553 ],[ 1.2331994   1.18535975],-0.0550338580491,-0.0550338580491,"[-0.67890629 -0.06506959 -1.52279961  1.57852732  0.41442656 -0.78901101
  0.01035958  1.38615959  0.03891634  0.14521926  0.        ]","[[ -1.66964106   2.04740127   0.04844374  -0.09208733]
 [ -4.75752822  12.15057948   0.           0.        ]]",[-0.27615055 -0.14107522]
11,[ 0.09266999 -0.11887906],[ 0.47572502 -0.62285913],-0.0618273304855,-0.0618273304855,"[-0.76043101 -0.35929633 -1.51242951  1.125687    0.41442614 -0.7890099
  0.3565668   1.91420596 -0.10068513  0.35901139  0.        ]","[[ -1.72412873   2.32772438   0.04844374  -0.09208733]
 [ -0.70454135  15.86938608   0.           0.        ]]",[-0.27615055 -0.14107522]
12,[-0.06659922 -0.06403838],[-0.15502736 -0.3168404 ],-0.0793964160573,-0.0793964160573,"[-0.75304567 -0.59029228 -1.51355109  0.49165089  0.41442572 -0.78900879
  0.518685    1.51939093 -0.276586    0.58204734  0.        ]","[[ -1.71917698   2.61721482   0.04844374  -0.09208733]
 [  1.19335122  13.0889366    0.           0.        ]]",[-0.27615055 -0.14107522]
13,[-0.02488005  0.02317592],[ 0.75009446  1.07742145],-0.0955530705352,-0.0955530705352,"[-0.72694283 -0.71425422 -1.51722672 -0.14286789  0.4144253  -0.78900767
  0.46425892  1.3044484  -0.46532394  0.7210979   0.        ]","[[ -1.70170213   2.86380602   0.04844374  -0.09208733]
 [  0.55620204  11.5752262    0.           0.        ]]",[-0.27615055 -0.14107522]
14,[-0.23014139 -0.00764118],[-0.46116921 -1.60458849],-0.107177874332,-0.107177874332,"[-0.66576161 -0.76193337 -1.52403104 -0.76308997  0.41442487 -0.78900656
  0.71698656  0.36300988 -0.62251399  0.78459457  0.        ]","[[-1.66089023  3.08868483  0.04844374 -0.09208733]
 [ 3.51484191  4.94514708  0.          0.        ]]",[-0.27615055 -0.14107522]
