timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-0.58091378  1.14193487],[-0.02953852  1.1505832 ],-0.337890417047,-0.337890417047,"[ 1.05760468  1.85658655  0.08783175 -0.55355487 -0.60869055 -1.48222692
  0.34750286 -0.32992621  1.72575671  1.44145944  0.        ]","[[ 0.06502609  0.03884618 -0.07017144 -0.17215943]
 [ 0.00306879  0.00480184  0.          0.        ]]",[-0.06575633 -0.08984495]
1,[-0.59046775  1.1049161 ],[-0.46123629  0.72576943],-0.339795913451,-0.339795913451,"[ 1.05770042  1.85355293  0.08611743 -0.44768471 -0.60868837 -1.48221456
  0.33769938  0.2173813   1.72210682  1.47380221  0.        ]","[[ 0.06389903  0.07866956 -0.07017144 -0.17215943]
 [-0.11537443  3.96434     0.          0.        ]]",[-0.06575633 -0.08984495]
2,[-0.55430412  1.10126626],[ 0.68981628 -0.91502516],-0.342691898439,-0.342691898439,"[ 1.05923887  1.83529618  0.05476497 -0.16444925 -0.6086862  -1.4822022
  0.18679289  0.60385298  1.71044503  1.53140371  0.        ]","[[ 0.04329691  0.18600923 -0.07017144 -0.17215943]
 [-1.93876197  6.76030458  0.          0.        ]]",[-0.06575633 -0.08984495]
3,[-0.56334192  1.12053788],[-1.83343143  0.06998245],-0.345486579533,-0.345486579533,"[ 1.05981445  1.80607412  0.0380182   0.08799552 -0.60868402 -1.48218984
  0.41593038  0.0843975   1.69268209  1.59485208  0.        ]","[[ 0.03230051  0.28350982 -0.07017144 -0.17215943]
 [ 0.82990026  3.00228535  0.          0.        ]]",[-0.06575633 -0.08984495]
4,[-0.4945797   1.15396142],[ 0.05093141  1.87657404],-0.345457690224,-0.345457690224,"[ 1.06048124  1.7812466   0.00257971  0.24560469 -0.60868185 -1.48217748
  0.08716274  0.11469046  1.68306113  1.60844093  0.        ]","[[ 0.00904177  0.3457545  -0.07017144 -0.17215943]
 [-3.14255715  3.22144256  0.          0.        ]]",[-0.06575633 -0.08984495]
5,[-0.46936357  1.12662971],[-0.59603836  0.18552383],-0.342997073566,-0.342997073566,"[ 1.05870049  1.72963334 -0.0891637   0.49968185 -0.60867967 -1.48216513
  0.10886224  0.6531767   1.6698297   1.59585926  0.        ]","[[-0.05117885  0.44927015 -0.07017144 -0.17215943]
 [-2.88036185  7.11713968  0.          0.        ]]",[-0.06575633 -0.08984495]
6,[-0.38892716  1.14685428],[ 0.00452693  1.28178694],-0.339171485621,-0.339171485621,"[ 1.04837747  1.634218   -0.21159848  0.84146337 -0.6086775  -1.48215277
 -0.08159331  0.73534701  1.64268895  1.58579105  0.        ]","[[-0.13187493  0.59757775 -0.07017144 -0.17215943]
 [-5.1816042   7.71162138  0.          0.        ]]",[-0.06575633 -0.08984495]
7,[-0.33040059  1.11525416],[-0.94886275  2.17969686],-0.333015089196,-0.333015089196,"[ 1.0222864   1.47595385 -0.36503899  1.23485952 -0.60867532 -1.48214041
 -0.07173521  1.26154075  1.5954818   1.57445309  0.        ]","[[ -0.23431232   0.79000507  -0.07017144  -0.17215943]
 [ -5.06249321  11.51842224   0.           0.        ]]",[-0.06575633 -0.08984495]
8,[-0.21366525  1.0931077 ],[-0.31940705  1.49454072],-0.322397761037,-0.322397761037,"[ 0.96469258  1.20149417 -0.56548583  1.663448   -0.60867314 -1.48212805
 -0.37425028  1.77745002  1.50798766  1.56236339  0.        ]","[[ -0.37223567   1.0578234   -0.07017144  -0.17215943]
 [ -8.71772233  15.25090384   0.           0.        ]]",[-0.06575633 -0.08984495]
9,[-0.13017407  1.02239501],[-1.11157824  1.22367863],-0.304364865943,-0.304364865943,"[ 0.8486045   0.78885928 -0.81757499  1.96725148 -0.60867097 -1.4821157
 -0.46465952  2.28298379  1.36581479  1.529835    0.        ]","[[ -0.5575509    1.39953941  -0.07017144  -0.17215943]
 [ -9.81013039  18.90847269   0.           0.        ]]",[-0.06575633 -0.08984495]
