timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 3.70398569  1.71882129],[ 3.59090065  1.86650787],-0.161638035299,-0.161638035299,"[ 1.01299635  1.48014188 -0.10722982 -1.22571458  1.36529115  1.24336918
  0.29454939 -0.31222282  0.11518997 -1.982707    0.        ]","[[-0.04239962 -0.01867396  0.15821435  0.14226476]
 [ 0.00473648 -0.00018455  0.          0.        ]]",[-0.572815   -0.36738926]
1,[ 1.90657997  0.47992778],[ 2.62291458  0.78522347],-0.149741509722,-0.149741509722,"[ 1.01434671  1.48007974 -0.04813727 -1.12356598  1.36528924  1.24336763
  0.7000065   0.30674149  0.11781709 -1.83598005  0.        ]","[[ -2.63077775e-03   2.10347889e-02   1.58214351e-01   1.42264762e-01]
 [  3.95898763e+00   3.95787274e+00   0.00000000e+00   0.00000000e+00]]",[-0.572815   -0.36738926]
2,[-0.32175004 -0.50486213],[ 0.46671346 -0.86919135],-0.114426096603,-0.114426096603,"[ 1.00430387  1.46949222  0.12698259 -0.84268523  1.36528732  1.24336607
  1.09748441  0.78046401  0.08014694 -1.41401419  0.        ]","[[ 0.11544223  0.13058609  0.15821435  0.14226476]
 [ 7.83542676  6.98716207  0.          0.        ]]",[-0.572815   -0.36738926]
3,[-1.76931047 -0.37519982],[-1.85069681 -0.98108718],-0.0673422260619,-0.0673422260619,"[ 0.9516936   1.44545204  0.37957276 -0.58015942  1.3652854   1.24336452
  1.2710536   0.2205132  -0.06173476 -0.89215062  0.        ]","[[ 0.2891348   0.23440323  0.15821435  0.14226476]
 [ 9.5281869   3.40647916  0.          0.        ]]",[-0.572815   -0.36738926]
4,[-1.08886194  0.30413437],[-1.93208072 -0.17171843],-0.0332146157893,-0.0332146157893,"[ 0.8717739   1.43650052  0.58636565 -0.50911854  1.36528349  1.24336297
  0.84625531 -0.39728954 -0.21880373 -0.54726069  0.        ]","[[ 0.43813216  0.26289485  0.15821435  0.14226476]
 [ 5.38532096 -0.54414633  0.          0.        ]]",[-0.572815   -0.36738926]
5,[-0.00278038  0.64109182],[-0.69600064  0.78387423],-0.0212341568919,-0.0212341568919,"[ 0.82586963  1.44213945  0.6749975  -0.55289509  1.36528157  1.24336142
  0.42972823 -0.50169364 -0.28203444 -0.4315389   0.        ]","[[ 0.50508126  0.24531339  0.15821435  0.14226476]
 [ 1.32311663 -1.21177434  0.          0.        ]]",[-0.572815   -0.36738926]
6,[ 0.60895342  0.10275859],[ 0.38372844 -0.11838514],-0.0207758718137,-0.0207758718137,"[ 0.82691732  1.43988685  0.67312677 -0.53504883  1.36527965  1.24335987
  0.14460377 -0.01239742 -0.28545187 -0.42771719  0.        ]","[[ 0.50364405  0.25247091  0.15821435  0.14226476]
 [-1.45757593  1.91709475  0.          0.        ]]",[-0.572815   -0.36738926]
7,[ 0.15468147  0.07116304],[-0.23770858  0.45639811],-0.0200851111889,-0.0200851111889,"[ 0.83672275  1.42860136  0.65531688 -0.45258732  1.36527774  1.24335832
  0.30323181 -0.09172949 -0.2934984  -0.42361071  0.        ]","[[ 0.49001433  0.28572288  0.15821435  0.14226476]
 [ 0.08945427  1.40979532  0.          0.        ]]",[-0.572815   -0.36738926]
8,[ 0.24658632 -0.3551535 ],[ 0.50000872  0.41834551],-0.0169528774376,-0.0169528774376,"[ 0.84213192  1.41073971  0.64523651 -0.33972828  1.36527582  1.24335676
  0.2065594   0.18656553 -0.31877208 -0.39729428  0.        ]","[[ 0.48234398  0.33177404  0.15821435  0.14226476]
 [-0.85334721  3.18938833  0.          0.        ]]",[-0.572815   -0.36738926]
9,[-0.67563164 -1.02038157],[-0.02600153 -0.26249434],-0.00973503940689,-0.00973503940689,"[ 0.84006499  1.37377279  0.64910807 -0.14858201  1.3652739   1.24335521
  0.41105401  0.43561632 -0.38540448 -0.32543667  0.        ]","[[ 0.48528673  0.41154071  0.15821435  0.14226476]
 [ 1.14099812  4.7819757   0.          0.        ]]",[-0.572815   -0.36738926]
