timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 0.97683508  1.79668857  0.09354839 -0.82177354 -1.36170461 -1.70281422
  0.41859062 -0.33880668  2.69024611  1.90239264  0.        ]",[-1.37793967  2.79623362],-0.426035404871,-0.426035404871,[-1.30782664  1.89678681],"[[ 0.07717138  0.03569591 -0.1573968  -0.19728992]
 [ 0.00356642  0.00078866  0.          0.        ]]",[-0.27722624 -0.14233433]
1,"[ 0.98026708  1.79384075  0.03382941 -0.71121459 -1.36170129 -1.70280856
  0.07996196  0.22526112  2.69208229  1.86480538  0.        ]",[-1.24878323  2.46950431],-0.424232657885,-0.424232657885,[-1.18153894  1.73187423],"[[ 0.03753604  0.0754548  -0.1573968  -0.19728992]
 [-3.95391937  3.96189283  0.          0.        ]]",[-0.27722624 -0.14233433]
2,"[ 0.97644005  1.77344615 -0.14412188 -0.38518688 -1.36169798 -1.7028029
 -0.25196851  0.77815297  2.68996381  1.7525891   0.        ]",[-1.72042411  1.20713208],-0.418211079479,-0.418211079479,[-0.95917451  1.67260253],"[[-0.08046352  0.19364846 -0.1573968  -0.19728992]
 [-7.83312496  7.84451805  0.          0.        ]]",[-0.27722624 -0.14233433]
3,"[ 0.92442417  1.70149788 -0.43305714  0.13443554 -1.36169466 -1.70279724
 -0.57734175  1.32007449  2.66162115  1.57033302  0.        ]",[ 0.01639474  0.37801855],-0.40625553215,-0.40625553215,[-0.67908573  1.63793695],"[[ -0.27527806   0.38872206  -0.1573968   -0.19728992]
 [-11.63569945  11.65011838   0.           0.        ]]",[-0.27722624 -0.14233433]
4,"[ 0.79263842  1.54711937 -0.75306758  0.72965408 -1.36169135 -1.70279157
 -0.55215983  1.50031758  2.58815271  1.38475185  0.        ]",[-0.85069916  0.500454  ],-0.389758671937,-0.389758671937,[-0.51283115  1.62956417],"[[ -0.5050393    0.63442444  -0.1573968   -0.19728992]
 [-11.34141109  12.91588378   0.           0.        ]]",[-0.27722624 -0.14233433]
5,"[ 0.56190462  1.3004421  -1.06629935  1.2778606  -1.36168804 -1.70278591
 -0.82104322  1.74615353  2.46045591  1.20485757  0.        ]",[-0.3670023   3.49919658],-0.367914775647,-0.367914775647,[-0.25194421  1.55770481],"[[ -0.76339512   0.91006454  -0.1573968   -0.19728992]
 [-14.48380331  14.64228241   0.           0.        ]]",[-0.27722624 -0.14233433]
6,"[ 0.20249491  0.92906445 -1.3429589   1.71276725 -1.36168472 -1.70278025
 -0.92093745  2.26863507  2.26080181  1.05933087  0.        ]",[ 0.43483471  2.42329233],-0.339626530867,-0.339626530867,[-0.10169806  1.42580092],"[[ -1.06478438   1.23972469  -0.1573968   -0.19728992]
 [-15.65126093  18.31144221   0.           0.        ]]",[-0.27722624 -0.14233433]
7,"[-0.21006315  0.41925448 -1.49787504  1.85694814 -1.36168141 -1.70277459
 -0.74732176  2.78065074  2.01375076  1.07335366  0.        ]",[-0.04857411  1.00121886],-0.3126537863,-0.3126537863,[-0.17904143  1.29472864],"[[ -1.357454     1.64203011  -0.1573968   -0.19728992]
 [-13.62226657  21.90718115   0.           0.        ]]",[-0.27722624 -0.14233433]
8,"[-0.61818487 -0.15591312 -1.52952091  1.46087664 -1.36167809 -1.70276893
 -0.74076512  3.28259309  1.7231717   1.249177    0.        ]",[-0.2644901   2.33036249],-0.289949725188,-0.289949725188,[-0.21907735  1.22482479],"[[ -1.62913184   2.11554206  -0.1573968   -0.19728992]
 [-13.54565216  25.43228715   0.           0.        ]]",[-0.27722624 -0.14233433]
9,"[-1.02991316 -0.62879307 -1.44715545  0.37171232 -1.36167478 -1.70276327
 -0.80742591  3.77460669  1.36076019  1.52659483  0.        ]",[-0.70063642  1.69856604],-0.271280043436,-0.271280043436,[-0.25509056  0.98947263],"[[ -1.90786201   2.65885786  -0.1573968   -0.19728992]
 [-14.32471393  28.8878108    0.           0.        ]]",[-0.27722624 -0.14233433]
