timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 5.3466897   2.40199256],[ 4.87421633  2.15843475],-0.300612282368,-0.300612282368,"[ 1.06361158  1.35575462 -0.12594904 -1.24081802 -0.07927837  1.74430263
  0.2096261  -0.30354006  1.93777414 -2.96803637  0.        ]","[[-0.05547192  0.04565538 -0.00894729  0.19952987]
 [ 0.00204115  0.00269951  0.          0.        ]]",[-0.89518905 -0.69306237]
1,[ 3.78748798  1.30493307],[ 3.60543309  1.06500895],-0.291959225335,-0.291959225335,"[ 1.06567372  1.3522951  -0.06721966 -1.13907337 -0.07927834  1.7443004
  0.67933326  0.37661845  1.93650986 -2.7979859   0.        ]","[[-0.01575639  0.08542123 -0.00894729  0.19952987]
 [ 3.95635446  3.96069969  0.          0.        ]]",[-0.89518905 -0.69306237]
2,[ 1.7062875   0.27457082],[ 1.24451683 -0.22894141],-0.264399769163,-0.264399769163,"[ 1.0582329   1.32971669  0.10715711 -0.83946446 -0.07927832  1.74429817
  1.13976335  1.04331347  1.88025719 -2.29930028  0.        ]","[[ 0.10226157  0.20356108 -0.00894729  0.19952987]
 [ 7.83257079  7.84035492  0.          0.        ]]",[-0.89518905 -0.69306237]
3,[-0.14200509  0.18928184],[ 0.06616166 -0.18740072],-0.218656833036,-0.218656833036,"[ 1.0019599   1.27675856  0.38923808 -0.47929608 -0.07927829  1.74429594
  1.59133583  0.86059178  1.6596355  -1.59996591  0.        ]","[[  2.97055799e-01   3.49699920e-01  -8.94728755e-03   1.99529872e-01]
 [  1.16342262e+01   6.77705821e+00   0.00000000e+00   0.00000000e+00]]",[-0.89518905 -0.69306237]
4,[-0.90565991  0.02655729],[-1.00521255  0.09380066],-0.163924487077,-0.163924487077,"[ 0.86566362  1.20923447  0.70425827 -0.18181955 -0.07927826  1.74429371
  1.59516603  0.70997869  1.25666609 -0.95794481  0.        ]","[[  5.30063958e-01   4.76447490e-01  -8.94728755e-03   1.99529872e-01]
 [  1.16664865e+01   5.90060814e+00   0.00000000e+00   0.00000000e+00]]",[-0.89518905 -0.69306237]
5,[-0.23526934 -0.25356591],[-0.56092368  0.07743261],-0.114716936168,-0.114716936168,"[ 0.70244127  1.12740351  0.9333866   0.08373647 -0.07927824  1.74429148
  1.09786077  0.75395074  0.8089555  -0.56894518  0.        ]","[[ 0.72138803  0.59702695 -0.00894729  0.19952987]
 [ 7.47983914  6.15649366  0.          0.        ]]",[-0.89518905 -0.69306237]
6,[-0.16067855 -0.81250715],[-0.0536632  -0.38324864],-0.0767196266219,-0.0767196266219,"[ 0.57284697  1.02576234  1.06512664  0.33686265 -0.07927821  1.74428925
  0.81671651  0.78581375  0.42828139 -0.40310771  0.        ]","[[ 0.84723755  0.7220172  -0.00894729  0.19952987]
 [ 5.11297906  6.34191415  0.          0.        ]]",[-0.89518905 -0.69306237]
7,[-0.62155509 -1.1653167 ],[-0.91475312 -0.92782986],-0.0459811121782,-0.0459811121782,"[ 0.4599091   0.92304187  1.15663378  0.5384871  -0.07927819  1.74428702
  0.77957687  0.50346738  0.10612818 -0.35204551  0.        ]","[[ 0.94636031  0.83237037 -0.00894729  0.19952987]
 [ 4.80031573  4.69887779  0.          0.        ]]",[-0.89518905 -0.69306237]
8,[ 0.46668634 -0.20056155],[-0.20811528  0.20498315],-0.02967092627,-0.02967092627,"[ 0.38893899  0.86647086  1.2053628   0.6324379  -0.07927816  1.74428479
  0.33854512 -0.14365087 -0.07340268 -0.35233938  0.        ]","[[ 1.00511451  0.88856513 -0.00894729  0.19952987]
 [ 1.08741223  0.93315073  0.          0.        ]]",[-0.89518905 -0.69306237]
9,[ 0.59911203 -0.47635478],[ 1.01066415 -0.94839754],-0.0251954854331,-0.0251954854331,"[ 0.37252917  0.83873444  1.21577555  0.67477321 -0.07927814  1.74428255
  0.23815441 -0.00730432 -0.12867313 -0.36265977  0.        ]","[[ 1.01838304  0.91518891 -0.00894729  0.19952987]
 [ 0.24225605  1.72658171  0.          0.        ]]",[-0.89518905 -0.69306237]
10,[-0.77384782  0.04106025],[-1.11532474  0.30553886],-0.0180930748733,-0.0180930748733,"[ 0.31651953  0.84241471  1.24907493  0.66928703 -0.07927811  1.74428032
  0.70769347 -0.65870782 -0.21305961 -0.35512496  0.        ]","[[ 1.06288893  0.91168765 -0.00894729  0.19952987]
 [ 4.19515493 -2.06408128  0.          0.        ]]",[-0.89518905 -0.69306237]
11,[ 0.45285907 -0.0493757 ],[ 0.82060113  0.09120591],-0.0132052683172,-0.0132052683172,"[ 0.26058754  0.87222705  1.27906092  0.62335392 -0.07927809  1.74427809
  0.22781833 -0.44357733 -0.26898355 -0.33660063  0.        ]","[[ 1.10625824  0.88296656 -0.00894729  0.19952987]
 [ 0.15524407 -0.8121905   0.          0.        ]]",[-0.89518905 -0.69306237]
12,[-0.87547755 -0.471237  ],[-1.41974541 -0.05997515],-0.0097951546037,-0.0097951546037,"[ 0.21368832  0.8849547   1.30184748  0.60290092 -0.07927806  1.74427586
  0.61309398 -0.37892954 -0.3271343  -0.33021478  0.        ]","[[ 1.14190628  0.87049732 -0.00894729  0.19952987]
 [ 3.39875475 -0.43599169  0.          0.        ]]",[-0.89518905 -0.69306237]
13,[ 0.49342802 -0.17463507],[ 0.57518666  0.11483561],-0.00884517538448,-0.00884517538448,"[ 0.1768385   0.89607568  1.31831895  0.58459885 -0.07927804  1.74427363
  0.13515036 -0.41804148 -0.37107586 -0.32594789  0.        ]","[[ 1.16951085  0.85949385 -0.00894729  0.19952987]
 [-0.62489358 -0.66359345  0.          0.        ]]",[-0.89518905 -0.69306237]
14,[-0.41142535 -0.48576978],[-0.7723971  -0.23549438],-0.00869625539666,-0.00869625539666,"[ 0.16276357  0.90467951  1.32428774  0.57015576 -0.07927801  1.7442714
  0.40691796 -0.33776939 -0.38311342 -0.32176296  0.        ]","[[ 1.17996841  0.85090874 -0.00894729  0.19952987]
 [ 1.66302819 -0.19647354  0.          0.        ]]",[-0.89518905 -0.69306237]
15,[ 0.80472779  0.035416  ],[ 0.26013859 -0.54743197],-0.00794754251008,-0.00794754251008,"[ 0.15969742  0.91781837  1.32556389  0.54760971 -0.07927799  1.74426917
  0.04004756 -0.49717232 -0.3739752  -0.31352341  0.        ]","[[ 1.18224049  0.83767236 -0.00894729  0.19952987]
 [-1.42553004 -1.12407449  0.          0.        ]]",[-0.89518905 -0.69306237]
16,[ 0.74315596  0.71941441],[ 1.08496061  1.82650503],-0.00906215396325,-0.00906215396325,"[ 0.18376632  0.96037314  1.31531226  0.47026858 -0.07927796  1.74426694
  0.16573612 -0.86589711 -0.29112501 -0.28578133  0.        ]","[[ 1.1643464   0.79366245 -0.00894729  0.19952987]
 [-0.36740029 -3.26976531  0.          0.        ]]",[-0.89518905 -0.69306237]
17,[-1.13283515 -0.67511344],[-0.53304029 -0.93029327],-0.00585098652589,-0.00585098652589,"[ 0.14004557  0.98377683  1.33355346  0.42469082 -0.07927794  1.74426471
  0.63639615 -0.17456328 -0.33049761 -0.27339932  0.        ]","[[ 1.19675369  0.76863144 -0.00894729  0.19952987]
 [ 3.59492793  0.75325277  0.          0.        ]]",[-0.89518905 -0.69306237]
18,[-0.20774423  0.34583613],[ 0.07240258  1.02471174],-0.00618307014943,-0.00618307014943,"[ 0.07145639  1.00388574  1.35887168  0.38364085 -0.07927791  1.74426248
  0.37758931 -0.81000923 -0.40979182 -0.26689722  0.        ]","[[ 1.24679168  0.74659525 -0.00894729  0.19952987]
 [ 1.41612317 -2.94454356  0.          0.        ]]",[-0.89518905 -0.69306237]
19,[-0.74990141 -0.7807374 ],[-0.48701222 -0.65734226],-0.00941320634651,-0.00941320634651,"[ 0.02850598  1.02047239  1.37275667  0.34837309 -0.07927789  1.74426025
  0.40812822 -0.11957342 -0.45368448 -0.26185647  0.        ]","[[ 1.27769363  0.7280162  -0.00894729  0.19952987]
 [ 1.67322103  1.07324724  0.          0.        ]]",[-0.89518905 -0.69306237]
20,[ 0.1412622  0.017494 ],[-0.26609799 -0.06571931],-0.0114699010211,-0.0114699010211,"[ 0.00918004  1.02475141  1.37852421  0.33905653 -0.07927786  1.74425802
  0.17543092 -0.57039101 -0.47704803 -0.26226551  0.        ]","[[ 1.29150288  0.72315969 -0.00894729  0.19952987]
 [-0.28577607 -1.55015558  0.          0.        ]]",[-0.89518905 -0.69306237]
21,[ 0.70158935  0.36525005],[ 0.19289187  0.17833639],-0.0047856534329,-0.0047856534329,"[ 0.03187247  1.05345997  1.37171908  0.27410417 -0.07927784  1.74425579
  0.05106239 -0.60977443 -0.40831307 -0.23873562  0.        ]","[[ 1.2752823   0.68985713 -0.00894729  0.19952987]
 [-1.33279098 -1.77933741  0.          0.        ]]",[-0.89518905 -0.69306237]
22,[ 0.41761103  0.2076439 ],[ 0.09431675 -0.00938864],-0.0026028919214,-0.0026028919214,"[ 0.05794579  1.07684285  1.36339496  0.21778456 -0.07927781  1.74425356
  0.14481307 -0.48242103 -0.33891607 -0.22123555  0.        ]","[[ 1.25654534  0.66170602 -0.00894729  0.19952987]
 [-0.54353679 -1.03824286  0.          0.        ]]",[-0.89518905 -0.69306237]
23,[ 0.33993581  0.26726303],[ 0.1764176   0.53214246],-0.00597814342439,-0.00597814342439,"[ 0.06767268  1.09369274  1.36014859  0.17509381 -0.07927779  1.74425133
  0.19041428 -0.48529964 -0.30134044 -0.21069858  0.        ]","[[ 1.24952641  0.64077307 -0.00894729  0.19952987]
 [-0.15963584 -1.05499515  0.          0.        ]]",[-0.89518905 -0.69306237]
24,[-0.11575222 -0.35925743],[-0.19616003  0.50889486],-0.00519074820145,-0.00519074820145,"[ 0.06236185  1.09349499  1.36192869  0.17560369 -0.07927776  1.7442491
  0.27360708 -0.11966375 -0.30964062 -0.21098262  0.        ]","[[ 1.25336069  0.64102117 -0.00894729  0.19952987]
 [ 0.54073525  1.07271407  0.          0.        ]]",[-0.89518905 -0.69306237]
