timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-1.22009706  0.92002779],[-0.12965722 -0.54399415],-0.16812496478,-0.16812496478,"[ 1.01782229  2.0470049  -0.11865383 -0.87058069  0.53605684 -0.93497301
  0.44558103 -0.35513896  0.83692264  0.64409714  0.        ]","[[-0.09174174 -0.03189704  0.06384325 -0.1079971 ]
 [ 0.00298438  0.00330301  0.          0.        ]]",[-0.16022737 -0.08986914]
1,[-1.11404788  0.99744278],[-0.40722367  1.32576127],-0.166034392566,-0.166034392566,"[ 1.01713489  2.04575108 -0.12635812 -0.93487973  0.53605583 -0.93497047
  0.40484316 -0.65334845  0.83361882  0.61529994  0.        ]","[[-0.09682041 -0.05344135  0.06384325 -0.1079971 ]
 [-0.50914919 -2.15055616  0.          0.        ]]",[-0.16022737 -0.08986914]
2,[-1.09542179  0.9364503 ],[-0.73320958  0.40125397],-0.162546763213,-0.162546763213,"[ 1.01300722  2.04552508 -0.16613075 -0.94337796  0.53605483 -0.93496792
  0.2773806  -0.09914541  0.8276109   0.56650008  0.        ]","[[-0.12308087 -0.0562912   0.06384325 -0.1079971 ]
 [-2.11155649  1.8522291   0.          0.        ]]",[-0.16022737 -0.08986914]
3,[-0.88922572  0.9905948 ],[-2.48588114  0.59661016],-0.157189359088,-0.157189359088,"[ 0.99698025  2.04763507 -0.27281995 -0.78624174  0.53605383 -0.93496538
  0.04993778  0.11590749  0.81656863  0.49059664  0.        ]","[[ -1.94000462e-01  -3.66241447e-03   6.38432454e-02  -1.07997102e-01]
 [ -4.97087986e+00   3.40546898e+00   0.00000000e+00   0.00000000e+00]]",[-0.16022737 -0.08986914]
4,[-0.54017901  1.06257713],[-1.25488306  2.55676174],-0.145808210524,-0.145808210524,"[ 0.94560091  2.04247486 -0.47590011 -0.5142727   0.53605283 -0.93496283
 -0.25698034  0.43385338  0.78171726  0.33526463  0.        ]","[[-0.33213108  0.08748755  0.06384325 -0.1079971 ]
 [-8.82933658  5.70186348  0.          0.        ]]",[-0.16022737 -0.08986914]
5,[-0.12205106  1.09548259],[-0.81219305  1.21833496],-0.128498323386,-0.128498323386,"[ 0.81520723  2.00894722 -0.77119409 -0.06479712  0.53605183 -0.93496029
 -0.55788155  0.9666354   0.70082333  0.11598643  0.        ]","[[ -0.54667174   0.24013412   0.06384325  -0.1079971 ]
 [-12.61215439   9.54993838   0.           0.        ]]",[-0.16022737 -0.08986914]
6,[ 0.31191692  1.09591806],[-0.25829384  0.43495837],-0.106795721586,-0.106795721586,"[ 0.55983469  1.90210974 -1.10213545  0.57491643  0.53605082 -0.93495774
 -0.79374974  1.48878711  0.55505775 -0.11440395  0.        ]","[[ -0.8286656    0.46897249   0.06384325  -0.1079971 ]
 [-15.57741154  13.32126541   0.           0.        ]]",[-0.16022737 -0.08986914]
7,[ 0.64973831  1.06305611],[ 1.8326535   1.63504218],-0.0827775417984,-0.0827775417984,"[ 0.1805156   1.68600213 -1.36828159  1.26108878  0.53604982 -0.9349552
 -0.85061008  1.69066432  0.34819719 -0.29466668  0.        ]","[[ -1.14738563   0.75002839   0.06384325  -0.1079971 ]
 [-16.29226164  14.77940847   0.           0.        ]]",[-0.16022737 -0.08986914]
8,[ 0.54958892  0.84471834],[ 2.28307559  0.77576967],-0.0606866645052,-0.0606866645052,"[-0.20720514  1.33233485 -1.48782675  1.8628042   0.53604882 -0.93495265
 -0.51038856  2.19808196  0.16289197 -0.31822507  0.        ]","[[ -1.43031924   1.08238796   0.06384325  -0.1079971 ]
 [-12.01515872  18.44441828   0.           0.        ]]",[-0.16022737 -0.08986914]
9,[ 0.25933465  0.6249553 ],[-0.32231929  1.02090108],-0.0400141925284,-0.0400141925284,"[-0.49024862  0.82434423 -1.5002901   2.19933161  0.53604782 -0.93495011
 -0.17676111  2.57259503  0.05648633 -0.14710478  0.        ]","[[ -1.6285437    1.47841718   0.06384325  -0.1079971 ]
 [ -7.82094964  21.14959749   0.           0.        ]]",[-0.16022737 -0.08986914]
10,[ 0.22921667  0.5660671 ],[-0.16600256  1.01706142],-0.0344934115596,-0.0344934115596,"[-0.72757393  0.2175972  -1.46427447  2.01404165  0.53604681 -0.93494756
 -0.26591574  3.06277132 -0.06474038  0.14249502  0.        ]","[[ -1.79620871   1.93693472   0.06384325  -0.1079971 ]
 [ -8.94176466  24.69032748   0.           0.        ]]",[-0.16022737 -0.08986914]
11,[ 0.13834867  0.5363363 ],[ 0.68893958  0.39307619],-0.0678944466345,-0.0678944466345,"[-0.97698779 -0.35113496 -1.37709716  1.09388395  0.53604581 -0.93494502
 -0.30406327  3.54319468 -0.27918642  0.49465364  0.        ]","[[ -1.97985623   2.46556187   0.06384325  -0.1079971 ]
 [ -9.4213428   28.16082745   0.           0.        ]]",[-0.16022737 -0.08986914]
12,[-0.02051184  0.48553735],[ 0.709974    0.53611545],-0.120399818062,-0.120399818062,"[-1.17796787 -0.64039749 -1.26334591 -0.46877581  0.53604481 -0.93494248
 -0.07223114  2.97536995 -0.59593987  0.8520563   0.        ]","[[ -2.13903862   3.03879968   0.06384325  -0.1079971 ]
 [ -6.50686802  24.05978827   0.           0.        ]]",[-0.16022737 -0.08986914]
13,[-0.15327325  0.54735959],[ 1.17416718 -0.49396693],-0.136729628085,-0.136729628085,"[-1.29530006 -0.64476524 -1.17444029 -0.96586154  0.53604381 -0.93493993
  0.16152953 -0.44353412 -0.70666072  0.94359508  0.        ]","[[-2.2396938   3.20542063  0.06384325 -0.1079971 ]
 [-3.56814839 -0.63493371  0.          0.        ]]",[-0.16022737 -0.08986914]
