timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 0.1895761   0.73613691],[-0.27113263  0.24149639],-0.0277446592553,-0.0277446592553,"[ 0.97547772  1.66222667  0.09895347 -0.84524486  1.56336537  0.29864244
  0.37909542 -0.33035475 -0.12835549 -0.28743785  0.        ]","[[ 0.08994725  0.05787181  0.1819783   0.03366075]
 [-0.00108583 -0.00057093  0.          0.        ]]",[-0.31378716 -0.17327981]
1,[ 0.34762686  0.62984496],[ 1.57027842  0.27968472],-0.0282398786722,-0.0282398786722,"[ 0.97687654  1.66146202  0.08285204 -0.81955452  1.5633616   0.29864221
  0.28157613 -0.18978299 -0.12739803 -0.29967972  0.        ]","[[ 0.07916062  0.06745882  0.1819783   0.03366075]
 [-1.07400323  0.95608202  0.          0.        ]]",[-0.31378716 -0.17327981]
2,[-0.50248086  0.23690866],[-0.04710264  1.10477705],-0.0255929074114,-0.0255929074114,"[ 0.97437666  1.65832535  0.11033757 -0.73921042  1.56335783  0.29864198
  0.64302475 -0.03006271 -0.13665722 -0.22772727  0.        ]","[[ 0.09758002  0.09748631  0.1819783   0.03366075]
 [ 2.90270533  2.04304927  0.          0.        ]]",[-0.31378716 -0.17327981]
3,[-1.00905693 -0.51077861],[ 0.09048305  0.81553409],-0.0271380921652,-0.0271380921652,"[ 0.96369163  1.64439929  0.19295637 -0.52601671  1.56335406  0.29864175
  0.62073442  0.54583342 -0.17632247 -0.02523739  0.        ]","[[ 0.15317348  0.17767022  0.1819783   0.03366075]
 [ 2.65747111  5.96227874  0.          0.        ]]",[-0.31378716 -0.17327981]
4,[-1.5831337  -1.12820637],[-2.10530711 -1.07938066],-0.0446528126871,-0.0446528126871,"[ 0.9481189   1.59676717  0.27576115 -0.13526883  1.56335029  0.29864153
  0.64839267  1.00296853 -0.26787656  0.2401059   0.        ]","[[ 0.20937578  0.32812961  0.1819783   0.03366075]
 [ 2.96177742  9.07329194  0.          0.        ]]",[-0.31378716 -0.17327981]
5,[-1.19112587 -0.64588529],[-1.50711909 -0.02150922],-0.0595440390069,-0.0595440390069,"[ 0.94178624  1.52811536  0.30350533  0.21081554  1.56334652  0.2986413
  0.28364739  0.39496339 -0.35908819  0.40371126  0.        ]","[[ 0.22834863  0.46808028  0.1819783   0.03366075]
 [-1.0511871   4.93555414  0.          0.        ]]",[-0.31378716 -0.17327981]
6,[-0.52424347 -0.55461413],[-1.05283602  0.01514355],-0.0566568548512,-0.0566568548512,"[ 0.96008474  1.46754177  0.21464699  0.43692889  1.56334275  0.29864107
 -0.07403494  0.3682947  -0.37149397  0.37414176  0.        ]","[[ 0.16784157  0.56497062  0.1819783   0.03366075]
 [-4.98644465  4.7540642   0.          0.        ]]",[-0.31378716 -0.17327981]
7,[ 0.4723739  -0.36958349],[ 1.04099561 -1.60350783],-0.0393330861838,-0.0393330861838,"[ 0.98101744  1.39859843  0.00843484  0.64502359  1.56333898  0.29864084
 -0.42466334  0.36345438 -0.33249347  0.19728426  0.        ]","[[ 0.02940805  0.6597218   0.1819783   0.03366075]
 [-8.84409472  4.72112569  0.          0.        ]]",[-0.31378716 -0.17327981]
8,[ 0.44736713  0.22259596],[-0.63189011  0.72115029],-0.020108416854,-0.020108416854,"[ 0.97305199  1.35546141 -0.1941309   0.75660431  1.56333521  0.29864062
 -0.04905212 -0.23233227 -0.28994881 -0.01290518  0.        ]","[[-0.10601142  0.71346302  0.1819783   0.03366075]
 [-4.71158794  0.66654403  0.          0.        ]]",[-0.31378716 -0.17327981]
9,[ 1.08821726 -0.14214239],[ 1.55119722 -2.49564171],-0.0103747551653,-0.0103747551653,"[ 0.94314293  1.31994276 -0.36897081  0.84000809  1.56333144  0.29864039
 -0.26789773  0.18541693 -0.26748371 -0.20350355  0.        ]","[[-0.2244008   0.75531844  0.1819783   0.03366075]
 [-7.1193468   3.50950334  0.          0.        ]]",[-0.31378716 -0.17327981]
10,[ 0.96502656  0.43741655],[ 0.81189375 -0.21338388],-0.0203474137681,-0.0203474137681,"[ 0.90088937  1.29371005 -0.51491121  0.89733879  1.56332767  0.29864016
  0.10462041 -0.40682949 -0.25892194 -0.37283053  0.        ]","[[-0.32566673  0.78506906  0.1819783   0.03366075]
 [-3.02087472 -0.5209813   0.          0.        ]]",[-0.31378716 -0.17327981]
11,[ 0.61399329  0.49664199],[ 0.34462403 -0.430938  ],-0.027200724102,-0.027200724102,"[ 0.88677016  1.31038041 -0.55387815  0.86129254  1.5633239   0.29863993
  0.40203622 -0.52962424 -0.24818855 -0.44625831  0.        ]","[[-0.35325329  0.76626479  0.1819783   0.03366075]
 [ 0.25131674 -1.35665316  0.          0.        ]]",[-0.31378716 -0.17327981]
