timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.88623595  2.49541593],[ 1.06364137  2.88102338],-0.22201723442,-0.22201723442,"[ 0.97588433  1.77092757 -0.1138787  -0.83204091  0.0019618   0.57754218
  0.40692039 -0.33639152  1.40692782 -0.89896374  0.        ]","[[-0.06109458  0.0377866   0.00058433  0.06567678]
 [-0.00296496  0.00159718  0.          0.        ]]",[-0.28583911 -0.14865659]
1,[ 1.15835583  1.82302558],[ 0.3844997   1.41735396],-0.218118898487,-0.218118898487,"[ 0.97836876  1.76798498 -0.05422695 -0.72246108  0.0019618   0.57754155
  0.75045413  0.23091849  1.40709725 -0.77633696  0.        ]","[[ -2.14781961e-02   7.75306247e-02   5.84334996e-04   6.56767762e-02]
 [  3.95144570e+00   3.95961896e+00   0.00000000e+00   0.00000000e+00]]",[-0.28583911 -0.14865659]
2,[ 0.58741391  1.3179332 ],[ 0.00329776  0.36040045],-0.207333788006,-0.207333788006,"[ 0.9747772   1.74736506  0.08657869 -0.39943115  0.00196179  0.57754092
  0.8756765   0.78713479  1.37400644 -0.46417429  0.        ]","[[  7.20128719e-02   1.95658599e-01   5.84334996e-04   6.56767762e-02]
 [  5.39288815e+00   7.84024479e+00   0.00000000e+00   0.00000000e+00]]",[-0.28583911 -0.14865659]
3,[ 0.19932589  1.05699718],[ 0.86021371  0.8950783 ],-0.192145777536,-0.192145777536,"[ 0.95444254  1.6872516   0.24636956  0.05005557  0.00196179  0.57754029
  0.86751688  0.96942536  1.26336637 -0.0922252   0.        ]","[[  1.78928107e-01   3.65224096e-01   5.84334996e-04   6.56767762e-02]
 [  5.29897757e+00   9.11206283e+00   0.00000000e+00   0.00000000e+00]]",[-0.28583911 -0.14865659]
4,[-0.77824521  0.26709181],[-1.60058388  0.23012779],-0.170860144586,-0.170860144586,"[ 0.90248794  1.561276    0.44935498  0.5799801   0.00196179  0.57753966
  1.1539866   1.45136668  1.02160828  0.32007974  0.        ]","[[  3.17991669e-01   5.81201880e-01   5.84334996e-04   6.56767762e-02]
 [  8.59653892e+00   1.24745031e+01   0.00000000e+00   0.00000000e+00]]",[-0.28583911 -0.14865659]
5,[-0.63741016  0.15675004],[-1.23212997 -0.44752013],-0.146413367104,-0.146413367104,"[ 0.82832056  1.34792312  0.6316871   1.11538731  0.00196179  0.57753903
  0.79557491  1.54675045  0.66900952  0.62530146  0.        ]","[[  4.48528980e-01   8.37369280e-01   5.84334996e-04   6.56767762e-02]
 [  4.47089412e+00   1.31400083e+01   0.00000000e+00   0.00000000e+00]]",[-0.28583911 -0.14865659]
6,[-0.33119178  0.24996549],[-0.0259145   0.71605271],-0.126368666535,-0.126368666535,"[ 0.79449176  1.0941492   0.69721724  1.49921824  0.00196179  0.5775384
  0.44427951  1.25564517  0.38765182  0.71021184  0.        ]","[[  4.97376317e-01   1.07979225e+00   5.84334996e-04   6.56767762e-02]
 [  4.27158647e-01   1.11090354e+01   0.00000000e+00   0.00000000e+00]]",[-0.28583911 -0.14865659]
7,[-0.43231323 -0.02670832],[-0.30637485  0.4240469 ],-0.106404485183,-0.106404485183,"[ 0.7890647   0.79755683  0.7070361   1.74463688  0.00196179  0.57753778
  0.4346375   1.63050455  0.15349223  0.68015594  0.        ]","[[  5.04805192e-01   1.32821378e+00   5.84334996e-04   6.56767762e-02]
 [  3.16174970e-01   1.37243999e+01   0.00000000e+00   0.00000000e+00]]",[-0.28583911 -0.14865659]
8,[-0.41273549 -0.19515565],[ 1.32151549 -1.55352177],-0.0820039702939,-0.0820039702939,"[ 0.79337775  0.43054119  0.69924196  1.82257098  0.00196178  0.57753715
  0.3288139   1.83224696 -0.08113273  0.55743118  0.        ]","[[  4.98906898e-01   1.61682453e+00   5.84334996e-04   6.56767762e-02]
 [ -9.01949197e-01   1.51319699e+01   0.00000000e+00   0.00000000e+00]]",[-0.28583911 -0.14865659]
9,[-0.89950776 -0.60055196],[-1.43159223 -0.46320372],-0.0588137106943,-0.0588137106943,"[ 0.7771526   0.10334767  0.72800259  1.69725047  0.00196178  0.57753652
  0.67432382  1.22169644 -0.28874709  0.38665246  0.        ]","[[  5.20771718e-01   1.87672459e+00   5.84334996e-04   6.56767762e-02]
 [  3.07519610e+00   1.08722657e+01   0.00000000e+00   0.00000000e+00]]",[-0.28583911 -0.14865659]
