timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.03993678  2.96423316],[ 1.53332713  3.45679863],-0.213449771333,-0.213449771333,"[ 0.99903709  1.54982311 -0.02445347 -0.96736954 -0.0263804   0.20695184
  0.33146614 -0.31978695  1.56896834 -0.37425512  0.        ]","[[ 0.01094781  0.05040507 -0.00313873  0.02278653]
 [ 0.00044496 -0.00332153  0.          0.        ]]",[-0.4246009  -0.23978725]
1,[ 0.45244247  2.55679345],[ 0.7286157   1.84383781],-0.211936972421,-0.211936972421,"[ 0.99716858  1.54629829  0.03458639 -0.86435048 -0.02638039  0.20695171
  0.71498575  0.28074566  1.55982613 -0.23660432  0.        ]","[[  5.06317415e-02   9.00517036e-02  -3.13873403e-03   2.27865347e-02]
 [  3.95479084e+00   3.95479798e+00   0.00000000e+00   0.00000000e+00]]",[-0.4246009  -0.23978725]
2,[-0.14604154  1.89658284],[ 0.05237296  0.96923081],-0.207145911109,-0.207145911109,"[ 0.98012233  1.52411709  0.19324044 -0.56047515 -0.02638037  0.20695159
  0.98680804  0.86945437  1.49310323  0.14011923  0.        ]","[[  1.57847326e-01   2.08078889e-01  -3.13873403e-03   2.27865347e-02]
 [  6.75746830e+00   7.83498856e+00   0.00000000e+00   0.00000000e+00]]",[-0.4246009  -0.23978725]
3,[-0.19439478  1.43105292],[-0.46455711  0.6466922 ],-0.19868917519,-0.19868917519,"[ 0.93365798  1.45063328  0.39021331 -0.08004025 -0.02638035  0.20695146
  0.9938317   1.42817532  1.29867749  0.62313675  0.        ]","[[  2.93722709e-01   4.01726964e-01  -3.13873403e-03   2.27865347e-02]
 [  6.82989861e+00   1.15175397e+01   0.00000000e+00   0.00000000e+00]]",[-0.4246009  -0.23978725]
4,[-0.03771248  1.2080884 ],[-0.43784903  1.15618572],-0.186474260259,-0.186474260259,"[ 0.8721131   1.28904472  0.55331686  0.48925131 -0.02638034  0.20695134
  0.80246552  1.78217502  0.97665384  1.02343087  0.        ]","[[  4.10523375e-01   6.55488054e-01  -3.13873403e-03   2.27865347e-02]
 [  4.85679584e+00   1.38507845e+01   0.00000000e+00   0.00000000e+00]]",[-0.4246009  -0.23978725]
5,[-0.09599715  0.95637697],[ 0.42620589 -0.41055486],-0.169064656614,-0.169064656614,"[ 0.81974691  1.00162996  0.65890062  1.04945302 -0.02638032  0.20695121
  0.62513306  2.34139806  0.57207392  1.24256193  0.        ]","[[  4.89313240e-01   9.69485792e-01  -3.13873403e-03   2.27865347e-02]
 [  3.02838756e+00   1.75366929e+01   0.00000000e+00   0.00000000e+00]]",[-0.4246009  -0.23978725]
6,[-0.72856528  0.38280979],[-0.98289554  1.70943085],-0.146947063561,-0.146947063561,"[ 0.76055481  0.62356683  0.75778021  1.41174355 -0.02638031  0.20695109
  0.78308674  2.04200002  0.13183023  1.27034802  0.        ]","[[  5.66221002e-01   1.30042075e+00  -3.13873403e-03   2.27865347e-02]
 [  4.65700008e+00   1.55633892e+01   0.00000000e+00   0.00000000e+00]]",[-0.4246009  -0.23978725]
7,[-0.69020557 -0.01224413],[-0.98873659  0.40356977],-0.120429841136,-0.120429841136,"[ 0.71512482  0.18736748  0.82344904  1.49855227 -0.02638029  0.20695097
  0.39699113  2.59610319 -0.24702333  1.09110738  0.        ]","[[  6.19419840e-01   1.64833261e+00  -3.13873403e-03   2.27865347e-02]
 [  6.76107409e-01   1.92155873e+01   0.00000000e+00   0.00000000e+00]]",[-0.4246009  -0.23978725]
8,[-0.5629878  -0.24567838],[-0.86135705 -0.74677906],-0.0868049125357,-0.0868049125357,"[ 0.73765753 -0.29250808  0.79181735  1.21909262 -0.02638028  0.20695084
  0.01626101  2.78088045 -0.46866797  0.72705376  0.        ]","[[  5.93557439e-01   2.04486530e+00  -3.13873403e-03   2.27865347e-02]
 [ -3.24946435e+00   2.04335599e+01   0.00000000e+00   0.00000000e+00]]",[-0.4246009  -0.23978725]
9,[-0.07331952 -0.16281882],[-0.26323841  0.99828259],-0.0519869887085,-0.0519869887085,"[ 0.81562812 -0.66485976  0.66637334  0.62256054 -0.02638026  0.20695072
 -0.308139    2.27087612 -0.52084019  0.32696751  0.        ]","[[  4.95011593e-01   2.41981063e+00  -3.13873403e-03   2.27865347e-02]
 [ -6.59423671e+00   1.70721248e+01   0.00000000e+00   0.00000000e+00]]",[-0.4246009  -0.23978725]
