timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.05533992  1.91007199 -0.07145916 -0.58366837 -1.19759906  0.69247227
  0.3896253  -0.34241174  2.22770759 -0.74670203  0.        ]",[ 0.30423076  2.23712466],-0.35858044519,-0.35858044519,[ 1.08619678  1.87282586],"[[-0.05009847  0.03964834 -0.13825362  0.07981312]
 [ 0.00091934 -0.00313558  0.          0.        ]]",[-0.08155537 -0.10311934]
1,"[ 1.0560796   1.9069789  -0.05305466 -0.47428706 -1.19759233  0.6924699
  0.48620199  0.20645816  2.22743322 -0.69154096  0.        ]",[ 1.91135083  1.47397021],-0.356956797087,-0.356956797087,[ 0.95634317  1.77427053],"[[-0.03802062  0.0793094  -0.13825362  0.07981312]
 [ 1.20287115  3.9560479   0.          0.        ]]",[-0.08155537 -0.10311934]
2,"[ 1.05663205  1.88575503  0.04377557 -0.15143145 -1.1975856   0.69246754
  0.80203166  0.74431387  2.20912111 -0.48258819  0.        ]",[ 0.50321462  0.11002641],-0.349538057337,-0.349538057337,[ 0.68093979  1.61185181],"[[ 0.02547392  0.19735704 -0.13825362  0.07981312]
 [ 5.13352567  7.83578947  0.          0.        ]]",[-0.08155537 -0.10311934]
3,"[ 1.04196025  1.82891353  0.22848718  0.27205567 -1.19757888  0.69246517
  0.95382988  0.78309546  2.12420453 -0.15513458  0.        ]",[ 0.8960162   1.21071511],-0.333714892438,-0.333714892438,[ 0.46177271  1.50334084],"[[ 0.14709938  0.35687983 -0.13825362  0.07981312]
 [ 7.02276135  8.11555399  0.          0.        ]]",[-0.08155537 -0.10311934]
4,"[ 0.98524129  1.71380839  0.48721724  0.76810831 -1.19757215  0.69246281
  1.22741284  1.30954815  1.91062188  0.23334683  0.        ]",[-0.07223585 -0.05694876],-0.305486819525,-0.305486819525,[ 0.10852733  1.26639771],"[[  0.32171581   0.55729282  -0.13825362   0.07981312]
 [ 10.42768696  11.91307467   0.           0.        ]]",[-0.08155537 -0.10311934]
5,"[ 0.86826555  1.52415472  0.76987926  1.27127074 -1.19756543  0.69246045
  1.18796256  1.24556737  1.55116316  0.55563763  0.        ]",[-0.08786272  0.2307288 ],-0.263886201328,-0.263886201328,[-0.06061268  1.11400926],"[[  0.52534402   0.79092445  -0.13825362   0.07981312]
 [  9.93679586  11.45161419   0.           0.        ]]",[-0.08155537 -0.10311934]
6,"[ 0.71082641  1.28215308  1.00910991  1.67096615 -1.1975587   0.69245808
  1.14431245  1.34076034  1.1406136   0.69609329  0.        ]",[ 1.35723586  1.50124192],-0.216092035704,-0.216092035704,[-0.19188182  0.94927013],"[[  0.71862972   1.0268469   -0.13825362   0.07981312]
 [  9.39362943  12.13833416   0.           0.        ]]",[-0.08155537 -0.10311934]
7,"[ 0.47779006  0.94758862  1.24058428  1.97407587 -1.19755197  0.69245572
  1.4473991   1.8561464   0.66874942  0.63489494  0.        ]",[ 0.88514572  0.80885153],-0.154332595955,-0.154332595955,[-0.40648991  0.70096087],"[[  0.94434609   1.30691567  -0.13825362   0.07981312]
 [ 13.16578996  15.85612372   0.           0.        ]]",[-0.08155537 -0.10311934]
8,"[ 0.11139203  0.50060367  1.44762245  2.06035778 -1.19754525  0.69245336
  1.7081486   2.25637563  0.21909949  0.27574783  0.        ]",[-0.23625179  0.81877396],-0.0765243559105,-0.0765243559105,[-0.55562824  0.52202737],"[[  1.24021976   1.65300701  -0.13825362   0.07981312]
 [ 16.41111988  18.74335619   0.           0.        ]]",[-0.08155537 -0.10311934]
9,"[ -3.22142491e-01  -1.01224687e-03   1.53002743e+00   1.74991510e+00
  -1.19753852e+00   6.92450991e-01   1.60722415e+00   2.65419954e+00
   6.09270681e-02  -2.96722467e-01   0.00000000e+00]",[-1.10628593 -1.90641577],-0.0512311070909,-0.0512311070909,[-0.52716637  0.48330131],"[[  1.55584115   2.05666985  -0.13825362   0.07981312]
 [ 15.15523223  21.61339199   0.           0.        ]]",[-0.08155537 -0.10311934]
10,"[-0.68331843 -0.39201477  1.48446769  1.07965586 -1.1975318   0.69244863
  1.26528589  2.04588619  0.23252353 -0.71337183  0.        ]",[ 0.5104819  -1.10661663],-0.105100912068,-0.105100912068,[-0.47855359  0.46736658],"[[  1.81625446   2.44491181  -0.13825362   0.07981312]
 [ 10.89972625  17.22547323   0.           0.        ]]",[-0.08155537 -0.10311934]
11,"[-0.99159974 -0.59520237  1.35669691  0.37078569 -1.19752507  0.69244626
  1.41042932  1.44965511  0.48302922 -0.86518831  0.        ]",[-1.29087552  0.79910998],-0.142971417256,-0.142971417256,[-0.46906984  0.46010512],"[[  2.05237607   2.74626877  -0.13825362   0.07981312]
 [ 12.70623569  12.92457717   0.           0.        ]]",[-0.08155537 -0.10311934]
12,"[-1.23805595 -0.68818091  1.17788285 -0.39635481 -1.19751835  0.6924439
  1.07213099  1.43577327  0.72157471 -0.81551379  0.        ]",[ 0.11130627  2.17159028],-0.164949835555,-0.164949835555,[-0.44282222  0.45750713],"[[  2.26426048   3.03393668  -0.13825362   0.07981312]
 [  8.4959867   12.82451207   0.           0.        ]]",[-0.08155537 -0.10311934]
