timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-1.47635329  0.94071472],[-1.87265445  0.13097234],-0.217673643285,-0.217673643285,"[ 1.00493303  2.04423867 -0.04153354 -0.67941162  0.26982236 -1.12033113
  0.44561076 -0.35307212  1.08715679  0.99275431  0.        ]","[[-0.03802652  0.04262278  0.03191955 -0.12857713]
 [-0.00030628 -0.00173033  0.          0.        ]]",[-0.17599852 -0.09517342]
1,[-1.33277273  0.9974575 ],[-1.62621185  1.08806452],-0.213072622705,-0.213072622705,"[ 1.00160295  2.04390895 -0.10195617 -0.66397518  0.269822   -1.12032794
  0.1275985  -0.28122294  1.08506926  0.92545514  0.        ]","[[-0.07772512  0.0478072   0.03191955 -0.12857713]
 [-3.95638154  0.51843283  0.          0.        ]]",[-0.17599852 -0.09517342]
2,[-1.14676821  0.944282  ],[-0.69658232  1.23800853],-0.201312663548,-0.201312663548,"[ 0.97829274  2.03898507 -0.28015951 -0.51534488  0.26982163 -1.12032474
 -0.18423117  0.26449323  1.06939437  0.7592268   0.        ]","[[-0.19577356  0.09781576  0.03191955 -0.12857713]
 [-7.83554534  4.46924763  0.          0.        ]]",[-0.17599852 -0.09517342]
3,[-0.77758574  0.91234934],[-0.3712172   0.57712279],-0.185514979042,-0.185514979042,"[ 0.90335101  2.01108156 -0.54711397 -0.1384265   0.26982126 -1.12032155
 -0.39340854  0.79932898  1.02491334  0.55560752  0.        ]","[[ -0.37859272   0.22605043   0.03191955  -0.12857713]
 [-10.43771561   8.34129642   0.           0.        ]]",[-0.17599852 -0.09517342]
4,[-0.38022351  0.92372274],[-0.24047305  0.37866157],-0.166952336971,-0.166952336971,"[ 0.75283638  1.93128766 -0.84449645  0.39290654  0.2698209  -1.12031835
 -0.49493757  1.09220336  0.94225548  0.35500957  0.        ]","[[ -0.60001916   0.41415066   0.03191955  -0.12857713]
 [-11.70074348  10.46163262   0.           0.        ]]",[-0.17599852 -0.09517342]
5,[-0.04004969  0.90749377],[-0.16483057  1.46096987],-0.145904347992,-0.145904347992,"[ 0.52269977  1.78118291 -1.12020127  0.96467387  0.26982053 -1.12031516
 -0.55286829  1.27068336  0.81990771  0.18026919  0.        ]","[[ -0.84126444   0.63634835   0.03191955  -0.12857713]
 [-12.42141065  11.75379992   0.           0.        ]]",[-0.17599852 -0.09517342]
6,[ 0.17593849  0.76653337],[-0.64108288  0.81486009],-0.123664540661,-0.123664540661,"[ 0.22214413  1.52524386 -1.33805357  1.54437352  0.26982017 -1.12031196
 -0.58567291  1.78541236  0.66730481  0.07494928  0.        ]","[[ -1.09378724   0.90881427   0.03191955  -0.12857713]
 [-12.82951078  15.48034101   0.           0.        ]]",[-0.17599852 -0.09517342]
7,[ 0.34787443  0.63479483],[-0.424807    0.84565923],-0.0982739236528,-0.0982739236528,"[-0.1588537   1.12404953 -1.47860611  2.01967905  0.2698198  -1.12030876
 -0.76929898  2.18871571  0.47741207  0.05096971  0.        ]","[[ -1.37329594   1.24771841   0.03191955  -0.12857713]
 [-15.11382701  18.40025181   0.           0.        ]]",[-0.17599852 -0.09517342]
8,[ 0.35714385  0.55682617],[ 1.35376832 -1.07327641],-0.0705167956305,-0.0705167956305,"[-0.61476521  0.59450238 -1.49751868  2.16550795  0.26981943 -1.12030557
 -0.88052372  2.60077456  0.24680327  0.11795254  0.        ]","[[ -1.68945484   1.6456573    0.03191955  -0.12857713]
 [-16.49747965  21.38363301   0.           0.        ]]",[-0.17599852 -0.09517342]
9,[ 0.18572813  0.53049529],[-0.18646398 -0.53038609],-0.0573302448141,-0.0573302448141,"[-1.01504554  0.09793002 -1.38451571  1.86597807  0.26981907 -1.12030237
 -0.53612612  1.9951797   0.03893772  0.27455029  0.        ]","[[ -1.97642054   2.02933938   0.03191955  -0.12857713]
 [-12.21320923  16.99934666   0.           0.        ]]",[-0.17599852 -0.09517342]
10,[ 0.09260556  0.52852798],[ 0.03110894 -0.0761507 ],-0.0644665925642,-0.0644665925642,"[-1.32584179 -0.24821052 -1.19281206  1.32466451  0.2698187  -1.12029918
 -0.5760602   1.65853558 -0.12685931  0.44667313  0.        ]","[[ -2.22566884   2.34487317   0.03191955  -0.12857713]
 [-12.70999798  14.56216294   0.           0.        ]]",[-0.17599852 -0.09517342]
11,[-0.02999192  0.52676076],[-1.10448664  0.02844449],-0.0837368510285,-0.0837368510285,"[-1.583156   -0.48175404 -0.92493892  0.65211165  0.26981833 -1.12029598
 -0.54596697  1.57700212 -0.26416694  0.63208746  0.        ]","[[ -2.47611317   2.63019405   0.03191955  -0.12857713]
 [-12.33565218  13.97192496   0.           0.        ]]",[-0.17599852 -0.09517342]
