timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.05922098  1.35949279  0.09603258 -1.33055694 -0.32102703  0.03337497
  0.21984982 -0.30302711  2.19920337  0.02324663  0.        ]",[ 1.5388713   3.22393474],-0.247500510639,-0.247500510639,[ 1.07261455  3.69865966],"[[ 0.09726577  0.00249044 -0.03791329  0.0033466 ]
 [-0.00238063  0.00240732  0.          0.        ]]",[-0.8609485  -0.64852822]
1,"[ 1.05244999  1.35831747  0.15418085 -1.22880171 -0.32102691  0.03337496
  0.67972235  0.36975884  2.18177059  0.18839677  0.        ]",[ 1.58777673  2.97249721],-0.247033868894,-0.247033868894,[ 1.0313524   3.49902678],"[[  1.36893695e-01   4.22505033e-02  -3.79132949e-02   3.34660017e-03]
 [  3.95201304e+00   3.96041285e+00   0.00000000e+00   0.00000000e+00]]",[-0.8609485  -0.64852822]
2,"[ 1.01889979  1.34255144  0.32500244 -0.92810164 -0.3210268   0.03337495
  1.13050904  1.02922772  2.07900698  0.66553201  0.        ]",[ 0.99436229  2.4561038 ],-0.244480655267,-0.244480655267,[ 0.7719897   2.96536112],"[[  2.54825422e-01   1.60384691e-01  -3.79132949e-02   3.34660017e-03]
 [  7.82828249e+00   7.84007625e+00   0.00000000e+00   0.00000000e+00]]",[-0.8609485  -0.64852822]
3,"[ 0.92097035  1.27702058  0.59429208 -0.44627475 -0.32102668  0.03337493
  1.56982829  1.67563385  1.75575249  1.36309057  0.        ]",[-0.3481433   0.65076834],-0.236573227927,-0.236573227927,[ 0.36013353  1.87898183],"[[  4.49292505e-01   3.55341342e-01  -3.79132949e-02   3.34660017e-03]
 [  1.16059532e+01   1.16428998e+01   0.00000000e+00   0.00000000e+00]]",[-0.8609485  -0.64852822]
4,"[ 0.75420335  1.12008036  0.86462504  0.13327595 -0.32102656  0.03337492
  1.38296365  2.07451133  1.17506421  1.94517066  0.        ]",[ 1.10587916  1.6485138 ],-0.220956660247,-0.220956660247,[ 0.54649693  1.17688954],"[[  6.65288945e-01   6.11743925e-01  -3.79132949e-02   3.34660017e-03]
 [  9.99913659e+00   1.39895213e+01   0.00000000e+00   0.00000000e+00]]",[-0.8609485  -0.64852822]
5,"[ 0.50925154  0.83019427  1.11269792  0.7128801  -0.32102644  0.03337491
  1.82014135  2.7001968   0.3747155   2.17873048  0.        ]",[ 0.00622699 -0.47440681],-0.195032809622,-0.195032809622,[-0.90782917  0.15149097],"[[  9.02985911e-01   9.28466986e-01  -3.79132949e-02   3.34660017e-03]
 [  1.37584022e+01   1.76704825e+01   0.00000000e+00   0.00000000e+00]]",[-0.8609485  -0.64852822]
6,"[ 0.16644059  0.44367855  1.31627889  1.10005329 -0.32102633  0.0333749
  1.7917421   2.32131519 -0.44467922  1.90152986  0.        ]",[-1.98832073 -1.24531684],-0.16051261088,-0.16051261088,[-2.14525032 -0.57415664],"[[  1.17570445e+00   1.25951312e+00  -3.79132949e-02   3.34660017e-03]
 [  1.35142215e+01   1.54415403e+01   0.00000000e+00   0.00000000e+00]]",[-0.8609485  -0.64852822]
7,"[-0.15316219  0.09905176  1.40951168  1.22046347 -0.32102621  0.03337489
  1.30077622  1.59635151 -0.92005998  1.35125668  0.        ]",[-1.97961846 -0.74584294],-0.129753848004,-0.129753848004,[-2.20055342 -0.66844702],"[[  1.40363406e+00   1.52555181e+00  -3.79132949e-02   3.34660017e-03]
 [  9.29246330e+00   1.11765635e+01   0.00000000e+00   0.00000000e+00]]",[-0.8609485  -0.64852822]
8,"[-0.36310851 -0.15328998  1.42972054  1.19568195 -0.32102609  0.03337488
  0.81931228  1.05682097 -1.08634031  0.88661063  0.        ]",[-0.75869624  0.03198969],-0.107961242095,-0.107961242095,[-1.69714558 -0.34817842],"[[  1.54794701e+00   1.71723641e+00  -3.79132949e-02   3.34660017e-03]
 [  5.15240427e+00   8.00248821e+00   0.00000000e+00   0.00000000e+00]]",[-0.8609485  -0.64852822]
9,"[-0.46824464 -0.3585678   1.42832752  1.10402445 -0.32102597  0.03337487
  0.45829504  1.05147536 -1.09839527  0.56105673  0.        ]",[-0.93855256  0.24903605],-0.0911759314896,-0.0911759314896,[-1.24699724 -0.45309705],"[[  1.61984891e+00   1.87697071e+00  -3.79132949e-02   3.34660017e-03]
 [  2.04805302e+00   7.97104408e+00   0.00000000e+00   0.00000000e+00]]",[-0.8609485  -0.64852822]
