timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.0112041   1.52136259 -0.06591507 -1.22397926 -0.26052979 -0.00972822
  0.3218123  -0.31551185  1.85031515 -0.27020025  0.        ]",[ 1.37019523  3.57021669],-0.240903878444,-0.240903878444,[ 0.87442249  2.98615766],"[[-0.01540708 -0.0395223  -0.03102201 -0.0022193 ]
 [ 0.0022749   0.00019749  0.          0.        ]]",[-0.47902459 -0.27253562]
1,"[ 1.01093426  1.52235017 -0.006982   -1.12135054 -0.26052964 -0.00972822
  0.71105497  0.28977846  1.85137757 -0.12944399  0.        ]",[ 0.09486343  2.60295621],-0.241071334054,-0.241071334054,[ 0.5905447  2.6305604],"[[  2.43130318e-02   1.94011395e-04  -3.10220052e-02  -2.21929616e-03]
 [  3.95657416e+00   3.95824796e+00   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
2,"[ 1.00278826  1.51348371  0.11454019 -0.81679807 -0.26052949 -0.00972821
  0.74014503  0.88330119  1.82113682  0.20311146  0.        ]",[ 0.83919581  3.26746643],-0.240607746816,-0.240607746816,[ 0.68799841  2.38955426],"[[  1.06409492e-01   1.18299366e-01  -3.10220052e-02  -2.21929616e-03]
 [  4.25210467e+00   7.83935169e+00   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
3,"[ 0.97345438  1.46063261  0.2864081  -0.32539079 -0.26052933 -0.00972821
  1.05852705  1.46489529  1.68555402  0.68358857  0.        ]",[ 0.56060998  1.71430381],-0.2371889086,-0.2371889086,[ 0.47388357  1.93535697],"[[  2.23902848e-01   3.13244284e-01  -3.10220052e-02  -2.21929616e-03]
 [  7.48653950e+00   1.16424634e+01   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
4,"[ 0.89473644  1.31250509  0.52709913  0.30217316 -0.26052918 -0.0097282
  1.26220182  2.03502895  1.33191567  1.25058167  0.        ]",[ 0.42069211  2.95475959],-0.22703431489,-0.22703431489,[ 0.20946728  1.41221678],"[[  3.94392100e-01   5.83499872e-01  -3.10220052e-02  -2.21929616e-03]
 [  9.55567667e+00   1.53706575e+01   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
5,"[ 0.74572608  1.01477099  0.79515658  0.94633343 -0.26052903 -0.00972819
  1.40750137  2.59388351  0.71618262  1.65774366  0.        ]",[-0.30273935  0.36035462],-0.205945579971,-0.205945579971,[-0.34727511  0.92964345],"[[  6.00312874e-01   9.27579813e-01  -3.10220052e-02  -2.21929616e-03]
 [  1.10317893e+01   1.90251369e+01   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
6,"[ 0.54315548  0.57056963  1.02834364  1.38107681 -0.26052888 -0.00972819
  1.26837276  2.75446694  0.01325462  1.65031846  0.        ]",[-0.61950458 -0.81547502],-0.173178205415,-0.173178205415,[-1.01831841  0.2240805 ],"[[  8.06766974e-01   1.31861928e+00  -3.10220052e-02  -2.21929616e-03]
 [  9.61840766e+00   2.00752961e+01   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
7,"[ 0.34755234  0.11120169  1.18315656  1.44635528 -0.26052873 -0.00972818
  1.00864094  2.19992225 -0.4701854   1.29811855  0.        ]",[-0.88142772  0.56091827],-0.13652218036,-0.13652218036,[-1.31230187 -0.35233471],"[[  9.72664496e-01   1.68374237e+00  -3.10220052e-02  -2.21929616e-03]
 [  6.97981679e+00   1.64490923e+01   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
8,"[ 0.2136159  -0.30995789  1.26272383  1.19306303 -0.26052858 -0.00972818
  0.65180219  2.48980178 -0.66859621  0.83042768  0.        ]",[-2.08426654 -1.27103159],-0.0990700545352,-0.0990700545352,[-1.42843091 -0.96392548],"[[  1.07589032e+00   2.03174390e+00  -3.10220052e-02  -2.21929616e-03]
 [  3.35471538e+00   1.83447251e+01   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
9,"[ 0.1776266  -0.64178976  1.28108858  0.70747831 -0.26052842 -0.00972817
  0.25572645  1.82876516 -0.64060452  0.42354852  0.        ]",[-2.11439164 -0.96547795],-0.0638966961558,-0.0638966961558,[-0.88701171 -0.83300078],"[[  1.10261672e+00   2.35526857e+00  -3.10220052e-02  -2.21929616e-03]
 [ -6.68994992e-01   1.40221161e+01   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
10,"[ 0.24844609 -0.8290079   1.24378191  0.22255628 -0.26052827 -0.00972817
 -0.13264717  1.20169457 -0.52209053  0.18761885  0.        ]",[ 0.58803198 -0.20326154],-0.0391843989309,-0.0391843989309,[-0.15167528 -0.29072863],"[[  1.04965223e+00   2.59456930e+00  -3.10220052e-02  -2.21929616e-03]
 [ -4.61446012e+00   9.92159391e+00   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
11,"[ 0.33625028 -0.93337968  1.19059804 -0.21463911 -0.26052812 -0.00972816
  0.10551385  1.04858178 -0.40330236  0.02389503  0.        ]",[-0.508548    0.08608217],-0.0213551608967,-0.0213551608967,[-0.46546543 -0.53750825],"[[  9.81638085e-01   2.78295541e+00  -3.10220052e-02  -2.21929616e-03]
 [ -2.19499725e+00   8.92036815e+00   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
12,"[ 0.41491009 -0.99389799  1.13564063 -0.66272798 -0.26052797 -0.00972816
 -0.08840187  1.07368456 -0.28086452 -0.12730636  0.        ]",[-0.5648659  -0.47314722],-0.0129139407324,-0.0129139407324,[-0.16546479 -0.29758987],"[[  9.17972886e-01   2.96300989e+00  -3.10220052e-02  -2.21929616e-03]
 [ -4.16497384e+00   9.08452826e+00   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
13,"[ 0.53623313 -1.00853624  1.03476895 -0.88075434 -0.26052782 -0.00972815
 -0.30047089 -0.22017286 -0.2177675  -0.18825962  0.        ]",[-0.01242297  0.79913561],-0.0174275033804,-0.0174275033804,[ 0.50417227  0.4330475 ],"[[  8.13057175e-01   3.04817535e+00  -3.10220052e-02  -2.21929616e-03]
 [ -6.31936870e+00   6.23747034e-01   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
14,"[ 0.66629082 -1.00763077  0.89849648 -0.86183033 -0.26052767 -0.00972815
 -0.29300408 -0.44144818 -0.22288267 -0.15870504  0.        ]",[ 0.98586917 -0.58705388],-0.0174024504572,-0.0174024504572,[ 0.67466384  0.69011402],"[[  6.87430605e-01   3.04081941e+00  -3.10220052e-02  -2.21929616e-03]
 [ -6.24351570e+00  -8.23215580e-01   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
15,"[ 0.74344562 -1.00158561  0.79838532 -0.76017094 -0.26052752 -0.00972814
  0.10338215 -0.79440055 -0.23960032 -0.10175459  0.        ]",[ 1.14943255  0.58271   ],-0.0178963755098,-0.0178963755098,[ 0.30480707  0.73415983],"[[  6.02963016e-01   3.00119791e+00  -3.10220052e-02  -2.21929616e-03]
 [ -2.21666165e+00  -3.13124089e+00   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
16,"[ 0.7470246  -0.99374391  0.79328448 -0.66103803 -0.26052736 -0.00972814
  0.49744676 -0.4320534  -0.25611619 -0.05812277  0.        ]",[ 0.28242523  0.76995051],-0.0190545877587,-0.0190545877587,[-0.34033728  0.0450367 ],"[[  5.98795944e-01   2.96234660e+00  -3.10220052e-02  -2.21929616e-03]
 [  1.78660808e+00  -7.61788325e-01   0.00000000e+00   0.00000000e+00]]",[-0.47902459 -0.27253562]
