timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-2.60419488 -0.18800536],[-2.65513653 -0.96772867],-0.17618577995,-0.17618577995,"[ 0.9747182   1.75462781  0.08372091 -0.78297087  1.04918824 -1.13350865
  0.40427787 -0.3356566   0.39115932  1.30849097  0.        ]","[[ 0.07173565  0.05868249  0.12182684 -0.1317447 ]
 [ 0.0026339   0.00141337  0.          0.        ]]",[-0.2942293  -0.15111327]
1,[-2.13249087  0.41139165],[-2.47837768  0.8359795 ],-0.165955507481,-0.165955507481,"[ 0.97785022  1.75656157  0.02414335 -0.88847373  1.04918647 -1.13350658
  0.05881746 -0.8863385   0.39942377  1.18683441  0.        ]","[[ 0.03211223  0.02028013  0.12182684 -0.1317447 ]
 [-3.95181246 -3.82888886  0.          0.        ]]",[-0.2942293  -0.15111327]
2,[-1.57711673  0.24034995],[-0.46409685  0.24577599],-0.14136741674,-0.14136741674,"[ 0.97302309  1.75650051 -0.15329814 -1.00557176  1.04918471 -1.13350451
 -0.28005425 -0.39932467  0.39266812  0.90040341  0.        ]","[[-0.08584348 -0.02231027  0.12182684 -0.1317447 ]
 [-7.8308389  -0.44144478  0.          0.        ]]",[-0.2942293  -0.15111327]
3,[-0.80638915  0.34176525],[-1.03260462  1.11620359],-0.110479973615,-0.110479973615,"[ 0.92767854  1.75652348 -0.41031763 -1.00273985  1.04918295 -1.13350243
 -0.42694132 -0.25805996  0.3371973   0.55324289  0.        ]","[[-0.25933027 -0.0212807   0.12182684 -0.1317447 ]
 [-9.51224093  0.54112611  0.          0.        ]]",[-0.2942293  -0.15111327]
4,[ 0.255521    0.11293419],[-0.544155  1.29514 ],-0.0745866206134,-0.0745866206134,"[ 0.80119034  1.75626285 -0.72936634 -0.86401378  1.04918118 -1.13350036
 -0.75622388  0.30988109  0.20891416  0.16983727  0.        ]","[[ -0.48739326   0.02917694   0.12182684  -0.1317447 ]
 [-13.28150439   4.49146194   0.           0.        ]]",[-0.2942293  -0.15111327]
5,[ 1.21685934 -0.17390007],[ 1.85399057 -0.88387888],-0.0397483940991,-0.0397483940991,"[ 0.54664623  1.74089343 -1.0745461  -0.51200023  1.04917942 -1.13349829
 -0.92146155  0.86646122 -0.00391936 -0.19676026  0.        ]","[[ -0.77200087   0.15784864   0.12182684  -0.1317447 ]
 [-15.17297247   8.36278029   0.           0.        ]]",[-0.2942293  -0.15111327]
6,[ 1.67791235  0.21966359],[ 2.4336917   0.34053172],-0.0304598894,-0.0304598894,"[ 0.23570051  1.70398154 -1.31717413 -0.16241302  1.04917766 -1.13349622
 -0.54954084  0.33923265 -0.24973743 -0.46211     0.        ]","[[ -1.03274545   0.28831039   0.12182684  -0.1317447 ]
 [-10.91565527   4.69562888   0.           0.        ]]",[-0.2942293  -0.15111327]
7,[ 1.53782225 -0.07977153],[ 2.3871754  -0.27878856],-0.0432094401152,-0.0432094401152,"[-0.00613649  1.658355   -1.43254898  0.11335613  1.04917589 -1.13349415
 -0.18513265  0.51948078 -0.42764235 -0.5900062   0.        ]","[[-1.20920659  0.39480176  0.12182684 -0.1317447 ]
 [-6.74433042  5.94935276  0.          0.        ]]",[-0.2942293  -0.15111327]
8,[ 1.24282908 -0.12563339],[ 1.9901132   0.33861639],-0.0476149534409,-0.0476149534409,"[-0.14208071  1.59920978 -1.47626576  0.37767975  1.04917413 -1.13349207
  0.1721588   0.3436183  -0.49366526 -0.60874667  0.        ]","[[-1.30305863  0.5015157   0.12182684 -0.1317447 ]
 [-2.65446954  4.72613994  0.          0.        ]]",[-0.2942293  -0.15111327]
9,[ 0.62313646 -0.54108733],[ 0.94556962 -0.9640168 ],-0.0387609001887,-0.0387609001887,"[-0.1610323   1.52707445 -1.48126966  0.62765886  1.04917236 -1.13349
  0.52232078  0.52272524 -0.44479084 -0.53855795  0.        ]","[[-1.31593246  0.60853772  0.12182684 -0.1317447 ]
 [ 1.35378264  5.97192464  0.          0.        ]]",[-0.2942293  -0.15111327]
