timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.04621942  1.51714445 -0.08112676 -0.35431554 -1.27744671 -0.09706548
  0.2131166  -0.26230738  2.08555336  0.01387523  0.        ]",[ 0.18045595  0.70468784],-0.359157350345,-0.359157350345,[ 0.22960693  0.8849324 ],"[[-0.06130025  0.07170415 -0.14932828 -0.00903299]
 [-0.00443193 -0.00435161  0.          0.        ]]",[-0.00812499 -0.03496289]
1,"[ 1.04677387  1.51419136 -0.07026872 -0.29494718 -1.27742787 -0.09706493
  0.27829597  0.11735149  2.08505595  0.04770129  0.        ]",[ 0.58690276  0.77460064],-0.359171041888,-0.359171041888,[ 0.22304529  0.87962353],"[[-0.05423647  0.09961093 -0.14932828 -0.00903299]
 [ 0.70844087  2.78573153  0.          0.        ]]",[-0.00812499 -0.03496289]
2,"[ 1.04860586  1.49920961 -0.01286143 -0.11339363 -1.27740904 -0.09706438
  0.48919389  0.52707816  2.07639227  0.17559631  0.        ]",[ 0.39611036  0.83740802],-0.358683273807,-0.358683273807,[ 0.20900869  0.86887902],"[[-0.01692524  0.18553643 -0.14932828 -0.00903299]
 [ 3.01501683  5.79678633  0.          0.        ]]",[-0.00812499 -0.03496289]
3,"[ 1.04641649  1.45267234  0.10319656  0.19185239 -1.27739021 -0.09706383
  0.62691423  0.9625701   2.03087129  0.40696572  0.        ]",[-0.05111757  0.6683253 ],-0.355396975534,-0.355396975534,[ 0.18214765  0.8479389 ],"[[ 0.05848743  0.33358317 -0.14932828 -0.00903299]
 [ 4.52127745  8.9972224   0.          0.        ]]",[-0.00812499 -0.03496289]
4,"[ 1.03400016  1.3469282   0.23716108  0.58738099 -1.27737137 -0.09706328
  0.60019182  1.29841862  1.91748258  0.67621219  0.        ]",[ 0.42437906 -0.69481806],-0.34625589232,-0.34625589232,[ 0.14785007  0.82074106],"[[  1.45980655e-01   5.38292300e-01  -1.49328282e-01  -9.03298881e-03]
 [  4.22907318e+00   1.14654613e+01   0.00000000e+00   0.00000000e+00]]",[-0.00812499 -0.03496289]
5,"[ 1.00673578  1.20163026  0.38901785  0.92885792 -1.27735254 -0.09706273
  0.74619196  0.89306771  1.74511067  0.91380895  0.        ]",[-0.32181046  1.22241936],-0.331663709616,-0.331663709616,[ 0.11953224  0.79609728],"[[ 0.24658354  0.73771424 -0.14932828 -0.00903299]
 [ 5.82589413  8.48665903  0.          0.        ]]",[-0.00812499 -0.03496289]
6,"[ 0.964907    1.01212365  0.53993642  1.22390676 -1.27733371 -0.09706218
  0.61918441  1.4090326   1.52313946  1.09242266  0.        ]",[-0.25561288  0.80426861],-0.311302262851,-0.311302262851,[ 0.07305069  0.75499237],"[[  3.49164588e-01   9.45493080e-01  -1.49328282e-01  -9.03298881e-03]
 [  4.43691522e+00   1.22785832e+01   0.00000000e+00   0.00000000e+00]]",[-0.00812499 -0.03496289]
7,"[ 0.92404842  0.71532257  0.6506624   1.498287   -1.27731488 -0.09706164
  0.51870521  1.80928402  1.25234724  1.17448504  0.        ]",[-0.34281557  2.52750022],-0.281830117775,-0.281830117775,[ 0.02416563  0.70937556],"[[  4.26876884e-01   1.22058009e+00  -1.49328282e-01  -9.03298881e-03]
 [  3.33805821e+00   1.52203074e+01   0.00000000e+00   0.00000000e+00]]",[-0.00812499 -0.03496289]
8,"[ 0.89210811  0.3061051   0.72331777  1.62777729 -1.27729605 -0.09706109
  0.38869609  2.30702957  0.96609549  1.12316823  0.        ]",[-2.35757677  0.63058618],-0.242691703573,-0.242691703573,[-0.0178547   0.66484916],"[[  4.79371513e-01   1.56169357e+00  -1.49328282e-01  -9.03298881e-03]
 [  1.91623798e+00   1.88788344e+01   0.00000000e+00   0.00000000e+00]]",[-0.00812499 -0.03496289]
9,"[ 0.89321961 -0.17060911  0.72091815  1.46768165 -1.27727723 -0.09706054
  0.02345528  2.59587736  0.74367468  0.92186765  0.        ]",[-0.27074993  1.92675925],-0.19926139767,-0.19926139767,[-0.04353915  0.6317156 ],"[[  4.77620338e-01   1.96057780e+00  -1.49328282e-01  -9.03298881e-03]
 [ -2.07820558e+00   2.10024521e+01   0.00000000e+00   0.00000000e+00]]",[-0.00812499 -0.03496289]
