timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.91119862  1.68680418],[ 2.09938697  1.6870432 ],-0.253147327775,-0.253147327775,"[ 1.00595579  2.04901945 -0.09461354 -0.76839482 -0.0809968   0.98928544
  0.44718162 -0.35385679  1.38486977 -1.19929896  0.        ]","[[-0.0742166   0.01017192 -0.00844485  0.11432378]
 [ 0.00493872 -0.00081415  0.          0.        ]]",[-0.17232458 -0.09769548]
1,[ 1.3446027   1.34295273],[ 2.11055743  1.77932244],-0.247305876423,-0.247305876423,"[ 1.00907238  2.04739661 -0.03405422 -0.65000778 -0.08099669  0.98928289
  0.76368454  0.19305321  1.38806852 -1.08982862  0.        ]","[[-0.03444374  0.0498682  -0.00844485  0.11432378]
 [ 3.95918851  3.95725517  0.          0.        ]]",[-0.17232458 -0.09769548]
2,[ 0.52636969  0.92472404],[ 0.58691567  1.77384565],-0.228570987526,-0.228570987526,"[ 1.00487855  2.03006292  0.14584694 -0.29999176 -0.08099659  0.98928033
  1.07393358  0.72913744  1.36010214 -0.76681554  0.        ]","[[ 0.08363012  0.16793986 -0.00844485  0.11432378]
 [ 7.83532142  7.83698055  0.          0.        ]]",[-0.17232458 -0.09769548]
3,[-0.28388381  0.51070487],[-0.54521777 -0.3773069 ],-0.195729657454,-0.195729657454,"[ 0.9606106   1.96112596  0.4135457   0.26031457 -0.08099648  0.98927777
  1.2472748   1.25468893  1.20760214 -0.29691844  0.        ]","[[  2.62064639e-01   3.62841506e-01  -8.44484658e-03   1.14323779e-01]
 [  1.00010117e+01   1.16404968e+01   0.00000000e+00   0.00000000e+00]]",[-0.17232458 -0.09769548]
4,[-0.55517411  0.38946551],[ 0.26909204 -1.96951528],-0.158341830452,-0.158341830452,"[ 0.87329119  1.82940916  0.6659001   0.83236419 -0.08099637  0.98927521
  1.05889246  1.0165074   0.92792394  0.09733822  0.        ]","[[  4.38471522e-01   5.78356750e-01  -8.44484658e-03   1.14323779e-01]
 [  7.64749219e+00   9.91676378e+00   0.00000000e+00   0.00000000e+00]]",[-0.17232458 -0.09769548]
5,[-0.83618093  0.25459045],[-1.15014496 -0.61210793],-0.126519432405,-0.126519432405,"[ 0.75715486  1.70040306  0.88028866  1.20214989 -0.08099627  0.98927265
  1.13214584  0.44219021  0.62671613  0.3341468   0.        ]","[[  6.00604668e-01   7.34989509e-01  -8.44484658e-03   1.14323779e-01]
 [  8.56272616e+00   5.76035607e+00   0.00000000e+00   0.00000000e+00]]",[-0.17232458 -0.09769548]
6,[-0.74609619  0.31817782],[-1.7446413  -0.17864657],-0.105147150827,-0.105147150827,"[ 0.64140987  1.61519152  1.03596024  1.39250303 -0.08099616  0.98927009
  0.80199692  0.09170157  0.38784693  0.44811418  0.        ]","[[ 0.73047557  0.82474667 -0.00844485  0.11432378]
 [ 4.43802747  3.22382489  0.          0.        ]]",[-0.17232458 -0.09769548]
7,[-0.57113004  0.42183611],[ 0.99046831  1.44311451],-0.0957072551706,-0.0957072551706,"[ 0.59374097  1.55745835  1.08949     1.50384333 -0.08099605  0.98926753
  0.47831226 -0.01468703  0.27693379  0.47469463  0.        ]","[[ 0.77866229  0.88149803 -0.00844485  0.11432378]
 [ 0.39408019  2.45387762  0.          0.        ]]",[-0.17232458 -0.09769548]
8,[-0.95343995  0.11813622],[-0.6237804  -0.55728259],-0.0841848126847,-0.0841848126847,"[ 0.54482782  1.46220207  1.13942155  1.66222385 -0.08099595  0.98926498
  0.79127468  0.52555507  0.14171274  0.48283599  0.        ]","[[ 0.82577339  0.96980385 -0.00844485  0.11432378]
 [ 4.30409581  6.36367627  0.          0.        ]]",[-0.17232458 -0.09769548]
9,[-0.84448183  0.18252972],[ 0.34818945  1.51759699],-0.0714946586375,-0.0714946586375,"[ 0.47887197  1.34259323  1.19985564  1.82389767 -0.08099584  0.98926242
  0.58697656  0.20333911 -0.021245    0.46996773  0.        ]","[[ 0.88624711  1.07368058 -0.00844485  0.11432378]
 [ 1.75171227  4.03176765  0.          0.        ]]",[-0.17232458 -0.09769548]
10,[-1.03087997 -0.02355592],[-1.40256049 -0.94693897],-0.0602665707704,-0.0602665707704,"[ 0.42354908  1.19641973  1.24521286  1.97488469 -0.08099573  0.98925986
  0.69441673  0.73937976 -0.17278111  0.42309666  0.        ]","[[ 0.93474839  1.19323909 -0.00844485  0.11432378]
 [ 3.09403057  7.91115596  0.          0.        ]]",[-0.17232458 -0.09769548]
11,[-0.7886728   0.12564215],[-1.12459633  1.30627477],-0.0518734970904,-0.0518734970904,"[ 0.398281    1.04381478  1.26446713  2.08587517 -0.08099563  0.9892573
  0.3728768   0.19977487 -0.27948656  0.35576047  0.        ]","[[ 0.956325    1.31228052 -0.00844485  0.11432378]
 [-0.9231121   4.00598803  0.          0.        ]]",[-0.17232458 -0.09769548]
12,[-0.63637257  0.14188398],[-0.6401277   1.50553374],-0.0440032431126,-0.0440032431126,"[ 0.46527967  0.88629903  1.21141168  2.15604208 -0.08099552  0.98925474
  0.05752651  0.73605085 -0.28225942  0.28727257  0.        ]","[[ 0.8983337   1.43134083 -0.00844485  0.11432378]
 [-4.86292626  7.88707211  0.          0.        ]]",[-0.17232458 -0.09769548]
13,[-0.47328341  0.1521429 ],[-0.40210844 -1.01094361],-0.0297958821917,-0.0297958821917,"[ 0.59581113  0.62239645  1.08724342  2.18023984 -0.08099541  0.98925218
 -0.13760598  1.26163434 -0.25734752  0.16686704  0.        ]","[[  7.76615381e-01   1.62724664e+00  -8.44484658e-03   1.14323779e-01]
 [ -7.30080461e+00   1.16907918e+01   0.00000000e+00   0.00000000e+00]]",[-0.17232458 -0.09769548]
14,[-0.13240553  0.28987187],[ 0.2543314  -0.15782652],-0.0161819321726,-0.0161819321726,"[ 0.74437013  0.36682625  0.89963078  2.09353268 -0.08099531  0.98924963
 -0.25340195  0.68251595 -0.19741556  0.03860503  0.        ]","[[  6.16084959e-01   1.81901187e+00  -8.44484658e-03   1.14323779e-01]
 [ -8.74749716e+00   7.49967308e+00   0.00000000e+00   0.00000000e+00]]",[-0.17232458 -0.09769548]
15,[-0.00105903  0.30352318],[-1.43977036  0.59345746],-0.0164035364925,-0.0164035364925,"[ 0.86425435  0.18462207  0.68581761  1.96040756 -0.0809952   0.98924707
 -0.15898347  0.57559317 -0.12402678 -0.06728793  0.        ]","[[ 0.45297015  1.96124131 -0.00844485  0.11432378]
 [-7.56789113  6.72587173  0.          0.        ]]",[-0.17232458 -0.09769548]
16,[ 0.40264812  0.44271934],[ 0.49703266 -1.15839545],-0.0281952904043,-0.0281952904043,"[ 0.96009874 -0.0040309   0.41547149  1.74927882 -0.08099509  0.98924451
 -0.46387036  0.88187793 -0.05612385 -0.19715919  0.        ]","[[  2.63395271e-01   2.11799945e+00  -8.44484658e-03   1.14323779e-01]
 [ -1.13769721e+01   8.94249152e+00   0.00000000e+00   0.00000000e+00]]",[-0.17232458 -0.09769548]
17,[ 0.59573686  0.51016849],[-0.66375429  1.68681953],-0.0436533460055,-0.0436533460055,"[ 1.00749259 -0.15530179  0.10660405  1.51273603 -0.08099499  0.98924195
 -0.28837011  0.31022314  0.00844106 -0.32642691  0.        ]","[[  5.78543427e-02   2.25533995e+00  -8.44484658e-03   1.14323779e-01]
 [ -9.18438577e+00   4.80538896e+00   0.00000000e+00   0.00000000e+00]]",[-0.17232458 -0.09769548]
18,[ 0.81923139  0.56514454],[-0.26498495  2.05158528],-0.0581260300156,-0.0581260300156,"[ 0.99360668 -0.28822492 -0.21003288  1.23803801 -0.08099488  0.98923939
 -0.48417255  0.84416244  0.04718517 -0.46024635  0.        ]","[[ -1.50376997e-01   2.39021845e+00  -8.44484658e-03   1.14323779e-01]
 [ -1.16306270e+01   8.66955414e+00   0.00000000e+00   0.00000000e+00]]",[-0.17232458 -0.09769548]
19,[ 0.9177326   0.56436723],[ 1.75707103  1.79769797],-0.0732303815172,-0.0732303815172,"[ 0.90078273 -0.45968177 -0.56305959  0.73520861 -0.08099478  0.98923684
 -0.54974295  1.36751468  0.01834002 -0.64276308  0.        ]","[[ -3.91209040e-01   2.60161139e+00  -8.44484658e-03   1.14323779e-01]
 [ -1.24498327e+01   1.24571222e+01   0.00000000e+00   0.00000000e+00]]",[-0.17232458 -0.09769548]
20,[ 0.72838283  0.36226302],[-0.0048521  -0.24902552],-0.0898186255643,-0.0898186255643,"[ 0.75924791 -0.60863193 -0.8401381  -0.05023356 -0.08099467  0.98923428
 -0.21311872  1.88054092 -0.10587516 -0.84673946  0.        ]","[[ -5.98011046e-01   2.88800581e+00  -8.44484658e-03   1.14323779e-01]
 [ -8.24427501e+00   1.61700082e+01   0.00000000e+00   0.00000000e+00]]",[-0.17232458 -0.09769548]
