timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.186520458258,"[[ 0.01833465  0.08439502  0.17054315  0.19554121]
 [ 0.00251693 -0.00134605  0.          0.        ]]",[ 3.44073534  1.76440954],-3.44706,"[ 0.83711687  1.26727701  0.21040077  1.22657481  1.47481042  1.68727206
  0.29448405  0.29526435 -0.27470125 -1.67950083  0.        ]",[-0.55108893 -0.27613628],[ 2.75611173  0.65537666]
1,-0.17540643455,"[[ 0.05806497  0.11038965  0.17054315  0.19554121]
 [ 3.95735401  2.59216928  0.          0.        ]]",[ 2.12137938  1.13836074],-3.28261,"[ 0.834337    1.26441508  0.27361681  1.30617717  1.47480937  1.6872706
  0.54195501  0.68466182 -0.28655284 -1.56189856  0.        ]",[-0.55108893 -0.27613628],[ 1.19301967  1.29876409]
2,-0.140748131778,"[[ 0.17610256  0.20143073  0.17054315  0.19554121]
 [ 7.8335275   6.49891845  0.          0.        ]]",[-0.14716353 -0.3335284 ],-3.00699,"[ 0.8090904   1.24841739  0.4601841   1.58281232  1.47480831  1.68726914
  0.78450356  1.27123146 -0.36603625 -1.20443994  0.        ]",[-0.55108893 -0.27613628],[-0.39123735 -0.21800108]
3,-0.099891760059,"[[ 0.31569502  0.32146344  0.17054315  0.19554121]
 [ 6.13138199  5.5076521   0.          0.        ]]",[-0.54648507 -0.72950715],-2.81364,"[ 0.74688796  1.21331726  0.67560885  1.93938064  1.47480726  1.68726767
  0.67799277  1.12239937 -0.54707651 -0.79832553  0.        ]",[-0.55108893 -0.27613628],[-0.69889368 -0.66334286]
4,-0.0758632424504,"[[ 0.40937699  0.40417974  0.17054315  0.19554121]
 [ 3.24639282  2.77309064  0.          0.        ]]",[-0.10950994 -0.50660539],-2.79066,"[ 0.68604363  1.18009456  0.81503987  2.17725537  1.4748062   1.68726621
  0.49746642  0.7118244  -0.71702356 -0.5525241   0.        ]",[-0.55108893 -0.27613628],[-0.55053812  0.12428077]
5,-0.0660521725482,"[[ 0.45180739  0.46403632  0.17054315  0.19554121]
 [ 1.00410766  3.21110569  0.          0.        ]]",[ 0.15064746 -0.67070198],-2.80102,"[ 0.65359961  1.1515999   0.87643344  2.34431983  1.47480515  1.68726475
  0.35715685  0.77758894 -0.82550644 -0.43466757  0.        ]",[-0.55108893 -0.27613628],[-0.10670097  0.73452138]
6,-0.0614295330787,"[[ 0.46744517  0.55680313  0.17054315  0.19554121]
 [ 0.561164    6.05609244  0.          0.        ]]",[-0.29494309 -1.32410026],-2.834,"[ 0.64089071  1.10031597  0.89875009  2.59328278  1.47480409  1.68726328
  0.32943986  1.20474265 -0.93605205 -0.34867161  0.        ]",[-0.55108893 -0.27613628],[-0.14124461  0.07666456]
7,-0.0616872833506,"[[ 0.47295097  0.67976972  0.17054315  0.19554121]
 [-0.00868849  6.23995219  0.          0.        ]]",[-0.35981232 -1.469293  ],-2.94766,"[ 0.63632064  1.01968336  0.90656567  2.90139913  1.47480304  1.68726182
  0.29378164  1.23234717 -1.07010881 -0.274249    0.        ]",[-0.55108893 -0.27613628],[ 0.46000314 -1.55055258]
8,-0.0651241248535,"[[ 0.49105321  0.76359528  0.17054315  0.19554121]
 [ 1.81282999  2.15621721  0.          0.        ]]",[-0.56648803 -0.99783921],-2.95513,"[ 0.62094766  0.95701343  0.9321067   3.09495917  1.47480198  1.68726036
  0.40776189  0.61920356 -1.18880885 -0.21479151  0.        ]",[-0.55108893 -0.27613628],[-0.9754585  -1.21493472]
9,-0.0652037436482,"[[ 0.48824208  0.76657624  0.17054315  0.19554121]
 [-2.08098225 -1.84479144  0.          0.        ]]",[ 0.87125587 -0.0627656 ],-3.00384,"[ 0.62336958  0.95467593  0.92815587  3.10156789  1.47480092  1.68725889
  0.164109    0.01848082 -1.1876436  -0.21732115  0.        ]",[-0.55108893 -0.27613628],[ 0.66162299 -0.50086094]
