timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.0984347980968,"[[-0.09876406 -0.02114687  0.11053585 -0.02999981]
 [ 0.0004711  -0.00218211  0.          0.        ]]",[-0.22130485 -0.79684114],-0.774181,"[ 0.96241182  2.03007954 -0.20029756  0.66738605  0.96578162 -0.2550808
  0.18312987  0.3425632   0.48605728  0.15907184  0.        ]",[-0.09616359 -0.05926657],[-0.10702843 -1.28418736]
1,-0.0974765294555,"[[-0.10298731 -0.06091627  0.11053585 -0.02999981]
 [-0.42139738 -3.96156267  0.          0.        ]]",[-0.01091105 -0.66299009],-0.700261,"[ 0.96179169  2.02789367 -0.20682001  0.54625112  0.96577981 -0.25508054
  0.15526753 -0.19063966  0.4804465   0.11598607  0.        ]",[-0.09616359 -0.05926657],[ 1.06709815 -1.25230502]
2,-0.0958714508229,"[[-0.07162602 -0.17910387  0.11053585 -0.02999981]
 [ 3.54431936 -7.84424889  0.          0.        ]]",[-0.22098242 -0.52051789],-0.896633,"[ 0.96576545  2.00902146 -0.15832325  0.18873397  0.965778   -0.25508027
  0.4171819  -0.71351386  0.4673782   0.06450298  0.        ]",[-0.09616359 -0.05926657],[-1.02092057 -0.09681736]
3,-0.0927543234106,"[[-0.04113342 -0.33826149  0.11053585 -0.02999981]
 [-0.48168376 -8.07077074  0.          0.        ]]",[ 0.18254226 -0.43116289],-0.765429,"[ 0.96826166  1.95476431 -0.11106466 -0.27984823  0.96577619 -0.25508001
  0.1512851  -0.74401809  0.4348692  -0.02151449  0.        ]",[-0.09616359 -0.05926657],[-0.93910249 -0.83932711]
4,-0.089460462584,"[[ -0.08793644  -0.53140449   0.11053585  -0.02999981]
 [ -4.18638118 -11.23299922   0.           0.        ]]",[ 0.93293828 -0.25799194],-0.63475,"[ 0.96387197  1.84640026 -0.18356188 -0.81305382  0.96577438 -0.25507975
 -0.09339112 -1.16986813  0.33518264 -0.25137137  0.        ]",[-0.09616359 -0.05926657],[ 0.175029   -1.24708605]
5,-0.0919920422429,"[[ -0.16387897  -0.79356333   0.11053585  -0.02999981]
 [ -3.41056018 -14.97042426   0.           0.        ]]",[ 1.19833088 -0.1568926 ],-0.710074,"[ 0.95000865  1.63193288 -0.30049072 -1.44142181  0.96577257 -0.25507948
 -0.04215202 -1.67317539  0.12510567 -0.52958712  0.        ]",[-0.09616359 -0.05926657],[ 1.33303559 -1.06139568]
6,-0.0967890027228,"[[ -0.19171606  -1.12973815   0.11053585  -0.02999981]
 [  0.61344586 -18.63480708   0.           0.        ]]",[ 0.98207945 -0.06360048],-0.923012,"[ 0.94284924  1.26591059 -0.34302108 -2.02506375  0.96577076 -0.25507922
  0.22361327 -2.1666395  -0.15803055 -0.69000025  0.        ]",[-0.09616359 -0.05926657],[ 2.34341741  0.88773864]
7,-0.0950925230156,"[[ -0.13988564  -1.46347408   0.11053585  -0.02999981]
 [  4.55675816 -14.75166361   0.           0.        ]]",[ 0.59634447  0.06793976],-0.895858,"[ 0.95528284  0.83937836 -0.26367324 -2.29926637  0.96576895 -0.25507896
  0.48404903 -1.64369928 -0.38870944 -0.67537172  0.        ]",[-0.09616359 -0.05926657],[ 0.07656273 -2.70778926]
8,-0.0900630689569,"[[ -0.04661338  -1.79530437   0.11053585  -0.02999981]
 [  4.76966098 -18.41913879   0.           0.        ]]",[ 0.40054464  0.11906499],-0.997421,"[ 0.96790336  0.39955825 -0.11956154 -2.24028373  0.96576714 -0.25507869
  0.49810962 -2.13757767 -0.58178965 -0.56580555  0.        ]",[-0.09616359 -0.05926657],[-0.05356988  0.73387828]
9,-0.0891013734468,"[[  0.04569635  -2.13087179   0.11053585  -0.02999981]
 [  4.4624248  -15.14851094   0.           0.        ]]",[ 0.28154805  0.21166426],-1.01001,"[ 0.96796306 -0.01209167  0.02368639 -1.850997    0.96576533 -0.25507843
  0.47781759 -1.69712534 -0.7721979  -0.40494121  0.        ]",[-0.09616359 -0.05926657],[-2.06013346 -0.12971641]
10,-0.0961071659862,"[[  0.09433578  -2.43598433   0.11053585  -0.02999981]
 [  0.41488734 -15.362078     0.           0.        ]]",[ 0.44498125  0.18689728],-1.10908,"[ 0.96301455 -0.31882773  0.09900033 -1.24517283  0.96576352 -0.25507817
  0.21049688 -1.72587908 -0.94872226 -0.22532293  0.        ]",[-0.09616359 -0.05926657],[ 2.15717141  0.53248836]
11,-0.105490967943,"[[  0.14226904  -2.71901944   0.11053585  -0.02999981]
 [  4.36541953 -12.94944544   0.           0.        ]]",[-0.09999505  0.11309814],-1.10141,"[ 0.9547884  -0.51999442  0.17288328 -0.51841067  0.96576171 -0.2550779
  0.47141032 -1.40097406 -1.07875702 -0.02029336  0.        ]",[-0.09616359 -0.05926657],[ 1.24697527 -1.20744287]
12,-0.116521234154,"[[  0.26843257  -3.01516218   0.11053585  -0.02999981]
 [  8.23819523 -13.52371634   0.           0.        ]]",[-0.75471473  0.00717473],-1.22994,"[ 0.91740899 -0.62667546  0.36449379  0.3474499   0.9657599  -0.25507764
  0.72718799 -1.47830452 -1.16516621  0.21884616  0.        ]",[-0.09616359 -0.05926657],[-0.39200257 -0.09085361]
13,-0.120822187012,"[[ 0.41599587 -3.11035712  0.11053585 -0.02999981]
 [ 6.52367647  0.25052544  0.          0.        ]]",[-0.78914887 -0.02862281],-1.27932,"[ 0.84547923 -0.63667019  0.5800879   0.63665454  0.96575809 -0.25507738
  0.61395116  0.37662138 -1.18737284  0.29517446  0.        ]",[-0.09616359 -0.05926657],[-1.16970777  0.32476242]
14,-0.11726801321,"[[ 0.50544988 -3.07767058  0.11053585 -0.02999981]
 [ 2.43532073  2.41338901  0.          0.        ]]",[-0.63370663 -0.0147714 ],-1.25066,"[ 0.78767526 -0.63459584  0.70443231  0.53712119  0.96575628 -0.25507711
  0.3439337   0.66788554 -1.16550331  0.25962102  0.        ]",[-0.09616359 -0.05926657],[-0.27569883 -2.0781469 ]
15,-0.113952632746,"[[ 0.54271992 -3.04044612  0.11053585 -0.02999981]
 [ 1.29548458  1.3535771   0.          0.        ]]",[-0.57405776  0.01588649],-1.24208,"[ 0.7605598  -0.63050195  0.75451997  0.42402903  0.96575447 -0.25507685
  0.26865243  0.52516374 -1.1437393   0.23047199  0.        ]",[-0.09616359 -0.05926657],[-0.85731636 -0.12397009]
16,-0.112391861359,"[[ 0.53431525 -3.01857003  0.11053585 -0.02999981]
 [-2.12455271  0.83575856  0.          0.        ]]",[-0.30910417  0.02735651],-1.23019,"[ 0.76682548 -0.62723749  0.74331824  0.35775577  0.96575266 -0.25507659
  0.04277427  0.45543035 -1.13349621  0.21477598  0.        ]",[-0.09616359 -0.05926657],[ 0.96671565 -0.32648024]
17,-0.111616602066,"[[ 0.53064857 -3.00786633  0.11053585 -0.02999981]
 [ 1.74499246  0.31761671  0.          0.        ]]",[-0.56962138  0.03759855],-1.2173,"[ 0.76953065 -0.62540889  0.73841313  0.32539217  0.96575085 -0.25507632
  0.2983403   0.38565347 -1.12832717  0.20701905  0.        ]",[-0.09616359 -0.05926657],[-1.63425571  0.22173468]
18,-0.110551286201,"[[ 0.52547736 -2.99276979  0.11053585 -0.02999981]
 [-2.24880322  1.1891342   0.          0.        ]]",[-0.26918924  0.03604472],-1.22367,"[ 0.77331764 -0.62257279  0.73147786  0.27982658  0.96574904 -0.25507606
  0.03456749  0.50301733 -1.12114469  0.19633241  0.        ]",[-0.09616359 -0.05926657],[ 1.69617637  1.85889044]
19,-0.105734383519,"[[ 0.52067438 -2.92949375  0.11053585 -0.02999981]
 [ 1.75514996  5.12534887  0.          0.        ]]",[-0.56733847  0.02490264],-1.17498,"[ 0.77680474 -0.60742618  0.72501772  0.09008335  0.96574723 -0.2550758
  0.29901106  1.03309309 -1.08717657  0.1523271   0.        ]",[-0.09616359 -0.05926657],[-0.10301209  0.82655841]
20,-0.0939942860519,"[[ 0.55133725 -2.79516764  0.11053585 -0.02999981]
 [ 1.31259302  8.296694    0.          0.        ]]",[-0.5393905  0.0351727],-1.10774,"[ 0.75403712 -0.55807533  0.76593968 -0.30327111  0.96574543 -0.25507553
  0.26978177  1.46016386 -0.99736728  0.07130122  0.        ]",[-0.09616359 -0.05926657],[-1.38487083 -2.0605262 ]
21,-0.084116644404,"[[ 0.53760274 -2.67061078  0.11053585 -0.02999981]
 [-2.67271626  4.17274551  0.          0.        ]]",[-0.0727956   0.13625002],-1.06669,"[ 0.76437877 -0.49209065  0.7477005  -0.65150179  0.96574362 -0.25507527
  0.00656876  0.90480354 -0.9151431   0.00319747  0.        ]",[-0.09616359 -0.05926657],[ 0.5488488  -0.78570296]
22,-0.0813605413742,"[[ 0.50648057 -2.6191985   0.11053585 -0.02999981]
 [-0.4469208   0.97912163  0.          0.        ]]",[-0.17261907  0.18435049],-1.05662,"[ 0.78693958 -0.45941629  0.70582288 -0.78928506  0.96574181 -0.25507501
  0.15357323  0.47472797 -0.88849595 -0.02880651  0.        ]",[-0.09616359 -0.05926657],[-0.02550067  1.25754332]
23,-0.0770928534223,"[[ 0.49661848 -2.56008273  0.11053585 -0.02999981]
 [-0.53899366  4.91932364  0.          0.        ]]",[-0.14804505  0.16480178],-1.02697,"[ 0.79383195 -0.41807633  0.69239777 -0.94272274  0.96574    -0.25507474
  0.14749204  1.00534068 -0.84849319 -0.05810788  0.        ]",[-0.09616359 -0.05926657],[-0.57779386  0.01335052]
24,-0.0714229061988,"[[ 0.46299433 -2.46214312  0.11053585 -0.02999981]
 [-2.81581469  4.87479386  0.          0.        ]]",[ 0.13676623  0.17787004],-1.0444,"[ 0.81639552 -0.34109274  0.64609542 -1.18380478  0.96573819 -0.25507448
 -0.00288289  0.99934206 -0.78756061 -0.10879197  0.        ]",[-0.09616359 -0.05926657],[ 1.3283677   2.10931355]
25,-0.0623261245898,"[[ 0.44695702 -2.32588798  0.11053585 -0.02999981]
 [ 1.19861367  8.7378297   0.          0.        ]]",[-0.2005325   0.14716166],-0.970707,"[ 0.82664023 -0.21762777  0.62373137 -1.48819124  0.96573638 -0.25507422
  0.26225406  1.51956012 -0.68693275 -0.16007419  0.        ]",[-0.09616359 -0.05926657],[-1.0082297  -0.63315316]
26,-0.0534037325949,"[[ 0.43097124 -2.17801957  0.11053585 -0.02999981]
 [-2.78382797  6.05796232  0.          0.        ]]",[ 0.20097338  0.17841375],-0.974613,"[  8.36516427e-01  -6.45478062e-02   6.01267477e-01  -1.77179211e+00
   9.65734567e-01  -2.55073952e-01  -7.70804756e-04   1.15866860e+00
  -5.72973382e-01  -2.00796002e-01   0.00000000e+00]",[-0.09616359 -0.05926657],[-0.03786486  1.02176438]
27,-0.0501163108091,"[[ 0.37434096 -2.01833549  0.11053585 -0.02999981]
 [-2.87892547  9.89765021  0.          0.        ]]",[ 0.23604909  0.10929698],-0.927089,"[ 0.86877429  0.1193103   0.52039648 -2.01652632  0.96573276 -0.25507369
 -0.00705163  1.67574033 -0.46905489 -0.25556089  0.        ]",[-0.09616359 -0.05926657],[-0.59746472  0.15054678]
28,-0.0518162620419,"[[  0.29360486  -1.81636499   0.11053585  -0.02999981]
 [ -5.18693835  10.29809423   0.           0.        ]]",[ 0.52398485  0.06193   ],-0.928625,"[ 0.90723962  0.37226076  0.40201948 -2.2252989   0.96573095 -0.25507343
 -0.15948708  1.72966    -0.34570007 -0.32002548  0.        ]",[-0.09616359 -0.05926657],[ 0.36033     0.94763192]
29,-0.0581621279617,"[[  0.20519901  -1.57480247   0.11053585  -0.02999981]
 [ -3.65885936  13.84631034   0.           0.        ]]",[ 0.35433698 -0.09939685],-0.874392,"[ 0.93895242  0.69118477  0.26906845 -2.31672171  0.96572914 -0.25507316
 -0.05856303  2.20747205 -0.19992005 -0.37358732  0.        ]",[-0.09616359 -0.05926657],[-1.4013152   0.22509613]
30,-0.0695287497525,"[[  0.09303833  -1.29167556   0.11053585  -0.02999981]
 [ -7.54412191  14.46438871   0.           0.        ]]",[ 0.7599467  -0.22812358],-0.859858,"[ 0.96316452  1.06401496  0.09697374 -2.19874586  0.96572733 -0.2550729
 -0.31517024  2.2906921  -0.0479093  -0.42133132  0.        ]",[-0.09616359 -0.05926657],[ 0.70030251  1.02880031]
31,-0.081695095789,"[[ -0.02855455  -0.96553877   0.11053585  -0.02999981]
 [ -4.62509076  18.13699413   0.           0.        ]]",[ 0.4565981  -0.49316773],-0.667866,"[ 0.96885799  1.45544559 -0.09157164 -1.77515633  0.96572552 -0.25507263
 -0.1223785   2.78524022  0.10936794 -0.43696542  0.        ]",[-0.09616359 -0.05926657],[ 0.05094947 -1.83889443]
32,-0.0894475049789,"[[ -0.11810647  -0.6461297    0.11053585  -0.02999981]
 [ -4.33098911  13.81829928   0.           0.        ]]",[ 0.48811698 -0.61978   ],-0.717142,"[ 0.95932044  1.76148423 -0.23017125 -1.10368284  0.96572371 -0.25507237
 -0.10295401  2.20365406  0.25437914 -0.37767529  0.        ]",[-0.09616359 -0.05926657],[ 0.12912503 -0.53627846]
33,-0.0939117967406,"[[ -0.19873421  -0.39381549   0.11053585  -0.02999981]
 [ -3.7337523   11.42110463   0.           0.        ]]",[ 0.5006066  -0.75058138],-0.737861,"[ 0.94083071  1.9282479  -0.35373609 -0.43790802  0.9657219  -0.25507211
 -0.06350851  1.88083065  0.33595613 -0.32203594  0.        ]",[-0.09616359 -0.05926657],[ 1.2666056   0.07608575]
34,-0.095127000085,"[[ -0.23297816  -0.16465454   0.11053585  -0.02999981]
 [  0.29591809  11.49473745   0.           0.        ]]",[ 0.02338508 -0.93868828],-0.673443,"[ 0.93016602  2.01230098 -0.40565958  0.23218614  0.96572009 -0.25507184
  0.20263745  1.89073791  0.40881752 -0.19390516  0.        ]",[-0.09616359 -0.05926657],[-0.25389303 -1.25894399]
35,-0.0956528565819,"[[-0.23717987  0.023233    0.11053585 -0.02999981]
 [-0.71271735  7.30796847  0.          0.        ]]",[ 0.04121365 -0.99212933],-0.747308,"[ 0.92874148  2.029971   -0.41200244  0.80271023  0.96571828 -0.25507158
  0.13602028  1.32693131  0.45497924 -0.03805491  0.        ]",[-0.09616359 -0.05926657],[-0.32820903 -0.96542178]
36,-0.095618155359,"[[-0.26430407  0.1295916   0.11053585 -0.02999981]
 [-1.99543956  3.34110951  0.          0.        ]]",[ 0.23713347 -0.97587132],-0.758751,"[ 0.91895529  2.01913653 -0.45279145  1.12585581  0.96571647 -0.25507132
  0.05130059  0.79274115  0.46145124  0.01120287  0.        ]",[-0.09616359 -0.05926657],[ 1.44378569 -0.31302754]
