timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-3.81178164 -2.50174332],[-4.34260521 -1.06126226],-0.222961145166,-0.222961145166,"[[-0.06290983 -0.03432679  0.05968802 -0.18229339]
 [ 0.00045631  0.00177658  0.          0.        ]]","[ 1.04368107  1.61761758 -0.11741686  1.09334092  0.52331382 -1.57766022
 -0.0305873   0.33203214  1.00430793  1.99642169  0.        ]",[-0.54011101 -0.44998062]
1,[-2.77009177 -1.25881314],[-3.12448027 -2.58307002],-0.212732210081,-0.212732210081,"[[-0.10257589 -0.07400401  0.05968802 -0.18229339]
 [-3.95390402 -3.95631194  0.          0.        ]]","[ 1.03874701  1.61482503 -0.17536099  0.98895806  0.52331337 -1.57765649
 -0.52577785 -0.28526291  0.98994446  1.8549106   0.        ]",[-0.54011101 -0.44998062]
2,[-1.15908372  0.11720175],[-1.12309066 -0.11743921],-0.180984410058,-0.180984410058,"[[-0.22054525 -0.19205698  0.05968802 -0.18229339]
 [-7.83015957 -7.83605455  0.          0.        ]]","[ 1.01020842  1.59450422 -0.34594265  0.6808382   0.52331291 -1.57765277
 -1.01118692 -0.8903388   0.90084626  1.44557216  0.        ]",[-0.54011101 -0.44998062]
3,[ 1.04363298  1.16381097],[ 1.42238374  1.25114183],-0.128937180013,-0.128937180013,"[[ -0.41528655  -0.35187163   0.05968802  -0.18229339]
 [-11.63136578  -8.14436857   0.           0.        ]]","[ 0.9187553   1.53882525 -0.6166825   0.27566583  0.52331246 -1.57764904
 -1.48719595 -0.93842166  0.63913454  0.8756581   0.        ]",[-0.54011101 -0.44998062]
4,[ 0.75634712  0.36967462],[-0.43468644  0.20967559],-0.0796323981917,-0.0796323981917,"[[-0.60593212 -0.47342723  0.05968802 -0.18229339]
 [-7.44705601 -4.02492383  0.          0.        ]]","[ 0.77877351  1.47557258 -0.86013535 -0.01754563  0.52331201 -1.57764531
 -0.96320809 -0.29596086  0.29293206  0.45708121  0.        ]",[-0.54011101 -0.44998062]
5,[ 2.00556946  0.95705253],[ 1.99094762  1.0117095 ],-0.040322414929,-0.040322414929,"[[-0.77065394 -0.54478919  0.05968802 -0.18229339]
 [-9.01988962 -3.11429858  0.          0.        ]]","[ 0.62150725  1.43042325 -1.04641663 -0.18169032  0.52331156 -1.57764159
 -1.16016676 -0.15394132 -0.03417379  0.20809873  0.        ]",[-0.54011101 -0.44998062]
6,[ 1.2188108  -0.04194652],[ 0.82655861  0.18484133],-0.013561424955,-0.013561424955,"[[-0.90958357 -0.56674211  0.05968802 -0.18229339]
 [-4.88679835  0.90559457  0.          0.        ]]","[ 0.46594967  1.41538387 -1.18222229 -0.23082557  0.52331111 -1.57763786
 -0.64259355  0.4729938  -0.2967672   0.06938835  0.        ]",[-0.54011101 -0.44998062]
7,[ 0.6195628  -0.46757486],[ 0.74236348 -0.8961612 ],-0.0105697652986,-0.0105697652986,"[[-0.97354337 -0.54147844  0.05968802 -0.18229339]
 [-1.5203957   1.6183906   0.          0.        ]]","[ 0.38815427  1.43263882 -1.23739062 -0.17422213  0.52331066 -1.57763413
 -0.22103037  0.58415975 -0.38582775  0.02350826  0.        ]",[-0.54011101 -0.44998062]
8,[ 0.25813138  0.10608813],[-0.62116466 -1.07278217],-0.0105106233487,-0.0105106233487,"[[-0.97417007 -0.54504531  0.05968802 -0.18229339]
 [ 1.44783718 -1.96313771  0.          0.        ]]","[ 0.38737405  1.4302421  -1.23790491 -0.18226698  0.52331021 -1.57763041
  0.15067136  0.02559029 -0.39065467  0.0228366   0.        ]",[-0.54011101 -0.44998062]
9,[ 1.23486984  1.27862453],[ 1.99307415  0.91241434],-0.0116587293497,-0.0116587293497,"[[-0.97014292 -0.62363707  0.05968802 -0.18229339]
 [-1.03688663 -5.88298149  0.          0.        ]]","[ 0.39237966  1.37396752 -1.23457609 -0.35493829  0.52330976 -1.57762668
 -0.16048235 -0.58574217 -0.46504669  0.02408281  0.        ]",[-0.54011101 -0.44998062]
10,[-0.14717577  0.25838679],[ 0.19876283  0.37898931],-0.0139143141753,-0.0139143141753,"[[-0.95099418 -0.70389355  0.05968802 -0.18229339]
 [ 2.93857189 -2.15507566  0.          0.        ]]","[ 0.41599187  1.3097898  -1.21848843 -0.52145644  0.5233093  -1.57762296
  0.33735137 -0.00434327 -0.51378173  0.04044318  0.        ]",[-0.54011101 -0.44998062]
11,[-0.66190159 -0.18156806],[-0.6158035  -0.42600952],-0.0051644710311,-0.0051644710311,"[[-0.88492111 -0.73151272  0.05968802 -0.18229339]
 [ 3.66631299 -0.61198005  0.          0.        ]]","[ 0.49495299  1.28620672 -1.15966189 -0.57627426  0.52330885 -1.57761923
  0.42848377  0.23631572 -0.42415619  0.08246538  0.        ]",[-0.54011101 -0.44998062]
12,[ 0.05626172  0.39999598],[-0.73554567 -0.15973997],-0.00478574643352,-0.00478574643352,"[[-0.83676112 -0.76054658  0.05968802 -0.18229339]
 [ 1.15803024 -2.28583812  0.          0.        ]]","[ 0.54990523  1.26062174 -1.11364866 -0.63245173  0.5233084  -1.5776155
  0.1143791  -0.02473713 -0.36966821  0.11689596  0.        ]",[-0.54011101 -0.44998062]
