timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.410849537828,[-1.56073971 -1.54123556],-0.410849537828,[-0.67944527 -2.51501918],"[[ 0.06353408  0.08871926 -0.19076485  0.11980205]
 [-0.00169029  0.00426035  0.          0.        ]]","[ 1.04160112  2.0396744   0.03635326  1.1412676  -1.64787011  1.05051822
  0.00354164  0.36647501  2.89445045 -0.76683078  0.        ]",[-0.22845733 -0.18688127]
1,-0.415119022517,[ 0.84847416 -2.24303853],-0.415119022517,[-0.36254013 -2.32645202],"[[ 0.02382549  0.04909119 -0.19076485  0.11980205]
 [-3.95600415 -3.95388164  0.          0.        ]]","[ 1.04407368  2.04334662 -0.02373737  1.020485   -1.64786213  1.05051534
 -0.38507838 -0.19596384  2.90366403 -0.88021517  0.        ]",[-0.22845733 -0.18688127]
2,-0.421422807204,[-0.72734452 -1.93706898],-0.421422807204,[-0.22388911 -2.12949324],"[[-0.02081797 -0.06894231 -0.19076485  0.11980205]
 [-0.51979366 -7.8365231   0.          0.        ]]","[ 1.04416667  2.04175101 -0.09135915  0.66008475 -1.64785416  1.05051247
 -0.04737531 -0.74767375  2.90247731 -1.08079543  0.        ]",[-0.22845733 -0.18688127]
3,-0.426351378904,[-0.9180611  -1.33665638],-0.426351378904,[ 0.16989154 -1.9190135 ],"[[ -0.05996539  -0.26383281  -0.19076485   0.11980205]
 [ -3.38545866 -11.639857     0.           0.        ]]","[ 1.04190703  1.99819831 -0.15060884  0.07379032 -1.64784619  1.05050959
 -0.32900628 -1.28811166  2.85889186 -1.34151546  0.        ]",[-0.22845733 -0.18688127]
4,-0.427105817794,[-0.15810889 -2.43471427],-0.427105817794,[ 0.45255107 -1.8363266 ],"[[ -0.16343229  -0.53403188  -0.19076485   0.11980205]
 [ -6.94953533 -15.36762834   0.           0.        ]]","[ 1.02544546  1.85682137 -0.30629812 -0.68460919 -1.64783821  1.05050671
 -0.67927525 -1.81780618  2.68946123 -1.7538056   0.        ]",[-0.22845733 -0.18688127]
5,-0.413169636064,[-0.07162989 -0.2597068 ],-0.413169636064,[ 0.42078066 -1.88540149],"[[ -0.30732046  -0.87805666  -0.19076485   0.11980205]
 [ -7.43789254 -19.0226596    0.           0.        ]]","[ 0.97757536  1.55673224 -0.51807236 -1.48048048 -1.64783024  1.05050383
 -0.7272686  -2.33715353  2.31804198 -2.16010801  0.        ]",[-0.22845733 -0.18688127]
6,-0.379459517104,[ 0.77576872 -1.77404874],-0.379459517104,[ 0.32842994 -1.88359284],"[[ -0.45746775  -1.26504635  -0.19076485   0.11980205]
 [ -7.57650134 -19.67413071   0.           0.        ]]","[ 0.89765784  1.10056999 -0.72889474 -2.04301347 -1.64782227  1.05050095
 -0.74088932 -2.42970288  1.80815981 -2.34612203  0.        ]",[-0.22845733 -0.18688127]
7,-0.329071875979,[-0.24705399 -0.76473115],-0.329071875979,[ 0.01920404 -1.77481437],"[[ -0.57671453  -1.69435364  -0.19076485   0.11980205]
 [ -4.35891474 -23.24467376   0.           0.        ]]","[ 0.81354111  0.52739476 -0.88582334 -2.16140485 -1.64781429  1.05049808
 -0.42467014 -2.93702141  1.32574151 -2.21807666  0.        ]",[-0.22845733 -0.18688127]
8,-0.268370676649,[ 0.20272817 -0.77118979],-0.268370676649,[-0.08656055 -1.48696423],"[[ -0.67286893  -2.18500903  -0.19076485   0.11980205]
 [ -5.25364056 -25.81231982   0.           0.        ]]","[ 0.73327007 -0.08471725 -1.00391711 -1.6262708  -1.64780632  1.0504952
 -0.51260141 -3.30181558  1.0022563  -1.80939768  0.        ]",[-0.22845733 -0.18688127]
9,-0.219744015485,[-1.27618414 -2.35635042],-0.219744015485,[-0.19395074 -1.08158457],"[[ -0.76887503  -2.72676521  -0.19076485   0.11980205]
 [ -4.34973987 -28.35482387   0.           0.        ]]","[ 0.64283132 -0.54253981 -1.11312669 -0.3607974  -1.64779835  1.05049232
 -0.42376688 -3.66301498  0.97089262 -1.25536553  0.        ]",[-0.22845733 -0.18688127]
10,-0.217740247381,[-0.9041395  -2.49068527],-0.217740247381,[-0.09263089 -1.04479146],"[[-0.89473532 -3.16673391 -0.19076485  0.11980205]
 [-8.22266217 -7.29879508  0.          0.        ]]","[ 0.51009694 -0.65669794 -1.24145471  0.94737247 -1.64779038  1.05048944
 -0.80439004 -0.67117969  1.20414977 -0.87579775  0.        ]",[-0.22845733 -0.18688127]
11,-0.219186832834,[-0.13845296 -2.35375078],-0.219186832834,[ 0.14058332 -1.049891  ],"[[ -1.09346604  -3.17707521  -0.19076485   0.11980205]
 [-11.63918133   2.97068265   0.           0.        ]]","[ 0.27264178 -0.65627329 -1.40532678  0.97895068 -1.6477824   1.05048656
 -1.14015706  0.78800144  1.21741325 -0.87602132  0.        ]",[-0.22845733 -0.18688127]
12,-0.215779716013,[-0.55477038 -1.20014635],-0.215779716013,[ 0.23373187 -0.96729881],"[[ -1.32943754  -3.10940619  -0.19076485   0.11980205]
 [-11.95693491   3.17584189   0.           0.        ]]","[-0.04201301 -0.65642271 -1.53073318  0.77224237 -1.64777443  1.05048369
 -1.17138178  0.81715061  1.17623784 -0.8941668   0.        ]",[-0.22845733 -0.18688127]
13,-0.212480644791,[ 0.14779701 -0.28636971],-0.212480644791,[ 0.34269494 -0.86377019],"[[ -1.58823996  -3.05817788  -0.19076485   0.11980205]
 [-13.91677381   1.93623961   0.           0.        ]]","[-0.40817718 -0.65242372 -1.57440459  0.61600386 -1.64776646  1.05048081
 -1.3639866   0.64101506  1.14987023 -0.88576076  0.        ]",[-0.22845733 -0.18688127]
14,-0.210905024395,[ 1.92548403 -1.93129176],-0.210905024395,[ 0.31877795 -0.81125808],"[[ -1.85794025  -3.02886276  -0.19076485   0.11980205]
 [-13.05612182   1.04797799   0.           0.        ]]","[-0.78762797 -0.64854466 -1.51260611  0.52687113 -1.64775849  1.05047793
 -1.27939877  0.51480154  1.14786008 -0.86196766  0.        ]",[-0.22845733 -0.18688127]
15,-0.211005001704,[-2.15056803 -0.88973632],-0.211005001704,[ 0.1763183 -0.8065238],"[[-2.07674474 -3.0145885  -0.19076485  0.11980205]
 [-8.83838139  0.45718218  0.          0.        ]]","[-1.07520467 -0.64623738 -1.38483755  0.48357199 -1.64775051  1.05047505
 -0.86488469  0.4308549   1.15954766 -0.84129518  0.        ]",[-0.22845733 -0.18688127]
16,-0.212561827354,[-0.19642261  0.2082946 ],-0.212561827354,[ 0.26079473 -0.80510128],"[[ -2.29148179  -3.00831274  -0.19076485   0.11980205]
 [-12.62271139   0.20280433   0.           0.        ]]","[-1.32542932 -0.64513586 -1.19796149  0.4645593  -1.64774254  1.05047218
 -1.23679803  0.3947098   1.18159371 -0.82603295  0.        ]",[-0.22845733 -0.18688127]
17,-0.214757232274,[ 0.47112086 -0.26977264],-0.214757232274,[ 0.24190277 -0.85127455],"[[ -2.54923127  -2.99602111  -0.19076485   0.11980205]
 [-13.15047555   1.02362611   0.           0.        ]]","[-1.56774479 -0.64282682 -0.90554846  0.42736902 -1.64773457  1.0504693
 -1.28866128  0.5113395   1.20929445 -0.81039592  0.        ]",[-0.22845733 -0.18688127]
18,-0.217833255535,[ 0.83257404 -0.89013188],-0.217833255535,[ 0.16520725 -0.86125296],"[[ -2.79091396  -2.98646748  -0.19076485   0.11980205]
 [-11.02488012  -0.06464072   0.           0.        ]]","[-1.72409462 -0.64089236 -0.58018219  0.39850881 -1.6477266   1.05046642
 -1.07975871  0.35670703  1.24048553 -0.80346491  0.        ]",[-0.22845733 -0.18688127]
19,-0.222343663702,[-0.27609373  0.01089672],-0.222343663702,[ 0.12605605 -0.80848008],"[[-2.97614908 -3.01165977 -0.19076485  0.11980205]
 [-7.51027328 -0.82573078  0.          0.        ]]","[-1.79148179 -0.64572571 -0.30926078  0.47469505 -1.64771863  1.05046354
 -0.73434836  0.24856319  1.27197532 -0.82342263  0.        ]",[-0.22845733 -0.18688127]
20,-0.226123647815,[-0.10892297 -1.74692958],-0.226123647815,[ 0.1936214  -0.79877079],"[[-3.13583004 -3.01460831 -0.19076485  0.11980205]
 [-8.45468819  0.21318302  0.          0.        ]]","[-1.81094305 -0.64623484 -0.06851206  0.48362868 -1.64771066  1.05046066
 -0.82716191  0.39618232  1.2944396  -0.84848464  0.        ]",[-0.22845733 -0.18688127]
21,-0.228697316693,[ 1.32869475 -0.77836741],-0.228697316693,[ 0.21054082 -0.80599648],"[[-3.30757142 -3.01023254 -0.19076485  0.11980205]
 [-8.71857183  0.19471705  0.          0.        ]]","[-1.79133589 -0.64547213  0.19049499  0.4703701  -1.64770268  1.05045779
 -0.853094    0.39355789  1.31261463 -0.85942192  0.        ]",[-0.22845733 -0.18688127]
22,-0.230735558537,[-0.15252813  0.4787116 ],-0.230735558537,[ 0.1780147  -0.75878608],"[[-3.4404863  -3.00691738 -0.19076485  0.11980205]
 [-4.58668594  0.13075505  0.          0.        ]]","[-1.74764664 -0.64487692  0.38628032  0.46033007 -1.64769471  1.05045491
 -0.44701885  0.3844689   1.32580702 -0.87061416  0.        ]",[-0.22845733 -0.18688127]
23,-0.231718399609,[ 0.33561564 -0.52111763],-0.231718399609,[ 0.1794394  -0.82094759],"[[-3.53736728 -2.98531016 -0.19076485  0.11980205]
 [-5.09970112  2.02365907  0.          0.        ]]","[-1.70057387 -0.64064393  0.52422078  0.39501176 -1.64768674  1.05045203
 -0.49743632  0.65343215  1.33892686 -0.86166531  0.        ]",[-0.22845733 -0.18688127]
24,-0.232904925262,[-0.9811564  -1.20084892],-0.232904925262,[ 0.17363946 -0.77627432],"[[-3.62501695 -2.96594107 -0.19076485  0.11980205]
 [-3.67003223 -0.07974138  0.          0.        ]]","[-1.64732687 -0.63631964  0.64433256  0.33664705 -1.64767877  1.05044915
 -0.35693018  0.35455731  1.35255755 -0.85537351  0.        ]",[-0.22845733 -0.18688127]
25,-0.235214620355,[-0.64772944 -1.0650741 ],-0.235214620355,[ 0.25379223 -0.75882804],"[[-3.73666666 -3.00724934 -0.19076485  0.11980205]
 [-7.48219965 -3.02453922  0.          0.        ]]","[-1.56551004 -0.64493354  0.78938658  0.46133355 -1.6476708   1.05044628
 -0.73158298 -0.06387241  1.34797636 -0.90929027  0.        ]",[-0.22845733 -0.18688127]
26,-0.237125426409,[-0.3606187  -1.63301835],-0.237125426409,[ 0.31663939 -0.8360365 ],"[[-3.91055391 -3.02855525 -0.19076485  0.11980205]
 [-9.89850532  0.05493478  0.          0.        ]]","[-1.40920836 -0.64848366  0.99361391  0.52593011 -1.64766283  1.0504434
 -0.96905168  0.37369371  1.34396318 -0.95253765  0.        ]",[-0.22845733 -0.18688127]
27,-0.239160566711,[ 0.71484549 -1.1926221 ],-0.239160566711,[ 0.33909389 -0.87817824],"[[ -4.12088318  -3.0216409   -0.19076485   0.11980205]
 [-11.13032445   0.45002797   0.           0.        ]]","[-1.17931317 -0.64739668  1.19767904  0.50494708 -1.64765486  1.05044052
 -1.09011005  0.42983244  1.35050418 -0.97642675  0.        ]",[-0.22845733 -0.18688127]
28,-0.240845850378,[ 0.97461314  0.30472754],-0.240845850378,[ 0.32079813 -0.86231077],"[[-4.31288177 -3.01366429 -0.19076485  0.11980205]
 [-8.07970242  0.32394093  0.          0.        ]]","[-0.93853259 -0.64606323  1.33575338  0.48076232 -1.64764689  1.05043765
 -0.79029755  0.41191589  1.35393028 -0.99977719  0.        ]",[-0.22845733 -0.18688127]
29,-0.242628745035,[-0.31230689 -0.76212645],-0.242628745035,[ 0.29345956 -0.87104529],"[[-4.43415406 -2.99514163 -0.19076485  0.11980205]
 [-4.06091911  1.52431945  0.          0.        ]]","[-0.77533652 -0.64263969  1.39677938  0.42470171 -1.64763892  1.05043477
 -0.39533642  0.58247886  1.36509634 -1.01006505  0.        ]",[-0.22845733 -0.18688127]
