timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[  1.02103529e+00   1.86378046e+00   4.58855298e-02   7.47888340e-01
   1.44196122e+00   4.02739777e-01  -4.94241609e-02   3.52096985e-01
   1.77555942e-04  -2.58133532e-01   0.00000000e+00]",[ 2.16322807 -0.74504509],-0.0579962803694,-0.0579962803694,[ 1.38744485 -0.59098613],"[[ 0.0746434  -0.08031606  0.16662938  0.04565076]
 [-0.00250349  0.00373949  0.          0.        ]]",[-0.29866686 -0.2531707 ]
1,"[ 1.01553585  1.86008783  0.1051493   0.66447008  1.44195679  0.40273931
  0.37777253 -0.07886288 -0.00301544 -0.20909897  0.        ]",[ 0.67089322 -0.39675179],-0.0544471252744,-0.0544471252744,[ 0.75949872 -0.33745933],"[[ 0.11429588 -0.10985645  0.16662938  0.04565076]
 [ 3.95457418 -2.94793465  0.          0.        ]]",[-0.29866686 -0.2531707 ]
2,"[ 0.98994176  1.84582285  0.26044759  0.45645184  1.44195235  0.40273884
  0.65591024 -0.2998542  -0.01848931 -0.07597183  0.        ]",[-0.89151871  0.51311947],-0.0455488192398,-0.0455488192398,[ 0.09932568 -0.23940085],"[[ 0.21923676 -0.18400153  0.16662938  0.04565076]
 [ 6.53093828 -4.46152001  0.          0.        ]]",[-0.29866686 -0.2531707 ]
3,"[ 0.95363384  1.82651624  0.39645356  0.26830576  1.44194792  0.40273838
  0.26113526  0.0098951  -0.04081192  0.0395714   0.        ]",[-0.6135445  -0.57338557],-0.0391498283316,-0.0391498283316,[ 0.40405425 -0.42482722],"[[ 0.31316633 -0.25194621  0.16662938  0.04565076]
 [ 2.87419088 -2.34002982  0.          0.        ]]",[-0.29866686 -0.2531707 ]
4,"[ 0.93814505  1.80085861  0.44272056  0.08029755  1.44194349  0.40273791
 -0.00694175 -0.31468938 -0.04835067  0.03053172  0.        ]",[ 0.86575996 -0.25659018],-0.0384966964999,-0.0384966964999,[ 0.91156816 -0.00251579],"[[ 0.345736   -0.32105181  0.16662938  0.04565076]
 [ 0.39103021 -4.56312705  0.          0.        ]]",[-0.29866686 -0.2531707 ]
5,"[ 0.91594839  1.75293498  0.50173288 -0.18542017  1.44193906  0.40273744
  0.36200978 -0.4500241  -0.06151442  0.00625583  0.        ]",[-0.23853695  0.12402151],-0.0376934129219,-0.0376934129219,[ 0.35067788  0.11026233],"[[ 0.38784573 -0.42161454  0.16662938  0.04565076]
 [ 3.80857802 -5.49004395  0.          0.        ]]",[-0.29866686 -0.2531707 ]
6,"[ 0.87635778  1.69078706  0.59208705 -0.44730887  1.44193463  0.40273697
  0.25197775 -0.36239709 -0.08644373  0.02434233  0.        ]",[ 0.74426514  0.25078126],-0.034360083691,-0.034360083691,[ 0.42061749  0.11317006],"[[ 0.45379132 -0.52539379  0.16662938  0.04565076]
 [ 2.78937082 -4.88988616  0.          0.        ]]",[-0.29866686 -0.2531707 ]
7,"[ 0.81705554  1.62932756  0.70397989 -0.65487599  1.44193019  0.40273651
  0.56385827 -0.20342209 -0.12110592  0.09433124  0.        ]",[-2.30809482  0.47431381],-0.0290218233491,-0.0290218233491,[-0.31262392 -0.07855338],"[[ 0.53856375 -0.61226718  0.16662938  0.04565076]
 [ 5.67827607 -3.8010629   0.          0.        ]]",[-0.29866686 -0.2531707 ]
8,"[ 0.75893     1.58504615  0.79560898 -0.78316155  1.44192576  0.40273604
  0.12455598  0.08198771 -0.15395051  0.17093171  0.        ]",[-0.21031059 -0.56716248],-0.0256615355496,-0.0256615355496,[ 0.14127278 -0.23176247],"[[ 0.61130212 -0.66867528  0.16662938  0.04565076]
 [ 1.60909456 -1.84628367  0.          0.        ]]",[-0.29866686 -0.2531707 ]
9,"[ 0.73875493  1.53514789  0.82428638 -0.9115357   1.44192133  0.40273557
  0.03137283 -0.24052273 -0.16820184  0.15162285  0.        ]",[ 1.11310574  0.76686778],-0.02366563599,-0.02366563599,[ 0.38931426  0.15575191],"[[ 0.63482402 -0.72776335  0.16662938  0.04565076]
 [ 0.74595593 -4.05516506  0.          0.        ]]",[-0.29866686 -0.2531707 ]
