timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.0972690560757,[-1.83378292  1.41070514],-0.0972690560757,[-0.88458472 -1.07407939],"[[ -5.10787072e-02   3.82508503e-02   1.50274218e-01  -8.33980197e-02]
 [ -1.40289191e-03   1.17310371e-04   0.00000000e+00   0.00000000e+00]]","[  1.03633958e+00   2.01012593e+00  -1.32840932e-01   1.00057059e+00
   1.30425083e+00  -7.13977074e-01   9.05981794e-04   3.63901903e-01
   1.65724718e-01   8.03832608e-01   0.00000000e+00]",[-0.24485497 -0.19779721]
1,-0.0939923483564,[ 0.47329724 -1.28778092],-0.0939923483564,[-0.44370395 -1.23951483],"[[-0.09081245  0.07799645  0.15027422 -0.08339802]
 [-3.95879057  3.96123456  0.          0.        ]]","[ 1.03229259  2.00701609 -0.19279534  1.12046707  1.30424643 -0.71397573
 -0.39396895  0.92903631  0.16344291  0.76786934  0.        ]",[-0.24485497 -0.19779721]
2,-0.0872548029158,[ 0.43185528 -0.10425142],-0.0872548029158,[-0.4098047  -0.99321663],"[[-0.15040151  0.1166988   0.15027422 -0.08339802]
 [-2.00662046 -0.07753583  0.          0.        ]]","[ 1.02199619  2.00195748 -0.28227423  1.23685981  1.30424204 -0.71397439
 -0.19917732  0.3528203   0.15719697  0.69328589  0.        ]",[-0.24485497 -0.19779721]
3,-0.083014171249,[-1.15155596  0.07089668],-0.083014171249,[-0.548778   -1.01177573],"[[-0.1729935   0.11101499  0.15027422 -0.08339802]
 [-0.25839966 -0.48946973  0.          0.        ]]","[ 1.01677074  2.00281126 -0.31600483  1.21979092  1.30423765 -0.71397304
 -0.02473618  0.29404881  0.15304228  0.64481248  0.        ]",[-0.24485497 -0.19779721]
4,-0.0751134096492,[-0.02399477 -1.10291941],-0.0751134096492,[ 0.10411181 -0.81766796],"[[-0.21780194  0.10415475  0.15027422 -0.08339802]
 [-4.20928849 -0.1975331   0.          0.        ]]","[ 1.00427628  2.00378696 -0.38249589  1.19917573  1.30423326 -0.7139717
 -0.41896397  0.33569933  0.14195641  0.55353408  0.        ]",[-0.24485497 -0.19779721]
5,-0.0587492986173,[ 1.76192822 -0.66190688],-0.0587492986173,[ 0.5564177 -0.3797369],"[[-0.30208928  0.06051546  0.15027422 -0.08339802]
 [-4.21941381 -4.1532126   0.          0.        ]]","[ 0.97317334  2.00858872 -0.50568649  1.06775331  1.30422887 -0.71397035
 -0.41997368 -0.2286631   0.10426018  0.35388325  0.        ]",[-0.24485497 -0.19779721]
6,-0.0459512018554,[ 0.47994039 -0.33178588],-0.0459512018554,[ 0.34736475 -0.19987245],"[[-0.34593972 -0.04803572  0.15027422 -0.08339802]
 [-0.17909096 -6.69343315  0.          0.        ]]","[ 0.95312486  2.00948433 -0.5685666   0.73988072  1.30422448 -0.71396901
 -0.0168205  -0.59107961  0.05051562  0.17162961  0.        ]",[-0.24485497 -0.19779721]
7,-0.0397580087589,[ 0.67868537  1.05978745],-0.0397580087589,[ 0.25301218 -0.01530731],"[[-0.33043246 -0.19376334  0.15027422 -0.08339802]
 [ 1.72347873 -7.87538616  0.          0.        ]]","[ 0.96051063  1.98591495 -0.54643498  0.30309658  1.30422008 -0.71396767
  0.1730225  -0.75970946  0.00327301  0.06839825  0.        ]",[-0.24485497 -0.19779721]
8,-0.0383211279773,[ 1.01506492 -2.40762779],-0.0383211279773,[-0.27937973 -0.37048376],"[[-0.26938311 -0.30998897  0.15027422 -0.08339802]
 [ 4.37266109 -3.76087884  0.          0.        ]]","[ 0.98640379  1.94706683 -0.4582134  -0.03686055  1.30421569 -0.71396632
  0.43736431 -0.17268483 -0.00790902  0.07439993  0.        ]",[-0.24485497 -0.19779721]
9,-0.0426680735255,[-1.05935194 -1.34536313],-0.0426680735255,[-0.86543435 -0.16042471],"[[-0.14309102 -0.42420146  0.15027422 -0.08339802]
 [ 8.2436748  -7.64739063  0.          0.        ]]","[ 1.02351414  1.89209514 -0.27132796 -0.35883703  1.3042113  -0.71396498
  0.82362301 -0.72717998  0.01889761  0.19673541  0.        ]",[-0.24485497 -0.19779721]
10,-0.041566643794,[-0.80921113  0.20038822],-0.041566643794,[-0.28013402  0.41781634],"[[ -0.01953138  -0.61534204   0.15027422  -0.08339802]
 [  4.12591955 -11.45401361   0.           0.        ]]","[ 1.03791357  1.764922   -0.08513927 -0.85941082  1.30420691 -0.71396364
  0.41274127 -1.2702748  -0.00702548  0.25288964  0.        ]",[-0.24485497 -0.19779721]
11,-0.0269654169506,[ 0.31965764  1.3309328 ],-0.0269654169506,[ 0.25019896  0.69183517],"[[  0.03004189  -0.83417467   0.15027422  -0.08339802]
 [  0.84228023 -10.43268103   0.           0.        ]]","[ 1.03753682  1.57068258 -0.01015197 -1.35351406  1.30420252 -0.71396229
  0.0850901  -1.12455605 -0.10658969  0.1708638   0.        ]",[-0.24485497 -0.19779721]
12,-0.0142841018659,[ 0.60326264  0.73448615],-0.0142841018659,[ 0.03466205  0.45697272],"[[ 0.0593949  -1.0010319   0.15027422 -0.08339802]
 [ 2.0889468  -6.26691598  0.          0.        ]]","[ 1.03564992  1.39312174  0.0342082  -1.65959001  1.30419813 -0.71396095
  0.20948599 -0.53021734 -0.20154127  0.10925805  0.        ]",[-0.24485497 -0.19779721]
13,-0.0121056631108,[-1.31223668  1.48603063],-0.0121056631108,[-0.45797384  0.15993339],"[[ 0.12469958 -1.09595213  0.15027422 -0.08339802]
 [ 4.43375774 -3.23519221  0.          0.        ]]","[ 1.02702904  1.28280051  0.13256752 -1.80262836  1.30419373 -0.7139596
  0.44345794 -0.09767486 -0.22798323  0.1512438   0.        ]",[-0.24485497 -0.19779721]
14,-0.0167953281693,[-0.82176778  0.03435047],-0.0167953281693,[-0.1793066  -0.04404932],"[[ 0.17278407 -1.12027421  0.15027422 -0.08339802]
 [ 0.38815273  0.78955138  0.          0.        ]]","[ 1.01679476  1.25359965  0.2045011  -1.83542456  1.30418934 -0.71395826
  0.0397743   0.4765437  -0.2163963   0.2080845   0.        ]",[-0.24485497 -0.19779721]
15,-0.0147074396172,[ 0.10408817  0.0240901 ],-0.0147074396172,[ 0.30352142  0.09104198],"[[ 0.14784547 -1.10326656  0.15027422 -0.08339802]
 [-2.87115043  0.91081381  0.          0.        ]]","[ 1.02250861  1.27404925  0.16725756 -1.81264269  1.30418495 -0.71395692
 -0.28544956  0.49384373 -0.21891713  0.18113433  0.        ]",[-0.24485497 -0.19779721]
16,-0.00975724994069,[ 0.22786864 -0.3561521 ],-0.00975724994069,[ 0.35223058  0.08776721],"[[ 0.09512462 -1.08427515  0.15027422 -0.08339802]
 [-2.40249612  0.98806842  0.          0.        ]]","[ 1.03167956  1.29667743  0.08809622 -1.78628328  1.30418056 -0.71395557
 -0.23868529  0.50486505 -0.23859441  0.11461186  0.        ]",[-0.24485497 -0.19779721]
17,-0.00842908124249,[-1.03002417 -0.52698254],-0.00842908124249,[ 0.3738485   0.20519888],"[[ 0.05660189 -1.07886165  0.15027422 -0.08339802]
 [-1.4529441  -0.44195389  0.          0.        ]]","[ 1.03586925  1.30308337  0.02998858 -1.7785861   1.30417617 -0.71395423
 -0.14393539  0.30083955 -0.26115609  0.06202281  0.        ]",[-0.24485497 -0.19779721]
18,-0.0169851122569,[ 1.09864489  0.0252008 ],-0.0169851122569,[ 1.18066788  0.67074209],"[[-0.01186292 -1.10853772  0.15027422 -0.08339802]
 [-5.38048936 -2.51872148  0.          0.        ]]","[ 1.03806522  1.26771569 -0.0735418  -1.81975562  1.30417178 -0.71395289
 -0.53583961  0.00454123 -0.33668438 -0.04702951  0.        ]",[-0.24485497 -0.19779721]
19,-0.0318349998501,[ 2.02463317  0.96723862],-0.0318349998501,[ 0.7675795   0.56824869],"[[-0.07870578 -1.15742081  0.15027422 -0.08339802]
 [-1.31730161 -2.37009097  0.          0.        ]]","[ 1.03371817  1.20832657 -0.17454207 -1.88236703  1.30416739 -0.71395154
 -0.13039909  0.02574676 -0.43446072 -0.15189889  0.        ]",[-0.24485497 -0.19779721]
20,-0.0301779442744,[-0.33465911  0.8108191 ],-0.0301779442744,[ 0.11132825  0.09384853],"[[-0.06509951 -1.16593578  0.15027422 -0.08339802]
 [ 2.66467476  1.50568509  0.          0.        ]]","[ 1.03511915  1.19784286 -0.15401099 -1.89259219  1.304163   -0.7139502
  0.26693781  0.57871512 -0.42939623 -0.13789702  0.        ]",[-0.24485497 -0.19779721]
21,-0.0189231535096,[ 1.54342324 -0.22274485],-0.0189231535096,[ 0.02552922 -0.26037085],"[[-0.02563019 -1.10390528  0.15027422 -0.08339802]
 [ 1.28683322  4.6867611   0.          0.        ]]","[ 1.0376866   1.27325986 -0.09436502 -1.81345285  1.3041586  -0.71394885
  0.12945104  1.03256708 -0.34426704 -0.06348718  0.        ]",[-0.24485497 -0.19779721]
22,-0.0116039011493,[-0.02507368 -0.62492758],-0.0116039011493,[-0.69940048 -0.5068121 ],"[[ 0.03955169 -1.01996077  0.15027422 -0.08339802]
 [ 5.21823147  3.71095093  0.          0.        ]]","[ 1.03703251  1.37156924  0.00422564 -1.68989605  1.30415421 -0.71394751
  0.52174152  0.89334303 -0.22907319  0.06907835  0.        ]",[-0.24485497 -0.19779721]
23,-0.0282595782034,[-1.20525123 -0.23811445],-0.0282595782034,[-0.89086252 -0.42993748],"[[ 0.14189115 -0.97130436  0.15027422 -0.08339802]
 [ 5.01641374  1.16317985  0.          0.        ]]","[ 1.02372162  1.42632862  0.15834609 -1.60991416  1.30414982 -0.71394617
  0.50160251  0.5298432  -0.13079322  0.25471043  0.        ]",[-0.24485497 -0.19779721]
24,-0.0393608689879,[-0.56081153 -1.25470604],-0.0393608689879,[-0.49715859 -0.25025052],"[[ 0.2015284  -0.95771905  0.15027422 -0.08339802]
 [ 0.96082694  0.1985489   0.          0.        ]]","[ 1.00908836  1.4412994   0.24722831 -1.58651451  1.30414543 -0.71394482
  0.09691828  0.39221541 -0.09255161  0.359409    0.        ]",[-0.24485497 -0.19779721]
25,-0.0348916020876,[-0.07222831  0.77603037],-0.0348916020876,[ 0.00914725  0.25069803],"[[ 0.19830285 -0.9935087   0.15027422 -0.08339802]
 [-1.27596014 -3.76431044  0.          0.        ]]","[ 1.01000564  1.40154064  0.24244539 -1.64714009  1.30414104 -0.71394348
 -0.12627819 -0.17317981 -0.1163856   0.32871138  0.        ]",[-0.24485497 -0.19779721]
26,-0.0254893948746,[ 0.54133775  0.61014082],-0.0254893948746,[ 0.05045272  0.06246617],"[[ 0.17015994 -1.03721634  0.15027422 -0.08339802]
 [-1.53743984 -0.61694312  0.          0.        ]]","[ 1.01740615  1.35172078  0.20059077 -1.71677286  1.30413665 -0.71394214
 -0.15236964  0.27586662 -0.15954606  0.25518664  0.        ]",[-0.24485497 -0.19779721]
27,-0.0253780368949,[ 0.16810209 -0.2438747 ],-0.0253780368949,[-0.32975957 -0.26039088],"[[ 0.16119997 -1.02519919  0.15027422 -0.08339802]
 [ 0.63420843  1.81056729  0.          0.        ]]","[ 1.01952553  1.36554622  0.187221   -1.69810714  1.30413226 -0.71394079
  0.0643276   0.62220802 -0.15627583  0.2491269   0.        ]",[-0.24485497 -0.19779721]
28,-0.0313516572051,[-1.03920379  0.98402647],-0.0313516572051,[-0.45721388 -0.24732818],"[[ 0.18043438 -0.99903796  0.15027422 -0.08339802]
 [ 1.28705909  0.80889522  0.          0.        ]]","[ 1.01482787  1.39529922  0.2158958  -1.65619602  1.30412787 -0.71393945
  0.12947203  0.47929467 -0.1287382   0.29657901  0.        ]",[-0.24485497 -0.19779721]
29,-0.0351055754842,[-0.45590104  0.03625293],-0.0351055754842,[-0.11076649 -0.48684633],"[[ 0.16621039 -0.94391581  0.15027422 -0.08339802]
 [-2.69617882  4.69039007  0.          0.        ]]","[ 1.01834778  1.45634407  0.19469917 -1.56224181  1.30412348 -0.7139381
 -0.26799487  1.03308114 -0.10064095  0.31238738  0.        ]",[-0.24485497 -0.19779721]
