timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-4.24829149 -2.7299633 ],[-3.82553922 -2.83505671],-0.423265714205,-0.423265714205,"[[-0.04265588 -0.04016692 -0.19534332 -0.13677373]
 [ 0.00488297  0.00302227  0.          0.        ]]","[ 1.05132295  1.58342527 -0.0866358   1.10568921 -1.68475315 -1.18471476
 -0.03124553  0.33001632  3.47080196  1.55729242  0.        ]",[-0.58876622 -0.50768834]
1,[-3.81677461 -2.03748941],[-3.37724486 -1.61044238],-0.418503263802,-0.418503263802,"[[-0.08223429 -0.07981947 -0.19534332 -0.13677373]
 [-3.94956606 -3.955091    0.          0.        ]]","[ 1.04762285  1.5803368  -0.14452241  1.00168617 -1.684749   -1.18471293
 -0.53573948 -0.29473182  3.45821312  1.41257549  0.        ]",[-0.58876622 -0.50768834]
2,[-3.29152203 -1.2804575 ],[-3.03098    -2.32923384],-0.401678942631,-0.401678942631,"[[-0.20011779 -0.19784826 -0.19534332 -0.13677373]
 [-7.82591194 -7.8348575   0.          0.        ]]","[ 1.02279468  1.55915    -0.31546684  0.69470075 -1.68474486 -1.18471111
 -1.03026861 -0.90711321  3.37372524  0.992579    0.        ]",[-0.58876622 -0.50768834]
3,[-2.71920633 -0.38859153],[-3.62891867  0.12076456],-0.36584400669,-0.36584400669,"[[ -0.39476231  -0.39270143  -0.19534332  -0.13677373]
 [-11.62600131 -11.63776883   0.           0.        ]]","[ 0.93749621  1.48568252 -0.58776888  0.20561356 -1.68474072 -1.18470929
 -1.51506735 -1.50736175  3.09117446  0.37322833  0.        ]",[-0.58876622 -0.50768834]
4,[-1.44501603  0.42292088],[-1.74254482  0.64163628],-0.306786641847,-0.306786641847,"[[ -0.66467833  -0.61833039  -0.19534332  -0.13677373]
 [-15.35329399 -10.92745214   0.           0.        ]]","[ 0.7338596   1.34419518 -0.92809063 -0.31202204 -1.68473658 -1.18470746
 -1.99057543 -1.39524279  2.51610125 -0.21008532  0.        ]",[-0.58876622 -0.50768834]
5,[ 0.27447915  1.13025498],[-0.57736052  0.39254738],-0.228386400566,-0.228386400566,"[[ -1.00841264  -0.8091979   -0.19534332  -0.13677373]
 [-19.00799211  -8.16842368   0.           0.        ]]","[ 0.35359644  1.18228726 -1.26396114 -0.69056788 -1.68473244 -1.18470564
 -2.45681652 -0.95975705  1.71588884 -0.48715108  0.        ]",[-0.58876622 -0.50768834]
6,[ 2.17988491  2.42554712],[ 1.53951262  3.19794704],-0.13889400782,-0.13889400782,"[[ -1.40773602  -0.95533     -0.19534332  -0.13677373]
 [-20.9179783   -6.45045132   0.           0.        ]]","[-0.20182061  1.03598858 -1.47023034 -0.93434237 -1.6847283  -1.18470381
 -2.70047    -0.68859194  0.86738223 -0.31079816  0.        ]",[-0.58876622 -0.50768834]
7,[ 2.75492883  2.53431058],[ 3.05413421  1.87078514],-0.0699634928792,-0.0699634928792,"[[ -1.78226536  -1.04332884  -0.19534332  -0.13677373]
 [-16.54933235  -2.36312722   0.           0.        ]]","[-0.75928837  0.93997052 -1.45702079 -1.05936904 -1.68472415 -1.18470199
 -2.14313151 -0.04344915  0.25907436  0.19446712  0.        ]",[-0.58876622 -0.50768834]
8,[ 2.9358561  1.9061892],[ 2.82073915  1.39699842],-0.0598690579961,-0.0598690579961,"[[ -2.07028037  -1.05039749  -0.19534332  -0.13677373]
 [-12.26634906   1.64283893   0.           0.        ]]","[-1.16226199  0.9320272  -1.31062069 -1.06866019 -1.68472001 -1.18470017
 -1.59672676  0.58885197 -0.05078714  0.6756836   0.        ]",[-0.58876622 -0.50768834]
9,[ 2.33109546  0.54419309],[ 1.48599848  1.05914144],-0.0756323424993,-0.0756323424993,"[[-2.27348282 -0.97814668 -0.19534332 -0.13677373]
 [-8.06789043  5.56909463  0.          0.        ]]","[-1.41280807  1.01161692 -1.14249141 -0.96839183 -1.68471587 -1.18469834
 -1.06110795  1.20857046 -0.20498419  0.97278084  0.        ]",[-0.58876622 -0.50768834]
