timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.434313121991,[ 1.69262695 -0.59590162],-0.434313121991,[ 1.78253925 -0.1013089 ],"[[ 0.07468619 -0.04392089 -0.19562613  0.16693377]
 [ 0.0038004  -0.00118532  0.          0.        ]]","[ 1.0668632   1.48434179  0.10481083  1.18728626 -1.69000678  1.45231854
 -0.02298118  0.32439325  3.64566872 -1.78361651  0.        ]",[-0.76670885 -0.65443295]
1,-0.43187332101,[ 1.54686565  0.07324648],-0.43187332101,[ 1.89608264  0.27141592],"[[ 0.11446117 -0.06763368 -0.19562613  0.16693377]
 [ 3.96052079 -2.36221848  0.          0.        ]]","[ 1.06129375  1.4826202   0.16269127  1.12488755 -1.69000331  1.45231614
  0.50931596 -0.0637105   3.64121223 -1.71268873  0.        ]",[-0.76670885 -0.65443295]
2,-0.422806729807,[ 2.70478123  0.32077071],-0.422806729807,[ 2.01929259  0.43590108],"[[ 0.23257492 -0.11151389 -0.19562613  0.16693377]
 [ 7.83794774 -2.02691112  0.          0.        ]]","[ 1.03107738  1.47751356  0.33266157  1.00971127 -1.68999984  1.45231373
  1.03094516 -0.00859304  3.61402539 -1.46777129  0.        ]",[-0.76670885 -0.65443295]
3,-0.403234561987,[ 1.78446869  0.75728449],-0.403234561987,[ 2.02054453  0.40752336],"[[  0.42746409  -0.13892029  -0.19562613   0.16693377]
 [ 11.63831739  -0.71807636   0.           0.        ]]","[ 0.93759134  1.47306011  0.60175551  0.93804744 -1.68999636  1.45231133
  1.54220619  0.20655175  3.51375595 -1.01633036  0.        ]",[-0.76670885 -0.65443295]
4,-0.367124167596,[ 1.86760442 -0.33642853],-0.367124167596,[ 1.62936139  0.11397442],"[[  0.69759969  -0.12306737  -0.19562613   0.16693377]
 [ 15.36283656   2.29334443   0.           0.        ]]","[ 0.72464395  1.47575039  0.93478226  0.97946904 -1.68999289  1.45230892
  2.04325982  0.70156569  3.23960854 -0.38104144  0.        ]",[-0.76670885 -0.65443295]
5,-0.310191146465,[ 0.59354874  1.36896129],-0.310191146465,[ 0.88660157 -0.02569634],"[[  1.04150328  -0.09103451  -0.19562613   0.16693377]
 [ 19.01536211   0.91454361   0.           0.        ]]","[ 0.3370067   1.48019853  1.25752965  1.06340485 -1.68998942  1.45230651
  2.53462293  0.47491934  2.6954156   0.26105149  0.        ]",[-0.76670885 -0.65443295]
6,-0.22994890619,[-1.07479626 -0.9053431 ],-0.22994890619,[-0.98089373 -0.8188076 ],"[[  1.4415795   -0.03320384  -0.19562613   0.16693377]
 [ 20.98569983   4.85537905   0.           0.        ]]","[-0.22053688  1.484864    1.44537076  1.21550313 -1.68998595  1.45230411
  2.79967791  1.12270923  1.85972211  0.65637767  0.        ]",[-0.76670885 -0.65443295]
7,-0.1459727052,[-1.00010511  0.16690991],-0.1459727052,[-1.4422009  -0.62729383],"[[  1.8174526    0.02698915  -0.19562613   0.16693377]
 [ 16.61616037   1.17616086   0.           0.        ]]","[-0.77356522  1.48510465  1.41331226  1.3741173  -1.68998248  1.4523017
  2.21184201  0.51792215  1.01340914  0.59640502  0.        ]",[-0.76670885 -0.65443295]
8,-0.083719874743,[-1.79896613 -0.35503087],-0.083719874743,[-1.79022074 -0.54374373],"[[  2.10678536   0.05692608  -0.19562613   0.16693377]
 [ 12.33138382   1.81539469   0.           0.        ]]","[-1.16871163  1.48346922  1.25255286  1.45294242 -1.689979    1.4522993
  1.6354141   0.62299844  0.43084945  0.27813482  0.        ]",[-0.76670885 -0.65443295]
9,-0.0510718303454,[-2.64961015 -0.70482298],-0.0510718303454,[-1.66945612 -0.24064183],"[[ 2.31128101  0.07878479 -0.19562613  0.16693377]
 [ 8.13215853  0.37527275  0.          0.        ]]","[-1.41178296  1.48153938  1.07476077  1.51041549 -1.68997553  1.45229689
  1.07049775  0.38627202  0.07864919 -0.07242336  0.        ]",[-0.76670885 -0.65443295]
10,-0.0477042101959,[-1.34264833 -0.0291519 ],-0.0477042101959,[-1.05268431  0.02879629],"[[ 2.43263066  0.0582305  -0.19562613  0.16693377]
 [ 4.016506   -2.42138362  0.          0.        ]]","[-1.53689772  1.48336655  0.94744132  1.45636953 -1.68997206  1.45229448
  0.51682524 -0.07344045 -0.07687907 -0.28533338  0.        ]",[-0.76670885 -0.65443295]
