timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 0.15524104 -0.8942349 ],[-0.33709574 -2.16932749],-0.123212285702,-0.123212285702,"[[-0.02687112  0.04386608  0.19820328 -0.12346868]
 [ 0.00151858 -0.0040232   0.          0.        ]]","[ 1.08593532  2.08167511 -0.04462185  0.86849174  1.74478161 -1.02483256
  0.02714764  0.36047967 -0.1565506   1.02665485  0.        ]",[-0.13986205 -0.20997196]
1,[ 0.30235645 -0.76863623],[ 0.71604508 -2.96461088],-0.11606314816,-0.11606314816,"[[-0.04020511  0.00406378  0.19820328 -0.12346868]
 [-1.33048702 -3.96301447  0.          0.        ]]","[ 1.08530593  2.08293778 -0.06478696  0.7467115   1.74476353 -1.02482718
 -0.08544743 -0.19297229 -0.15729382  0.96858532  0.        ]",[-0.13986205 -0.20997196]
2,[ 0.27181709 -0.69759279],[ 0.14320971 -1.4402595 ],-0.103501979877,-0.103501979877,"[[-0.03811553 -0.1141483   0.19820328 -0.12346868]
 [ 1.52991368 -7.84525042  0.          0.        ]]","[ 1.08541392  2.07411027 -0.06162729  0.3856643   1.74474545 -1.0248218
  0.1563443  -0.73569307 -0.16611474  0.86736745  0.        ]",[-0.13986205 -0.20997196]
3,[ 0.37762851 -0.5681988 ],[ 2.4837556  0.5534507],-0.0897962468545,-0.0897962468545,"[[ -2.12247128e-03  -3.09224827e-01   1.98203279e-01  -1.23468681e-01]
 [  2.06757662e+00  -1.16497209e+01   0.00000000e+00   0.00000000e+00]]","[ 1.08641729  2.01868255 -0.00717686 -0.19714224  1.74472737 -1.02481641
  0.20179299 -1.26753757 -0.19527687  0.75879887  0.        ]",[-0.13986205 -0.20997196]
4,[ 0.20528242 -0.61794746],[-1.58255749 -1.28371102],-0.084516060217,-0.084516060217,"[[ 0.07850076 -0.5179322   0.19820328 -0.12346868]
 [ 5.98177655 -9.22905485  0.          0.        ]]","[ 1.082121    1.90531249  0.11469955 -0.78100199  1.74470929 -1.02481103
  0.53266358 -0.92913219 -0.23574196  0.7179176   0.        ]",[-0.13986205 -0.20997196]
5,[ 0.49568647 -0.42423093],[ 0.57462553 -1.39658921],-0.0789336923796,-0.0789336923796,"[[  0.15726863  -0.74039295   0.19820328  -0.12346868]
 [  1.90844619 -13.00447288   0.           0.        ]]","[ 1.06920309  1.72843302  0.23303256 -1.33035997  1.74469121 -1.02480564
  0.18833861 -1.45691142 -0.29971977  0.66980307  0.        ]",[-0.13986205 -0.20997196]
6,[ 0.46291637 -0.37366933],[ 1.07334847  0.41552254],-0.0695226491423,-0.0695226491423,"[[  0.2178769   -1.03763393   0.19820328  -0.12346868]
 [  4.14490597 -16.70725487   0.           0.        ]]","[ 1.05344335  1.41712574  0.32312179 -1.90153414  1.74467313 -1.02480026
  0.37738913 -1.97452176 -0.43202604  0.55737726  0.        ]",[-0.13986205 -0.20997196]
7,[ 0.22516879 -0.40908545],[-1.29843097  0.35698768],-0.0781889510573,-0.0781889510573,"[[  0.33964445  -1.35196143   0.19820328  -0.12346868]
 [  8.01915411 -14.73199926   0.           0.        ]]","[ 1.00675479  1.02294231  0.50015724 -2.25330902  1.74465505 -1.02479488
  0.70488373 -1.69837353 -0.58087568  0.54780823  0.        ]",[-0.13986205 -0.20997196]
8,[ 0.29898369 -0.38790691],[-0.49182171 -0.30984347],-0.0934367681374,-0.0934367681374,"[[  0.45872598  -1.62948259   0.19820328  -0.12346868]
 [  3.9025822  -13.02588085   0.           0.        ]]","[ 0.94226313  0.64963984  0.66608462 -2.3209941   1.74463697 -1.02478949
  0.35690088 -1.45985575 -0.72932635  0.57162009  0.        ]",[-0.13986205 -0.20997196]
9,[ 0.31477782 -0.37076983],[ 1.02419005 -1.06257713],-0.111487563176,-0.111487563176,"[[  0.51646979  -1.89971886   0.19820328  -0.12346868]
 [  1.87844383 -13.99454761   0.           0.        ]]","[ 0.90454808  0.29173651  0.74326649 -2.16215771  1.7446189  -1.02478411
  0.18579565 -1.59525521 -0.91447868  0.55821155  0.        ]",[-0.13986205 -0.20997196]
10,[ 0.12331369 -0.38455954],[ 1.53287894  0.43152192],-0.139605834854,-0.139605834854,"[[  0.59337828  -2.21656058   0.19820328  -0.12346868]
 [  5.79941931 -17.67729152   0.           0.        ]]","[ 0.84806562 -0.08568091  0.84215357 -1.70994413  1.74460082 -1.02477872
  0.51724321 -2.11004976 -1.13872153  0.59669605  0.        ]",[-0.13986205 -0.20997196]
11,[-0.05346366 -0.43218273],[ 1.04459498 -0.51853155],-0.172155721953,-0.172155721953,"[[  0.74793241  -2.54945087   0.19820328  -0.12346868]
 [  9.64335231 -15.61854819   0.           0.        ]]","[ 0.71428127 -0.39426152  1.02518577 -0.97388284  1.74458274 -1.02477334
  0.84217678 -1.82223299 -1.35314546  0.71697907  0.        ]",[-0.13986205 -0.20997196]
12,[-0.2424508 -0.5030691],[ 0.56966325 -0.93398443],-0.205356899961,-0.205356899961,"[[  0.97860853  -2.8793164    0.19820328  -0.12346868]
 [ 13.41173953 -17.36217865   0.           0.        ]]","[ 0.47041737 -0.5784508   1.25154981 -0.05921682  1.74456467 -1.02476796
  1.16072123 -2.06594988 -1.56000063  0.86248566  0.        ]",[-0.13986205 -0.20997196]
