timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.10306342  1.97403717 -0.10080042  0.6492137   0.94807764 -1.06399737
  0.00334801  0.34757383  0.47450635  0.91777477  0.        ]",[-0.24826779 -1.52874168],-0.147316290296,-0.147316290296,[-0.07872073 -1.21598983],"[[-0.06885081 -0.01171905  0.11059703 -0.1249977 ]
 [ 0.00319184 -0.00091897  0.          0.        ]]",[-0.0503505  -0.21410665]
1,"[ 1.10206266  1.97234905 -0.11558526  0.53585315  0.94807174 -1.06398994
 -0.07809933 -0.2047703   0.46986131  0.86633776  0.        ]",[-1.04014352 -1.06070491],-0.142196840114,-0.142196840114,[-0.04183567 -1.12828732],"[[-0.07862604 -0.05146126  0.11059703 -0.1249977 ]
 [-0.97745595 -3.9601078   0.          0.        ]]",[-0.0503505  -0.21410665]
2,"[ 1.09327301  1.95513234 -0.20457782  0.20097191  0.94806585 -1.06398251
 -0.40492768 -0.74601782  0.43485017  0.66615815  0.        ]",[-0.72336607 -0.66263233],-0.121623081343,-0.121623081343,[ 0.16318236 -0.96034694],"[[-0.13765687 -0.16958926  0.11059703 -0.1249977 ]
 [-4.91255047 -7.83976654  0.          0.        ]]",[-0.0503505  -0.21410665]
3,"[ 1.0586759   1.89350706 -0.39168685 -0.29901974  0.94805995 -1.06397507
 -0.63446571 -1.09024332  0.30874386  0.32385985  0.        ]",[ 0.60296093 -2.24935715],-0.0837074017599,-0.0837074017599,[ 0.44608098 -0.76228541],"[[ -0.26363634  -0.35114127   0.11059703  -0.1249977 ]
 [ -7.67625967 -10.30720781   0.           0.        ]]",[-0.0503505  -0.21410665]
4,"[  1.00189244e+00   1.74723405e+00  -5.75449243e-01  -9.16951168e-01
   9.48054054e-01  -1.06396764e+00  -4.23672405e-01  -1.61427627e+00
   6.86314071e-02  -1.68834551e-03   0.00000000e+00]",[ 0.57961161  0.89896011],-0.0427771851819,-0.0427771851819,[ 0.55956793 -0.60011119],"[[ -0.39169669  -0.59497443   0.11059703  -0.1249977 ]
 [ -5.13829964 -14.06357979   0.           0.        ]]",[-0.0503505  -0.21410665]
5,"[ 0.95653088  1.5373503  -0.68394158 -1.4382141   0.94804816 -1.06396021
 -0.22493585 -1.07894479 -0.18649114 -0.17576745  0.        ]",[-0.40477383 -1.90667145],-0.0274924556543,-0.0274924556543,[ 0.61795926 -0.58071023],"[[ -0.4704561   -0.83774636   0.11059703  -0.1249977 ]
 [ -2.74550054 -10.22639197   0.           0.        ]]",[-0.0503505  -0.21410665]
6,"[ 0.9095054   1.27632519 -0.7773675  -1.83433162  0.94804226 -1.06395278
 -0.35341677 -1.60300994 -0.45647781 -0.25459547  0.        ]",[ 0.84466365 -1.32814743],-0.0473717769164,-0.0473717769164,[ 0.54066437 -0.53815919],"[[ -0.54088528  -1.07996557   0.11059703  -0.1249977 ]
 [ -4.29243478 -13.98301424   0.           0.        ]]",[-0.0503505  -0.21410665]
7,"[ 0.8714207   0.88301027 -0.84321393 -2.1280265   0.94803636 -1.06394535
 -0.0687971  -2.11685958 -0.75864605 -0.21437447  0.        ]",[-1.09011317 -1.26063744],-0.0788087275112,-0.0788087275112,[ 0.38074854 -0.50975817],"[[ -0.59235146  -1.39658445   0.11059703  -0.1249977 ]
 [ -0.8656081  -17.6665689    0.           0.        ]]",[-0.0503505  -0.21410665]
8,"[ 0.82582877  0.3722764  -0.9133465  -2.10527862  0.94803047 -1.06393792
 -0.39620499 -2.62029007 -1.0636604  -0.01704614  0.        ]",[-0.33744023  0.98092775],-0.114829904935,-0.114829904935,[ 0.31599101 -0.49507523],"[[ -0.6492111   -1.78612692   0.11059703  -0.1249977 ]
 [ -4.8076142  -21.27569164   0.           0.        ]]",[-0.0503505  -0.21410665]
9,"[ 0.72899929 -0.08834107 -1.03891193 -1.6764816   0.94802457 -1.06393049
 -0.49945625 -2.01961975 -1.28561288  0.30185966  0.        ]",[-0.14993795  0.01706138],-0.149069481916,-0.149069481916,[ 0.29547471 -0.50296837],"[[ -0.75783842  -2.1684421    0.11059703  -0.1249977 ]
 [ -6.05077967 -16.97018636   0.           0.        ]]",[-0.0503505  -0.21410665]
