timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.358660624207,[-2.35784708 -3.01380355],-0.358660624207,[-3.12130451 -2.79508853],"[[-0.00133228  0.06965583 -0.09652329 -0.17927353]
 [-0.00188765  0.00324954  0.          0.        ]]","[  1.03057868e+00   1.97707203e+00  -5.10832152e-02   1.10863273e+00
  -8.30728015e-01  -1.54286490e+00  -1.13341254e-03   3.62520302e-01
   2.17744985e+00   1.82268141e+00   0.00000000e+00]",[-0.26274803 -0.2174121 ]
1,-0.352368346392,[-1.38193205 -2.06424396],-0.352368346392,[-2.8116734  -2.42864442],"[[-0.04104475  0.03000776 -0.09652329 -0.17927353]
 [-3.95619568 -3.95487093  0.          0.        ]]","[ 1.02936208  1.97969381 -0.1111396   0.9901935  -0.83072634 -1.54285866
 -0.40132715 -0.20434151  2.17879259  1.70616094  0.        ]",[-0.26274803 -0.2174121 ]
2,-0.331359331284,[-3.35110457 -2.11937503],-0.331359331284,[-2.12268496 -1.80843675],"[[-0.15905896 -0.08801676 -0.09652329 -0.17927353]
 [-7.8323378  -7.83465181  0.          0.        ]]","[ 1.01235929  1.97512056 -0.28866634  0.63752107 -0.83072466 -1.54285242
 -0.79360954 -0.75998338  2.14186621  1.3625087   0.        ]",[-0.26274803 -0.2174121 ]
3,-0.289818244603,[-0.88535077 -0.80067207],-0.289818244603,[-0.97720367 -0.98179674],"[[ -0.35382901  -0.28286606  -0.09652329  -0.17927353]
 [-11.63210466 -11.63759055   0.           0.        ]]","[ 0.94118135  1.92727706 -0.5732138   0.06560253 -0.83072298 -1.54284618
 -1.17816074 -1.30461778  1.95247741  0.83628052  0.        ]",[-0.26274803 -0.2174121 ]
4,-0.222356686845,[ 0.28972531  2.4528929 ],-0.222356686845,[ 0.43995351  0.03231329],"[[ -0.61930023  -0.54510029  -0.09652329  -0.17927353]
 [-14.90432373 -14.57600008   0.           0.        ]]","[ 0.76257903  1.7870039  -0.92714959 -0.65045483 -0.8307213  -1.54283994
 -1.50931888 -1.72543412  1.48326835  0.29414436  0.        ]",[-0.26274803 -0.2174121 ]
5,-0.144850706471,[ 0.19643968 -1.52199282],-0.144850706471,[ 1.05481529  0.39954022],"[[ -0.90295721  -0.79399675  -0.09652329  -0.17927353]
 [-13.4660717  -10.3277845    0.           0.        ]]","[ 0.48119606  1.58153755 -1.23679546 -1.23269314 -0.83071962 -1.54283371
 -1.36375652 -1.11702404  0.85458526  0.03192126  0.        ]",[-0.26274803 -0.2174121 ]
6,-0.0715672579264,[ 3.28734462  2.18731326],-0.0715672579264,[ 1.65652037  1.23706651],"[[ -1.16181071  -1.03822635  -0.09652329  -0.17927353]
 [-12.42291255 -14.08264954   0.           0.        ]]","[ 0.16140284  1.32383133 -1.43701919 -1.67640095 -0.83071794 -1.54282747
 -1.25818026 -1.65476849  0.25678605  0.09579819  0.        ]",[-0.26274803 -0.2174121 ]
7,-0.0351458297624,[ 2.07453716  1.32035395],-0.0351458297624,[ 1.43307781  1.24174368],"[[-1.36813118 -1.27736055 -0.09652329 -0.17927353]
 [-8.22285335 -9.84490732  0.          0.        ]]","[-0.12200604  1.03244992 -1.53081549 -1.96279075 -0.83071626 -1.54282123
 -0.83311409 -1.04786016 -0.16581111  0.37471729  0.        ]",[-0.26274803 -0.2174121 ]
8,-0.0559077027369,[-0.30969602  1.30547312],-0.0559077027369,[ 1.01852477  1.07720649],"[[-1.49126939 -1.43258245 -0.09652329 -0.17927353]
 [-4.1044896  -5.6911355   0.          0.        ]]","[-0.29782141  0.83046433 -1.55698796 -2.06210602 -0.83071458 -1.54281499
 -0.41631681 -0.45297965 -0.35275923  0.62142441  0.        ]",[-0.26274803 -0.2174121 ]
9,-0.075115439037,[ 1.57584431  0.87329909],-0.075115439037,[ 1.06479001  0.96184003],"[[-1.58485155 -1.50554373 -0.09652329 -0.17927353]
 [-5.24986036 -1.61856082  0.          0.        ]]","[-0.43274163  0.73369333 -1.56161322 -2.08425113 -0.8307129  -1.54280875
 -0.53223271  0.13027201 -0.4493165   0.78510079  0.        ]",[-0.26274803 -0.2174121 ]
10,-0.0834912587873,[-0.10084707 -0.04360856],-0.0834912587873,[ 0.56591713  0.5400244 ],"[[-1.64910651 -1.50290599 -0.09652329 -0.17927353]
 [-1.18914582  1.87068914  0.          0.        ]]","[-0.52534836  0.73720162 -1.55712027 -2.08371297 -0.83071122 -1.54280251
 -0.12126946  0.6299828  -0.50297701  0.85005851  0.        ]",[-0.26274803 -0.2174121 ]
11,-0.0836550075528,[ 0.67150946  0.76286032],-0.0836550075528,[ 0.6011942   0.53895772],"[[-1.67665715 -1.46759548 -0.09652329 -0.17927353]
 [-1.56466533  1.66106099  0.          0.        ]]","[-0.56493442  0.78411224 -1.5532817  -2.07467631 -0.83070954 -1.54279628
 -0.15927362  0.59995997 -0.52545512  0.84450942  0.        ]",[-0.26274803 -0.2174121 ]
