timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-1.39995182 -3.4869771 ],[-0.56258431 -3.59276682],-0.32220249863,-0.32220249863,"[[ 0.07749296 -0.08366581 -0.11233096  0.01764237]
 [ 0.00383335  0.00233344  0.          0.        ]]","[ 1.04538073  1.59270377  0.08920009  0.98097465 -0.96706703  0.16067216
 -0.03090293  0.33080119  2.66123575  0.01796065  0.        ]",[-0.57586175 -0.48157439]
1,[-1.37707067 -3.13488865],[-1.56030006 -2.25043013],-0.322519704368,-0.322519704368,"[[ 0.05525496 -0.12333877 -0.11233096  0.01764237]
 [-2.22023724 -3.95643901  0.          0.        ]]","[ 1.04759343  1.58738147  0.05668212  0.87716808 -0.96706581  0.16067205
 -0.3125947  -0.29118864  2.66021901 -0.08478255  0.        ]",[-0.57586175 -0.48157439]
2,[-1.04679763 -2.63300371],[-0.40790208 -2.90295606],-0.322183831941,-0.322183831941,"[[-0.02838533 -0.24139423 -0.11233096  0.01764237]
 [-6.13080955 -7.83617821  0.          0.        ]]","[ 1.04927834  1.55961098 -0.06584816  0.57191697 -0.96706458  0.16067194
 -0.80789176 -0.90076052  2.62576564 -0.42871939  0.        ]",[-0.57586175 -0.48157439]
3,[-0.6663807  -2.19677973],[-0.87709793 -1.65778138],-0.31665951153,-0.31665951153,"[[ -0.16596322  -0.43628281  -0.11233096   0.01764237]
 [ -7.62210258 -11.63999661   0.           0.        ]]","[ 1.02925466  1.47567957 -0.26636277  0.08912413 -0.96706336  0.16067184
 -0.9967719  -1.4984019   2.46639557 -0.96048241  0.        ]",[-0.57586175 -0.48157439]
4,[-0.76615167 -2.31696653],[-0.57552867 -2.70276068],-0.299289272525,-0.299289272525,"[[ -0.3517022   -0.70648474  -0.11233096   0.01764237]
 [-10.94097694 -15.36775536   0.           0.        ]]","[ 0.95798823  1.28663484 -0.52912271 -0.5069864  -0.96706213  0.16067173
 -1.41712498 -2.08408844  2.0710988  -1.54685576  0.        ]",[-0.57586175 -0.48157439]
5,[-0.30379641 -1.64787138],[-1.93553851 -0.93761309],-0.26212132671,-0.26212132671,"[[ -5.91205637e-01  -1.05050411e+00  -1.12330955e-01   1.76423739e-02]
 [ -1.30028509e+01  -1.90219749e+01   0.00000000e+00   0.00000000e+00]]","[ 0.79507904  0.94468262 -0.84108335 -1.08183811 -0.96706091  0.16067162
 -1.67826964 -2.65821273  1.37866388 -1.94726305  0.        ]",[-0.57586175 -0.48157439]
6,[ 1.21931756  0.42629433],[ 1.76666215  0.08627754],-0.19902745101,-0.19902745101,"[[ -8.88413696e-01  -1.46439682e+00  -1.12330955e-01   1.76423739e-02]
 [ -1.67061416e+01  -2.23561434e+01   0.00000000e+00   0.00000000e+00]]","[ 0.49539987  0.43738414 -1.16160742 -1.41507954 -0.96705968  0.16067151
 -2.14730544 -3.18204048  0.52321942 -1.835553    0.        ]",[-0.57586175 -0.48157439]
7,[ 1.58801413  1.66932619],[ 1.58532555  1.28726086],-0.123391018103,-0.123391018103,"[[ -1.17956274e+00  -1.90364813e+00  -1.12330955e-01   1.76423739e-02]
 [ -1.24226674e+01  -2.15716299e+01   0.00000000e+00   0.00000000e+00]]","[ 0.1211268  -0.12442043 -1.37904104 -1.28556242 -0.96705846  0.1606714
 -1.6047756  -3.05876091 -0.0226615  -1.18861893  0.        ]",[-0.57586175 -0.48157439]
8,[ 1.14974248  1.96634972],[ 1.56645112  3.05550556],-0.0698724996876,-0.0698724996876,"[[ -1.38586996  -2.29106628  -0.11233096   0.01764237]
 [ -8.2215214  -17.18482244   0.           0.        ]]","[-0.17529387 -0.55634193 -1.46478674 -0.77654006 -0.96705723  0.1606713
 -1.07267588 -2.36952129 -0.06597546 -0.54292389  0.        ]",[-0.57586175 -0.48157439]
9,[ 0.34643841  1.43899155],[-0.21844879  1.12205455],-0.0617469267274,-0.0617469267274,"[[ -1.50896154  -2.59162039  -0.11233096   0.01764237]
 [ -4.10106593 -12.88492008   0.           0.        ]]","[-0.35855925 -0.80672563 -1.4869703  -0.17418483 -0.96705601  0.16067119
 -0.55079716 -1.69394368  0.11739903 -0.17365121  0.        ]",[-0.57586175 -0.48157439]
10,[ 0.33684498  1.33047009],[-0.52928515  1.78479432],-0.0773914237614,-0.0773914237614,"[[-1.5988495  -2.8070313  -0.11233096  0.01764237]
 [-4.88504449 -8.67022098  0.          0.        ]]","[-0.49343481 -0.92612889 -1.48919138  0.33699948 -0.96705478  0.16067108
 -0.65009178 -1.03175638  0.3177361  -0.00651329  0.        ]",[-0.57586175 -0.48157439]
