timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.05644403  1.55836981 -0.01301869  1.27294555 -0.98160844 -0.50406264
 -0.05041126  0.32754905  2.7154391   0.87354894  0.        ]",[-3.53604644 -3.21180601],-0.327829669423,-0.327829669423,[-2.82449937 -3.66425323],"[[ 0.01286399  0.0152591  -0.11177941 -0.05857777]
 [-0.00281485 -0.00468179  0.          0.        ]]",[-0.62340552 -0.56611639]
1,"[ 1.05602936  1.55812717 -0.07139636  1.16800052 -0.98160726 -0.50406225
 -0.55807025 -0.30193754  2.71417294  0.72493103  0.        ]",[-3.32943843 -2.47254841],-0.325499376294,-0.325499376294,[-2.55346632 -3.02883816],"[[-0.0268668  -0.024546   -0.11177941 -0.05857777]
 [-3.95710425 -3.96264264  0.          0.        ]]",[-0.62340552 -0.56611639]
2,"[ 1.0409929   1.54534559 -0.2441012   0.85767668 -0.98160608 -0.50406186
 -1.05569771 -0.91896418  2.66207018  0.28885176  0.        ]",[-2.0112891  -1.58470156],-0.316478606518,-0.316478606518,[-2.27457952 -2.45091677],"[[-0.14489925 -0.14272435 -0.11177941 -0.05857777]
 [-7.83326097 -7.84226339  0.          0.        ]]",[-0.62340552 -0.56611639]
3,"[ 0.97165761  1.48535182 -0.52153682  0.35908818 -0.98160489 -0.50406147
 -1.54352603 -1.523767    2.42567158 -0.37304945  0.        ]",[-2.21463542 -2.3050751 ],-0.295031477439,-0.295031477439,[-1.61104548 -1.48674798],"[[ -0.3396884   -0.33772426  -0.11177941  -0.05857777]
 [-11.63310435 -11.64503838   0.           0.        ]]",[-0.62340552 -0.56611639]
4,"[ 0.78881108  1.32639799 -0.87340266 -0.2734531  -0.98160371 -0.50406108
 -2.02183235 -2.11656426  1.84536979 -1.05358996  0.        ]",[-0.48956277  0.40050093],-0.253206335489,-0.253206335489,[-0.39788294 -0.42453137],"[[ -0.60972906  -0.60802286  -0.11177941  -0.05857777]
 [-15.3588058  -15.37235552   0.           0.        ]]",[-0.62340552 -0.56611639]
5,"[ 0.45503643  1.07200398 -1.21277759 -0.82687161 -0.98160253 -0.5040607
 -2.23181394 -1.81573363  0.98750504 -1.36000312  0.        ]",[ 1.54954076  0.17596627],-0.192086071295,-0.192086071295,[ 0.88920802  0.04913446],"[[ -0.93331555  -0.89649269  -0.11177941  -0.05857777]
 [-16.99447402 -13.4808788    0.           0.        ]]",[-0.62340552 -0.56611639]
6,"[ 0.06709674  0.78480268 -1.41694808 -1.18080106 -0.98160134 -0.50406031
 -1.68097676 -1.66253228  0.23242903 -1.16061877  0.        ]",[ 0.85934662  0.90204586],-0.128717303633,-0.128717303633,[ 1.32251608  0.7286014 ],"[[ -1.23015739  -1.1564455   -0.11177941  -0.05857777]
 [-12.70387215 -12.5176307    0.           0.        ]]",[-0.62340552 -0.56611639]
7,"[-0.24675841  0.52363608 -1.49024505 -1.35013828 -0.98160016 -0.50405992
 -1.21244322 -1.05511862 -0.20519509 -0.74891462  0.        ]",[ 0.50354958  0.07526677],-0.078388972513,-0.078388972513,[ 1.50905848  0.94278896],"[[-1.44762029 -1.3684788  -0.11177941 -0.05857777]
 [-9.054337   -8.69844715  0.          0.        ]]",[-0.62340552 -0.56611639]
8,"[-0.48299412  0.30621151 -1.50041658 -1.40247255 -0.98159897 -0.50405953
 -0.93373673 -0.98035412 -0.41486085 -0.34189711  0.        ]",[ 2.10778189  1.58674767],-0.0410595636002,-0.0410595636002,[ 1.83171034  1.70134819],"[[-1.60692615 -1.53773114 -0.11177941 -0.05857777]
 [-6.8834156  -8.22836304  0.          0.        ]]",[-0.62340552 -0.56611639]
9,"[-0.62597223  0.14680598 -1.48844652 -1.39320561 -0.98159779 -0.50405914
 -0.40830443 -0.32479219 -0.48163352 -0.0520569   0.        ]",[ 1.04125446  0.39349768],-0.018426324458,-0.018426324458,[ 1.06053805  1.0053134 ],"[[-1.70353223 -1.66094165 -0.11177941 -0.05857777]
 [-2.79066583 -4.10643363  0.          0.        ]]",[-0.62340552 -0.56611639]
10,"[-0.64885361  0.06239306 -1.48524284 -1.37196037 -0.98159661 -0.50405875
  0.10685358 -0.06415044 -0.47402     0.05130521  0.        ]",[ 0.01977516  0.44164759],-0.0108476037873,-0.0108476037873,[-0.105282    0.32489091],"[[-1.71908519 -1.7266276  -0.11177941 -0.05857777]
 [ 1.222055   -2.46761596  0.          0.        ]]",[-0.62340552 -0.56611639]
11,"[-0.61207633  0.02243127 -1.49020949 -1.35786801 -0.98159542 -0.50405837
  0.11376672  0.2217437  -0.4480248   0.05509406  0.        ]",[-0.71221613  0.10112286],-0.00880321239172,-0.00880321239172,[-0.27442491  0.00152192],"[[-1.69410385 -1.75794406 -0.11177941 -0.05857777]
 [ 1.27590407 -0.67002057  0.          0.        ]]",[-0.62340552 -0.56611639]
12,"[-0.61652623  0.01067597 -1.48965433 -1.35321915 -0.98159424 -0.50405798
 -0.25137519  0.28759385 -0.446853    0.07049678  0.        ]",[ 0.49705965  0.10925642],-0.00770542258907,-0.00770542258907,[ 0.55216461  0.28319424],"[[-1.69712246 -1.76719024 -0.11177941 -0.05857777]
 [-1.56829372 -0.25597872  0.          0.        ]]",[-0.62340552 -0.56611639]
