timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 3.06653905 -0.05961803],[ 3.78695938 -1.13052424],-0.232473593751,-0.232473593751,"[[ 0.07497536  0.05881138  0.05372977  0.19541738]
 [ 0.00377421  0.00456736  0.          0.        ]]","[ 1.01562076  1.77446796  0.06835398  1.19687075  0.4690407   1.7055979
 -0.02921152  0.34690014  0.97440308 -1.6239975   0.        ]",[-0.32823265 -0.28242797]
1,[ 2.8284936   0.07894802],[ 2.51271353  1.9825326 ],-0.2292730991,-0.2292730991,"[[ 0.11475605  0.01915854  0.05372977  0.19541738]
 [ 3.96111255 -3.95664509  0.          0.        ]]","[ 1.00994609  1.7764692   0.12713006  1.08763632  0.46904019  1.70559203
  0.42223148 -0.24352703  0.97104938 -1.5837603   0.        ]",[-0.32823265 -0.28242797]
2,[ 2.42764282 -0.05012792],[ 3.88098555 -0.42418083],-0.212227155507,-0.212227155507,"[[ 0.23286695 -0.0194757   0.05372977  0.19541738]
 [ 7.83707855  0.07977416  0.          0.        ]]","[ 0.97920966  1.77645475  0.29969746  0.98112697  0.46903969  1.70558617
  0.86439116  0.35811025  0.93960187 -1.37884316  0.        ]",[-0.32823265 -0.28242797]
3,[  1.57003725e+00  -1.46809220e-03],[ 0.79141343  1.53423025],-0.178293648377,-0.178293648377,"[[  0.42775031  -0.03476261   0.05372977   0.19541738]
 [ 11.63859804  -1.60284984   0.           0.        ]]","[ 0.88419518  1.77590973  0.57288855  0.93899544  0.46903919  1.7055803
  1.29805651  0.10731096  0.83153887 -1.00168304  0.        ]",[-0.32823265 -0.28242797]
4,[ 0.04066826 -0.58424079],[-0.0542778 -0.4657545],-0.127431510539,-0.127431510539,"[[  0.68960861  -0.02678443   0.05372977   0.19541738]
 [ 14.53758206   2.38737438   0.           0.        ]]","[ 0.67581337  1.77622216  0.90152225  0.96097913  0.46903868  1.70557444
  1.62876037  0.70206317  0.5769538  -0.51852251  0.        ]",[-0.32823265 -0.28242797]
5,[-1.1242311  -0.60840839],[-0.2868077  -1.01831724],-0.0673778054202,-0.0673778054202,"[[  9.75328258e-01   1.98749711e-03   5.37297733e-02   1.95417376e-01]
 [  1.40360516e+01   4.96116463e-01   0.00000000e+00   0.00000000e+00]]","[ 0.35874056  1.77667909  1.18598328  1.04029236  0.46903818  1.70556857
  1.57154227  0.42016577  0.16729598 -0.08633136  0.        ]",[-0.32823265 -0.28242797]
6,[-1.85314977 -0.2525737 ],[-2.74823725 -0.21498525],-0.0171436817806,-0.0171436817806,"[[  1.24189575  -0.02791104   0.05372977   0.19541738]
 [ 12.62539056  -3.47274133   0.           0.        ]]","[  5.73391519e-04   1.77616915e+00   1.36188483e+00   9.57870718e-01
   4.69037677e-01   1.70556271e+00   1.41061420e+00  -1.71403174e-01
  -2.47962406e-01   1.54049242e-01   0.00000000e+00]",[-0.32823265 -0.28242797]
7,[-1.82440794 -0.2508716 ],[-2.30516642 -0.22124413],-0.0207366569001,-0.0207366569001,"[[ 1.4522107  -0.10520027  0.05372977  0.19541738]
 [ 8.4201059  -4.25358301  0.          0.        ]]","[-0.30761047  1.76948627  1.43101712  0.74530862  0.46903717  1.70555684
  0.93088569 -0.28778959 -0.55334495  0.24361418  0.        ]",[-0.32823265 -0.28242797]
8,[-1.38579822 -0.13209429],[-0.43366324 -0.11050608],-0.0361048195429,-0.0361048195429,"[[ 1.57925447 -0.19820026  0.05372977  0.19541738]
 [ 4.29798954 -5.04379262  0.          0.        ]]","[-0.49846614  1.75122782  1.44138426  0.4919437   0.46903667  1.70555098
  0.46064577 -0.40557227 -0.69807376  0.2584741   0.        ]",[-0.32823265 -0.28242797]
9,[-1.04387057  0.08057043],[-0.89698912  0.43384684],-0.0384565604629,-0.0384565604629,"[[ 1.6471502  -0.30245732  0.05372977  0.19541738]
 [ 2.49757075 -5.38079622  0.          0.        ]]","[-0.6005764   1.71768342  1.43710898  0.2135925   0.46903617  1.70554511
  0.25525869 -0.45580321 -0.72346071  0.24719443  0.        ]",[-0.32823265 -0.28242797]
10,[-0.28502879 -0.03357148],[-0.43102854 -0.46483455],-0.0314487943713,-0.0314487943713,"[[ 1.6609961  -0.39175497  0.05372977  0.19541738]
 [-1.1010073  -3.55506281  0.          0.        ]]","[-0.62134937  1.67822573  1.43539567 -0.01784122  0.46903566  1.70553925
 -0.15525745 -0.18367165 -0.66473815  0.22411045  0.        ]",[-0.32823265 -0.28242797]
11,[ 0.4296976   0.31620416],[ 0.74367403 -0.14757641],-0.0138148981631,-0.0138148981631,"[[ 1.62209209 -0.48061062  0.05372977  0.19541738]
 [-2.78381354 -5.32460648  0.          0.        ]]","[-0.56292574  1.6294656   1.43947339 -0.23980617  0.46903516  1.70553338
 -0.34722736 -0.44742754 -0.51419959  0.176069    0.        ]",[-0.32823265 -0.28242797]
12,[ 0.16196564  0.52327335],[ 1.50828579 -0.58479541],-0.00377085740859,-0.00377085740859,"[[ 1.59648745 -0.59191873  0.05372977  0.19541738]
 [ 0.21338752 -5.80459825  0.          0.        ]]","[-0.52440485  1.55561454  1.44093201 -0.50346776  0.46903466  1.70552752
 -0.00531402 -0.51897138 -0.37439428  0.10427901  0.        ]",[-0.32823265 -0.28242797]
13,[-0.51600647  1.00256228],[-0.57101389  0.99449426],-0.0111170521117,-0.0111170521117,"[[ 1.6404138  -0.730104    0.05372977  0.19541738]
 [ 4.16611431 -8.00656478  0.          0.        ]]","[-0.59045858  1.44548443  1.43782256 -0.80396009  0.46903415  1.70552165
  0.44560327 -0.84718096 -0.33818683  0.04173487  0.        ]",[-0.32823265 -0.28242797]
14,[-0.12253668  0.58034348],[-0.39420352  0.15442733],-0.0147518372671,-0.0147518372671,"[[ 1.70022917 -0.84912774  0.05372977  0.19541738]
 [ 1.82322499 -3.90948001  0.          0.        ]]","[-0.68005582  1.33574452  1.42899858 -1.03487749  0.46903365  1.70551579
  0.17833163 -0.23649568 -0.34643851 -0.00627514  0.        ]",[-0.32823265 -0.28242797]
15,[ 0.23617521  0.56287611],[ 1.36091368  0.20345391],-0.0193202841654,-0.0193202841654,"[[ 1.72068094 -0.92040065  0.05372977  0.19541738]
 [ 0.22725768 -3.22011583  0.          0.        ]]","[-0.71054643  1.26410961  1.42476915 -1.15932584  0.46903315  1.70550992
 -0.00373285 -0.13374329 -0.3279923  -0.04753813  0.        ]",[-0.32823265 -0.28242797]
16,[-0.65109646  0.49127039],[ 0.09072232 -0.22507581],-0.0197715168776,-0.0197715168776,"[[ 1.76487595 -0.97609232  0.05372977  0.19541738]
 [ 4.17911228 -2.3519233   0.          0.        ]]","[-0.7760978   1.20533564  1.41354033 -1.24884318  0.46903264  1.70550406
  0.44708604 -0.00433588 -0.35852483 -0.06418652  0.        ]",[-0.32823265 -0.28242797]
17,[-0.8715589   0.72424543],[-1.279768    2.20756647],-0.019957134279,-0.019957134279,"[[ 1.85123323 -1.03160552  0.05372977  0.19541738]
 [ 4.45569591 -3.19657887  0.          0.        ]]","[-0.90243315  1.14450397  1.38341958 -1.33102635  0.46903214  1.70549819
  0.47863763 -0.130235   -0.45451441 -0.06088636  0.        ]",[-0.32823265 -0.28242797]
18,[-0.35747939  0.15792647],[-0.14803774  0.24196909],-0.0226337141381,-0.0226337141381,"[[ 1.89975262 -1.05516251  0.05372977  0.19541738]
 [ 0.40970648  0.82744991  0.          0.        ]]","[-0.97211     1.1180567   1.36181333 -1.36370973  0.46903164  1.70549233
  0.01707891  0.46956237 -0.513496   -0.05691005  0.        ]",[-0.32823265 -0.28242797]
19,[-0.33465675 -0.00907901],[ 0.4221167   0.19063554],-0.0227303065634,-0.0227303065634,"[[ 1.90198575 -1.02916329  0.05372977  0.19541738]
 [-0.1844153   1.76933245  0.          0.        ]]","[-0.97528899  1.14722013  1.36073563 -1.32755555  0.46903113  1.70548646
 -0.05069737  0.60995316 -0.5361737  -0.03708707  0.        ]",[-0.32823265 -0.28242797]
20,[-0.82502508 -0.14496127],[-0.25274994 -0.54399467],-0.0253081148631,-0.0253081148631,"[[ 1.91508924 -0.98655936  0.05372977  0.19541738]
 [ 1.4891794   2.48866417  0.          0.        ]]","[-0.99390102  1.19402274  1.35428774 -1.26487304  0.46903063  1.7054806
  0.14022331  0.71717166 -0.58963809 -0.00294432  0.        ]",[-0.32823265 -0.28242797]
21,[-0.63165987  0.16335452],[-0.67815921 -0.26283857],-0.029702762876,-0.029702762876,"[[ 1.93454978 -0.95888907  0.05372977  0.19541738]
 [ 0.46031065  0.28570538  0.          0.        ]]","[-1.02138131  1.22372756  1.34427106 -1.2219184   0.46903013  1.70547473
  0.02285161  0.38881074 -0.64323359  0.02068579  0.        ]",[-0.32823265 -0.28242797]
22,[ 0.03170217  0.30208448],[ 0.30223514  1.43392687],-0.0266253654859,-0.0266253654859,"[[ 1.91674627 -0.96366568  0.05372977  0.19541738]
 [-2.23170061 -0.7598827   0.          0.        ]]","[-0.99624514  1.21863678  1.35344898 -1.22945463  0.46902962  1.70546887
 -0.28424867  0.23296098 -0.61037924  0.01261261  0.        ]",[-0.32823265 -0.28242797]
23,[-0.34062108 -0.32221785],[ 0.44247321 -0.073484  ],-0.0230600018012,-0.0230600018012,"[[ 1.88454154 -0.93898812  0.05372977  0.19541738]
 [-0.99289921  3.21439193  0.          0.        ]]","[-0.95037234  1.24473631  1.36892726 -1.18995126  0.46902912  1.70546301
 -0.14292785  0.8253435  -0.57738912  0.01827565  0.        ]",[-0.32823265 -0.28242797]
24,[-0.78516781 -0.31676364],[-0.61923045 -1.11031648],-0.0264111113882,-0.0264111113882,"[[ 1.88244644 -0.87826353  0.05372977  0.19541738]
 [ 0.77748377  2.85924915  0.          0.        ]]","[-0.94736938  1.30694189  1.36988041 -1.08703188  0.46902862  1.70545714
  0.05903503  0.77240675 -0.62289981  0.05559808  0.        ]",[-0.32823265 -0.28242797]
25,[-0.10185864  0.24883822],[-0.57313838 -0.69799407],-0.0260686817212,-0.0260686817212,"[[ 1.87327293 -0.8613666   0.05372977  0.19541738]
 [-1.68662562 -1.15617416  0.          0.        ]]","[-0.93420239  1.3237143   1.37399244 -1.05698464  0.46902811  1.70545128
 -0.22206733  0.17388908 -0.62156074  0.06301151  0.        ]",[-0.32823265 -0.28242797]
