timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.04926402  1.57641734 -0.12974691  1.13447577 -0.69108302  1.17388807
 -0.04972115  0.32865105  2.36353565 -1.62446361  0.        ]",[ 1.80456333 -0.91588683],-0.325595586987,-0.325595586987,[ 2.2124958  -0.94242406],"[[-0.06620988 -0.03115282 -0.07831732  0.13537291]
 [ 0.0003539  -0.00494379  0.          0.        ]]",[-0.60052311 -0.53155673]
1,"[ 1.05200284  1.57407979 -0.07142775  1.03829728 -0.69108237  1.1738863
  0.4530045  -0.24421015  2.36561653 -1.57463458  0.        ]",[ 2.00972469 -0.83975035],-0.323787387847,-0.323787387847,[ 2.10681772 -0.63669258],"[[-0.02649821 -0.06765236 -0.07831732  0.13537291]
 [ 3.95763275 -3.63291254  0.          0.        ]]",[-0.60052311 -0.53155673]
2,"[ 1.0462846   1.55771537  0.10197177  0.76257574 -0.69108172  1.17388453
  0.9457707  -0.75811868  2.36310343 -1.42236041  0.        ]",[ 2.33848856  0.19106726],-0.317723003731,-0.317723003731,[ 2.10763741 -0.39270797],"[[ 0.09157241 -0.17296541 -0.07831732  0.13537291]
 [ 7.83651858 -6.88753198  0.          0.        ]]",[-0.60052311 -0.53155673]
3,"[ 0.99184683  1.51851539  0.38292076  0.43249335 -0.69108108  1.17388276
  1.42859913 -0.6173397   2.33136846 -1.11804422  0.        ]",[ 3.27892974 -0.29139519],-0.304346138443,-0.304346138443,[ 2.1953063 -0.1284209],"[[  0.28643579  -0.30177106  -0.07831732   0.13537291]
 [ 11.63719036  -5.99597367   0.           0.        ]]",[-0.60052311 -0.53155673]
4,"[ 0.82775613  1.45801129  0.74421695  0.11178178 -0.69108043  1.17388099
  1.90198979 -0.78095648  2.21751066 -0.65725892  0.        ]",[ 2.03116245  0.55686307],-0.280951559342,-0.280951559342,[ 1.90100956 -0.01719961],"[[  0.55656736  -0.4320876   -0.07831732   0.13537291]
 [ 15.36359603  -7.03217324   0.           0.        ]]",[-0.60052311 -0.53155673]
5,"[ 0.48845065  1.38657366  1.11964006 -0.1606423  -0.69107978  1.17387922
  2.36588202 -0.41091925  1.94240758 -0.0832863   0.        ]",[ 1.18786613 -0.4692303 ],-0.244478885308,-0.244478885308,[ 0.72012848 -0.20840412],"[[  0.90047733  -0.54921909  -0.07831732   0.13537291]
 [ 19.01527362  -4.6887085    0.           0.        ]]",[-0.60052311 -0.53155673]
6,"[-0.06238686  1.30450122  1.3905599  -0.4024595  -0.69107914  1.17387745
  2.82080779 -0.68966458  1.43246882  0.467034    0.        ]",[-2.93037587  0.69446094],-0.192743195507,-0.192743195507,[-2.08893895  0.05891398],"[[  1.31671298  -0.66070625  -0.07831732   0.13537291]
 [ 22.5964289   -6.45402156   0.           0.        ]]",[-0.60052311 -0.53155673]
7,"[-0.66466021  1.21988891  1.4204371  -0.60268694 -0.69107849  1.17387568
  2.2613599  -0.23487433  0.80974967  0.75876712  0.        ]",[-2.43126774 -0.34440296],-0.136791631683,-0.136791631683,[-2.48680186 -0.31465816],"[[  1.72445812  -0.76088783  -0.07831732   0.13537291]
 [ 18.19268473  -3.57381274   0.           0.        ]]",[-0.60052311 -0.53155673]
8,"[-1.11676938  1.14124353  1.27551828 -0.75733492 -0.69107784  1.17387391
  1.713127   -0.43868581  0.29855306  0.78554483  0.        ]",[-2.84702162  0.63137175],-0.0917042732902,-0.0917042732902,[-2.27849984 -0.06066173],"[[  2.04501322  -0.84531384  -0.07831732   0.13537291]
 [ 13.87717519  -4.86456258   0.           0.        ]]",[-0.60052311 -0.53155673]
9,"[-1.40666873  1.07011272  1.08315755 -0.87690537 -0.69107719  1.17387214
  1.17555789 -0.0284485  -0.0540734   0.69377213  0.        ]",[-2.52210089 -0.90680099],-0.0600142373506,-0.0600142373506,[-2.01127553 -0.41570374],"[[ 2.28010036 -0.91653736 -0.07831732  0.13537291]
 [ 9.64558321 -2.26651179  0.          0.        ]]",[-0.60052311 -0.53155673]
10,"[-1.5659225   0.98450212  0.92606914 -0.99979871 -0.69107655  1.17387037
  0.64883581 -0.58809212 -0.23005977  0.58574623  0.        ]",[-0.94438239  0.43086357],-0.0425559872957,-0.0425559872957,[-0.74731803  0.10510468],"[[ 2.43141214 -0.9974277  -0.07831732  0.13537291]
 [ 5.49936596 -5.81076033  0.          0.        ]]",[-0.60052311 -0.53155673]
11,"[-1.63230817  0.87476284  0.84409646 -1.12911706 -0.6910759   1.1738686
  0.16026078 -0.30036139 -0.24513165  0.51634916  0.        ]",[-0.05358183 -0.25230575],-0.0364449424682,-0.0364449424682,[ 0.27345586 -0.06645012],"[[ 2.50281238 -1.09535978 -0.07831732  0.13537291]
 [ 1.65343017 -3.98855223  0.          0.        ]]",[-0.60052311 -0.53155673]
12,"[-1.65892344  0.77007493  0.80755374 -1.22717264 -0.69107525  1.17386684
  0.12919862 -0.44562924 -0.20175861  0.47348962  0.        ]",[ 0.10972861  0.18892528],-0.0355358102414,-0.0355358102414,[ 0.53410476  0.26432264],"[[ 2.53342782 -1.18436135 -0.07831732  0.13537291]
 [ 1.4089176  -4.90854052  0.          0.        ]]",[-0.60052311 -0.53155673]
13,"[-1.68572258  0.66066968  0.76820597 -1.30641491 -0.6910746   1.17386507
  0.18078735 -0.31217681 -0.16025872  0.42452457  0.        ]",[ 0.2768371 -0.3249231],-0.0350640283452,-0.0350640283452,[ 0.44965577  0.30372858],"[[ 2.56568052 -1.27405245 -0.07831732  0.13537291]
 [ 1.81501126 -4.06338357  0.          0.        ]]",[-0.60052311 -0.53155673]
14,"[-1.72239411  0.54355443  0.70947122 -1.3673522  -0.69107396  1.1738633
  0.3154273  -0.50265877 -0.13709039  0.36085934  0.        ]",[ 0.34824843  0.71953643],-0.0333364643991,-0.0333364643991,[ 0.2710329   0.73024046],"[[ 2.6126145  -1.3674237  -0.07831732  0.13537291]
 [ 2.87486199 -5.26971347  0.          0.        ]]",[-0.60052311 -0.53155673]
15,"[-1.77229898  0.44680117  0.61788973 -1.40027174 -0.69107331  1.17386153
  0.48320287 -0.0363445  -0.1642376   0.28689955  0.        ]",[-1.42605035 -0.18710319],-0.0275543522348,-0.0275543522348,[-0.35109547  0.47686946],"[[ 2.68336233 -1.44318787 -0.07831732  0.13537291]
 [ 4.19554773 -2.31653428  0.          0.        ]]",[-0.60052311 -0.53155673]
16,"[-1.79960288  0.3781415   0.56010414 -1.41443978 -0.69107266  1.17385976
 -0.03006278 -0.14595751 -0.17199729  0.23737559  0.        ]",[ 1.05304977  0.29704807],-0.0250642522811,-0.0250642522811,[ 0.85895038  0.61325181],"[[ 2.72673621 -1.49648328 -0.07831732  0.13537291]
 [ 0.15526456 -3.01071622  0.          0.        ]]",[-0.60052311 -0.53155673]
17,"[-1.8240211   0.31629455  0.50201883 -1.42079317 -0.69107202  1.17385799
  0.47227056  0.04906818 -0.18267515  0.18963651  0.        ]",[-1.62285573  0.77345815],-0.0228681347237,-0.0228681347237,[-0.42198128  0.60212338],"[[ 2.76951518 -1.54430565 -0.07831732  0.13537291]
 [ 4.1094919  -1.77561526  0.          0.        ]]",[-0.60052311 -0.53155673]
18,"[-1.84536151  0.31056647  0.44451023 -1.42107383 -0.69107137  1.17385622
 -0.04088472  0.53832333 -0.23372265  0.15964542  0.        ]",[-0.01899277 -0.78122183],-0.0172122748648,-0.0172122748648,[ 0.42259422  0.01028013],"[[ 2.81117645 -1.54872992 -0.07831732  0.13537291]
 [ 0.07008201  1.32284621  0.          0.        ]]",[-0.60052311 -0.53155673]
19,"[-1.84566485  0.30429699  0.443621   -1.42132206 -0.69107072  1.17385445
 -0.05054014  0.04574667 -0.22969852  0.15733903  0.        ]",[-0.26046014 -0.31581175],-0.0176086698152,-0.0176086698152,[ 0.63701868  0.49597842],"[[ 2.81181555 -1.55357189 -0.07831732  0.13537291]
 [-0.00592286 -1.79664606  0.          0.        ]]",[-0.60052311 -0.53155673]
20,"[-1.84053945  0.24198648  0.45814127 -1.42045153 -0.69107007  1.17385268
 -0.18145335 -0.14606383 -0.16810601  0.14380403  0.        ]",[ 0.41859499  1.12639789],-0.0239476738591,-0.0239476738591,[ 1.06210363  0.72779   ],"[[ 2.80135781 -1.60169265 -0.07831732  0.13537291]
 [-1.03643342 -3.01138347  0.          0.        ]]",[-0.60052311 -0.53155673]
21,"[-1.83858153  0.21623151  0.46355338 -1.41830429 -0.69106943  1.17385091
  0.03152594  0.48853823 -0.14348101  0.13674983  0.        ]",[ 0.34256701 -0.15857863],-0.0265068309852,-0.0265068309852,[ 0.43788624  0.20555827],"[[ 2.7974499  -1.62159702 -0.07831732  0.13537291]
 [ 0.6400749   1.00755446  0.          0.        ]]",[-0.60052311 -0.53155673]
