timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.0187781   1.79803267 -0.16601396  1.28055624  0.49071792 -1.24170373
 -0.05102519  0.34724736  0.94767198  1.52679749  0.        ]",[-0.88476678 -2.02135397],-0.206350632551,-0.206350632551,[-2.59449029 -2.41089392],"[[-0.07460029  0.09445789  0.05758663 -0.14470367]
 [-0.00177617  0.0012989   0.          0.        ]]",[-0.31975299 -0.2732639 ]
1,"[ 1.01396059  1.80188262 -0.21818615  1.17070065  0.49071736 -1.24170087
 -0.44241073 -0.23804624  0.94357207  1.40934707  0.        ]",[-2.07885401 -3.07467851],-0.198260607162,-0.198260607162,[-1.96406615 -1.66109085],"[[-0.10973692  0.05476939  0.05758663 -0.14470367]
 [-3.50024019 -3.95696109  0.          0.        ]]",[-0.31975299 -0.2732639 ]
2,"[ 0.98743719  1.8012198  -0.37844428  0.84316695  0.49071681 -1.24169801
 -0.87705544 -0.81172883  0.89132618  1.05548482  0.        ]",[-0.2163142  -1.36789339],-0.172516703924,-0.172516703924,[-0.68028027 -0.60905802],"[[-0.21872242 -0.06329651  0.05758663 -0.14470367]
 [-7.38538851 -7.83670086  0.          0.        ]]",[-0.31975299 -0.2732639 ]
3,"[ 0.92022446  1.7606078  -0.59904119  0.30997948  0.49071626 -1.24169515
 -0.95629963 -1.37422809  0.70373721  0.56306939  0.        ]",[ 0.3585266  -0.16757715],-0.1316009333,-0.1316009333,[ 0.46573865  0.40382335],"[[ -0.37353666  -0.25819862   0.05758663  -0.14470367]
 [ -8.09373898 -11.64082427   0.           0.        ]]",[-0.31975299 -0.2732639 ]
4,"[ 0.8263842   1.64710557 -0.79529342 -0.30073233  0.49071571 -1.24169229
 -0.7797515  -1.4383355   0.37909606  0.14581225  0.        ]",[ 1.02260468  1.14460074],-0.0872738910536,-0.0872738910536,[ 1.12988544  0.9413501 ],"[[ -0.51957762  -0.49536541   0.05758663  -0.14470367]
 [ -6.51564821 -12.0744006    0.           0.        ]]",[-0.31975299 -0.2732639 ]
5,"[ 0.75525181  1.50163877 -0.90783967 -0.75827427  0.49071516 -1.24168943
 -0.32295445 -0.81770093  0.08288317 -0.05666831  0.        ]",[ 0.45236053  0.78898042],-0.0566125709384,-0.0566125709384,[ 0.84299892  0.55197728],"[[-0.60892435 -0.69474105  0.05758663 -0.14470367]
 [-2.43250606 -7.87714195  0.          0.        ]]",[-0.31975299 -0.2732639 ]
6,"[ 0.72895235  1.39010835 -0.94441334 -1.00958342  0.49071461 -1.24168656
 -0.1174903  -0.33278848 -0.07910083 -0.11338232  0.        ]",[ 0.51031326 -1.38516494],-0.0425789089421,-0.0425789089421,[ 0.56957233  0.1924867 ],"[[-0.63914822 -0.81938071  0.05758663 -0.14470367]
 [-0.59593812 -4.59774838  0.          0.        ]]",[-0.31975299 -0.2732639 ]
7,"[ 0.73643085  1.25827671 -0.93424449 -1.23937011  0.49071405 -1.2416837
  0.10982801 -0.90491039 -0.19239102 -0.11343208  0.        ]",[-0.54840751  0.39694657],-0.0327988196385,-0.0327988196385,[ 0.40137827  0.70495689],"[[-0.63068    -0.95015661  0.05758663 -0.14470367]
 [ 1.43597617 -8.46693669  0.          0.        ]]",[-0.31975299 -0.2732639 ]
8,"[ 0.74224876  1.0890843  -0.92620639 -1.45760703  0.4907135  -1.24168084
 -0.13618113 -0.64762233 -0.328409   -0.09481485  0.        ]",[ 1.12843545  1.15039288],-0.023342740154,-0.023342740154,[ 0.75260264  0.85642552],"[[-0.62402335 -1.10203726  0.05758663 -0.14470367]
 [-0.76300672 -6.72694045  0.          0.        ]]",[-0.31975299 -0.2732639 ]
9,"[ 0.76326858  0.97793862 -0.89619778 -1.56385281  0.49071295 -1.24167798
  0.30805795 -0.04258882 -0.38132388 -0.06034568  0.        ]",[ 0.74176755  0.99433424],-0.0189700174708,-0.0189700174708,[-0.15307504  0.13907066],"[[-0.59944325 -1.19552241  0.05758663 -0.14470367]
 [ 3.20787597 -2.63518889  0.          0.        ]]",[-0.31975299 -0.2732639 ]
