timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.329905629397,[-4.15328724 -3.26504522],-0.329905629397,[-4.35080481 -2.45033622],"[[-0.07681584  0.09132879 -0.06361304 -0.19085116]
 [-0.00325278  0.00044529  0.          0.        ]]","[ 1.04385575  1.59242997 -0.12472711  1.43575748 -0.55199839 -1.65152672
 -0.02110001  0.33239868  2.19369218  2.25881879  0.        ]",[-0.56964678 -0.46859157]
1,-0.322462374968,[-2.92016464 -1.35368474],-0.322462374968,[-3.49858856 -1.68692732],"[[-0.11655537  0.05162517 -0.06361304 -0.19085116]
 [-3.95753608 -3.95762141  0.          0.        ]]","[ 1.03808314  1.59609913 -0.18265485  1.33137495 -0.55199791 -1.65152266
 -0.51698926 -0.28838298  2.18794917  2.11435511  0.        ]",[-0.56964678 -0.46859157]
2,-0.298229849363,[-1.13419563 -0.26351841],-0.298229849363,[-2.43364    -0.75607663],"[[-0.23459605 -0.06645383 -0.06361304 -0.19085116]
 [-7.83364094 -7.83735102  0.          0.        ]]","[ 1.00707929  1.59496197 -0.35278328  1.02032037 -0.55199744 -1.65151861
 -1.00307383 -0.89687778  2.12355011  1.69185144  0.        ]",[-0.56964678 -0.46859157]
3,-0.254771894758,[-1.27854789  0.03587293],-0.254771894758,[-1.35690975 -0.05929999],"[[ -0.4294026   -0.23209783  -0.06361304  -0.19085116]
 [-11.63440554  -8.72408179   0.           0.        ]]","[ 0.91170363  1.56308238 -0.62209473  0.58905061 -0.55199696 -1.65151455
 -1.47970851 -1.03595103  1.88980093  1.08428911  0.        ]",[-0.56964678 -0.46859157]
4,-0.191844096564,[-0.10516147  0.76632208],-0.191844096564,[ 0.42582253  0.9400093 ],"[[ -0.69947791  -0.40340505  -0.06361304  -0.19085116]
 [-15.36077942  -8.4076623    0.           0.        ]]","[ 0.69500329  1.49383097 -0.95528243  0.16063293 -0.55199649 -1.6515105
 -1.94701076 -0.98632258  1.39949511  0.47663513  0.        ]",[-0.56964678 -0.46859157]
5,-0.119624770512,[ 2.18172966  1.70125791],-0.119624770512,[ 1.67534459  1.34615088],"[[ -1.00783615  -0.53943895  -0.06361304  -0.19085116]
 [-15.47463011  -5.20637466   0.           0.        ]]","[ 0.34673596  1.41385871 -1.25093102 -0.15857902 -0.55199601 -1.65150645
 -1.961282   -0.48423295  0.73251202  0.11239282  0.        ]",[-0.56964678 -0.46859157]
6,-0.0603760704902,[ 1.5823582   1.76101786],-0.0603760704902,[ 1.66989863  0.93241233],"[[ -1.27458173  -0.60281498  -0.06361304  -0.19085116]
 [-11.21403452  -1.14479232   0.           0.        ]]","[-0.01703289  1.36948282 -1.41316393 -0.29909495 -0.55199554 -1.65150239
 -1.4269783   0.15278494  0.16254633  0.04432067  0.        ]",[-0.56964678 -0.46859157]
7,-0.0257872304489,[ 1.6157658   0.04961938],-0.0257872304489,[ 1.09976947 -0.16821459],"[[-1.45695722 -0.58576788 -0.06361304 -0.19085116]
 [-7.03739843  2.8362055   0.          0.        ]]","[-0.28529459  1.3818448  -1.46746778 -0.26186514 -0.55199507 -1.65149834
 -0.90320569  0.77716365 -0.16664899  0.08061693  0.        ]",[-0.56964678 -0.46859157]
8,-0.0120595487674,[-0.21836008 -0.59680245],-0.0120595487674,[ 0.41324022 -0.70052576],"[[-1.55661525 -0.5276497  -0.06361304 -0.19085116]
 [-2.94205918  2.97513318  0.          0.        ]]","[-0.43485916  1.42161768 -1.47679746 -0.13182251 -0.55199459 -1.65149428
 -0.38962885  0.79895221 -0.29937649  0.09796725  0.        ]",[-0.56964678 -0.46859157]
9,-0.00332906089474,[ 1.98984708 -0.19434338],-0.00332906089474,[ 1.10108674  0.01394892],"[[-1.62353088 -0.49244455 -0.06361304 -0.19085116]
 [-3.74682735  0.55345413  0.          0.        ]]","[-0.53549477  1.44387889 -1.4749056  -0.0508407  -0.55199412 -1.65149023
 -0.49055056  0.41913565 -0.39151639  0.11947585  0.        ]",[-0.56964678 -0.46859157]
