timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.273424768156,[-2.89723666 -3.87993639],-0.273424768156,[-2.66877747 -3.55957747],"[[ 0.05622646  0.09291484 -0.04863529 -0.07066585]
 [ 0.00408878 -0.00362464  0.          0.        ]]","[ 1.06505874  1.49234186  0.07633135  1.53429916 -0.41901738 -0.60931625
 -0.02266354  0.32469397  2.15181596  1.28746287  0.        ]",[-0.74629378 -0.62997836]
1,-0.27045684005,[-1.95701933 -2.29499822],-0.27045684005,[-2.02630138 -2.97721958],"[[ 0.0166323   0.05313063 -0.04863529 -0.07066585]
 [-3.95033997 -3.96161084  0.          0.        ]]","[ 1.0671994   1.49611014  0.01846918  1.42982229 -0.41901711 -0.60931579
 -0.54991294 -0.32191566  2.16269099  1.13263988  0.        ]",[-0.74629378 -0.62997836]
2,-0.260078109242,[-1.03618567 -2.51885076],-0.260078109242,[-1.48165202 -2.54671502],"[[-0.10126588 -0.06502738 -0.04863529 -0.07066585]
 [-7.82658652 -7.84126164  0.          0.        ]]","[ 1.0597939   1.49519485 -0.15369654  1.11887158 -0.41901684 -0.60931534
 -1.06673753 -0.95572727  2.14535913  0.671076    0.        ]",[-0.74629378 -0.62997836]
3,-0.23830097144,[-0.23477144 -1.63286322],-0.23830097144,[-0.73122597 -1.58404446],"[[ -0.29592172  -0.26000762  -0.04863529  -0.07066585]
 [-11.62642974 -11.6440758    0.           0.        ]]","[ 1.00283775  1.45426785 -0.43233471  0.61301326 -0.41901657 -0.60931488
 -1.57337337 -1.57698422  1.95814876 -0.05098142  0.        ]",[-0.74629378 -0.62997836]
4,-0.202888885238,[ 0.51506162  0.68879641],-0.202888885238,[ 0.2816897  -0.45195735],"[[ -0.53545438  -0.5302993   -0.04863529  -0.07066585]
 [-12.32468603 -15.37263852   0.           0.        ]]","[ 0.85950045  1.31949124 -0.75204042 -0.04187777 -0.4190163  -0.60931442
 -1.66646941 -2.18610642  1.46374109 -0.78756048  0.        ]",[-0.74629378 -0.62997836]
5,-0.162787295739,[ 1.10980486 -1.29131354],-0.162787295739,[ 0.37370822 -0.9061147 ],"[[ -0.75908144  -0.80733863  -0.04863529  -0.07066585]
 [-10.04554072 -12.34138315   0.           0.        ]]","[ 0.65961203  1.09701591 -1.01238962 -0.61238561 -0.41901603 -0.60931396
 -1.36258594 -1.6908927   0.80730738 -1.17418939  0.        ]",[-0.74629378 -0.62997836]
6,-0.125146109086,[ 1.14104516  0.35520469],-0.125146109086,[ 0.58947158  0.10208213],"[[ -0.91830413  -1.09145292  -0.04863529  -0.07066585]
 [ -5.89060901 -16.05765239   0.           0.        ]]","[ 0.48388878  0.79789205 -1.16787241 -1.04646648 -0.41901576 -0.60931351
 -0.80860313 -2.29800367  0.22170579 -1.17669409  0.        ]",[-0.74629378 -0.62997836]
7,-0.0911445273091,[ 0.89032326 -0.149574  ],-0.0911445273091,[ 0.42670795  0.41182953],"[[ -0.99526519  -1.39531418  -0.04863529  -0.07066585]
 [ -1.81884842 -14.33419239   0.           0.        ]]","[ 0.39047449  0.4255077  -1.23270144 -1.30279425 -0.41901549 -0.60931305
 -0.26571011 -2.01644079 -0.17441787 -0.93053353  0.        ]",[-0.74629378 -0.62997836]
8,-0.0623097949089,[ 0.23177644  1.46010394],-0.0623097949089,[-0.09047204  1.0748868 ],"[[ -0.99593874  -1.68509965  -0.04863529  -0.07066585]
 [  1.73977742 -14.64328485   0.           0.        ]]","[ 0.38963473  0.05049413 -1.2332356  -1.32604885 -0.41901522 -0.60931259
  0.20876599 -2.06693039 -0.35472093 -0.61011271  0.        ]",[-0.74629378 -0.62997836]
9,-0.0384443060188,[-0.44807187  1.15679297],-0.0384443060188,[-0.25637925  0.91187793],"[[ -0.95229516  -1.93532973  -0.04863529  -0.07066585]
 [  2.62177946 -10.39387502   0.           0.        ]]","[ 0.44325655 -0.26452159 -1.19737283 -1.17020219 -0.41901495 -0.60931213
  0.32636434 -1.37271535 -0.39757418 -0.31948644  0.        ]",[-0.74629378 -0.62997836]
