timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-2.73198652 -3.00924063],[-3.04554589 -3.39329397],-0.215907503533,-0.215907503533,"[[-0.03464393 -0.02455309  0.0142804  -0.10167073]
 [ 0.00126103 -0.00051135  0.          0.        ]]","[ 1.02778315  1.7213736  -0.08683728  1.01714131  0.13036586 -0.87192091
 -0.03014061  0.34101118  1.3606601   1.0959677   0.        ]",[-0.39819959 -0.32482049]
1,[-2.06392813 -2.4256947 ],[-0.8444759  -1.82113118],-0.209852003826,-0.209852003826,"[[-0.07429404 -0.06427561  0.0142804  -0.10167073]
 [-3.9531135  -3.95855444  0.          0.        ]]","[ 1.02451878  1.71908179 -0.1452282   0.90984672  0.13036575 -0.87191967
 -0.49532029 -0.2566159   1.35091141  0.96364333  0.        ]",[-0.39819959 -0.32482049]
2,[-0.81784135 -1.49251735],[-0.85745406 -1.23035047],-0.191628047734,-0.191628047734,"[[-0.18607483 -0.18237539  0.0142804  -0.10167073]
 [-7.21413838 -7.83849318  0.          0.        ]]","[ 1.00259434  1.70025322 -0.30861798  0.59312401  0.13036565 -0.87191843
 -0.87893597 -0.84244945  1.28052638  0.59196333  0.        ]",[-0.39819959 -0.32482049]
3,[ 0.7357949 -0.2066057],[-0.29979766 -0.35331955],-0.160621097496,-0.160621097496,"[[ -0.36294708  -0.37730284   0.0142804   -0.10167073]
 [-10.46237392 -11.6415654    0.           0.        ]]","[ 0.93021461  1.63056075 -0.55939907  0.08736144  0.13036554 -0.87191719
 -1.26104584 -1.41667474  1.04350755  0.05201311  0.        ]",[-0.39819959 -0.32482049]
4,[ 1.93603361  0.57075632],[ 3.06148936  0.8851806 ],-0.122282929516,-0.122282929516,"[[ -0.58202133  -0.62185246   0.0142804   -0.10167073]
 [-11.44189643 -12.80948269   0.           0.        ]]","[ 0.77981188  1.47905638 -0.84654416 -0.49162081  0.13036543 -0.87191595
 -1.37627061 -1.59301475  0.57563106 -0.4500439   0.        ]",[-0.39819959 -0.32482049]
5,[ 1.8600018   0.16528726],[ 2.05468202  0.57527074],-0.0943229889806,-0.0943229889806,"[[-0.76891668 -0.84034268  0.0142804  -0.10167073]
 [-7.26141119 -9.05206299  0.          0.        ]]","[ 0.60342969  1.29030438 -1.06135853 -0.93054632  0.13036533 -0.87191471
 -0.88449041 -1.0256786   0.07459934 -0.67833612  0.        ]",[-0.39819959 -0.32482049]
6,[ 1.4640578  -0.10256416],[ 0.48458572 -0.36956577],-0.0819818408582,-0.0819818408582,"[[-0.87301981 -0.99674303  0.0142804  -0.10167073]
 [-3.16243736 -6.59615678  0.          0.        ]]","[ 0.48832591  1.12932963 -1.16595292 -1.18697002  0.13036522 -0.87191347
 -0.40229976 -0.65485951 -0.2492128  -0.70233597  0.        ]",[-0.39819959 -0.32482049]
7,[ 1.24965501  0.2875298 ],[ 1.01097209  1.12748016],-0.0750131404637,-0.0750131404637,"[[-0.91640265 -1.14204331  0.0142804  -0.10167073]
 [-1.18243144 -7.92942143  0.          0.        ]]","[ 0.43717867  0.96429053 -1.20598705 -1.37564101  0.13036511 -0.87191223
 -0.16937785 -0.85616861 -0.45302608 -0.64760464  0.        ]",[-0.39819959 -0.32482049]
8,[ 0.21623254 -0.45672402],[-0.12256536 -0.76716251],-0.0694224167569,-0.0694224167569,"[[-0.90012744 -1.25933887  0.0142804  -0.10167073]
 [ 2.79680959 -3.81382714  0.          0.        ]]","[ 0.45657429  0.82260329 -1.19121905 -1.49029146  0.130365   -0.87191099
  0.29872786 -0.23475263 -0.52775319 -0.57750719  0.        ]",[-0.39819959 -0.32482049]
9,[ 0.40525693  0.19047323],[ 0.89556023  0.45907488],-0.0630349097344,-0.0630349097344,"[[-0.84960572 -1.365334    0.0142804  -0.10167073]
 [ 2.25712741 -6.77581864  0.          0.        ]]","[ 0.51517564  0.68981516 -1.14344941 -1.56350587  0.1303649  -0.87190976
  0.23524102 -0.68198484 -0.53766776 -0.50669565  0.        ]",[-0.39819959 -0.32482049]
10,[-0.57727945 -0.28819877],[-1.31040531 -0.27705071],-0.054685186711,-0.054685186711,"[[-0.76935701 -1.48127312  0.0142804  -0.10167073]
 [ 5.75616214 -4.82455854  0.          0.        ]]","[ 0.60296455  0.54122446 -1.06181443 -1.60954529  0.13036479 -0.87190852
  0.64685684 -0.38736232 -0.51317084 -0.42347691  0.        ]",[-0.39819959 -0.32482049]
