timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.258138877853,[ 1.83611722 -0.66306858],-0.258138877853,[ 2.01109648 -0.72206998],"[[ -4.38171291e-03  -9.83776309e-02   1.80316304e-04   1.39456708e-01]
 [ -3.38599266e-03  -1.16467331e-04   0.00000000e+00   0.00000000e+00]]","[ 1.02034948  1.79985012 -0.03168988  0.74083131  0.00659484  1.21770469
 -0.01636025  0.35055915  1.44059261 -1.37105406  0.        ]",[-0.31833506 -0.26968002]
1,-0.255070884751,[ 3.11842647  0.4958735 ],-0.255070884751,[ 1.83046138 -0.59913832],"[[  3.52520524e-02  -1.24737609e-01   1.80316304e-04   1.39456708e-01]
 [  3.95358574e+00  -2.62711928e+00   0.00000000e+00   0.00000000e+00]]","[ 1.01943319  1.79601991  0.0272879   0.66788825  0.00659484  1.21770192
  0.42429114 -0.03837083  1.44127847 -1.31687881  0.        ]",[-0.31833506 -0.26968002]
2,-0.243031923525,[ 1.84771495 -2.35247672],-0.243031923525,[ 1.50641549 -0.75636625],"[[  1.53222106e-01  -1.57073045e-01   1.80316304e-04   1.39456708e-01]
 [  7.83051501e+00  -6.13125182e-01   0.00000000e+00   0.00000000e+00]]","[ 1.00284708  1.79009671  0.20198754  0.57874425  0.00659483  1.21769915
  0.85602835  0.25980274  1.4354218  -1.10531733  0.        ]",[-0.31833506 -0.26968002]
3,-0.221887679317,[ 0.41653469 -0.43149748],-0.221887679317,[ 1.08248997 -0.60963261],"[[  3.47984673e-01  -2.08955709e-01   1.80316304e-04   1.39456708e-01]
 [  1.16330883e+01  -4.56196130e+00   0.00000000e+00   0.00000000e+00]]","[ 0.93075993  1.77778916  0.48236286  0.43670262  0.00659482  1.21769638
  1.27948358 -0.32482654  1.38402343 -0.76001161  0.        ]",[-0.31833506 -0.26968002]
4,-0.195767112628,[ 1.66002661 -0.0363477 ],-0.195767112628,[ 0.63468456 -0.63837147],"[[  5.94877710e-01  -3.16435121e-01   1.80316304e-04   1.39456708e-01]
 [  1.30515067e+01  -6.18056414e+00   0.00000000e+00   0.00000000e+00]]","[ 0.76356752  1.74143626  0.80891043  0.14782702  0.00659482  1.21769361
  1.43743592 -0.56446202  1.25855968 -0.39045778  0.        ]",[-0.31833506 -0.26968002]
5,-0.16200525339,[-0.73974077 -0.06260085],-0.16200525339,[-0.83853555 -0.67167711],"[[  8.93011466e-01  -4.40273493e-01   1.80316304e-04   1.39456708e-01]
 [  1.67495923e+01  -6.20313850e+00   0.00000000e+00   0.00000000e+00]]","[ 0.46288069  1.68186909  1.13419587 -0.17241376  0.00659481  1.21769084
  1.84925025 -0.56780349  1.02302488  0.00715849  0.        ]",[-0.31833506 -0.26968002]
6,-0.126725786421,[-1.06989241 -1.02788205],-0.126725786421,[-1.13626289 -0.69308043],"[[  1.19532061e+00  -5.65574244e-01   1.80316304e-04   1.39456708e-01]
 [  1.34921519e+01  -6.32655257e+00   0.00000000e+00   0.00000000e+00]]","[ 0.07368999  1.60323073  1.359483   -0.47791749  0.00659481  1.21768808
  1.48649547 -0.5860744   0.70799322  0.32543441  0.        ]",[-0.31833506 -0.26968002]
7,-0.103578059071,[-1.38352544 -1.18473188],-0.103578059071,[-0.86775732 -0.16200645],"[[  1.42280872e+00  -7.30557989e-01   1.80316304e-04   1.39456708e-01]
 [  9.27065869e+00  -1.01590985e+01   0.00000000e+00   0.00000000e+00]]","[-0.25408202  1.47361945  1.44689925 -0.84376414  0.0065948   1.21768531
  1.01638622 -1.15348617  0.47953509  0.43852094  0.        ]",[-0.31833506 -0.26968002]
8,-0.09397174382,[-0.09307697  0.63949274],-0.09397174382,[-0.00252432  0.71163523],"[[  1.56669963e+00  -9.71434469e-01   1.80316304e-04   1.39456708e-01]
 [  5.13205954e+00  -1.39160860e+01   0.00000000e+00   0.00000000e+00]]","[-0.46837097  1.23820756  1.46315046 -1.28486411  0.00659479  1.21768254
  0.55550933 -1.70970754  0.41021634  0.3640963   0.        ]",[-0.31833506 -0.26968002]
9,-0.0901243413097,[-0.01964152  0.6454415 ],-0.0901243413097,[ 0.20450956  0.70441806],"[[  1.66461772e+00  -1.22158400e+00   1.80316304e-04   1.39456708e-01]
 [  4.66135201e+00  -1.11082300e+01   0.00000000e+00   0.00000000e+00]]","[-0.61453796  0.94902624  1.45661304 -1.60215002  0.00659479  1.21767977
  0.50309052 -1.2939979   0.39733822  0.21432022  0.        ]",[-0.31833506 -0.26968002]
10,-0.0852036656101,[ 0.21497116 -0.57628716],-0.0852036656101,[ 0.24377269  0.59037983],"[[  1.75613271e+00  -1.41589879e+00   1.80316304e-04   1.39456708e-01]
 [  4.49075166e+00  -8.33250195e+00   0.00000000e+00   0.00000000e+00]]","[-0.74996099  0.70424565  1.43766586 -1.73687374  0.00659478  1.217677
  0.48409182 -0.88304682  0.35588221  0.09704367  0.        ]",[-0.31833506 -0.26968002]
11,-0.0801620025736,[ 1.20375838  1.68002167],-0.0801620025736,[ 0.19551221  1.11131275],"[[  1.85359612e+00  -1.60378881e+00   1.80316304e-04   1.39456708e-01]
 [  5.25304108e+00  -1.04494332e+01   0.00000000e+00   0.00000000e+00]]","[-0.8916244   0.4602648   1.40403091 -1.76869012  0.00659478  1.21767423
  0.56898019 -1.19645826  0.29834275 -0.0207493   0.        ]",[-0.31833506 -0.26968002]
12,-0.0698040858878,[-0.70878623  0.74812235],-0.0698040858878,[-0.68988252  0.85161281],"[[  1.99731850e+00  -1.77097793e+00   1.80316304e-04   1.39456708e-01]
 [  9.10648686e+00  -6.28329857e+00   0.00000000e+00   0.00000000e+00]]","[-1.09292236  0.24417117  1.32980719 -1.71459333  0.00659477  1.21767146
  0.99810092 -0.57965678  0.18602771 -0.09578609  0.        ]",[-0.31833506 -0.26968002]
13,-0.0565226971899,[-1.0822154   0.31524846],-0.0565226971899,[-0.44787169  0.64774227],"[[  2.14949160e+00  -1.86566809e+00   1.80316304e-04   1.39456708e-01]
 [  6.12072886e+00  -3.19605094e+00   0.00000000e+00   0.00000000e+00]]","[-1.29207168  0.1246077   1.22080875 -1.65001132  0.00659476  1.21766869
  0.66560383 -0.12258602  0.0556644  -0.10782827  0.        ]",[-0.31833506 -0.26968002]
14,-0.0505568575137,[ 0.06395569  1.35278921],-0.0505568575137,[ 0.05753554  0.54661453],"[[  2.23097716e+00  -1.91642485e+00   1.80316304e-04   1.39456708e-01]
 [  2.04138832e+00  -1.88402966e+00   0.00000000e+00   0.00000000e+00]]","[-1.39121816  0.06184754  1.15041445 -1.60551837  0.00659476  1.21766592
  0.21132504  0.07166039 -0.0109954  -0.12282567  0.        ]",[-0.31833506 -0.26968002]
15,-0.0452701674653,[ 0.57703224  0.02430594],-0.0452701674653,[-0.24751389  0.00529897],"[[  2.27393564e+00  -1.91400339e+00   1.80316304e-04   1.39456708e-01]
 [  2.25374091e+00   2.11285583e+00   0.00000000e+00   0.00000000e+00]]","[-1.44107632  0.06481703  1.11012984 -1.60778973  0.00659475  1.21766315
  0.23497258  0.66340419 -0.0545458  -0.10279508  0.        ]",[-0.31833506 -0.26968002]
16,-0.0333991651267,[-0.35472228  0.96739066],-0.0333991651267,[-0.8410697  -0.01545984],"[[  2.34147804e+00  -1.87120224e+00   1.80316304e-04   1.39456708e-01]
 [  4.49302447e+00   2.16708601e+00   0.00000000e+00   0.00000000e+00]]","[-1.51582773  0.11771436  1.04258698 -1.64547588  0.00659475  1.21766038
  0.48434086  0.67143216 -0.14097961 -0.03710454  0.        ]",[-0.31833506 -0.26968002]
17,-0.0165286265171,[-0.85017922 -2.4776668 ],-0.0165286265171,[-1.04929101 -0.5542959 ],"[[  2.41635357e+00  -1.78985631e+00   1.80316304e-04   1.39456708e-01]
 [  2.99947031e+00   5.95487983e+00   0.00000000e+00   0.00000000e+00]]","[-1.5931309   0.22011393  0.96203415 -1.70362646  0.00659474  1.21765761
  0.31801676  1.23221824 -0.26436057  0.05531982  0.        ]",[-0.31833506 -0.26968002]
18,-0.00551462300142,[-0.11544989  0.48954428],-0.00551462300142,[-0.47158223 -0.09333503],"[[  2.44198966e+00  -1.71166473e+00   1.80316304e-04   1.39456708e-01]
 [ -4.24377597e-01   1.87786763e+00   0.00000000e+00   0.00000000e+00]]","[-1.61817478  0.32031606  0.93315823 -1.74258175  0.00659473  1.21765484
 -0.06326684  0.62860956 -0.34162312  0.12487338  0.        ]",[-0.31833506 -0.26968002]
19,-0.00398032106016,[-1.01548469  0.08493449],-0.00398032106016,[-0.55885375 -0.40895903],"[[  2.42899896e+00  -1.65503119e+00   1.80316304e-04   1.39456708e-01]
 [ -8.73203160e-01   3.77915058e+00   0.00000000e+00   0.00000000e+00]]","[-1.60556912  0.393625    0.94786813 -1.76028434  0.00659473  1.21765208
 -0.11324852  0.91009603 -0.36288063  0.16981912  0.        ]",[-0.31833506 -0.26968002]
20,-0.0100130076562,[ 0.67403423 -0.3561078 ],-0.0100130076562,[ 0.0381545 -0.562253 ],"[[  2.37199919e+00  -1.57681807e+00   1.80316304e-04   1.39456708e-01]
 [ -4.81360412e+00   4.04131338e+00   0.00000000e+00   0.00000000e+00]]","[-1.54805003  0.49539619  1.0104431  -1.77010006  0.00659472  1.21764931
 -0.55205626  0.94890801 -0.34369252  0.22842139  0.        ]",[-0.31833506 -0.26968002]
21,-0.0166724127729,[-0.79897044 -0.09611521],-0.0166724127729,[-0.28334963 -0.48439473],"[[  2.30345024e+00  -1.51094616e+00   1.80316304e-04   1.39456708e-01]
 [ -2.05051865e+00   2.55082665e+00   0.00000000e+00   0.00000000e+00]]","[-1.47427716  0.58117142  1.08122426 -1.76515828  0.00659472  1.21764654
 -0.24435487  0.72823798 -0.29871024  0.27394835  0.        ]",[-0.31833506 -0.26968002]
