timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.0329051   1.98133695 -0.18302075  0.68157352 -0.30794229 -1.41892873
 -0.04046601  0.35788051  1.67054677  1.41924573  0.        ]",[-3.89255643 -1.64042531],-0.282962765778,-0.282962765778,[-2.73206091 -2.56933904],"[[-0.07032561 -0.07638179 -0.03518787 -0.16680594]
 [ 0.00087989 -0.00329473  0.          0.        ]]",[-0.27036947 -0.22045128]
1,"[ 1.02777916  1.97620965 -0.24292194  0.56421208 -0.30794189 -1.41892369
 -0.44286498 -0.20866308  1.65431104  1.30394554  0.        ]",[-2.16508323 -1.21532996],-0.275073104541,-0.275073104541,[-2.21760869 -2.00089145],"[[-0.10998337 -0.11615945 -0.03518787 -0.16680594]
 [-3.95349916 -3.96128436  0.          0.        ]]",[-0.27036947 -0.22045128]
2,"[ 0.99932703  1.94865203 -0.4191862   0.21953543 -0.3079415  -1.41891865
 -0.83731779 -0.76399163  1.56618121  0.97251492  0.        ]",[-0.7053623  -0.88483261],-0.24988555227,-0.24988555227,[-1.26795626 -1.20156991],"[[-0.227945   -0.23431087 -0.03518787 -0.16680594]
 [-7.82979803 -7.8409272   0.          0.        ]]",[-0.27036947 -0.22045128]
3,"[ 0.91695277  1.86632621 -0.68237638 -0.31371021 -0.3079411  -1.41891362
 -1.10541765 -1.24310839  1.31622527  0.51337735  0.        ]",[ 0.06452292 -0.27654988],-0.205679725629,-0.205679725629,[-0.04088217 -0.28396297],"[[ -0.4109741   -0.42471337  -0.03518787  -0.16680594]
 [-10.4644391  -11.1881542    0.           0.        ]]",[-0.27036947 -0.22045128]
4,"[ 0.77298531  1.70645016 -0.95230567 -0.90324127 -0.3079407  -1.41890858
 -1.05842862 -1.36812943  0.89292976  0.13274486  0.        ]",[ 0.22700683  0.78667051],-0.149169306256,-0.149169306256,[ 0.8090831   0.41355044],"[[ -0.61562951  -0.65724025  -0.03518787  -0.16680594]
 [-10.00270459 -12.06160788   0.           0.        ]]",[-0.27036947 -0.22045128]
5,"[ 0.59634757  1.51522235 -1.16943005 -1.34802851 -0.30794031 -1.41890354
 -0.9471015  -0.88809633  0.43738593 -0.03866194  0.        ]",[ 0.58034887  0.24268344],-0.0948240062305,-0.0948240062305,[ 1.20650077  0.65817505],"[[-0.80470806 -0.86482475 -0.03518787 -0.16680594]
 [-8.90871525 -8.70801271  0.          0.        ]]",[-0.27036947 -0.22045128]
6,"[ 0.42667489  1.33870541 -1.31725211 -1.6298987  -0.30793991 -1.41889851
 -0.69560527 -0.72594694  0.06500764 -0.04739362  0.        ]",[ 1.13907422  1.6191517 ],-0.0508282256743,-0.0508282256743,[ 1.17760205  0.79495412],"[[-0.9580863  -1.02761922 -0.03518787 -0.16680594]
 [-6.43727738 -7.57521369  0.          0.        ]]",[-0.27036947 -0.22045128]
7,"[ 0.32057136  1.20842976 -1.38894017 -1.78309914 -0.30793951 -1.41889347
 -0.28014422 -0.13785407 -0.15138937  0.00752667  0.        ]",[ 0.21592054  0.56441016],-0.0240580648065,-0.0240580648065,[ 0.69133365  0.4767077 ],"[[-1.0458699  -1.13790121 -0.03518787 -0.16680594]
 [-2.35455358 -3.4666825   0.          0.        ]]",[-0.27036947 -0.22045128]
8,"[ 0.27279982  1.15170079 -1.41690591 -1.83767669 -0.30793911 -1.41888843
 -0.18852744  0.19183162 -0.23910166  0.04251601  0.        ]",[ 0.35292048  0.37333764],-0.0127826810113,-0.0127826810113,[ 0.57621622  0.34716392],"[[-1.08392809 -1.18412562 -0.03518787 -0.16680594]
 [-1.45424063 -1.16343453  0.          0.        ]]",[-0.27036947 -0.22045128]
9,"[ 0.25397042  1.1415072  -1.42724802 -1.84675134 -0.30793872 -1.4188834
 -0.04353035  0.40667535 -0.26566191  0.05138927  0.        ]",[ 0.66261858  0.8657165 ],-0.00949132310771,-0.00949132310771,[ 0.38009056  0.17207178],"[[-1.09871671 -1.19233488 -0.03518787 -0.16680594]
 [-0.02936081  0.33750646  0.          0.        ]]",[-0.27036947 -0.22045128]
