timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-2.87781572 -3.81097579],[-3.27940996 -3.71270032],-0.240618296693,-0.240618296693,"[[ 0.0387455  -0.01793369 -0.01581919 -0.07718897]
 [ 0.00315441  0.00347242  0.          0.        ]]","[ 1.04944289  1.5911462   0.0327834   1.15987549 -0.13070279 -0.66464151
 -0.03114424  0.33058981  1.74843757  1.09225805  0.        ]",[-0.57771629 -0.4940941 ]
1,[-2.30098081 -3.15805054],[-1.75985173 -3.68441279],-0.236443624716,-0.236443624716,"[[ -8.67113503e-04  -5.75773242e-02  -1.58191893e-02  -7.71889703e-02]
 [ -3.95125649e+00  -3.95464948e+00   0.00000000e+00   0.00000000e+00]]","[ 1.05056622  1.58920061 -0.02527332  1.05568234 -0.1307027  -0.66464089
 -0.53387092 -0.29270335  1.74758411  0.94728643  0.        ]",[-0.57771629 -0.4940941 ]
2,[-1.32174277 -2.24197459],[-1.62721157 -2.54514068],-0.222904429025,-0.222904429025,"[[-0.11878395 -0.17559738 -0.01581919 -0.07718897]
 [-7.82755183 -7.83442592  0.          0.        ]]","[ 1.03999978  1.57139018 -0.19772677  0.74754513 -0.13070262 -0.66464027
 -1.02666602 -0.9036588   1.69739391  0.52099117  0.        ]",[-0.57771629 -0.4940941 ]
3,[ 0.17142838 -0.86572528],[-0.41560471 -0.8325396 ],-0.197571599106,-0.197571599106,"[[ -0.31346057  -0.37044203  -0.01581919  -0.07718897]
 [-11.62756715 -11.63734963   0.           0.        ]]","[ 0.97750132  1.50330952 -0.47603786  0.25481634 -0.13070253 -0.66463965
 -1.50976172 -1.50251005  1.46622583 -0.12631479  0.        ]",[-0.57771629 -0.4940941 ]
4,[ 1.55686367  0.20765871],[ 0.44262885  0.82736277],-0.161246236677,-0.161246236677,"[[ -0.5601983   -0.63394438  -0.01581919  -0.07718897]
 [-13.0416795  -14.70263958   0.           0.        ]]","[ 0.82137851  1.33917097 -0.80295175 -0.35093091 -0.13070244 -0.66463903
 -1.68953456 -1.98520099  0.93818144 -0.75670704  0.        ]",[-0.57771629 -0.4940941 ]
5,[ 1.90541792 -0.04577887],[ 1.43463627  0.28913272],-0.126317352334,-0.126317352334,"[[ -0.8009001   -0.89220966  -0.01581919  -0.07718897]
 [-11.03507904 -11.13576459   0.           0.        ]]","[ 0.59483397  1.10815117 -1.07654309 -0.8405085  -0.13070236 -0.66463841
 -1.43443156 -1.42351639  0.27837189 -1.0491043   0.        ]",[-0.57771629 -0.4940941 ]
6,[ 1.82470286  0.04181081],[ 1.91254541 -1.40051465],-0.103386421958,-0.103386421958,"[[-0.97972885 -1.10123538 -0.01581919 -0.07718897]
 [-6.86156982 -9.77136345  0.          0.        ]]","[ 0.38669632  0.88077284 -1.24126285 -1.13853191 -0.13070227 -0.66463779
 -0.90385046 -1.20866007 -0.23973076 -1.02679542  0.        ]",[-0.57771629 -0.4940941 ]
7,[ 1.57672155  1.14821911],[ 1.93935862  1.7077449 ],-0.0862914307474,-0.0862914307474,"[[ -1.07589714  -1.33445879  -0.01581919  -0.07718897]
 [ -2.76889254 -13.53841181   0.           0.        ]]","[ 0.26328761  0.59739039 -1.31407586 -1.35009419 -0.13070219 -0.66463717
 -0.38354627 -1.80185798 -0.58774851 -0.82577189  0.        ]",[-0.57771629 -0.4940941 ]
8,[ 0.66198635  0.66509759],[ 1.55548414  1.44032161],-0.0722267643141,-0.0722267643141,"[[-1.09103676 -1.56281805 -0.01581919 -0.07718897]
 [ 1.24181299 -9.31156997  0.          0.        ]]","[ 0.24322979  0.30386677 -1.32446625 -1.42312346 -0.1307021  -0.66463655
  0.12633673 -1.13625001 -0.74682664 -0.5831634   0.        ]",[-0.57771629 -0.4940941 ]
9,[-0.79758167 -0.46601257],[-0.32692051 -0.79160809],-0.0617736441456,-0.0617736441456,"[[-1.0267463  -1.70747802 -0.01581919 -0.07718897]
 [ 5.17426449 -5.16819513  0.          0.        ]]","[ 0.32725595  0.11667495 -1.27830569 -1.39867366 -0.13070201 -0.66463593
  0.62627109 -0.48378712 -0.72980841 -0.45596206  0.        ]",[-0.57771629 -0.4940941 ]
10,[-0.05843204  0.61189038],[ 0.6811001   0.68083873],-0.0507669173518,-0.0507669173518,"[[-0.93726576 -1.84126137 -0.01581919 -0.07718897]
 [ 3.77838691 -8.20005183  0.          0.        ]]","[ 0.43879439 -0.05324069 -1.20547883 -1.32758387 -0.13070193 -0.6646353
  0.44881191 -0.96121649 -0.67614036 -0.34749261  0.        ]",[-0.57771629 -0.4940941 ]
11,[-1.04740012 -0.14309523],[-1.25941171 -0.13202521],-0.0388468517952,-0.0388468517952,"[[-0.83540204 -1.97658712 -0.01581919 -0.07718897]
 [ 6.39932226 -5.34201742  0.          0.        ]]","[ 0.55707614 -0.2187992  -1.11110363 -1.20959878 -0.13070184 -0.66463468
  0.78201248 -0.51115751 -0.61267456 -0.23417695  0.        ]",[-0.57771629 -0.4940941 ]
12,[ 0.10985492  0.67657375],[-0.29246444  0.43814514],-0.0286967397666,-0.0286967397666,"[[-0.74840015 -2.08760714 -0.01581919 -0.07718897]
 [ 2.31441407 -5.75863647  0.          0.        ]]","[ 0.64988749 -0.34775719 -1.02153294 -1.07968624 -0.13070176 -0.66463406
  0.26269487 -0.57676261 -0.56133606 -0.13557167  0.        ]",[-0.57771629 -0.4940941 ]
13,[ 0.3083097   0.71661013],[-0.31682537  1.72019516],-0.0213437193895,-0.0213437193895,"[[-0.71418855 -2.18422859 -0.01581919 -0.07718897]
 [ 1.1107559  -3.90967645  0.          0.        ]]","[ 0.68414327 -0.45361742 -0.98420393 -0.94364211 -0.13070167 -0.66463344
  0.10967274 -0.2856039  -0.55728708 -0.03081562  0.        ]",[-0.57771629 -0.4940941 ]
14,[ 0.41848657  0.16655973],[ 0.02247292 -0.41538018],-0.0190170715697,-0.0190170715697,"[[-0.70477954 -2.22191709 -0.01581919 -0.07718897]
 [-0.16559603  0.12736927  0.          0.        ]]","[ 0.69333312 -0.49307229 -0.97373777 -0.88506031 -0.13070158 -0.66463282
 -0.05259101  0.35011587 -0.55818056  0.01202847  0.        ]",[-0.57771629 -0.4940941 ]
15,[ 0.47967121  0.54678577],[-0.4768401   0.39529436],-0.0185945232382,-0.0185945232382,"[[-0.70716534 -2.2358972  -0.01581919 -0.07718897]
 [-0.0732947  -1.51989006  0.          0.        ]]","[ 0.69101159 -0.50742623 -0.97639808 -0.8625694  -0.1307015  -0.6646322
 -0.04085662  0.09071911 -0.56319345  0.03008462  0.        ]",[-0.57771629 -0.4940941 ]
16,[ 0.91394734  0.54811954],[ 0.76199945  0.80667014],-0.0194307461718,-0.0194307461718,"[[-0.72755671 -2.25028819 -0.01581919 -0.07718897]
 [-1.95955579  0.07547529  0.          0.        ]]","[ 0.67091127 -0.52203852 -0.99892218 -0.8389951  -0.13070141 -0.66463158
 -0.28065882  0.34194389 -0.58259971  0.05557781  0.        ]",[-0.57771629 -0.4940941 ]
17,[ 0.00870107 -0.62684172],[ 0.50455097 -0.23006765],-0.0209859859225,-0.0209859859225,"[[-0.73609438 -2.21674748 -0.01581919 -0.07718897]
 [ 1.09559017  3.26795209  0.          0.        ]]","[ 0.66235634 -0.48772394 -1.00823216 -0.89327047 -0.13070133 -0.66463096
  0.10774532  0.84466826 -0.58346211  0.01734327  0.        ]",[-0.57771629 -0.4940941 ]
18,[-0.47310236 -0.95450133],[-1.05032044 -1.94707832],-0.0219943692842,-0.0219943692842,"[[-0.6943607  -2.16117843 -0.01581919 -0.07718897]
 [ 3.07118916  2.29220633  0.          0.        ]]","[ 0.70338945 -0.42895804 -0.96204657 -0.97796455 -0.13070124 -0.66463034
  0.35890539  0.69101506 -0.53322012 -0.06562341  0.        ]",[-0.57771629 -0.4940941 ]
19,[ 0.64965367  0.36751968],[ 0.21080642  0.34356575],-0.0218028221737,-0.0218028221737,"[[-0.67326218 -2.15551521 -0.01581919 -0.07718897]
 [-0.94793713 -1.71254285  0.          0.        ]]","[ 0.72337414 -0.42284038 -0.93807    -0.98622032 -0.13070115 -0.66462972
 -0.15205126  0.06037932 -0.51214164 -0.07911727  0.        ]",[-0.57771629 -0.4940941 ]
20,[ 0.39562824  0.05224165],[-0.06993312 -0.0535876 ],-0.0206639410898,-0.0206639410898,"[[-0.68366082 -2.17577718 -0.01581919 -0.07718897]
 [-0.09476356 -0.31830039  0.          0.        ]]","[ 0.71358808 -0.44461944 -0.9499369  -0.95635447 -0.13070107 -0.6646291
 -0.0435861   0.27993336 -0.5278619  -0.05145168  0.        ]",[-0.57771629 -0.4940941 ]
21,[ 0.47717834  0.17163727],[ 0.86800995 -0.75836685],-0.0202828760747,-0.0202828760747,"[[-0.68831476 -2.18420875 -0.01581919 -0.07718897]
 [-0.36971481 -0.52417028  0.          0.        ]]","[ 0.70916714 -0.45359333 -0.95521495 -0.94366339 -0.13070098 -0.66462848
 -0.07854101  0.24751441 -0.53442058 -0.03973305  0.        ]",[-0.57771629 -0.4940941 ]
22,[-0.23526111  0.41015428],[-0.68195332  0.57263704],-0.0167710253539,-0.0167710253539,"[[-0.66115881 -2.22471782 -0.01581919 -0.07718897]
 [ 3.0738458  -3.51675351  0.          0.        ]]","[  7.34601898e-01  -4.95957526e-01  -9.24128440e-01  -8.80578567e-01
  -1.30700895e-01  -6.64627859e-01   3.59243911e-01  -2.23734244e-01
  -5.21851231e-01   7.53657580e-04   0.00000000e+00]",[-0.57771629 -0.4940941 ]
23,[ 0.27208742  0.39591891],[-0.14563594  0.83374104],-0.0127695331375,-0.0127695331375,"[[-0.62737919 -2.27160352 -0.01581919 -0.07718897]
 [ 0.31330449 -1.17961489  0.          0.        ]]","[ 0.76502065 -0.54336871 -0.88453617 -0.80329425 -0.13070081 -0.66462724
  0.00829183  0.14430036 -0.50583311  0.04766317  0.        ]",[-0.57771629 -0.4940941 ]
24,[ 0.25628048 -0.24953645],[-0.59538463  0.16406148],-0.0132281054138,-0.0132281054138,"[[-0.62696088 -2.26183859 -0.01581919 -0.07718897]
 [-0.26953275  2.14502788  0.          0.        ]]","[ 0.76538795 -0.53364204 -0.88403861 -0.81975935 -0.13070072 -0.66462662
 -0.06580522  0.66783936 -0.50298009  0.03563203  0.        ]",[-0.57771629 -0.4940941 ]
25,[ 0.80780232 -0.16493182],[ 1.61617029 -0.89181061],-0.0172818731782,-0.0172818731782,"[[-0.65594604 -2.21284542 -0.01581919 -0.07718897]
 [-2.62113649  2.75227257  0.          0.        ]]","[ 0.73938282 -0.48367109 -0.9180816  -0.89942399 -0.13070064 -0.664626
 -0.36476852  0.76346292 -0.51408809 -0.01527653  0.        ]",[-0.57771629 -0.4940941 ]
26,[ 0.04667807 -0.01347217],[-0.80282518 -0.28318948],-0.018949560907,-0.018949560907,"[[-0.66812868 -2.19377805 -0.01581919 -0.07718897]
 [ 1.38950377 -0.83358994  0.          0.        ]]","[ 0.72815306 -0.46371201 -0.93216684 -0.92907106 -0.13070055 -0.66462538
  0.14511151  0.19878789 -0.51929252 -0.03462195  0.        ]",[-0.57771629 -0.4940941 ]
27,[ 0.84943461  0.74725097],[ 0.5423529   0.98757491],-0.0174412837247,-0.0174412837247,"[[-0.67250064 -2.22153335 -0.01581919 -0.07718897]
 [-1.81603304 -1.93826005  0.          0.        ]]","[  7.24079911e-01  -4.92671134e-01  -9.37188093e-01  -8.85658195e-01
  -1.30700464e-01  -6.64624757e-01  -2.62414400e-01   2.48325576e-02
  -5.30672750e-01   5.00625354e-04   0.00000000e+00]",[-0.57771629 -0.4940941 ]
28,[ 0.17735009 -0.3367556 ],[ 0.28977792  0.41869499],-0.0181604739098,-0.0181604739098,"[[-0.68692099 -2.22068012 -0.01581919 -0.07718897]
 [ 0.36672808  2.0104208   0.          0.        ]]","[ 0.71048832 -0.49178941 -0.95362838 -0.88701588 -0.13070038 -0.66462414
  0.0150844   0.64664157 -0.54276827  0.00428471  0.        ]",[-0.57771629 -0.4940941 ]
29,[-0.1892103  -1.05545568],[-0.59554209 -1.05291723],-0.0210276108247,-0.0210276108247,"[[-0.66815095 -2.16423768 -0.01581919 -0.07718897]
 [ 1.50646143  3.62843069  0.          0.        ]]","[ 0.72813025 -0.43224853 -0.93218902 -0.97346329 -0.13070029 -0.66462352
  0.15998097  0.90143307 -0.5102892  -0.07017373  0.        ]",[-0.57771629 -0.4940941 ]
30,[ 0.56657553 -0.01634274],[ 1.43891483  1.14465576],-0.0234268498668,-0.0234268498668,"[[-0.66197233 -2.13211634 -0.01581919 -0.07718897]
 [-0.88062407 -0.40286069  0.          0.        ]]","[ 0.73384661 -0.39731922 -0.92506062 -1.01957577 -0.13070021 -0.6646229
 -0.14349429  0.26661405 -0.49362811 -0.11027275  0.        ]",[-0.57771629 -0.4940941 ]
31,[-0.61325276 -1.54435945],[-0.7959802  -2.08765204],-0.0260212289514,-0.0260212289514,"[[-0.63969548 -2.10036792 -0.01581919 -0.07718897]
 [ 3.09503005  3.56448305  0.          0.        ]]","[ 0.75408227 -0.36209492 -0.89907869 -1.06289558 -0.13070012 -0.66462227
  0.3619393   0.89136221 -0.45997142 -0.15322764  0.        ]",[-0.57771629 -0.4940941 ]
32,[ 0.31815755 -0.42959899],[-0.12020697 -0.52498544],-0.0291465278189,-0.0291465278189,"[[-0.61002078 -2.06951187 -0.01581919 -0.07718897]
 [-0.11682794 -0.46545046  0.          0.        ]]","[ 0.78010924 -0.32722718 -0.86379664 -1.10280569 -0.13070003 -0.66462165
 -0.04639164  0.25675656 -0.41668108 -0.19492018  0.        ]",[-0.57771629 -0.4940941 ]
33,[ 0.52272761  0.18136942],[-0.09994556  0.17199222],-0.0261799838903,-0.0261799838903,"[[-0.617107   -2.09958464 -0.01581919 -0.07718897]
 [-0.5902256  -2.53492968  0.          0.        ]]","[ 0.7739906  -0.36121691 -0.87228904 -1.06393259 -0.13069995 -0.66462103
 -0.10657575 -0.06913057 -0.43737068 -0.15929319  0.        ]",[-0.57771629 -0.4940941 ]
34,[ 0.60718524  0.26610106],[ 0.91273327 -0.31622599],-0.0222041285431,-0.0222041285431,"[[-0.63276456 -2.14294657 -0.01581919 -0.07718897]
 [-0.97424908 -1.80370065  0.          0.        ]]","[ 0.76025467 -0.40917659 -0.89090317 -1.00427633 -0.13069986 -0.66462041
 -0.15539751  0.04601833 -0.4700464  -0.10526311  0.        ]",[-0.57771629 -0.4940941 ]
35,[-0.21972486  0.16542655],[ 0.1353404   0.39045995],-0.0178953974348,-0.0178953974348,"[[-0.61580428 -2.19122712 -0.01581919 -0.07718897]
 [ 2.65819172 -3.02029035  0.          0.        ]]","[ 0.77511833 -0.46101817 -0.87072877 -0.93296738 -0.13069978 -0.66461979
  0.3064038  -0.14556189 -0.47188184 -0.05249343  0.        ]",[-0.57771629 -0.4940941 ]
36,[-0.46831349 -0.18659511],[-0.65562006 -0.87291533],-0.013561205694,-0.013561205694,"[[-0.5577933  -2.23552078 -0.01581919 -0.07718897]
 [ 3.14129994 -1.41442515  0.          0.        ]]","[ 0.82327305 -0.5070349  -0.79992143 -0.86315604 -0.13069969 -0.66461917
  0.36782235  0.10731899 -0.43632843 -0.01348346  0.        ]",[-0.57771629 -0.4940941 ]
37,[ 0.17664212  0.97850782],[-0.11329031  0.39380027],-0.00765074375673,-0.00765074375673,"[[-0.52163012 -2.29820623 -0.01581919 -0.07718897]
 [ 0.48384207 -4.84270555  0.          0.        ]]","[ 0.85113565 -0.5694544  -0.75444449 -0.75745153 -0.1306996  -0.66461855
  0.02997251 -0.43254378 -0.42771181  0.05351266  0.        ]",[-0.57771629 -0.4940941 ]
