timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-1.23784959 -2.32725382],[-1.50227363 -1.17649554],-0.321283882874,-0.321283882874,"[[-0.00855463  0.03723135 -0.11123461 -0.00564288]
 [ 0.00133621  0.00192758  0.          0.        ]]","[ 1.08020711  2.17562876 -0.08465131  0.92610696 -0.96221115 -0.01218223
  0.01477216  0.37191124  2.19558473  0.11713235  0.        ]",[-0.16325478 -0.17578439]
1,[-0.92431694 -2.17746043],[-0.991546  -2.6539346],-0.321012650136,-0.321012650136,"[[ -4.82032324e-02  -2.44288272e-03  -1.11234606e-01  -5.64287703e-03]
 [ -3.95303447e+00  -3.95616483e+00   0.00000000e+00   0.00000000e+00]]","[ 1.07861763  2.1765653  -0.14441527  0.79846383 -0.96220794 -0.01218221
 -0.34521184 -0.18447921  2.19397559  0.00974366  0.        ]",[-0.16325478 -0.17578439]
2,[-0.38928303 -1.90993297],[ 1.01329753 -1.09534043],-0.31816057615,-0.31816057615,"[[ -1.65819438e-01  -1.20493116e-01  -1.11234606e-01  -5.64287703e-03]
 [ -7.79581440e+00  -7.83592908e+00   0.00000000e+00   0.00000000e+00]]","[ 1.06091965  2.16647996 -0.3206702   0.41952397 -0.96220473 -0.01218219
 -0.69503665 -0.72985833  2.15130357 -0.30517144  0.        ]",[-0.16325478 -0.17578439]
3,[-0.16787773 -1.70872259],[ 1.04995806 -1.3148769 ],-0.309906661854,-0.309906661854,"[[ -2.80484682e-01  -3.15398608e-01  -1.11234606e-01  -5.64287703e-03]
 [ -3.68443173e+00  -1.16419266e+01   0.00000000e+00   0.00000000e+00]]","[ 1.0251727   2.10803254 -0.48921098 -0.19186158 -0.96220152 -0.01218217
 -0.32075692 -1.2648647   2.02147051 -0.65962165  0.        ]",[-0.16325478 -0.17578439]
4,[-0.10890492 -1.52020657],[-0.08612654 -2.3453624 ],-0.296483370001,-0.296483370001,"[[ -3.13740133e-01  -5.85667366e-01  -1.11234606e-01  -5.64287703e-03]
 [  3.45440699e-01  -1.53724972e+01   0.00000000e+00   0.00000000e+00]]","[ 1.0114488   1.94509412 -0.53716145 -0.97240078 -0.96219831 -0.01218215
  0.04610241 -1.78926036  1.84153376 -0.89309486  0.        ]",[-0.16325478 -0.17578439]
5,[ 0.06489725 -1.24408913],[-0.59439265 -1.35515281],-0.274359513045,-0.274359513045,"[[ -3.10313765e-01  -9.29790386e-01  -1.11234606e-01  -5.64287703e-03]
 [ -1.80959031e-03  -1.90276266e+01   0.00000000e+00   0.00000000e+00]]","[ 1.01292764  1.61829322 -0.5322426  -1.77281341 -0.9621951  -0.01218213
  0.0144904  -2.30303711  1.59282498 -1.0420255   0.        ]",[-0.16325478 -0.17578439]
6,[ 0.21964878 -0.95562208],[-0.05492491 -1.09619794],-0.236949148168,-0.236949148168,"[[ -3.33953513e-01  -1.34628454e+00  -1.11234606e-01  -5.64287703e-03]
 [ -2.35467464e+00  -2.26098808e+01   0.00000000e+00   0.00000000e+00]]","[ 1.00237685  1.09705635 -0.56605699 -2.3308017  -0.96219189 -0.01218211
 -0.19970303 -2.80654803  1.22303081 -1.10591378  0.        ]",[-0.16325478 -0.17578439]
7,[ 0.26292658 -0.62786335],[-0.32684511 -1.07159161],-0.18244310295,-0.18244310295,"[[ -3.82783198e-01  -1.83371821e+00  -1.11234606e-01  -5.64287703e-03]
 [ -2.52792358e+00  -2.61217844e+01   0.00000000e+00   0.00000000e+00]]","[ 0.97823868  0.42702027 -0.63500875 -2.30095243 -0.96218868 -0.01218209
 -0.21547444 -3.30013912  0.79668043 -0.96267007  0.        ]",[-0.16325478 -0.17578439]
8,[ 0.29141349 -0.36528355],[-0.23588159 -0.01008885],-0.119551358991,-0.119551358991,"[[ -4.45852721e-01  -2.39069159e+00  -1.11234606e-01  -5.64287703e-03]
 [ -3.77495297e+00  -2.95641006e+01   0.00000000e+00   0.00000000e+00]]","[ 0.94245936 -0.22723799 -0.72205807 -1.38920328 -0.96218547 -0.01218207
 -0.32899789 -3.78390777  0.48190072 -0.54732016  0.        ]",[-0.16325478 -0.17578439]
9,[ 0.25113258 -0.30241185],[ 0.91808335 -0.91843852],-0.0949269040116,-0.0949269040116,"[[ -5.29996691e-01  -2.97650156e+00  -1.11234606e-01  -5.64287703e-03]
 [ -4.63617004e+00  -2.90187256e+01   0.00000000e+00   0.00000000e+00]]","[  8.86880630e-01  -5.81781832e-01  -8.34109760e-01   2.77508608e-01
  -9.62182256e-01  -1.21820440e-02  -4.07398610e-01  -3.70715421e+00
   4.68322551e-01   2.00275270e-03   0.00000000e+00]",[-0.16325478 -0.17578439]
