timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.07057271  2.10288569 -0.15339931  1.06352765 -1.01381948 -0.1350091
 -0.02858328  0.36504776  2.27555312  0.21875396  0.        ]",[-1.93752481 -2.9158969 ],-0.326639578818,-0.326639578818,[-1.55175483 -2.70358825],"[[-0.04368313  0.0705069  -0.11637709 -0.0175253 ]
 [-0.00070385 -0.00041831  0.          0.        ]]",[-0.20617308 -0.19214429]
1,"[ 1.06702318  2.10562313 -0.21344631  0.9402939  -1.01381652 -0.1350089
 -0.40434902 -0.1923308   2.27267652  0.10778249  0.        ]",[-1.46947593 -2.8980568 ],-0.325895982024,-0.325895982024,[-1.21518445 -2.49732876],"[[-0.08337215  0.03078619 -0.11637709 -0.0175253 ]
 [-3.95503538 -3.95846621  0.          0.        ]]",[-0.20617308 -0.19214429]
2,"[ 1.04346962  2.10103894 -0.39042021  0.57377262 -1.01381357 -0.1350087
 -0.77268619 -0.73867706  2.22502468 -0.21764523  0.        ]",[-0.96180732 -1.61497705],-0.321586004061,-0.321586004061,[-0.59508067 -2.13806701],"[[-0.20136338 -0.08730951 -0.11637709 -0.0175253 ]
 [-7.8312001  -7.83817601  0.          0.        ]]",[-0.20617308 -0.19214429]
3,"[ 0.96374106  2.05205565 -0.67003282 -0.02052238 -1.01381062 -0.1350085
 -1.11940651 -1.27420804  2.02606512 -0.70766535  0.        ]",[-0.52441868 -2.92742535],-0.307839104777,-0.307839104777,[ 0.25021732 -1.61905134],"[[ -0.39459499  -0.28222919  -0.11637709  -0.0175253 ]
 [-11.47990026 -11.64110464   0.           0.        ]]",[-0.20617308 -0.19214429]
4,"[ 0.79105523  1.90248605 -0.99590718 -0.78563395 -1.01380767 -0.13500831
 -1.29492386 -1.79920402  1.57364999 -1.18813525  0.        ]",[ 0.63722236 -1.44962882],-0.277515351967,-0.277515351967,[ 0.90481198 -1.14438915],"[[ -0.64272336  -0.5524575   -0.11637709  -0.0175253 ]
 [-13.32698526 -15.36926949   0.           0.        ]]",[-0.20617308 -0.19214429]
5,"[ 0.5597397   1.59171183 -1.25698821 -1.58210728 -1.01380471 -0.13500811
 -1.03037824 -2.31400275  0.95071737 -1.38530011  0.        ]",[ 3.13099409 -1.05687954],-0.229676031187,-0.229676031187,[ 0.98798579 -0.8651334 ],"[[ -8.81329800e-01  -8.96523311e-01  -1.16377095e-01  -1.75253048e-02]
 [ -1.05431054e+01  -1.90251059e+01   0.00000000e+00   0.00000000e+00]]",[-0.20617308 -0.19214429]
6,"[ 0.36420764  1.08584156 -1.4025984  -2.15926722 -1.01380176 -0.13500791
 -0.63474714 -2.81863548  0.40454886 -1.20313214  0.        ]",[ 0.60291643 -1.72433322],-0.170736442586,-0.170736442586,[ 0.92811257 -0.44737673],"[[ -1.05041895e+00  -1.31298287e+00  -1.16377095e-01  -1.75253048e-02]
 [ -6.37974523e+00  -2.26088811e+01   0.00000000e+00   0.00000000e+00]]",[-0.20617308 -0.19214429]
7,"[ 0.23568404  0.42494377 -1.47276825 -2.18039497 -1.01379881 -0.13500771
 -0.39629441 -3.31317788  0.09981185 -0.74836578  0.        ]",[-0.08437046 -0.08694847],-0.106375831945,-0.106375831945,[ 0.78581429 -0.01079068],"[[ -1.15283668e+00  -1.80040086e+00  -1.16377095e-01  -1.75253048e-02]
 [ -3.87042737e+00  -2.61211851e+01   0.00000000e+00   0.00000000e+00]]",[-0.20617308 -0.19214429]
8,"[ 0.13102203 -0.19719678 -1.51752053 -1.42776099 -1.01379585 -0.13500752
 -0.42106969 -3.28876856  0.09855711 -0.20843617  0.        ]",[ 0.08745415  0.5000261 ],-0.0587215269537,-0.0587215269537,[ 0.75625658  0.19643298],"[[ -1.23286267e+00  -2.32108930e+00  -1.16377095e-01  -1.75253048e-02]
 [ -4.13115380e+00  -2.59482409e+01   0.00000000e+00   0.00000000e+00]]",[-0.20617308 -0.19214429]
9,"[ 0.0256526  -0.56054114 -1.55246714 -0.15186938 -1.0137929  -0.13500732
 -0.38057313 -2.93758321  0.35311195  0.18734012  0.        ]",[ 1.02662446 -0.20477388],-0.0821580688148,-0.0821580688148,[ 0.63162935  0.01729375],"[[ -1.31121340e+00  -2.81503441e+00  -1.16377095e-01  -1.75253048e-02]
 [ -3.70500139e+00  -2.34545823e+01   0.00000000e+00   0.00000000e+00]]",[-0.20617308 -0.19214429]
10,"[-0.02030524 -0.63259241 -1.56471854  0.9125132  -1.01378995 -0.13500712
  0.00268297 -0.36350152  0.64487066  0.32418325  0.        ]",[ 0.04905927 -1.72164752],-0.121692501594,-0.121692501594,[ 0.4589704  -0.21950477],"[[-1.34485256 -3.16342988 -0.11637709 -0.0175253 ]
 [ 0.32812745 -5.17451255  0.          0.        ]]",[-0.20617308 -0.19214429]
11,"[-0.00872362 -0.63270832 -1.5617877   0.89899333 -1.01378699 -0.13500692
  0.02055858  0.77538378  0.62924088  0.32089155  0.        ]",[-1.00951256 -0.12530558],-0.119667400118,-0.119667400118,[ 0.42941856 -0.3132188 ],"[[-1.3364014  -3.1590778  -0.11637709 -0.0175253 ]
 [ 0.51623835  2.91338698  0.          0.        ]]",[-0.20617308 -0.19214429]
12,"[-0.04925047 -0.63145244 -1.57152504  0.7010742  -1.01378404 -0.13500673
 -0.35665343  0.79133941  0.57447846  0.30680474  0.        ]",[-0.26791115 -0.51030919],-0.112503923333,-0.112503923333,[ 0.51874769 -0.28368601],"[[-1.36590392 -3.09535171 -0.11637709 -0.0175253 ]
 [-3.45328119  3.02671022  0.          0.        ]]",[-0.20617308 -0.19214429]
13,"[-0.15893255 -0.62697523 -1.59123522  0.55565487 -1.01378109 -0.13500653
 -0.45096096  0.60654297  0.54001978  0.3025483   0.        ]",[-0.81380788 -0.14647689],-0.108120382411,-0.108120382411,[ 0.5704928  -0.25270802],"[[-1.44492697 -3.04842404 -0.11637709 -0.0175253 ]
 [-4.44571412  1.71437313  0.          0.        ]]",[-0.20617308 -0.19214429]
14,"[-0.32787681 -0.62285133 -1.60319787  0.46878096 -1.01377813 -0.13500633
 -0.74878654  0.52007522  0.5242643   0.31091152  0.        ]",[ 0.38843204 -0.01395589],-0.106406153456,-0.106406153456,[ 0.64505446 -0.22738257],"[[-1.56528688 -3.02029759 -0.11637709 -0.0175253 ]
 [-7.57983092  1.10032336  0.          0.        ]]",[-0.20617308 -0.19214429]
15,"[-0.51691225 -0.61902498 -1.59058625  0.40338738 -1.01377518 -0.13500613
 -0.58838143  0.50923944  0.51649532  0.32582385  0.        ]",[-0.11690985 -0.00541339],-0.105891459539,-0.105891459539,[ 0.63626981 -0.24442025],"[[-1.69994751 -2.99906311 -0.11637709 -0.0175253 ]
 [-5.8918576   1.02337898  0.          0.        ]]",[-0.20617308 -0.19214429]
