timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-0.14744903 -0.69710988],[ 2.15092749 -1.59731017],-0.329895005602,-0.329895005602,"[[-0.00678637  0.07730562 -0.09070258 -0.12921589]
 [-0.00089573  0.00459547  0.          0.        ]]","[ 1.04856223  1.46247823  0.00256183  0.64375262 -0.79725726 -1.09679682
  0.09383763  0.23955085  1.72106955  1.00875031  0.        ]",[ 0.00705362 -0.0981797 ]
1,[-0.14816964 -0.69704902],[-1.56174229 -2.84355359],-0.331507886545,-0.331507886545,"[[ 0.03290185  0.03765334 -0.09070258 -0.12921589]
 [ 3.95653543 -3.95661713  0.          0.        ]]","[ 1.04781949  1.46521416  0.0635911   0.56189    -0.79724451 -1.0967732
  0.45320759 -0.30559419  1.72065751  1.03709153  0.        ]",[ 0.00705362 -0.0981797 ]
2,[-0.14596672 -0.6912238 ],[-1.48279904 -0.4420064 ],-0.329543390345,-0.329543390345,"[[ 0.07157199 -0.08040516 -0.09070258 -0.12921589]
 [-0.07610328 -7.83630848  0.          0.        ]]","[ 1.04498795  1.46209025  0.12297896  0.31795155 -0.79723177 -1.09674959
  0.08699897 -0.83951416  1.72103785  1.0023716   0.        ]",[ 0.00705362 -0.0981797 ]
3,[-0.13950071 -0.68474519],[ 0.08270032 -0.79755688],-0.316895800603,-0.316895800603,"[[ 0.03037995 -0.25311932 -0.09070258 -0.12921589]
 [-4.02997388 -9.4298028   0.          0.        ]]","[ 1.04788767  1.42708972  0.059712   -0.03381358 -0.79721902 -1.09672598
 -0.27205641 -1.05879398  1.70436284  0.8063321   0.        ]",[ 0.00705362 -0.0981797 ]
4,[-0.13016212 -0.67403507],[ 0.45624792 -0.42337605],-0.29466224174,-0.29466224174,"[[ -0.04612865  -0.47152879  -0.09070258  -0.12921589]
 [ -3.62230366 -12.40123871   0.           0.        ]]","[ 1.04702789  1.33272693 -0.05792607 -0.45530189 -0.79720628 -1.09670236
 -0.23503237 -1.46768674  1.62629089  0.5364121   0.        ]",[ 0.00705362 -0.0981797 ]
5,[-0.11918926 -0.66036844],[-0.01586847 -0.63294213],-0.266836612525,-0.266836612525,"[[ -0.09974637  -0.73391651  -0.09070258  -0.12921589]
 [ -1.74574249 -13.83275256   0.           0.        ]]","[ 1.04156884  1.15162347 -0.14016095 -0.90099966 -0.79719353 -1.09667875
 -0.06461466 -1.66463243  1.47996732  0.30525629  0.        ]",[ 0.00705362 -0.0981797 ]
6,[-0.10387453 -0.63573277],[ 2.29713163  0.19101851],-0.233377385881,-0.233377385881,"[[ -0.134946    -1.03296906  -0.09070258  -0.12921589]
 [ -1.77422769 -16.06506312   0.           0.        ]]","[ 1.03581212  0.87046006 -0.19392231 -1.29189326 -0.79718079 -1.09665514
 -0.06720087 -1.97174679  1.27272995  0.13921997  0.        ]",[ 0.00705362 -0.0981797 ]
7,[-0.09264436 -0.6170519 ],[-1.02536316 -0.02784087],-0.200606874388,-0.200606874388,"[[ -0.13039088  -1.3435009   -0.09070258  -0.12921589]
 [  2.2166294  -14.99165123   0.           0.        ]]","[ 1.03662977  0.52015169 -0.18697597 -1.53059856 -0.79716805 -1.09663154
  0.29522672 -1.82395185  1.05749779  0.08320185  0.        ]",[ 0.00705362 -0.0981797 ]
8,[-0.08002026 -0.5910365 ],[-0.30041051  0.6012716 ],-0.168620332252,-0.168620332252,"[[ -0.12621274  -1.64145397  -0.09070258  -0.12921589]
 [ -1.78565416 -14.80432741   0.           0.        ]]","[ 1.03735281  0.15884026 -0.18060071 -1.57857271 -0.79715531 -1.09660793
 -0.06824428 -1.79809944  0.84444403  0.09767555  0.        ]",[ 0.00705362 -0.0981797 ]
9,[-0.06970934 -0.57188159],[-2.39200386 -0.22041369],-0.136131596317,-0.136131596317,"[[ -0.17351527  -1.9107108   -0.09070258  -0.12921589]
 [ -2.9406982  -12.13027505   0.           0.        ]]","[ 1.02750303 -0.16201763 -0.25253111 -1.46536984 -0.79714256 -1.09658433
 -0.17314012 -1.43008301  0.62396356  0.15039889  0.        ]",[ 0.00705362 -0.0981797 ]
